variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,family,run,seed,N,D,maxFE,target_FE,actual_FE,gen,has_GAN,AF_size,AI_size,BoundaryHit_all,ObjInterfaceScore,RefCov,DuplicateRate,GAN_to_Segment_Dist50,GAN_to_Segment_Dist90,GAN_to_Decision_Segment_Dist50,GAN_to_Decision_Segment_Dist90,GAN_to_AF_Dist90,AF_Cover_epsilon,AF_CoverEpsilon,PairCover_epsilon,PairCoverEpsilon,LargestClusterRate_epsilon,EffectiveClusterCount_epsilon,ClusterEpsilon,RawGANOutsideStandardRangeCount,RawGANFeasibleRate,InjectedCount,GAN_to_AF_ObjNN_mean,GAN_to_AF_ObjNN_median,GAN_to_AF_ObjNN_p90,GAN_to_AF_DecNN_mean,GAN_to_AF_DecNN_median,GAN_to_AF_DecNN_p90,RawGANVarClipRate
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,10000,10100,41,1,50,50,0.06,0.128757804410005,0.25,0,4.49744609449816,29.8144271094538,0.113171241510449,0.153700743386711,29.8144271094538,0,0.05,0,0.05,0.01,181.818181818182,0.05,91,0.175,NaN,10.883012671667,4.50855835246609,29.8144271094538,0.126207619746968,0.124496956778094,0.161814377188691,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,30000,30100,121,1,58,58,0.04,4.01841815526359e-06,0.28,0,0.276066886376249,0.829144759263669,0.0901753273199704,0.130718754149227,0.829144759263669,0.844827586206897,0.05,0.913793103448276,0.05,0.62,2.55950857435372,0.05,13,0.15,NaN,0.423861509479465,0.318781826915834,0.829144759263669,0.109258383932582,0.104557981311156,0.142957014631735,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,50000,50100,201,1,160,160,0.115,0.00158327292676736,0.77,0,0.141330284669136,0.312480270650563,0.0652589591797093,0.110286109730147,0.316490426090187,0.76875,0.05,0.85,0.05,0.125,22.5479143179256,0.05,20,0.245,NaN,0.171822739640671,0.146522204162139,0.316490426090187,0.0782040242219231,0.0725080148316466,0.116787570667796,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,70000,70100,281,1,193,193,0.02,4.58924977125121e-07,0.71,0,0.161130906347645,0.296476269285372,0.0601354614767427,0.101417436332597,0.300358948873729,0.404145077720207,0.05,0.44559585492228,0.05,0.585,2.80347631062518,0.05,30,0.105,NaN,0.178469378655822,0.167642595429918,0.300358948873729,0.0777227077531986,0.066747307292504,0.117156381597751,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,100000,100100,401,1,217,217,0.055,0.000775585290594103,0.74,0,0.115922945618611,1.16838124288174,0.0574047138793797,0.124579969486374,1.16838124288174,0.557603686635945,0.05,0.576036866359447,0.05,0.63,2.47739378174161,0.05,69,0.125,NaN,0.454546169059554,0.118977899325163,1.16838124288174,0.0826354467026162,0.0642922888448323,0.144723282325753,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,10000,10000,41,1,87,87,0.045,0.1138421782998,0.62,0,0.64853861329718,4.81995948416416,0.118494186666771,0.177136817652905,4.81995948416416,0.114942528735632,0.05,0.149425287356322,0.05,0.075,65.7894736842105,0.05,86,0.205,NaN,1.62051251361792,0.649798622733777,4.81995948416416,0.128679312651468,0.126452856897919,0.183438237070643,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,30000,30000,121,1,144,144,0.125,0.000829328135888324,0.68,0,0.116153416023845,0.209865044103776,0.0517558248043294,0.0977960760863151,0.214252693359493,0.826388888888889,0.05,0.826388888888889,0.05,0.46,4.44642063139173,0.05,5,0.2,NaN,0.118244019433273,0.123121639150236,0.214252693359493,0.0647044095250778,0.0617044828060558,0.107308216060185,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,50000,50000,201,1,168,168,0.095,0.000338276237663964,0.69,0,0.0866747495409496,0.974317939860035,0.0473135749179155,0.0917011333177598,0.974317939860035,0.738095238095238,0.05,0.738095238095238,0.05,0.275,6.96621386276559,0.05,42,0.24,NaN,0.224108836168941,0.0896572641080195,0.974317939860035,0.0654465696446053,0.0557113691667982,0.105102367064308,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,70000,70000,281,1,195,195,0.11,0.00355561811162654,0.64,0,0.0699354535823006,0.213249029564352,0.0617144286719386,0.0968345979834864,0.214722258165223,0.805128205128205,0.05,0.815384615384615,0.05,0.585,2.7696994876056,0.05,9,0.375,NaN,0.100555494176304,0.0731772446128499,0.214722258165223,0.0740231646222919,0.0680868808920051,0.105672867294584,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,100000,100000,401,1,223,223,0.085,0.0036512803915493,0.71,0,0.0713585634622523,0.689958521915843,0.0552290228138403,0.131702497485721,0.689958521915843,0.807174887892377,0.05,0.807174887892377,0.05,0.555,3.14119679597927,0.05,16,0.49,NaN,0.237982443299996,0.0734519203076074,0.689958521915843,0.0820029680991245,0.060883823013777,0.147323758598978,0
