problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,generated_new_ref_hit_rate,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10048,45,14,1,14,5,20,20,0.00179932331858553,0.028857938057928,0.00335485585283633,1,0.156045272283778,0.0257990928037565,0.0336361805843768,1,0.025406895692793,0.0297583761977388,1
DASCMOP1_BC,1,30000,30068,136,28,1,28,5,20,0,0.0495368223414843,0.0552317340490427,0.0023820848194717,1,0.0701437302590367,0.0205058549733274,0.0455380670660294,0.285714285714286,0.0783022057410996,0.0970537288169936,0
DASCMOP1_BC,1,50000,50088,227,37,1,37,5,20,0,0.0165303744807929,0.0436643107924371,0.000816790752493185,1,0.0843012635603792,0.0199604320658092,0.0669634176647545,0.432432432432432,0.067182707822926,0.0940465740830383,0
DASCMOP1_BC,1,70000,70108,318,33,1,33,5,20,4,0.0333225374152884,0.0467515877994951,0.000711661076754482,1,0.0873463790510846,0.0158622358388784,0.0368511262260377,0.515151515151515,0.0915905550573392,0.117223761188094,0.2
DASCMOP1_BC,1,100000,100028,454,32,1,32,5,20,0,0.0459000191051588,0.050608528446836,0.000213788769434539,1,0.0723526404070831,0.0108316296630558,0.0290629861541317,0.53125,0.0805315524063549,0.113416240993793,0
DASCMOP2_BC,1,10000,10040,45,15,1,15,5,20,0,0.036725891524862,0.0374092023541944,0.00074333692166378,1,0.112895446575073,0.0387020340196102,0.0414666896263506,0,0.0397676914481963,0.0418944036176599,0
DASCMOP2_BC,1,30000,30060,136,45,1,45,5,20,8,0.0212136685069449,0.0220238273822722,0.000290778526022934,1,0.119886897082151,0.0169274733214074,0.0362809957745939,0.244444444444444,0.0330989077921421,0.0397799793134797,0.4
DASCMOP2_BC,1,50000,50080,227,48,1,48,5,20,0,0.0119732060557909,0.0269261494040225,0.000401663505813966,1,0.11553498918009,0.0164175146198512,0.0385125749716939,0.416666666666667,0.0218853687537626,0.0287284775581738,0
DASCMOP2_BC,1,70000,70100,318,50,1,50,5,20,3,0.01115053749402,0.0125654481529255,0.000387108998075874,1,0.103278393390623,0.0226095389359263,0.042439056759586,0.16,0.0208261537362659,0.0249065718126958,0.15
DASCMOP2_BC,1,100000,100020,454,50,1,50,5,20,4,0.0033688365484699,0.0113615665880524,0.00056859165147862,1,0.128112985129426,0.0100425989451417,0.0323217200155084,0.4,0.0219552638684072,0.0279075817649041,0.2
DASCMOP4_BC,1,10000,10112,48,20,1,20,5,20,0,0.0399873862425948,0.0487155747717288,0.00721194851722607,1,0.0252191836911415,0.0560637780006862,0.0639827535055914,0,0.0487982620708974,0.0575057848499362,0
DASCMOP4_BC,1,30000,30132,139,27,1,27,5,20,0,0.108805203286775,0.114244215029372,0.00457604288858968,1,0.00891091742725522,0.0297749391098541,0.141912080509092,0.259259259259259,0.138400707422308,0.144459103638002,0
DASCMOP4_BC,1,50000,50152,230,24,1,24,5,20,0,0.0842625086745555,0.108417347323601,0.00489357678166893,1,0.0096103389961309,0.132391813450193,0.193513444871194,0,0.12533879204043,0.150739920680436,0
DASCMOP4_BC,1,70000,70172,321,27,1,27,5,20,0,1.18977020498146,1.2723782026114,0.0129532065828078,1,0.024950977902396,0.408201545305988,1.29531787570917,0,1.23505766674481,1.3194864155182,0
DASCMOP4_BC,1,100000,100092,457,24,1,24,5,20,0,0.212756959076499,0.285277827704132,0.00764888205439325,1,0.0165753763674594,0.257164339797333,0.312399715664779,0,0.240961650661181,0.308363314165856,0
DASCMOP5_BC,1,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,30000,30000,149,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,50000,50000,249,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,70000,70020,345,31,1,31,5,20,0,0.123491967273068,0.134349798136765,0.00753978137077226,1,0.064372828999722,0.137150137378614,0.156535185548209,0,0.132523574361899,0.143613373729743,0
DASCMOP5_BC,1,100000,100160,482,31,1,31,5,20,0,0.407451555297852,0.564095025231478,0.00309166645770743,1,0.0141367678688847,0.261383736919977,0.528292801140892,0,0.409150157595361,0.566185859180567,0
LIRCMOP5_BC,1,10000,10100,48,54,1,54,5,20,0,0.00638492349185198,0.00702865341450706,0.0010974214220707,1,0.0666493186336105,0.0160021012776247,0.043117634935746,0.0185185185185185,0.0313383053848557,0.0365450722856332,0
LIRCMOP5_BC,1,30000,30120,139,43,1,43,5,20,20,0.00189523210777369,0.00275712353986599,0.00590544470164973,1,0.0753089152055487,0.00822565073135331,0.0311934755185324,0.186046511627907,0.0181240179291731,0.0246177993822967,1
LIRCMOP5_BC,1,50000,50140,230,66,1,66,5,20,3,0.00235284496389311,0.0061607729795333,0.00219271862952278,1,0.096877029736572,0.00919315475486882,0.0274088847570181,0.242424242424242,0.00912445513359957,0.013530878632057,0.15
LIRCMOP5_BC,1,70000,70160,321,36,1,36,5,20,4,0.000799186770576756,0.00325504450932824,0.000480604208941274,0,0.0316923822666717,0.00160297524186164,0.00841255089739415,0.555555555555556,0.00755680183861422,0.0117803536331276,0.2
LIRCMOP5_BC,1,100000,100080,457,70,1,70,5,20,20,0.000159750380504024,0.000279247560892298,9.84809755248437e-05,1,0.0197088192878323,0.000451152759416255,0.0012327748086219,0.928571428571429,0.000291460094361115,0.000685665742138056,1
LIRCMOP6_BC,1,10000,10184,49,19,1,19,5,20,4,0.00345746036205105,0.00413433339534669,0.000301569212577039,1,0.0713359986171294,0.0150140211810795,0.0751370173145306,0.157894736842105,0.00595199346012107,0.0608123696680096,0.2
LIRCMOP6_BC,1,30000,30204,140,69,1,69,5,20,0,0.00713128754065892,0.00719647520470576,0.000292719370530971,0.6,0.0727746007213296,0.00896045078483748,0.0300955171073024,0.289855072463768,0.0104692738265689,0.0111427495713127,0
LIRCMOP6_BC,1,50000,50004,230,73,1,73,5,20,4,0.000426443287531352,0.00169359486332457,0.00046156441959103,1,0.0724391997097521,0.00410326284629388,0.00938775417880408,0.356164383561644,0.00281251823017767,0.00359955394892377,0.2
LIRCMOP6_BC,1,70000,70024,321,72,1,72,5,20,12,0.000285399022847079,0.00059780759410232,0.00113204016363467,0,0.0766939741215088,0.00781970926580888,0.0212815440150926,0.291666666666667,0.00951384428198773,0.0108455289247677,0.6
LIRCMOP6_BC,1,100000,100164,458,64,1,64,5,20,20,0.0264115391065792,0.0331134698872148,0.000401122084857523,0.2,0.0359594759529227,0.000674479874619864,0.00531120447130874,0.96875,0.0552010360570078,0.0647165478477501,1
LIRCMOP7_BC,1,10000,10120,47,65,1,65,5,20,12,0.00116160755959506,0.0089569364435568,0.000562751838736048,1,0.0479136269057692,0.00646872168404455,0.00950801906488714,0.4,0.00438730686689669,0.0127676282203045,0.6
LIRCMOP7_BC,1,30000,30140,138,61,1,61,5,20,8,0.000526051156609055,0.000939887263630857,0.0015200232607543,1,0.0643330185325012,0.00521102362467275,0.0358267664843861,0.311475409836066,0.0150794577906237,0.0172295998198126,0.4
LIRCMOP7_BC,1,50000,50160,229,39,1,39,5,20,12,0.00230596068045297,0.00689176028467278,0.000181701993829896,1,0.124562445134096,0.00650882668786412,0.0300772384324284,0.435897435897436,0.0116562753948835,0.0154067683510407,0.6
LIRCMOP7_BC,1,70000,70180,320,78,1,78,5,20,0,0.00375294053424339,0.00564871354786842,0.000112955090909202,0.4,0.0895234987392775,0.00650836450246605,0.0270144798315189,0.192307692307692,0.00539751838750971,0.00632512491649077,0
LIRCMOP7_BC,1,100000,100100,456,87,1,87,5,20,0,0.000122088317743151,0.00258804125478798,0.000112105258022836,0,0.12680180733032,0.00795761691521401,0.013532003432389,0.0689655172413793,0.00797797960846316,0.00929347077488056,0
LIRCMOP8_BC,1,10000,10152,48,34,1,34,5,20,3,0.00342609703264326,0.00571489824081411,0.00765181578876218,0.7,0.068410398679511,0.025890865927199,0.0477739969398617,0.0588235294117647,0.0270120347597158,0.0445578624282253,0.15
LIRCMOP8_BC,1,30000,30172,139,62,1,62,5,20,2,0.00530760777339969,0.00741817553795393,0.0024371816632043,0.8,0.0659431718344548,0.00716535229291248,0.0234395564340558,0.193548387096774,0.00719220429728326,0.011410652373134,0.1
LIRCMOP8_BC,1,50000,50192,230,80,1,80,5,20,8,0.00193348116476336,0.00935149052201836,0.00190731720566732,0,0.0561937824556178,0.00541948111709024,0.0362296478107959,0.1875,0.00344354510250303,0.0131736134228464,0.4
LIRCMOP8_BC,1,70000,70212,321,80,1,80,5,20,13,0.000543742914513177,0.00119179197574713,0.00271850554855224,1,0.0517734780261392,0.00427549730492715,0.00868582040112466,0.1875,0.0151365103221857,0.0193386078975943,0.65
LIRCMOP8_BC,1,100000,100132,457,84,1,84,5,20,1,0.00179905515950305,0.00325569556735225,0.00114216363281118,0,0.0784092586946782,0.00581380561089942,0.0124310892142855,0.130952380952381,0.00327350928664238,0.00869805714717091,0.05
LIRCMOP9_BC,1,10000,10040,46,14,1,14,5,20,12,0.000215903735341026,0.000490264788176516,0.000273528755961411,0.9,0.0741543053245291,0.00553299745526718,0.0624759709125867,0.928571428571429,0.00217547540656862,0.00466349383111962,0.6
LIRCMOP9_BC,1,30000,30060,137,19,1,19,5,20,16,2.21937830249834e-05,0.00210871431597934,0.000568993201244811,0.55,0.104874338162651,0.00215392811693501,0.00569325587735708,0.947368421052632,0.00187735869853631,0.0275159425261255,0.8
LIRCMOP9_BC,1,50000,50080,228,22,1,22,5,20,20,6.96283616521156e-05,0.000257329404998913,1.4701736720565e-05,0.45,0.0957431216143967,0.000946006789100286,0.00555161540834686,0.772727272727273,0.00057419352787982,0.00417351351833303,1
LIRCMOP9_BC,1,70000,70100,319,38,1,38,5,20,20,2.40079677667647e-05,2.91162420460958e-05,8.97225096218303e-06,0.4,0.0812574054943613,0.00101785132615361,0.00641967321912267,0.763157894736842,0.00149389469932395,0.00243790014351957,1
LIRCMOP9_BC,1,100000,100020,455,32,1,32,5,20,4,0.000126904586413268,0.000213864375673228,6.72966839787928e-06,1,0.123929165246467,0.000786090930072581,0.0119937288259414,0.78125,0.00134413635487958,0.00269628236350224,0.2
LIRCMOP10_BC,1,10000,10056,46,21,1,21,5,20,0,0.000923219490776191,0.000939259776363781,8.96560010227377e-05,1,0.0913098552521608,0.00243072822013474,0.025777684248529,0.142857142857143,0.00246494002901136,0.00386453477135674,0
LIRCMOP10_BC,1,30000,30076,137,19,1,19,5,20,0,0.000436619993463742,0.000489217223033923,2.14201769347497e-05,1,0.0614583470233146,0.00214696990048419,0.00745289446618745,0.526315789473684,0.000827533274113352,0.00108559805550103,0
LIRCMOP10_BC,1,50000,50096,228,27,1,27,5,20,20,0.000831781730606303,0.00134348121777305,0.000196458782864083,0.55,0.0486030545717352,0.000844575416399823,0.018391253429265,0.740740740740741,0.00282256855003596,0.0350682745414486,1
