problem,seed,mode,stage,targetFE,actualFE,missing,IGD,HV,p1Feasible,p2Feasible,populationOverlap,archivePairs,activePairs,inactivePairs,eligiblePairs,activeRefCoverage,frontRejectedPairs,infeasibleDominatedPairs,eligibilityRemoved,feasiblePoolEligible,infeasiblePoolEligible,gapMedian,gapP90,trainingEvents,generatorUpdates,criticUpdates,trainingSeconds,lastTrainingFE,lastTrainingPairs,lastTrainingEpochs,lastTrainingUpdates,lastTrainingEndpointRMSE,modelVersion,consumedTrainingFE,consumedTrainingPairs,consumedTrainingEpochs,consumedTrainingUpdates,consumedTrainingRMSE,productionFE,selectedCount,selectedFeasibleRate,survivedP1,survivedP2,cumulativeGuided,nativeBandRate,rebuildInputPoints,netGapReduction
LIRCMOP5_BC,1,cgan,first_true_use,5400,5400,0,2.60388128213599,0,100,68,44,20,18,2,20,0.18,6,0,6,23,49,0.484591477176769,0.620542478953413,2,1020,5100,131.608458083333,5400,18,20,20,0.0642417649795837,1,5200,12,952.380952380952,1000,0.0701808212605914,5200,20,0.25,5,20,20,NaN,424,0.387277719880958
LIRCMOP5_BC,1,cgan,FE010000,10000,10000,0,1.23745239373584,0,100,27,22,57,40,17,57,0.4,10,3,12,53,160,0.151938538583709,0.265247674260353,23,1440,7200,191.020611583333,10000,40,8.42105263157895,20,0.0419222806450774,22,9800,39,8.64864864864865,20,0.0383286432558115,9800,20,0,0,0,480,NaN,514,0.102161158820023
LIRCMOP5_BC,1,cgan,FE030000,30000,30000,0,1.20971669402308,0,100,32,10,440,69,371,440,0.69,11,1,12,124,458,0.100698894486712,0.277378863698293,122,3420,17100,403.230883458333,30000,69,4.74074074074074,20,0.0462268955380639,121,29800,66,5.03937007874016,20,0.0472982084476417,29800,20,0,0,0,2480,NaN,1256,-0.0612943524239076
LIRCMOP5_BC,1,cgan,FE050000,50000,50000,0,0.268322937711097,0.158238068101081,100,27,29,22,10,12,22,0.1,2,0,2,35,106,0.0822591935469436,0.178496980233232,192,4820,24100,544.70881075,50000,10,18.9473684210526,20,0.0382366265808575,191,49800,12,20,20,0.0331873356629167,49800,20,0.05,0,1,4480,NaN,442,0
LIRCMOP5_BC,1,cgan,FE070000,70000,70000,0,0.038108171657795,0.274291670048861,100,82,79,20,5,15,20,0.05,0,0,0,107,32,0.0736025686386426,0.159925143966511,225,5480,27400,600.961477041667,68200,9,20,20,0.0268027658806172,225,68200,9,20,20,0.0268027658806172,69800,20,0.1,0,0,6480,NaN,440,0
LIRCMOP5_BC,1,cgan,FE100000,100000,100000,0,0.0178823792342332,0.284781287187074,100,89,68,8,4,4,8,0.04,0,0,0,120,12,0.0975912113950715,0.105386014282836,240,5780,28900,628.955198375,96600,8,18.1818181818182,20,0.024072308567449,240,96600,8,18.1818181818182,20,0.024072308567449,99800,20,0.8,0,0,9480,NaN,416,0
LIRCMOP5_BC,2,cgan,first_true_use,5000,5000,0,1.37964571299636,0,100,78,46,7,5,2,7,0.05,5,1,6,9,25,0.356643422796709,0.811469608233119,1,1000,5000,123.359778041667,4800,9,1000,1000,0.0804644656920305,1,4800,9,1000,1000,0.0804644656920305,4800,20,0.2,2,17,20,NaN,420,1.02225428194216
LIRCMOP5_BC,2,cgan,FE010000,10000,10000,0,1.24132072140742,0,100,14,9,59,44,15,59,0.44,10,1,11,53,242,0.154408569545994,0.283961237489957,24,1460,7300,191.426364166667,10000,44,7.71084337349398,20,0.0472242997037152,23,9800,41,8.2051282051282,20,0.0480500223389109,9800,20,0.1,1,0,520,NaN,516,0.0253069314916064
LIRCMOP5_BC,2,cgan,FE030000,30000,30000,0,0.239855233763304,0.183367889535822,100,64,58,24,10,14,24,0.1,6,3,7,45,59,0.110413253030167,0.154810936985982,75,2480,12400,307.589952,30000,10,20,20,0.0243230645918144,74,29800,14,19.1304347826087,20,0.025385000211255,29800,20,0.2,0,0,2520,NaN,450,0.171450694958654
LIRCMOP5_BC,2,cgan,FE050000,50000,50000,0,0.145585389215879,0.213641198912199,100,80,81,7,4,3,7,0.04,2,1,3,82,43,0.178887317577904,0.698092055098311,140,3780,18900,449.741578333333,47000,8,18.6666666666667,20,0.0568931625372494,140,47000,8,18.6666666666667,20,0.0568931625372494,49800,20,0.1,0,0,4520,NaN,414,0
