problem,mode,stage,GroupCount,mean_actualFE,mean_IGD,mean_HV,mean_activePairs,mean_eligiblePairs,mean_archivePairs,mean_p1Feasible,mean_p2Feasible,mean_gapMedian,mean_trainingEvents,mean_generatorUpdates,mean_lastTrainingEndpointRMSE,mean_selectedFeasibleRate,mean_cumulativeGuided
LIRCMOP5_BC,cgan,FE010000,3,10000,1.23760573603817,0,39,58.6666666666667,58.6666666666667,100,21,0.17435353331165,23.6666666666667,1453.33333333333,0.0469766842116697,0.1,506.666666666667
LIRCMOP5_BC,cgan,FE030000,3,30000,0.889525633812411,0.061122629845274,42.3333333333333,318.666666666667,318.666666666667,100,55.3333333333333,0.118410422968513,107,3120,0.0457635239086918,0.133333333333333,2506.66666666667
LIRCMOP5_BC,cgan,FE050000,3,50000,0.530459541323669,0.123959755671093,20.6666666666667,162,162,100,39,0.128166805127957,185,4680,0.06824815735869,0.05,4506.66666666667
LIRCMOP5_BC,cgan,FE070000,3,70000,0.0379100300788461,0.276141919739744,5.33333333333333,16,16,100,83,0.0876042239201505,208,5140,0.0334709383406332,0.166666666666667,6506.66666666667
LIRCMOP5_BC,cgan,FE100000,3,100000,0.0176341351547429,0.285021964812863,5.66666666666667,19.6666666666667,19.6666666666667,100,89.6666666666667,0.0937199172325997,220.666666666667,5393.33333333333,0.039232189391151,0.566666666666667,9506.66666666667
LIRCMOP5_BC,cgan,first_true_use,3,5133.33333333333,1.78353013499427,0,8.66666666666667,10,10,100,74.6666666666667,0.437347373856445,1.33333333333333,1006.66666666667,0.0767603390677733,0.316666666666667,20
LIRCMOP6_BC,cgan,FE010000,3,10000,1.35693682196565,0,42.6666666666667,62.6666666666667,62.6666666666667,100,53.3333333333333,0.204954947532058,16.6666666666667,1313.33333333333,0.0562661350497653,0.166666666666667,413.333333333333
LIRCMOP6_BC,cgan,FE030000,3,30000,0.955159278208315,0.0442343707205767,61,333.666666666667,333.666666666667,100,41.6666666666667,0.135612863988333,101,3000,0.0720314010188702,0,2233.33333333333
LIRCMOP6_BC,cgan,FE050000,3,50000,0.168849844998596,0.148466983810173,11.6666666666667,54,54,100,69.6666666666667,0.13941477188348,154.333333333333,4066.66666666667,0.0374577707912718,0.1,4180
LIRCMOP6_BC,cgan,FE070000,3,70000,0.0691058193544695,0.171005413446774,7.66666666666667,26,26,100,81.6666666666667,0.189132854582626,198.333333333333,4946.66666666667,0.0347065728348573,0.116666666666667,6180
LIRCMOP6_BC,cgan,FE100000,3,100000,0.0152986843572294,0.19247301970316,4.66666666666667,14.3333333333333,14.3333333333333,100,98.6666666666667,0.11616353694448,274,6460,0.0304717203319173,0.1,8200
LIRCMOP6_BC,cgan,first_true_use,3,5933.33333333333,1.95439601369247,0,5.33333333333333,5.66666666666667,5.66666666666667,100,88.3333333333333,0.568070230352049,1.33333333333333,1006.66666666667,0.103040220144973,0.433333333333333,20
LIRCMOP7_BC,cgan,FE010000,3,10000,0.424507798532613,0.165284743481934,25.6666666666667,31.3333333333333,31.3333333333333,100,34.3333333333333,0.266563189485336,26.6666666666667,1513.33333333333,0.060321741759931,0.15,600
LIRCMOP7_BC,cgan,FE030000,3,30000,0.0926765072594905,0.255597542277297,62,396.666666666667,396.666666666667,100,45.3333333333333,0.131962726793648,126,3500,0.0588034499058109,0.116666666666667,2600
LIRCMOP7_BC,cgan,FE050000,3,50000,0.0118777538844832,0.291365799227381,87.3333333333333,497.333333333333,497.333333333333,100,8.66666666666667,0.115664242552103,226,5500,0.0632977121832876,0.05,4600
LIRCMOP7_BC,cgan,FE070000,3,70000,0.00882265625771365,0.293469818839237,90.6666666666667,500,500,100,1.66666666666667,0.0980570636976706,325.333333333333,7486.66666666667,0.0781607616773707,0.0833333333333333,6600
LIRCMOP7_BC,cgan,FE100000,3,100000,0.00800722337305293,0.293925722004955,91.3333333333333,500,500,100,0.666666666666667,0.0886645947640917,472.666666666667,10433.3333333333,0.104797057615485,0.0833333333333333,9600
LIRCMOP7_BC,cgan,first_true_use,3,4133.33333333333,1.8457717436939,0,1.66666666666667,1.66666666666667,1.66666666666667,100,84.6666666666667,0.398768625598476,1,1000,0.109418488880354,0.5,20
LIRCMOP8_BC,cgan,FE010000,3,10000,0.920573769114922,0.0975978878338483,25.3333333333333,35,35,100,39.6666666666667,0.23056096777442,24,1460,0.0662957145511787,0.2,526.666666666667
LIRCMOP8_BC,cgan,FE030000,3,30000,0.0670185843614015,0.266858449885906,76.3333333333333,307.333333333333,307.333333333333,100,19.3333333333333,0.121571348440848,124,3460,0.0405396239897372,0.116666666666667,2526.66666666667
LIRCMOP8_BC,cgan,FE050000,3,50000,0.00969650989713041,0.292740900855933,87.6666666666667,500,500,100,4.33333333333333,0.103957711314045,223.333333333333,5446.66666666667,0.0560827516128379,0.133333333333333,4526.66666666667
LIRCMOP8_BC,cgan,FE070000,3,70000,0.00846998672408775,0.293460271086198,94.3333333333333,500,500,100,0,0.0971980253677349,323.333333333333,7446.66666666667,0.0671632607364488,0,6526.66666666667
LIRCMOP8_BC,cgan,FE100000,3,100000,0.00803423805158137,0.293759032409562,94.6666666666667,500,500,100,0,0.0888841956753163,471.333333333333,10406.6666666667,0.0744867247672834,0.05,9526.66666666667
LIRCMOP8_BC,cgan,first_true_use,3,4933.33333333333,2.04799137894525,0,4.66666666666667,5.33333333333333,5.33333333333333,100,80.3333333333333,0.460310789549158,1.33333333333333,1006.66666666667,0.10914176561555,0.233333333333333,20
