problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10041,47,11,1,11,0,0.0537965808784221,0.0757272537657206,11,11,11,11,0.0373928717483256,0.0447093105112294,0,0.0432253119192086,0.0467103570029844,1
DASCMOP1_BC,1,30000,30057,140,19,1,19,0,0.0260259798965902,0.132522385028724,19,20,20,0,0.0234517758124448,0.0242931509749389,0,0.0440555656253123,0.0663629270559563,0
DASCMOP1_BC,1,50000,50077,231,22,1,22,0,0.0109992524324844,0.0554974767729074,22,20,20,20,0.02756655961386,0.0330152204776387,0,0.0562264543732592,0.0735613585840967,1
DASCMOP1_BC,1,70000,70097,322,24,1,24,0,0.016990853472797,0.0593959101619341,24,20,20,4,0.0798316180233057,0.212668549173985,0,0.0813595123935511,0.214376962451209,0.2
DASCMOP1_BC,1,100000,100017,458,24,1,24,0,0.0140458578008764,0.060574199296528,24,20,20,3,0.0262854528140794,0.084499155692744,0,0.0381585620274858,0.0972180600304378,0.15
DASCMOP2_BC,1,10000,10031,46,12,1,12,0,0.0179344972191029,0.0635025080410504,12,14,14,14,0.0133679099939744,0.014625776400057,0,0.0139760090303306,0.0152192547933717,1
DASCMOP2_BC,1,30000,30138,139,39,1,39,0,0.106237793660039,0.246790161621162,39,20,20,0,0.0374284765044207,0.039404000011787,0,0.049085352916882,0.0640217362155599,0
DASCMOP2_BC,1,50000,50158,230,43,1,43,0,0.0434802841747977,0.266658990673877,43,20,20,0,0.0140349977627854,0.0144810481678096,0,0.0517324264500852,0.0808969972283264,0
DASCMOP2_BC,1,70000,70178,321,42,1,42,0,0.0295572994546428,0.140970783208828,42,20,20,2,0.0118463183867467,0.0172294701463206,0,0.0177124569173785,0.036533763312142,0.1
DASCMOP2_BC,1,100000,100098,457,40,1,40,0,0.0175461536238212,0.102376638704882,40,20,20,11,0.0425268378574839,0.194989011929177,0,0.0434486234835139,0.200112978245705,0.55
DASCMOP4_BC,1,10000,10090,48,12,1,12,0,0.0176763938842922,0.024979119815636,12,20,20,0,2.4579565736755,2.5095001555714,0,2.46214178188706,2.51003561223388,0
DASCMOP4_BC,1,30000,30104,139,23,1,23,0,0.00591074514683522,0.00781147504062173,23,20,20,0,1.62769610205851,1.83941104549388,0,1.63040100029892,1.8443653119658,0
DASCMOP4_BC,1,50000,50124,230,25,1,25,0,0.0112898088158646,0.0166398464365593,25,20,20,0,1.43008842010625,1.55033043509273,0,1.43289537303496,1.5575526406737,0
DASCMOP4_BC,1,70000,70144,321,26,1,26,0,0.0170212368893171,0.0204526765451996,26,20,20,0,1.11680337543544,1.16750553132309,0,1.1205867426436,1.17568321527559,0
DASCMOP4_BC,1,100000,100064,457,25,1,25,0,0.00524053072715296,0.0233450728963654,25,20,20,0,0.180437276536219,0.190377458925731,0,0.181523864404723,0.191455753812311,0
DASCMOP5_BC,1,10000,10000,49,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,30000,30000,149,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,50000,50000,249,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,70000,70209,346,15,1,15,0,0.000774517855241723,0.00140371653706553,15,20,20,0,1.812875240501,1.84261557910084,0,1.81788029161866,1.84548765536031,0
DASCMOP5_BC,1,100000,100129,482,25,1,25,0,0.0161833987303218,0.0208527965230486,25,20,20,0,2.0661328396207,2.07517698842424,0,2.06675358413347,2.0787650221339,0
LIRCMOP5_BC,1,10000,10072,45,33,1,33,0,0.0205260024884445,0.0834419570290296,33,20,20,0,0.00334509473110186,0.00397973822258262,0,0.018841336182074,0.0249856347004922,0
LIRCMOP5_BC,1,30000,30087,136,13,1,13,0,0.00362595422976989,0.0100399952101698,13,15,15,2,0.0101737647152887,0.012744901681275,0,0.0152817761308689,0.0248755761730996,0.133333333333333
LIRCMOP5_BC,1,50000,50082,227,13,1,13,0,0.0439870981191236,0.159965810158458,13,20,20,8,0.00831157802364753,0.0183577471355012,0,0.0300103787840313,0.0575982081084676,0.4
LIRCMOP5_BC,1,70000,70102,318,11,1,11,0,0.0166143857141577,0.0422262335454428,11,20,20,3,0.00087270043724764,0.00296134568866503,0,0.00954811475730212,0.0295001710842999,0.15
LIRCMOP5_BC,1,100000,100008,454,5,1,5,0,0.0070015855403163,0.00820600754221526,5,20,20,5,0.00573156404571521,0.009608714865089,0,0.0189277896436715,0.0297541086539227,0.25
LIRCMOP6_BC,1,10000,10026,45,7,1,7,0,0.0205231646257295,0.03822101479156,7,20,20,0,0.00829849336728322,0.0116617671971576,0,0.0158630747774772,0.0267939664734092,0
LIRCMOP6_BC,1,30000,30046,136,51,1,51,0,0.0283854989403466,0.0960286295727983,51,20,20,15,0.000826838599340281,0.00152180126393449,0,0.00998325784114441,0.0168670682197937,0.75
LIRCMOP6_BC,1,50000,50066,227,15,1,15,0,0.0291944956185684,0.121642661994316,15,20,20,15,0.0113431685193932,0.0303783255456541,0,0.0377870820005886,0.0496290427996746,0.75
