addedUpdates,trainingSeconds,endpointRMSE,loggedPostRMSE,preEndpointRMSE,directionError,nearestTrainingObjective,labelAccuracy,offlineFullFE,offlineCalObjRows,offlineCalConRows,problem,seed,moving
0,0,0.366781966624231,NaN,NaN,35.40075885845,25.3069594978666,0.5,200,400,200,LIRCMOP7_BC,3,0
20,2.87393445833333,0.317564762991453,0.317564762557891,0.366781967007468,36.4019437251706,16.0243101881441,0.5,200,400,200,LIRCMOP7_BC,3,0
200,24.9820154166667,0.12558796840055,0.125587968561128,0.12868651431089,10.3729936804029,0.186473094319769,0.63,200,400,200,LIRCMOP7_BC,3,0
1000,100.299230958333,0.11591447232687,0.115914472404119,0.116574588325486,14.0509682716721,0.0846196657338742,0.515,200,400,200,LIRCMOP7_BC,3,0
2000,191.018088375,0.111859564629853,0.111859564426706,0.112567359754244,8.03966255615201,0.0676794763301556,0.51,200,400,200,LIRCMOP7_BC,3,0
