addedUpdates,trainingSeconds,endpointRMSE,loggedPostRMSE,preEndpointRMSE,directionError,nearestTrainingObjective,labelAccuracy,offlineFullFE,offlineCalObjRows,offlineCalConRows,problem,seed,moving
0,0,0.360583333019912,NaN,NaN,33.9051810553752,25.7242182387276,0.5,200,400,200,LIRCMOP8_BC,3,0
20,3.38461079166667,0.313528463312634,0.313528463506761,0.360583333154175,33.049575085039,15.5977470807015,0.5,200,400,200,LIRCMOP8_BC,3,0
200,24.857137375,0.0880987257045418,0.0880987255764848,0.0915622974305208,14.862814250856,0.491786723273132,0.495,200,400,200,LIRCMOP8_BC,3,0
1000,99.4829498333333,0.0787008646369493,0.0787008642584468,0.0781786293152482,8.63446877926532,0.116075942432938,0.59,200,400,200,LIRCMOP8_BC,3,0
2000,190.294329,0.0767643802654567,0.076764380260971,0.0769255586552089,6.8916385024846,0.0696811671204283,0.6,200,400,200,LIRCMOP8_BC,3,0
