setting,variant,condition_mode,advWeight,reconstructionWeight,nGen,zDim,ganIter,ganMiniBatch,trainMode,trainZMode,sampleZMode,maxCandidatePairsPerRef,networkPreset,generatorHidden,discriminatorHidden,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_tau_range,train_tau_nonzero_rate,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP7_BC,1,10000,10133,46,71,1,0.27,71,0,0.00937198316716618,0.0442770556449292,71,30,3,0.00371669371302937,18.0281690140845,0.222843330341213,0.321546353765505,0.319451584651947,0.784531783740146,0.436619718309859,0.316261695391035,1.52997761551314,zero,30,0,30,4,0.422535211267606,0.00288886293846636,0.0065727500019801,0,0.0142149057898958,NaN,0.9,0.0468525656404411,0.148148148148148,0.0112400706345959,0.0162400315584598,0.0162400315584598,NaN,0.133333333333333,400,84,568,568,386,182,131,38,100,38,1969,108,97,97,97,86,71,71,71,71,71,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP7_BC,1,30000,30143,133,157,1,0.53,157,0,0.00171831410729099,0.00322643037658663,157,30,3,0.00821860440768466,8.15286624203822,0.181215360267096,0.270512846486673,0,0.996191787188981,0.140127388535032,0.222185848384579,0.233027492567848,zero,30,0,30,1,0.191082802547771,0.00215917427969566,0.00342554223128357,0,0.00387270615196878,NaN,0.7,0.0150498135374655,0.0377358490566038,0.00284677417346485,0.00491181882508158,0.00491181882508158,NaN,0.0333333333333333,400,159,718,718,348,370,268,59,100,59,9098,0,177,177,177,177,157,157,157,157,157,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP7_BC,1,50000,50153,220,96,1,0.32,96,0,0.00042424329687291,0.00213145743960999,96,30,3,0.0050253886824059,13.3333333333333,0.200868036754039,0.308209584080451,0,1,0.09375,0.285933820246669,0.45971209286445,zero,30,0,30,4,0.3125,0.00174976890593529,0.00241714744378869,0,0.00246167786135776,NaN,0.666666666666667,0.00287429062269029,0.09375,0.00524992192361942,0.00664819233454603,0.00664819233454603,NaN,0.133333333333333,400,81,562,562,363,199,234,54,78,40,5516,1,120,120,120,120,96,96,96,96,96,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP7_BC,1,70000,70163,307,99,1,0.33,99,0,0.00104912907203984,0.00337111449430626,99,30,3,0.00518243207873109,12.9292929292929,0.329281497616034,0.525414276907542,0,1,0.0909090909090909,0.357054988827933,0.518580466147605,zero,29,1,30,1,0.303030303030303,0.00219122066007251,0.00602085612223948,0,0.00602085612223948,NaN,0.666666666666667,0.00176787613196799,0.0606060606060606,0.00651589685477942,0.0091293961430991,0.00915332821687552,0.00651589685477942,0.0333333333333333,400,114,628,628,371,257,252,55,66,39,11000,0,117,117,117,117,99,99,99,99,99,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP7_BC,1,100000,100063,437,93,1,0.31,93,0,0.000579601360941461,0.001790946276673,93,30,3,0.00486834528608072,13.7634408602151,0.354978930842909,0.632546822724053,0,1,0.193548387096774,0.628690561700479,1.38936161052957,zero,30,0,30,3,0.32258064516129,0.0054827696905263,0.0121691526138659,0,0.0314950443088369,NaN,0.9,0.0283728971526986,0.193548387096774,0.01845936683035,0.0318195156102529,0.0318195156102529,NaN,0.1,400,96,592,592,379,213,219,56,87,43,4213,10,126,126,126,123,93,93,93,93,93,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP8_BC,1,10000,10114,47,100,1,0.34,100,0,0.00346850025415748,0.0119872773721849,100,30,3,0.00523477987750615,12.8,0.366643923756107,0.50551735700069,0,0.835228413937021,0.2,0.508801274434823,2.56522753585066,zero,21,9,30,0,0.3,0.00753894007438858,0.00825607457999546,0,0.0397754345848774,NaN,0.7,0.0230446996635199,0,0.0259187555277295,0.0427677737606192,0.039247830727101,0.050721103327054,0,400,87,574,574,444,130,213,67,63,42,3271,0,126,126,126,121,100,100,100,100,100,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP8_BC,1,30000,30124,134,45,1,0.15,45,0,0.00191543721898092,0.005125539601451,45,30,3,0.00235565094487777,28.4444444444444,0.295516512549661,0.634234967425385,0.0543875161265193,1,0.266666666666667,0.407527713154854,1.03577001648525,zero,30,0,30,0,0.666666666666667,0.00318957986388124,0.00696327236218828,0,0.00899358941951017,NaN,0.2,-0.0850014596225819,0,0.00913491455970947,0.0142165910048143,0.0142165910048143,NaN,0,400,45,490,490,389,101,229,43,69,17,1687,0,51,51,51,50,45,45,45,45,45,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP8_BC,1,50000,50134,221,159,1,0.53,159,0,0.00161850027360204,0.00396083056329303,159,30,3,0.00832330000523478,8.05031446540881,0.277730253538209,0.386973901346587,-0,0.944129481775348,0.0566037735849057,0.366917452879208,0.722244541987923,zero,30,0,30,5,0.188679245283019,0.00271360822333828,0.007939767306165,0,0.007939767306165,NaN,0.666666666666667,0.0185768359997886,0.113207547169811,0.00368608485534407,0.0151657012166139,0.0151657012166139,NaN,0.166666666666667,400,160,720,720,389,331,298,59,100,59,10269,22,176,176,176,176,159,159,159,159,159,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP8_BC,1,70000,70144,308,168,1,0.56,168,0,0.00098924979039877,0.00282191407672468,168,30,3,0.00879443019421033,7.61904761904762,0.289233671576078,0.497852375206494,0,0.835164625822388,0.0714285714285714,0.449117173120159,0.491939350586684,zero,29,1,30,0,0.178571428571429,0.0360908539051988,0.0496925365279485,0,0.054492115868371,NaN,0.333333333333333,-0.0260052313208493,0,0.0368965724594195,0.0551906081452708,0.0554844144201292,0.0407390931013652,0,400,162,724,724,357,367,304,69,93,64,13785,19,191,191,191,188,168,168,168,168,168,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP8_BC,1,100000,100044,438,252,1,0.84,252,0,0.00189528421848025,0.0061828612360458,252,30,3,0.0131916452913155,5.07936507936508,0.281242495002666,0.671907205065703,-0,0.946290031201508,0.115079365079365,0.8414825820738,0.858625891067448,zero,16,14,30,4,0.119047619047619,0.00435604312961335,0.00808978420547817,0,0.0128457516794494,NaN,0.4,-0.00608447072179873,0.0476190476190476,0.00730117345468495,0.0130624423694188,0.013024948233656,0.0130846672482317,0.133333333333333,400,246,892,892,388,504,355,85,100,85,17083,0,255,255,255,255,252,252,252,252,252,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP9_BC,1,10000,10101,45,44,1,0.15,44,0,0.00239221669156692,0.00724905228832683,44,30,3,0.00230330314610271,29.0909090909091,0.398230102945461,0.763104844304483,0.204042423525515,0.695172087350376,0.613636363636364,0.931360934032023,2.61435279954158,zero,30,0,30,13,0.681818181818182,6.66656235747406e-05,0.0691658118700776,0,0.076687863243518,NaN,0.0333333333333333,-0.0603305434380757,0.133333333333333,0.0126076135084824,0.0803521834689035,0.0803521834689035,NaN,0.433333333333333,400,37,474,474,254,220,146,16,71,16,4900,123,48,48,48,45,44,44,44,44,44,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP9_BC,1,30000,30121,133,42,1,0.14,42,0,0.00322908827233359,0.00971094222146157,42,30,3,0.00219860754855258,30.4761904761905,0.106560310869935,0.156793146106926,0.027550922335943,0.431808207088513,0.785714285714286,0.201668398818482,0.279707007602107,zero,30,0,30,27,0.714285714285714,2.2973694866933e-05,5.23256482728025e-05,0,0.00149532012823277,NaN,0.3,-0.0019764092948433,0.714285714285714,0.00312778893995628,0.00678688076415527,0.00678688076415527,NaN,0.9,400,57,514,514,345,169,231,20,57,20,8238,48,57,57,57,42,42,42,42,42,42,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP9_BC,1,50000,50131,220,69,1,0.23,69,0,0.00379924373303021,0.0142885224619508,69,30,3,0.00361199811547924,18.5507246376812,0.0740254182938803,0.100479915988043,0.0953595807433877,1,0.739130434782609,0.0935381460541207,0.0388001883269206,zero,30,0,30,27,0.434782608695652,1.28693557429631e-06,3.25506915878073e-05,0,0.000219555497841297,NaN,0.633333333333333,0.0123517113038539,0.695652173913043,0.000771829662666461,0.00262528353004022,0.00262528353004022,NaN,0.9,400,66,532,532,325,207,224,35,93,30,4082,124,90,90,90,69,69,69,69,69,69,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP9_BC,1,70000,70141,307,62,1,0.21,62,0,0.00469700681698808,0.0125576475185997,62,30,3,0.00324556352405381,20.6451612903226,0.0715775860178476,0.106785151421825,0.24692282525756,0.99839345948492,0.758064516129032,0.149377599579683,0.0840551929705992,zero,30,0,30,22,0.483870967741935,2.51971290770645e-06,0.000903074360666152,0,0.000903074360666152,NaN,0.666666666666667,0.0034684011759088,0.428571428571429,0.000768946630416753,0.00243242901284099,0.00243242901284099,NaN,0.733333333333333,400,45,490,490,279,211,189,32,100,32,2308,187,78,78,78,62,62,62,62,62,62,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP9_BC,1,100000,100041,437,86,1,0.29,86,0,0.0044619154005583,0.0099638491683414,86,30,3,0.00450191069465529,14.8837209302326,0.0641924575438491,0.141480729939321,0.205575506095542,0.906928954883104,0.662790697674419,0.155504815090893,0.233231614824856,zero,30,0,30,8,0.348837209302326,0.000298338891251399,0.000667947163898086,0,0.000668198489233484,NaN,0.766666666666667,0.00542484908449115,0.241379310344828,0.00112321585686766,0.00188760255733163,0.00188760255733163,NaN,0.266666666666667,400,60,520,520,266,254,193,35,97,32,3505,113,95,95,95,86,86,86,86,86,86,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP10_BC,1,10000,10120,46,30,1,0.1,30,0,0.00759237819555193,0.0161964590485198,30,30,3,0.00157043396325185,40,0.133674942327091,0.263224526175366,0.432255163699464,0.539816551282517,0.6,0.656060463547737,1.51762599441142,zero,30,0,30,2,1,9.38273968798971e-05,0.000303002299732433,0,0.00190681528279322,NaN,0.133333333333333,-0.0125069460402433,0.4,0.00655841356364354,0.0201019658228042,0.0201019658228042,NaN,0.0666666666666667,400,29,458,458,294,164,158,15,66,13,9683,48,35,35,35,32,30,30,30,30,30,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP10_BC,1,30000,30130,133,71,1,0.25,71,0,0.00417986798112304,0.0173406026175015,71,30,3,0.00371669371302937,18.0281690140845,0.0702635031428209,0.168030967733481,0.955545441682445,0.993514729464382,0.71830985915493,0.265878553068797,0.405131358834854,zero,30,0,30,4,0.422535211267606,0.00111382960557202,0.00214990021264842,0,0.00228442238408372,NaN,0.333333333333333,-0.00346003026167896,0.08,0.00157434774754729,0.00254554572719872,0.00254554572719872,NaN,0.133333333333333,400,60,520,520,315,205,218,39,86,31,3471,96,88,88,88,77,71,71,71,71,71,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP10_BC,1,50000,50140,220,94,1,0.32,94,0,0.00747999974948349,0.0226752214939814,94,30,3,0.00492069308485578,13.6170212765957,0.07744623060558,0.136785334937651,0.681547248553488,0.995195852022293,0.776595744680851,0.408106335873656,0.565116202801328,zero,30,0,30,5,0.319148936170213,0.000297299127701172,0.00147089844113952,0,0.00345250488612287,NaN,0.8,0.00570030159001168,0.125,0.000856854566516968,0.0047828406447406,0.0047828406447406,NaN,0.166666666666667,400,99,598,598,357,241,256,41,97,38,4651,203,102,102,102,97,94,94,94,94,94,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP10_BC,1,70000,70150,307,108,1,0.36,108,0,0.0106368618165636,0.0343293128997032,108,30,3,0.00565356226770664,11.8518518518519,0.096132534266695,0.168690249423817,0.533669572809925,0.936361838508701,0.638888888888889,0.181590785352467,0.278904026536516,zero,30,0,30,10,0.277777777777778,0.000118957747889855,0.000693367747473697,0,0.0010462793306582,NaN,0.6,0.00396100187128073,0.333333333333333,0.000673334775070494,0.00179566901134801,0.00179566901134801,NaN,0.333333333333333,400,103,606,606,337,269,276,39,100,39,8533,424,111,111,111,108,108,108,108,108,108,0,30
D_tau_huber_default_epoch20,D_tau_huber_default_epoch20,ref_tau,1,1,30,2,20,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP10_BC,1,100000,100050,437,114,1,0.38,114,0,0.0100817948872511,0.033865711278923,114,30,3,0.00596764906035701,11.2280701754386,0.105621124329575,0.179338990979832,0.381856460882564,0.983645197803866,0.5,0.192045616314546,0.197455721995216,zero,30,0,30,1,0.263157894736842,0.00100993213815011,0.001438024171526,0,0.00153765720904219,NaN,0.6,0.00110439412207802,0.0526315789473684,0.00133213331664342,0.00288967249986887,0.00288967249986887,NaN,0.0333333333333333,400,129,658,658,373,285,297,47,99,47,9829,199,132,132,132,114,114,114,114,114,114,0,30
D_tau_huber_default_epoch50,D_tau_huber_default_epoch50,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP5_BC,1,10000,10013,47,111,1,0.38,111,0,0.00328466379927019,0.00845913593672958,111,30,3,0.00581060566403183,28.8288288288288,0.33884232858465,0.463143349085151,0,0.589404397922705,0.117117117117117,0.384490256565566,0.618040927384516,zero,23,7,30,17,0.27027027027027,0.00671177830997048,0.0132817126173059,0,0.0136158036309239,NaN,0.533333333333333,0.0018264624285371,0.210526315789474,0.0070476098312832,0.0136221444843416,0.013399261648244,0.0133824022939954,0.566666666666667,400,93,586,586,439,147,190,51,81,44,3325,0,130,130,130,130,111,111,111,111,111,0,30
D_tau_huber_default_epoch50,D_tau_huber_default_epoch50,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP5_BC,1,30000,30023,134,39,1,0.13,39,0,0.00134423591458901,0.00698750846631643,39,30,3,0.0020415641522274,82.0512820512821,0.279593914123295,0.43669197656529,0,0,0,0.375623798868311,0.673820956184403,zero,5,25,30,2,0.769230769230769,0.00609673351053125,0.0088722671576179,0,0.0107806086012808,NaN,0.466666666666667,-0.000105125324487865,0.230769230769231,0.00728118549751986,0.0108934691849057,0.00876040913335329,0.0110063297685306,0.0666666666666667,400,51,502,502,389,113,170,46,21,14,6462,0,42,42,42,42,39,39,39,39,39,0,30
D_tau_huber_default_epoch50,D_tau_huber_default_epoch50,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP5_BC,1,50000,50033,221,132,1,0.44,132,0,0.00435001739567124,0.0130410802655757,132,30,3,0.00690990943830812,24.2424242424242,0.460473881695603,0.997505841438675,0,0.389810834941744,0.0454545454545455,0.728159980107167,1.02091571502874,zero,30,0,30,12,0.227272727272727,0.0083913304060736,0.02535539208847,0,0.02535539208847,NaN,0.566666666666667,0.00811204311909652,0.295454545454545,0.0155109830722574,0.0257871343781348,0.0257871343781348,NaN,0.4,400,129,658,658,353,305,248,50,100,50,8149,15,150,150,150,150,132,132,132,132,132,0,30
D_tau_huber_default_epoch50,D_tau_huber_default_epoch50,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,default,64:64:64,64:64:32,LIRCMOP5_BC,1,70000,70043,308,59,1,0.2,59,0,0.0223015695377716,0.0535241166179663,59,30,3,0.00308852012772863,54.2372881355932,0.141417068443585,0.238279737157364,0.187688899753664,0.98336843343302,0.847457627118644,0.225117694936446,0.690332869098691,zero,30,0,30,4,0.508474576271186,0.00201410115558303,0.00233725631901736,0,0.00475527866868149,NaN,0.833333333333333,0.0189905014253576,0.3,0.0040267165129713,0.00585084075576657,0.00585084075576657,NaN,0.133333333333333,400,47,494,494,307,187,214,40,100,40,3904,1101,72,72,72,59,59,59,59,59,59,0,30
