problem,run,seed,targetFE,actualFE,IGD,HV,p1Feasible,p1NondominatedFeasible,activePairs,activeReferences,gapMedian,gapP90,trainingEvents,guidedSelected,guidedFeasible,guidedSurvived
LIRCMOP10_BC,2,2,70000,70000,0.216001512604588,0.602268461565069,100,100,17,17,0.0410772274918334,0.0697123453795139,0,0,0,0
LIRCMOP10_BC,2,2,80000,80000,0.128184663274993,0.652744561271059,100,100,20,20,0.0455149327597054,0.0945516810400558,0,0,0,0
LIRCMOP10_BC,2,2,90000,90000,0.105072929244242,0.670129058737403,100,100,22,22,0.0524021864007818,0.0925564618116324,0,0,0,0
LIRCMOP10_BC,2,2,100000,100000,0.0272224421012367,0.69243190400886,100,100,27,27,0.0570425735541581,0.10450881299826,0,0,0,0
LIRCMOP10_BC,3,3,10000,10000,0.716295583927348,0.178343044452091,100,100,9,9,0.122084629573779,0.277001881077449,0,0,0,0
LIRCMOP10_BC,3,3,20000,20000,0.660020304543396,0.219103817779488,100,100,7,7,0.119541240827108,0.18952015099773,0,0,0,0
LIRCMOP10_BC,3,3,30000,30000,0.643773225384575,0.235597089017806,100,100,8,8,0.138041298844795,0.325001548537016,0,0,0,0
LIRCMOP10_BC,3,3,40000,40000,0.482298129098499,0.403279800925548,100,100,2,2,0.104419984389641,0.173110852492677,0,0,0,0
LIRCMOP10_BC,3,3,50000,50000,0.414581486800067,0.474007650750957,100,100,9,9,0.0269443028362059,0.0468578753063331,0,0,0,0
LIRCMOP10_BC,3,3,60000,60000,0.227194741184307,0.587206572537877,100,100,15,15,0.0485364630681237,0.089455084919776,0,0,0,0
LIRCMOP10_BC,3,3,70000,70000,0.179809371370489,0.612841024549263,100,100,17,17,0.04942126449787,0.071421378244488,0,0,0,0
LIRCMOP10_BC,3,3,80000,80000,0.0602203248664032,0.67460198826979,100,100,24,24,0.0623394045139132,0.137454328561385,0,0,0,0
LIRCMOP10_BC,3,3,90000,90000,0.0295934889703898,0.692416818621487,100,100,24,24,0.0567539714012079,0.125229565815891,0,0,0,0
LIRCMOP10_BC,3,3,100000,100000,0.0243441364784894,0.695186688798526,100,100,26,26,0.0560838688687194,0.098906503978534,0,0,0,0
LIRCMOP10_BC,4,4,10000,10000,0.716230543769894,0.166572196230172,100,100,12,12,0.0637981005236278,0.154846153858391,0,0,0,0
LIRCMOP10_BC,4,4,20000,20000,0.640917098024787,0.261197996083336,100,100,6,6,0.110579329636628,0.254999039897108,0,0,0,0
LIRCMOP10_BC,4,4,30000,30000,0.422029242466615,0.476849185502324,100,100,10,10,0.0471120808519879,0.0617235875197495,0,0,0,0
LIRCMOP10_BC,4,4,40000,40000,0.23211350714883,0.585615883393334,100,100,13,13,0.0400205150126928,0.091972892309308,0,0,0,0
LIRCMOP10_BC,4,4,50000,50000,0.221086506328294,0.597602735282393,100,100,16,16,0.0395870723786785,0.0620553252749407,0,0,0,0
LIRCMOP10_BC,4,4,60000,60000,0.137949550984273,0.64378053375209,100,100,17,17,0.0405091236885113,0.0727078225228543,0,0,0,0
LIRCMOP10_BC,4,4,70000,70000,0.109603115136355,0.664959335835466,100,100,20,20,0.0529184665144175,0.104106971576187,0,0,0,0
LIRCMOP10_BC,4,4,80000,80000,0.103850370074725,0.668653516289144,100,100,19,19,0.0469021916011908,0.0832058517981501,0,0,0,0
LIRCMOP10_BC,4,4,90000,90000,0.0421384036908186,0.68528789254445,100,100,26,26,0.0539742583927981,0.108567952944696,0,0,0,0
LIRCMOP10_BC,4,4,100000,100000,0.0259102332644164,0.692942563776253,100,100,26,26,0.0559028592955886,0.134205429714831,0,0,0,0
LIRCMOP10_BC,5,5,10000,10000,0.690219208129943,0.182379483782973,100,100,12,12,0.0592131774745213,0.170316967590769,0,0,0,0
LIRCMOP10_BC,5,5,20000,20000,0.66038531496775,0.226720919536148,100,100,8,8,0.0269132951709893,0.250475795543247,0,0,0,0
LIRCMOP10_BC,5,5,30000,30000,0.423284708419514,0.468826666971349,100,100,10,10,0.0614583391337892,0.12507723127751,0,0,0,0
LIRCMOP10_BC,5,5,40000,40000,0.255021016350038,0.567759356453415,100,100,16,16,0.0528221031671925,0.0987601305176277,0,0,0,0
LIRCMOP10_BC,5,5,50000,50000,0.230469946201947,0.592778149716061,100,100,15,15,0.0442501582764792,0.0752784550989816,0,0,0,0
LIRCMOP10_BC,5,5,60000,60000,0.220324434550668,0.600202023021789,100,100,17,17,0.0478022348094071,0.0796713226779525,0,0,0,0
LIRCMOP10_BC,5,5,70000,70000,0.115814521201107,0.660506983345538,100,100,21,21,0.0417163853322979,0.0712389610230583,0,0,0,0
LIRCMOP10_BC,5,5,80000,80000,0.0458297886388523,0.684527987194074,100,100,25,25,0.0449042837291639,0.0979584525024258,0,0,0,0
LIRCMOP10_BC,5,5,90000,90000,0.0285090892428547,0.692129125251385,100,100,25,25,0.0509790103484403,0.0930309330131477,0,0,0,0
LIRCMOP10_BC,5,5,100000,100000,0.0224129250828435,0.69584992403608,100,100,24,24,0.0505796775439797,0.128685628622494,0,0,0,0
LIRCMOP12_BC,1,1,10000,10000,0.324511113508818,0.429472644095106,100,18,7,7,0.12462896661925,0.389503462006339,0,0,0,0
LIRCMOP12_BC,1,1,20000,20000,0.3095420481721,0.445151707727051,100,22,5,5,0.0705492406638648,0.311003551857517,0,0,0,0
LIRCMOP12_BC,1,1,30000,30000,0.28850494093996,0.461940062692759,100,57,7,7,0.0705492406638648,0.133201077293282,0,0,0,0
LIRCMOP12_BC,1,1,40000,40000,0.285270988311713,0.472797645382777,100,61,6,6,0.0709483735484617,0.104594380898347,0,0,0,0
LIRCMOP12_BC,1,1,50000,50000,0.174360911536078,0.521706596090013,100,100,9,9,0.0786000531172796,0.203682022130654,0,0,0,0
LIRCMOP12_BC,1,1,60000,60000,0.156386561938099,0.537103427674483,100,100,7,7,0.0705492406638648,0.106647955356664,0,0,0,0
LIRCMOP12_BC,1,1,70000,70000,0.138105616123743,0.553085938566286,100,100,8,8,0.0729388433590079,0.108450633853384,0,0,0,0
LIRCMOP12_BC,1,1,80000,80000,0.106938784924563,0.571323980385822,100,100,12,12,0.0707656528068131,0.141952803138948,0,0,0,0
LIRCMOP12_BC,1,1,90000,90000,0.0875525730314699,0.583563780954408,100,100,10,10,0.0593331541108409,0.104268718328854,0,0,0,0
LIRCMOP12_BC,1,1,100000,100000,0.0341675994614109,0.604073736317062,100,100,12,12,0.0781866555132223,0.122651525834792,0,0,0,0
LIRCMOP12_BC,2,2,10000,10000,0.299486685831403,0.452945353048628,100,42,8,8,0.157308289219214,0.243746036798423,0,0,0,0
LIRCMOP12_BC,2,2,20000,20000,0.23073991897098,0.479840113007309,100,16,7,7,0.280020678117023,0.60201812894312,0,0,0,0
LIRCMOP12_BC,2,2,30000,30000,0.192239112288378,0.502458449014824,100,18,9,9,0.251115058056583,0.702842132259208,0,0,0,0
LIRCMOP12_BC,2,2,40000,40000,0.179888111256076,0.518748385654101,100,35,9,9,0.0358593480359453,0.31540143356911,0,0,0,0
LIRCMOP12_BC,2,2,50000,50000,0.162683711438715,0.532786447610156,100,100,10,10,0.0437867231061347,0.34289779151634,0,0,0,0
LIRCMOP12_BC,2,2,60000,60000,0.140309521742775,0.551498125983125,100,100,9,9,0.0733412856168276,0.172934306767112,0,0,0,0
LIRCMOP12_BC,2,2,70000,70000,0.136335483114211,0.558699035860748,100,95,8,8,0.035922701729406,0.402552550971126,0,0,0,0
LIRCMOP12_BC,2,2,80000,80000,0.103676756372957,0.573053640935462,100,93,9,9,0.0284969659095305,0.143129269579734,0,0,0,0
LIRCMOP12_BC,2,2,90000,90000,0.0829763124503035,0.587868078707315,100,100,10,10,0.0222846203043867,0.0708482405318371,0,0,0,0
LIRCMOP12_BC,2,2,100000,100000,0.0445808722334607,0.601888624508383,100,100,14,14,0.0460469245828022,0.202135254568347,0,0,0,0
LIRCMOP12_BC,3,3,10000,10000,0.294468195906596,0.462857206196192,100,25,10,10,0.121708792953487,0.216437099663043,0,0,0,0
LIRCMOP12_BC,3,3,20000,20000,0.288303549765206,0.468638892029679,100,27,7,7,0.0972126607725657,0.155197500701187,0,0,0,0
LIRCMOP12_BC,3,3,30000,30000,0.203549778523641,0.50105617059331,100,17,7,7,0.104804782508266,0.147904899045658,0,0,0,0
LIRCMOP12_BC,3,3,40000,40000,0.167537202708521,0.527095408181827,100,22,8,8,0.102262641936297,0.253282387979218,0,0,0,0
LIRCMOP12_BC,3,3,50000,50000,0.143709209985604,0.546277670840872,100,48,6,6,0.081703697886788,0.155474353284022,0,0,0,0
LIRCMOP12_BC,3,3,60000,60000,0.137246089627832,0.555577850764743,100,74,9,9,0.0557753252014546,0.132765990568928,0,0,0,0
LIRCMOP12_BC,3,3,70000,70000,0.132652768995044,0.5600449769382,100,100,9,9,0.0695364704861704,0.136365985960892,0,0,0,0
LIRCMOP12_BC,3,3,80000,80000,0.094574468194721,0.579791091191902,100,98,8,8,0.0465906920271574,0.140335444807293,0,0,0,0
LIRCMOP12_BC,3,3,90000,90000,0.0803443476594597,0.590946917635004,100,92,9,9,0.0230468126767596,0.132765990568928,0,0,0,0
LIRCMOP12_BC,3,3,100000,100000,0.030771781557129,0.607497343520277,100,100,14,14,0.0703998549854147,0.143751295099494,0,0,0,0
LIRCMOP12_BC,4,4,10000,10000,0.260663501498621,0.496652531977991,100,18,7,7,0.125728051255891,0.329982028112273,0,0,0,0
LIRCMOP12_BC,4,4,20000,20000,0.166419686330941,0.531806833550495,100,50,10,10,0.0963641518466819,0.196163690903195,0,0,0,0
LIRCMOP12_BC,4,4,30000,30000,0.166442553759516,0.533956993310557,100,91,7,7,0.0364235273369995,0.223994932719258,0,0,0,0
LIRCMOP12_BC,4,4,40000,40000,0.166491760377034,0.53512105770098,100,67,6,6,0.00532552861662314,0.148243040537023,0,0,0,0
LIRCMOP12_BC,4,4,50000,50000,0.130148665938718,0.55399889178339,100,100,8,8,0.039558919060594,0.181936621770757,0,0,0,0
LIRCMOP12_BC,4,4,60000,60000,0.117258160091003,0.560387880748159,100,100,11,11,0.0379957468313559,0.199745425093939,0,0,0,0
LIRCMOP12_BC,4,4,70000,70000,0.104980666047194,0.567355455145955,100,100,11,11,0.0572169529782704,0.164531572738587,0,0,0,0
LIRCMOP12_BC,4,4,80000,80000,0.0974139016986237,0.574996642464839,100,100,11,11,0.0335262352160494,0.108889873599491,0,0,0,0
LIRCMOP12_BC,4,4,90000,90000,0.0569352636571835,0.592373053790518,100,100,12,12,0.0487363078531558,0.182215551281208,0,0,0,0
LIRCMOP12_BC,4,4,100000,100000,0.0354581869479282,0.605277962770674,100,100,10,10,0.0589192543948524,0.189558838273707,0,0,0,0
LIRCMOP12_BC,5,5,10000,10000,0.439346590246555,0.347608405177766,100,21,12,12,0.210497159584227,0.298933778978654,0,0,0,0
LIRCMOP12_BC,5,5,20000,20000,0.416391347307622,0.3617625624028,100,34,12,12,0.0909936226502887,0.288447598365777,0,0,0,0
LIRCMOP12_BC,5,5,30000,30000,0.407217986580283,0.37459453828524,100,53,11,11,0.117953753747381,0.291820242910913,0,0,0,0
LIRCMOP12_BC,5,5,40000,40000,0.225536680070122,0.486964154362267,100,100,10,10,0.141935861259317,0.261466442004691,0,0,0,0
LIRCMOP12_BC,5,5,50000,50000,0.208556070522271,0.504560848051219,100,16,6,6,0.0474754519636065,0.274957020185234,0,0,0,0
LIRCMOP12_BC,5,5,60000,60000,0.149529091508516,0.537743259048532,100,50,8,8,0.100024999101659,0.29718852251069,0,0,0,0
LIRCMOP12_BC,5,5,70000,70000,0.117318921936899,0.562080984611262,100,85,12,12,0.0851823917802253,0.289785861025152,0,0,0,0
LIRCMOP12_BC,5,5,80000,80000,0.0681737655863525,0.585281418950926,100,84,12,12,0.0788443124257108,0.316244127980648,0,0,0,0
LIRCMOP12_BC,5,5,90000,90000,0.0416126627700158,0.600432040055436,100,100,13,13,0.0673577936501432,0.233888737397949,0,0,0,0
LIRCMOP12_BC,5,5,100000,100000,0.0222060640378928,0.609756581873499,100,99,13,13,0.093840533131986,0.285074953820641,0,0,0,0
LIRCMOP5_BC,1,1,10000,10000,1.2471496555015,0,100,100,38,38,0.121252225666402,0.233803234734979,19,0,0,0
LIRCMOP5_BC,1,1,20000,20001,1.21963617669626,0,100,100,27,27,0.149207844773021,0.31228441991136,66,0,0,0
LIRCMOP5_BC,1,1,30000,30023,1.21667275799185,0,100,100,57,57,0.184087328839186,0.311909878415226,93,0,0,0
LIRCMOP5_BC,1,1,40000,40113,0.147314768911846,0.22734165559356,100,76,4,4,0.112727344738018,0.147935846237336,132,2,0,0
LIRCMOP5_BC,1,1,50000,50113,0.0566340460184537,0.269833743601641,100,100,5,5,0.0930227932458255,0.156152113686705,132,2,0,0
LIRCMOP5_BC,1,1,60000,60113,0.0467056622145665,0.274185974701078,100,100,4,4,0.0841564434922148,0.123506442748416,132,2,0,0
LIRCMOP5_BC,1,1,70000,70113,0.0238468784564624,0.28167308984845,100,100,5,5,0.0827737632544926,0.106396268118619,132,2,0,0
LIRCMOP5_BC,1,1,80000,80113,0.0203652698313549,0.283117608739584,100,100,3,3,0.0730560407316436,0.0953764284394668,132,2,0,0
LIRCMOP5_BC,1,1,90000,90113,0.0169600687280195,0.284771910835054,100,100,7,7,0.0800158094146714,0.112446338001622,132,2,0,0
LIRCMOP5_BC,1,1,100000,100000,0.0149109365291028,0.28606771309938,100,100,6,6,0.0586097619918552,0.109439031987072,132,2,0,0
LIRCMOP5_BC,2,2,10000,10000,1.43181230828037,0,100,100,12,12,0.206809849710837,0.29863542770709,0,0,0,0
LIRCMOP5_BC,2,2,20000,20000,1.20392628788386,0,100,46,25,25,0.129668589939564,0.308193803624143,12,0,0,0
LIRCMOP5_BC,2,2,30000,30000,0.165107830110532,0.235229977584158,100,100,13,13,0.0847269107917685,0.195432375063514,27,0,0,0
LIRCMOP5_BC,2,2,40000,40000,0.124032717979137,0.255600994434051,100,100,5,5,0.16427215244028,0.230714721577603,27,0,0,0
LIRCMOP5_BC,2,2,50000,50000,0.100548243218994,0.260735129973594,100,100,6,6,0.159617048770794,0.260700813302705,27,0,0,0
LIRCMOP5_BC,2,2,60000,60000,0.0783093965227361,0.266125407863872,100,100,9,9,0.125087462017485,0.171131615476567,27,0,0,0
LIRCMOP5_BC,2,2,70000,70000,0.0731197814327161,0.267709128923092,100,100,8,8,0.123820974911509,0.226708731132466,27,0,0,0
LIRCMOP5_BC,2,2,80000,80000,0.0460685954326777,0.274848510430094,100,100,5,5,0.0936454571128237,0.119403503556743,27,0,0,0
LIRCMOP5_BC,2,2,90000,90000,0.0425607521917342,0.27634172223783,100,100,4,4,0.0571128828357876,0.0820947762968536,27,0,0,0
LIRCMOP5_BC,2,2,100000,100000,0.0285987641550856,0.280427010495716,100,100,7,7,0.0833250076824218,0.126434558607418,27,0,0,0
LIRCMOP5_BC,3,3,10000,10000,1.22652468557608,0,100,100,29,29,0.213431838257441,0.279880873115069,4,0,0,0
LIRCMOP5_BC,3,3,20000,20008,1.21515396101445,0,100,100,58,58,0.230929490366067,0.329495005741243,51,0,0,0
LIRCMOP5_BC,3,3,30000,30075,1.21320750647822,0,100,100,34,34,0.192652326051489,0.278200144518116,101,6,0,0
LIRCMOP5_BC,3,3,40000,40156,1.1853185832414,0,100,100,54,54,0.1839601557537,0.394550806650621,144,6,0,0
LIRCMOP5_BC,3,3,50000,50189,0.109921019752186,0.237093979422573,100,80,8,8,0.085226489140937,0.124962931572505,161,7,0,0
LIRCMOP5_BC,3,3,60000,60189,0.0498379681194419,0.2716009975928,100,100,3,3,0.0275662591256425,0.124300311610814,161,7,0,0
LIRCMOP5_BC,3,3,70000,70189,0.0342365525776522,0.277618016660819,100,100,4,4,0.0527417609495484,0.0823491589571645,161,7,0,0
LIRCMOP5_BC,3,3,80000,80189,0.0230991277436279,0.281995119861488,100,100,6,6,0.0958294370438786,0.130572282133152,161,7,0,0
LIRCMOP5_BC,3,3,90000,90189,0.0205816099497815,0.283310969410646,100,100,6,6,0.110416132829,0.164597016688504,161,7,0,0
LIRCMOP5_BC,3,3,100000,100000,0.0166025418567681,0.284818237604134,100,100,4,4,0.056042923124148,0.0755376104042731,161,7,0,0
LIRCMOP5_BC,4,4,10000,10000,1.23646170728303,0,100,100,29,29,0.164659721811143,0.305199902431462,1,0,0,0
LIRCMOP5_BC,4,4,20000,20000,1.20188156934619,0,100,100,48,48,0.149276967951466,0.258336493973021,44,0,0,0
LIRCMOP5_BC,4,4,30000,30063,1.19885236876803,0,100,100,60,60,0.136835481981051,0.321736953593645,94,3,0,0
LIRCMOP5_BC,4,4,40000,40135,1.19793106915323,0,100,100,19,19,0.139286347282028,0.284349716151223,125,13,0,0
LIRCMOP5_BC,4,4,50000,50045,1.16992088857939,0,100,100,54,54,0.18351178525391,0.387418751058623,159,13,0,0
LIRCMOP5_BC,4,4,60000,60090,1.14992142002481,0,100,100,46,46,0.138626844233404,0.334596878729527,209,14,0,0
LIRCMOP5_BC,4,4,70000,70133,0.0564145189074664,0.266899922881675,100,100,11,11,0.0788347065203625,0.146313064936018,226,14,0,0
LIRCMOP5_BC,4,4,80000,80133,0.0329077637029511,0.277963131123974,100,100,5,5,0.0639452587318452,0.110146511967373,226,14,0,0
LIRCMOP5_BC,4,4,90000,90133,0.0239166592820391,0.283070034966492,100,100,8,8,0.0616495206835177,0.0892307373977958,226,14,0,0
LIRCMOP5_BC,4,4,100000,100000,0.0198342733504235,0.285459524354709,100,100,7,7,0.0776462670268568,0.150031703078769,226,14,0,0
LIRCMOP5_BC,5,5,10000,10000,1.23171818726426,0,100,74,38,38,0.201495789551132,0.300064368456877,8,0,0,0
LIRCMOP5_BC,5,5,20000,20001,1.21065792788221,0,100,100,51,51,0.151243448317,0.297227213258342,58,0,0,0
LIRCMOP5_BC,5,5,30000,30047,1.18747520472429,0,100,99,59,59,0.11896897578222,0.301638417445678,107,21,0,0
LIRCMOP5_BC,5,5,40000,40111,0.28835190042842,0.150360722622174,100,100,6,6,0.0908882287508398,0.399310680722458,130,33,0,0
LIRCMOP5_BC,5,5,50000,50111,0.211307102082168,0.180095176431681,100,100,3,3,0.193253660508016,0.201682767632964,130,33,0,0
LIRCMOP5_BC,5,5,60000,60111,0.17146906076521,0.195220334443286,100,100,2,2,0.0673221748225208,0.0839476771792139,130,33,0,0
LIRCMOP5_BC,5,5,70000,70111,0.11318477186591,0.221598706118246,100,100,0,0,NaN,NaN,130,33,0,0
LIRCMOP5_BC,5,5,80000,80111,0.0721238613486028,0.240688195672777,100,100,3,3,0.107014082930672,0.136579613784585,130,33,0,0
LIRCMOP5_BC,5,5,90000,90111,0.0140482882993063,0.287541397461205,100,100,3,3,0.112459493028869,0.168661504345615,130,33,0,0
LIRCMOP5_BC,5,5,100000,100000,0.0124478877730318,0.288396678135378,100,100,3,3,0.169059368674493,0.246178892049505,130,33,0,0
LIRCMOP7_BC,1,1,10000,10000,0.202967707009941,0.220155353888278,100,100,35,35,0.136732818162697,0.26222594864303,14,0,0,0
LIRCMOP7_BC,1,1,20000,20003,0.122887396674875,0.245225124337214,100,100,66,66,0.155026092348178,0.258224091624368,64,0,0,0
LIRCMOP7_BC,1,1,30000,30124,0.102822197332276,0.251022273536633,100,100,68,68,0.156741118149338,0.275152543591533,114,7,0,0
LIRCMOP7_BC,1,1,40000,40060,0.0940850057765067,0.256228203145397,100,100,63,63,0.17196278327111,0.311066182354166,163,10,0,0
LIRCMOP7_BC,1,1,50000,50188,0.0137798423149622,0.289906691567863,100,100,76,76,0.148414414061302,0.289521025879361,213,12,0,0
LIRCMOP7_BC,1,1,60000,60136,0.0104478525178455,0.292488856100553,100,100,80,80,0.14217820905522,0.327823251496306,262,16,0,0
LIRCMOP7_BC,1,1,70000,70090,0.00896474314733196,0.293306457167966,100,100,88,88,0.135555095774733,0.33750354610263,311,29,0,0
LIRCMOP7_BC,1,1,80000,80038,0.00848396607260203,0.29360282550353,100,100,85,85,0.124360364708121,0.295904248903322,360,36,0,0
LIRCMOP7_BC,1,1,90000,90045,0.00849933637832813,0.29368449254544,100,100,88,88,0.112598988379235,0.276311264284909,409,46,0,0
LIRCMOP7_BC,1,1,100000,100000,0.00839346114302654,0.29374823104787,100,100,85,85,0.104494254255304,0.341950977485498,458,52,0,0
LIRCMOP7_BC,2,2,10000,10000,1.73396893030946,0,100,100,20,20,0.367778412111658,0.506086589760334,0,0,0,0
LIRCMOP7_BC,2,2,20000,20000,0.103930644933522,0.251522265365189,100,100,48,48,0.21467696632691,0.316964095449854,12,0,0,0
LIRCMOP7_BC,2,2,30000,30001,0.0356222720073926,0.28322307026363,100,100,80,80,0.178680468629505,0.293246133616725,62,0,0,0
LIRCMOP7_BC,2,2,40000,40068,0.0279719219185085,0.285585338995562,100,100,82,82,0.167378105688934,0.282518101268754,112,3,0,0
LIRCMOP7_BC,2,2,50000,50123,0.0207301314531559,0.287790604508075,100,100,83,83,0.156809560814723,0.29102416724008,162,5,0,0
LIRCMOP7_BC,2,2,60000,60079,0.0180708379273991,0.288691838539188,100,100,76,76,0.133296812187041,0.306326517906065,211,19,0,0
LIRCMOP7_BC,2,2,70000,70015,0.011043887480734,0.291476710285163,100,100,79,79,0.139635524313608,0.31952414624894,260,29,0,0
LIRCMOP7_BC,2,2,80000,80133,0.00955534267218648,0.292613662052874,100,100,89,89,0.145997600550289,0.281626425994145,310,44,0,0
LIRCMOP7_BC,2,2,90000,90046,0.00926315001845798,0.292828359257268,100,100,86,86,0.125030108732772,0.287354016386928,359,59,0,0
LIRCMOP7_BC,2,2,100000,100000,0.00935926765257566,0.293135974005762,100,100,87,87,0.121526336075237,0.298691241492826,409,88,0,0
LIRCMOP7_BC,3,3,10000,10000,0.224188736313366,0.21386396713293,100,82,25,25,0.20139233893883,0.318061042914386,11,0,0,0
LIRCMOP7_BC,3,3,20000,20004,0.13885774432627,0.240276711962645,100,100,57,57,0.14375635386975,0.301931825098754,60,0,0,0
LIRCMOP7_BC,3,3,30000,30112,0.135933795865587,0.244288524231888,100,100,68,68,0.192397265115334,0.299694515065191,110,11,0,0
LIRCMOP7_BC,3,3,40000,40153,0.133359311464467,0.246157803605517,100,100,79,79,0.16681859502262,0.274330471548398,159,47,0,0
LIRCMOP7_BC,3,3,50000,50136,0.119336427610573,0.24940656872426,100,100,81,81,0.184934807813077,0.299415312454896,208,65,0,0
LIRCMOP7_BC,3,3,60000,60108,0.0781592858898006,0.260307866377167,100,100,62,62,0.143853552912064,0.29761165292111,257,88,0,0
LIRCMOP7_BC,3,3,70000,70024,0.0157560553537047,0.290534888655399,100,100,75,75,0.160859155155842,0.310497737030204,306,91,0,0
LIRCMOP7_BC,3,3,80000,80089,0.012940874853768,0.291735936908611,100,100,80,80,0.165372613923624,0.330721304919941,355,96,0,0
LIRCMOP7_BC,3,3,90000,90156,0.00954034867471847,0.293240577608975,100,100,85,85,0.145331758245681,0.309062426256173,404,105,0,0
LIRCMOP7_BC,3,3,100000,100000,0.00860654923975299,0.293749639656205,100,100,87,87,0.156061218178044,0.311151039107391,453,119,0,0
LIRCMOP7_BC,4,4,10000,10000,0.663652806657902,0.11359563680323,100,97,18,18,0.1487045765852,0.324755043808958,17,0,0,0
LIRCMOP7_BC,4,4,20000,20000,0.151394619963009,0.236211101465031,100,100,64,64,0.156016180012499,0.231086796921064,48,0,0,0
LIRCMOP7_BC,4,4,30000,30017,0.132978393034509,0.244693833894665,100,100,72,72,0.112851576079504,0.235088046597782,98,1,0,0
LIRCMOP7_BC,4,4,40000,40077,0.110109163673482,0.249714837212781,100,100,58,58,0.124518181421624,0.217155088559729,148,8,0,0
LIRCMOP7_BC,4,4,50000,50160,0.0852662970131606,0.257954295103929,100,100,41,41,0.166033175003829,0.244771690469177,195,10,0,0
LIRCMOP7_BC,4,4,60000,60116,0.013155103320498,0.291093358663957,100,100,77,77,0.173772150435389,0.286279507877636,244,11,0,0
LIRCMOP7_BC,4,4,70000,70068,0.00987673388968382,0.292993579167787,100,100,81,81,0.160308506394255,0.298795835205429,293,12,0,0
LIRCMOP7_BC,4,4,80000,80013,0.00934356821971537,0.293297927387311,100,100,83,83,0.16787710547067,0.311099514301395,340,28,0,0
LIRCMOP7_BC,4,4,90000,90010,0.00869478267636847,0.293567887940347,100,100,88,88,0.148520734188779,0.29699719659351,388,42,0,0
LIRCMOP7_BC,4,4,100000,100000,0.00833335840994215,0.293826909391656,100,100,89,89,0.11654833772939,0.291948695319421,437,44,0,0
LIRCMOP7_BC,5,5,10000,10000,0.166905888377518,0.231229821678531,100,93,35,35,0.12678677275039,0.235360939956538,15,0,0,0
LIRCMOP7_BC,5,5,20000,20000,0.130505307809406,0.242989878964547,100,100,73,73,0.141909348830605,0.20928633404121,65,0,0,0
LIRCMOP7_BC,5,5,30000,30030,0.117557850683825,0.246589959124703,100,100,32,32,0.148361979156661,0.273739641508416,110,1,0,0
LIRCMOP7_BC,5,5,40000,40112,0.0956817534779437,0.254049636031566,100,100,43,43,0.171806519184221,0.311487293539399,122,1,0,0
LIRCMOP7_BC,5,5,50000,50100,0.0194241418605596,0.287787565901437,100,100,79,79,0.156128104499523,0.312579074018662,171,5,0,0
LIRCMOP7_BC,5,5,60000,60117,0.0153263601350463,0.29011072835167,100,100,81,81,0.183846439420147,0.304090511166839,219,13,0,0
