problem,run,seed,targetFE,actualFE,IGD,HV,p1Feasible,p1NondominatedFeasible,activePairs,activeReferences,gapMedian,gapP90,trainingEvents,guidedSelected,guidedFeasible,guidedSurvived
LIRCMOP7_BC,5,5,70000,70035,0.0102907172788882,0.292946284699613,100,100,82,82,0.149438663967488,0.289761854741589,268,15,0,0
LIRCMOP7_BC,5,5,80000,80024,0.00856885877380251,0.293630630145143,100,100,86,86,0.149506088139217,0.303965524434731,317,27,0,0
LIRCMOP7_BC,5,5,90000,90088,0.00845982749986449,0.293720919772951,100,100,88,88,0.15417179417612,0.309435657153945,366,40,0,0
LIRCMOP7_BC,5,5,100000,100000,0.0081897618482021,0.293771178538025,100,100,80,80,0.134074370494715,0.288835777212573,415,67,0,0
LIRCMOP8_BC,1,1,10000,10000,1.68749136532636,0,100,100,70,70,0.283706974804822,0.395877793705679,21,0,0,0
LIRCMOP8_BC,1,1,20000,20000,0.224204430746606,0.216346624119495,100,100,51,51,0.157483716931541,0.266880718522191,62,0,0,0
LIRCMOP8_BC,1,1,30000,30017,0.131916067648269,0.241753066643142,100,100,67,67,0.151584560363066,0.22628378023084,112,3,0,0
LIRCMOP8_BC,1,1,40000,40083,0.0764878929654772,0.259788512275898,100,100,74,74,0.174124384559692,0.255729284332845,162,11,0,0
LIRCMOP8_BC,1,1,50000,50033,0.0202623737910621,0.28700930842368,100,100,72,72,0.164423130307825,0.26153313000548,211,22,0,0
LIRCMOP8_BC,1,1,60000,60184,0.0102915667268447,0.292814377457321,100,100,85,85,0.142893998030657,0.254094425228893,260,51,0,0
LIRCMOP8_BC,1,1,70000,70148,0.00938866540268783,0.293280259247602,100,100,87,87,0.122412981829926,0.245464059682967,308,79,0,0
LIRCMOP8_BC,1,1,80000,80185,0.00881553006463481,0.293585364038585,100,100,88,88,0.13698510143429,0.252828219712436,357,96,0,0
LIRCMOP8_BC,1,1,90000,90079,0.00837374930787483,0.293856096798286,100,100,91,91,0.132700626921976,0.281313382267181,406,111,0,0
LIRCMOP8_BC,1,1,100000,100000,0.00831954553834017,0.293849436637149,100,100,89,89,0.117971750867102,0.276780434482482,455,120,0,0
LIRCMOP8_BC,2,2,10000,10002,1.69235836526533,0,100,100,67,67,0.254972600361707,0.378741772761454,21,0,0,0
LIRCMOP8_BC,2,2,20000,20003,0.250624097562443,0.22586451972548,100,100,34,34,0.12978727608377,0.196138215978226,41,0,0,0
LIRCMOP8_BC,2,2,30000,30032,0.184658151886286,0.248911978627888,100,100,57,57,0.165155586685721,0.226322302086948,71,0,0,0
LIRCMOP8_BC,2,2,40000,40088,0.0165820110960198,0.289627077809389,100,100,80,80,0.145964692522913,0.25822779736632,121,3,0,0
LIRCMOP8_BC,2,2,50000,50155,0.0101033045489389,0.29266130748676,100,100,85,85,0.14607593605305,0.26562118042264,171,9,0,0
LIRCMOP8_BC,2,2,60000,60037,0.00855935166503028,0.293491241269373,100,100,92,92,0.159819774503191,0.26947814231784,220,17,0,0
LIRCMOP8_BC,2,2,70000,70150,0.0085544380410257,0.293576091107798,100,100,86,86,0.138166024186844,0.249869708008059,270,30,0,0
LIRCMOP8_BC,2,2,80000,80101,0.00821441229415206,0.293713071787781,100,100,88,88,0.138590929669653,0.242190092739796,319,56,0,0
LIRCMOP8_BC,2,2,90000,90036,0.0077418100671224,0.293973171916422,100,100,90,90,0.127656571030026,0.272629237815788,368,72,0,0
LIRCMOP8_BC,2,2,100000,100000,0.00809609911810721,0.293916434808138,100,100,83,83,0.0962583927310508,0.270277809171479,418,92,0,0
LIRCMOP8_BC,3,3,10000,10000,1.68792724756786,0,100,100,62,62,0.286555481372474,0.415215928792631,19,0,0,0
LIRCMOP8_BC,3,3,20000,20000,0.17419936666096,0.230942851877325,100,100,50,50,0.131050170657439,0.264910443033425,49,0,0,0
LIRCMOP8_BC,3,3,30000,30015,0.131922493403572,0.245169866227001,100,100,74,74,0.163823524281185,0.240506777057185,99,0,0,0
LIRCMOP8_BC,3,3,40000,40043,0.118879625508201,0.248191865061545,100,100,83,83,0.143159780696992,0.239963719840672,149,8,0,0
LIRCMOP8_BC,3,3,50000,50095,0.0942902644649232,0.255405331070195,100,100,72,72,0.117464254017831,0.256487775655897,199,14,0,0
LIRCMOP8_BC,3,3,60000,60140,0.0643772016521655,0.264697443700354,100,100,70,70,0.133576100861527,0.267091455846275,249,24,0,0
LIRCMOP8_BC,3,3,70000,70011,0.0163012851342268,0.289167206454169,100,100,76,76,0.141918549893896,0.252566104750581,297,33,1,1
LIRCMOP8_BC,3,3,80000,80176,0.0108992852358533,0.292590177832168,100,100,76,76,0.147863797326958,0.26529885418735,347,51,1,1
LIRCMOP8_BC,3,3,90000,90119,0.0096045553801424,0.293040191874954,100,100,82,82,0.140752521405796,0.266994051917215,396,62,1,1
LIRCMOP8_BC,3,3,100000,100000,0.00866977845095259,0.293561884061363,100,100,86,86,0.119410947516278,0.256425779515201,445,97,1,1
LIRCMOP8_BC,4,4,10000,10000,0.268800120361334,0.205602375333894,100,100,31,31,0.175316207911729,0.286097857303327,9,0,0,0
LIRCMOP8_BC,4,4,20000,20001,0.163021338774133,0.233814322918543,100,100,74,74,0.139107557100917,0.237843341219524,57,0,0,0
LIRCMOP8_BC,4,4,30000,30046,0.137878929302072,0.242379947981954,100,100,77,77,0.156711027262842,0.253606854661054,107,6,0,0
LIRCMOP8_BC,4,4,40000,40061,0.0978991982269325,0.254121202442114,100,100,61,61,0.142408233538963,0.218653484607096,157,10,0,0
LIRCMOP8_BC,4,4,50000,50134,0.0397361509720614,0.272916746011606,100,100,75,75,0.147738570410936,0.25674687250301,207,16,0,0
LIRCMOP8_BC,4,4,60000,60012,0.00930780861115224,0.293303697929218,100,100,85,85,0.112467014286677,0.259615196752714,256,21,0,0
LIRCMOP8_BC,4,4,70000,70131,0.00890369754007266,0.293531182822604,100,100,85,85,0.116708591530382,0.238911970494912,306,27,0,0
LIRCMOP8_BC,4,4,80000,80131,0.00865724485337752,0.293679193455825,100,100,86,86,0.080155781771744,0.233037982944831,355,30,0,0
LIRCMOP8_BC,4,4,90000,90080,0.00844348079482248,0.293813049143598,100,100,87,87,0.0880608099859593,0.266336005452889,404,43,0,0
LIRCMOP8_BC,4,4,100000,100000,0.00815295881119551,0.293922254715923,100,100,87,87,0.0859580037546291,0.235260815380944,453,45,0,0
LIRCMOP8_BC,5,5,10000,10000,1.68829429255216,0,100,100,64,64,0.296330176720668,0.429108849515053,27,0,0,0
LIRCMOP8_BC,5,5,20000,20000,0.152657227069434,0.236112062135348,100,100,63,63,0.14906099609143,0.232028280215577,66,0,0,0
LIRCMOP8_BC,5,5,30000,30018,0.112482878834819,0.248436780109228,100,100,73,73,0.155115641422035,0.238056429021957,116,3,0,0
LIRCMOP8_BC,5,5,40000,40057,0.0811083563638042,0.25964023515259,100,100,34,34,0.126692174036426,0.213551343678456,166,13,0,0
LIRCMOP8_BC,5,5,50000,50115,0.0159379376196198,0.289136036498324,100,100,73,73,0.14532633324383,0.242420762532496,216,23,0,0
LIRCMOP8_BC,5,5,60000,60183,0.00972461763926069,0.293080166304818,100,100,83,83,0.137874522770731,0.249391744653601,266,30,0,0
LIRCMOP8_BC,5,5,70000,70139,0.00901620963500469,0.29334083111593,100,100,86,86,0.146883653855127,0.302004811518647,315,47,0,0
LIRCMOP8_BC,5,5,80000,80098,0.00873175076933699,0.29348865941965,100,100,83,83,0.138590568045775,0.281578706239722,363,72,0,0
LIRCMOP8_BC,5,5,90000,90086,0.00815992581714384,0.293814851040124,100,100,84,84,0.152091961136017,0.26560646523855,412,97,0,0
LIRCMOP8_BC,5,5,100000,100000,0.00779502681907654,0.293967136390983,100,100,89,89,0.137153788850239,0.263368396355714,461,121,0,0
