problem,run,seed,fe,kind,nCritic,epochs,trainingPairs,changedPairs,newRegions,updates,pairVisits,batchesPerEpoch,trainingSeconds,preAllEndpointRMSE,postAllEndpointRMSE,preChangedEndpointRMSE,postChangedEndpointRMSE,prePairDifferenceRMSE,postPairDifferenceRMSE,preSameConditionThickness,postSameConditionThickness
LIRCMOP5_BC,1,1,10000,retrain,5,20,38,78,15,40,760,2,4.98902241666667,0.073047889630877,0.0710946667514069,0.0732943475591162,0.0713455645087658,0.0568957595847768,0.0566172264558863,0.052165259566883,0.0509435948662879
LIRCMOP5_BC,1,1,10200,retrain,5,20,39,36,1,40,780,2,5.30715895833333,0.0751776728255617,0.0737288145054654,0.0773497273025355,0.075691111445201,0.0574204507243354,0.0566062884480796,0.0512036955257422,0.050324662660052
LIRCMOP5_BC,1,1,10400,retrain,5,20,40,77,17,40,800,2,4.77971379166667,0.0727418287696178,0.0722358716851315,0.0730233385743361,0.0725082300894381,0.0561611372920175,0.0553912365478151,0.0503218407699975,0.0496911274556835
LIRCMOP5_BC,1,1,10600,retrain,5,20,40,27,0,40,800,2,5.05762570833333,0.0721443553604702,0.0710254255638039,0.072160640692342,0.0708844073152437,0.0551155562052887,0.0545094982044921,0.0495707896904128,0.0492291613766138
LIRCMOP5_BC,1,1,10800,retrain,5,20,43,66,17,40,860,2,5.88065204166667,0.0717560358709229,0.0708110331342029,0.0713765979041726,0.0706660113576991,0.0560527641221687,0.0553602782742043,0.0494423923725923,0.0490608805565732
LIRCMOP5_BC,1,1,11000,retrain,5,20,44,35,1,40,880,2,5.30432695833333,0.0695108982783859,0.068273092556456,0.0684121057791782,0.0671423913968537,0.0553345335686429,0.0545292150154206,0.0487253011675941,0.0480104122588539
LIRCMOP5_BC,1,1,11200,retrain,5,20,46,52,8,40,920,2,5.41923729166667,0.0694489391481029,0.0684005485611887,0.0707345130458754,0.0696378804571244,0.0539222154307336,0.0529438867970799,0.0477770350606643,0.0470467054146389
LIRCMOP5_BC,1,1,11400,retrain,5,20,46,41,0,40,920,2,4.71785391666667,0.0676292817517056,0.0667631080941072,0.0659550306056662,0.0654239726580498,0.0532818787604964,0.0523237101997591,0.0471854505637279,0.0466991367163077
LIRCMOP5_BC,1,1,11600,retrain,5,20,41,84,16,40,820,2,4.60317520833333,0.0682672363044057,0.0673116431684994,0.0684890653447061,0.0675530305744178,0.0529205421382172,0.0517038451393291,0.0464696497799957,0.0458983880790583
LIRCMOP5_BC,1,1,11800,retrain,5,20,39,29,3,40,780,2,4.68525633333333,0.0672490239956837,0.066263503904405,0.0640768649193718,0.0631649988832628,0.0504301508517441,0.0495975705116567,0.0460676697040195,0.0456819597547152
LIRCMOP5_BC,1,1,12000,retrain,5,20,39,17,0,40,780,2,4.708529375,0.0657361209478698,0.0650029066177251,0.0688572762927358,0.0683268194968455,0.0476463116790016,0.0465733916259741,0.0458800100634478,0.0455673307963596
LIRCMOP5_BC,1,1,12200,retrain,5,20,36,71,17,40,720,2,5.332825375,0.0656002547503414,0.0651946376730604,0.0655260355709665,0.0651992009945543,0.0475153708930611,0.046743786287341,0.0443442315187921,0.0442527827662001
LIRCMOP5_BC,1,1,12400,retrain,5,20,35,24,1,40,700,2,5.73717608333333,0.0652225268306899,0.064682105541852,0.0666260852362226,0.0659365282349747,0.0464003085497984,0.0455687100214171,0.0444108270844731,0.0440090525570955
LIRCMOP5_BC,1,1,12600,retrain,5,20,37,62,13,40,740,2,5.1945145,0.0677259735644204,0.0667761253900849,0.0677600680245144,0.0668503252220345,0.0480186340368665,0.0473679545707021,0.0439993097780998,0.0437106448247137
LIRCMOP5_BC,1,1,12800,retrain,5,20,37,20,0,40,740,2,4.34329808333333,0.0641744269210824,0.0638319836544632,0.0601255027842724,0.0597440828638699,0.0473742029444513,0.0467697836961928,0.0439856921452788,0.0439074078897888
LIRCMOP5_BC,1,1,13000,retrain,5,20,36,69,12,40,720,2,4.284234875,0.0665538226287124,0.0664954409356701,0.0664485235825294,0.0664894820967442,0.0484627951151257,0.0479372010454104,0.0435747858093351,0.0435821270162886
LIRCMOP5_BC,1,1,13200,retrain,5,20,37,67,15,40,740,2,4.35399791666667,0.0680456320156323,0.0673412631680699,0.0679526625483849,0.0671641003123831,0.0470417805794463,0.046724745796525,0.0440871953604512,0.0439472099423209
LIRCMOP5_BC,1,1,13400,retrain,5,20,38,67,13,40,760,2,4.828977125,0.0670133427511932,0.0661453717509651,0.0673720319904019,0.0664021636437069,0.0434111108228993,0.0427903304351465,0.0438967498372386,0.0435846052841799
LIRCMOP5_BC,1,1,13600,retrain,5,20,38,34,6,40,760,2,3.92143454166667,0.0650138914497399,0.0643725010425978,0.0674207288210558,0.0666963141882738,0.0430436630408119,0.0425874031109194,0.0435730800363472,0.0434084967625039
LIRCMOP5_BC,1,1,13800,retrain,5,20,37,46,10,40,740,2,3.96056683333333,0.0652935481000034,0.0647175493669158,0.0674230817272056,0.0666600709121534,0.0441887662091162,0.0438357928855318,0.0437406752263673,0.0435678631557745
LIRCMOP5_BC,1,1,14000,retrain,5,20,40,36,7,40,800,2,4.25098516666667,0.0645867902055749,0.0641863490022508,0.0677026241905823,0.0668227713690714,0.0441775143116871,0.0436609915327137,0.0438904186415058,0.0438695401393927
LIRCMOP5_BC,1,1,14200,retrain,5,20,37,43,5,40,740,2,3.86444783333333,0.0641987426184147,0.0638070421894816,0.0671916780006016,0.0668013407113451,0.0422477368837111,0.0418105557109836,0.0431689477891125,0.0430915841610679
LIRCMOP5_BC,1,1,14400,retrain,5,20,40,69,15,40,800,2,3.85877645833333,0.0656791523737277,0.0648187990004524,0.0667267542975437,0.0658445220778419,0.0427873905864248,0.0426607955518724,0.0442670143167202,0.043986790214257
LIRCMOP5_BC,1,1,14600,retrain,5,20,40,53,11,40,800,2,3.95596145833333,0.0617030596693273,0.0613899434111751,0.062368216463913,0.0620477767734862,0.0435488840097756,0.0433292793503475,0.0433721746644521,0.042979472512678
LIRCMOP5_BC,1,1,14800,retrain,5,20,39,71,16,40,780,2,4.27052283333333,0.0640728940251496,0.0633494757235973,0.0650839500948078,0.0643298901625697,0.0425514414021617,0.0418084376163344,0.0424215457811968,0.0418846313796517
LIRCMOP5_BC,1,1,15000,retrain,5,20,35,70,13,40,700,2,4.48515704166667,0.064338158296525,0.0634792731509289,0.0646773181692372,0.0638727628369063,0.0392047794247202,0.0392486258579561,0.0416338454828717,0.041627764700485
LIRCMOP5_BC,1,1,15200,retrain,5,20,34,58,16,40,680,2,4.63586070833333,0.0626168594390804,0.062316578583925,0.0642415016075874,0.0640260553039408,0.0417187579557158,0.0416455456586168,0.041743318898711,0.0416375164748276
LIRCMOP5_BC,1,1,15400,retrain,5,20,41,71,22,40,820,2,4.48949679166667,0.0632369350030499,0.0619415164612189,0.0636498370813174,0.0622524986254349,0.0416506135401394,0.0409376033102616,0.04260080583609,0.0419362525703738
LIRCMOP5_BC,1,1,15600,retrain,5,20,39,63,13,40,780,2,4.30348241666667,0.0647842142060051,0.0646364874408361,0.0651893596850018,0.0648488784435719,0.0414777361495605,0.0411208596986777,0.0418484802086833,0.0415275568694252
LIRCMOP5_BC,1,1,15800,retrain,5,20,36,50,10,40,720,2,4.43299870833333,0.0617765164165528,0.0619233985899106,0.0641961324489089,0.0642980154445472,0.0386187446199921,0.0390949899538085,0.0405465483509217,0.0407531743189171
LIRCMOP5_BC,1,1,16000,retrain,5,20,37,67,15,40,740,2,4.28155316666667,0.0621772563762485,0.0617432151549772,0.0628574268651015,0.0625338037624497,0.0394230148642405,0.0393790347617355,0.0414803289528882,0.041484102131633
LIRCMOP5_BC,1,1,16200,retrain,5,20,38,67,19,40,760,2,4.21948816666667,0.0640574401335839,0.0631647874554629,0.0649014537819595,0.0639659100418399,0.0411861428759781,0.04052102166751,0.0414808257925785,0.0409772629087056
LIRCMOP5_BC,1,1,16400,retrain,5,20,38,72,20,40,760,2,3.890928625,0.0643022922367935,0.0631784458320546,0.0649120939987132,0.0637009758538969,0.0418265775245686,0.0419561274804773,0.0407027706649156,0.0406098268219227
LIRCMOP5_BC,1,1,16600,retrain,5,20,42,77,22,40,840,2,4.886521,0.0651675097783151,0.0636867882283087,0.0654820737950554,0.0639724831907707,0.0440124889690771,0.043895239373484,0.0410965737935535,0.0407663005750286
LIRCMOP5_BC,1,1,16800,retrain,5,20,43,51,8,40,860,2,4.739248875,0.0645782845261256,0.0642269131370548,0.0631309685967277,0.0627003155502344,0.0424492811682943,0.0421196746816697,0.0403622659307015,0.0399725880798783
LIRCMOP5_BC,1,1,17000,retrain,5,20,40,75,15,40,800,2,4.08171970833333,0.0635333610041326,0.0629193929399668,0.0646142049324914,0.063864430897229,0.0411521935119437,0.0414685596206303,0.0400469111636411,0.0400104980201821
LIRCMOP5_BC,1,1,17200,retrain,5,20,41,34,3,40,820,2,4.337320625,0.064503949150256,0.0636802402901815,0.0622564656051915,0.0622302978326278,0.0421910475190553,0.0415970483750375,0.0399469418284828,0.03958510372716
LIRCMOP5_BC,1,1,17400,retrain,5,20,36,54,9,40,720,2,4.30922933333333,0.0633164644050386,0.0626179054232288,0.0608199998980651,0.0602702447361432,0.0370052621487603,0.0367557384221734,0.0389646384571728,0.0390514418646313
LIRCMOP5_BC,1,1,17600,retrain,5,20,38,66,18,40,760,2,4.11572445833333,0.0616029988222203,0.0612230985254869,0.0623685934899086,0.061710483539288,0.0399536816318461,0.0398022070915972,0.0388432571713926,0.0385719956352361
LIRCMOP5_BC,1,1,17800,retrain,5,20,37,62,12,40,740,2,4.41341729166667,0.0616749458789891,0.0615495816639884,0.062249050509261,0.0619015335057141,0.0403627582602068,0.0404107166959516,0.0386439470643666,0.0385026732776592
LIRCMOP5_BC,1,1,18000,retrain,5,20,37,33,8,40,740,2,4.14466479166667,0.0602086411619271,0.0604221728228887,0.0623838864144951,0.0622951281377035,0.0393658123660464,0.0397847412102393,0.0384791585942505,0.0387588337988572
LIRCMOP5_BC,1,1,18200,retrain,5,20,35,66,13,40,700,2,4.773261375,0.0618361024574949,0.0617722989769375,0.0626476664493889,0.0625771050834593,0.0391891204787573,0.0392953355497375,0.0381751498969138,0.038511250636277
LIRCMOP5_BC,1,1,18400,retrain,5,20,37,57,16,40,740,2,3.94864058333333,0.0616021035940859,0.0612040879615434,0.0614292062368364,0.0610839690552645,0.0423289834632934,0.0422303519609658,0.0386382506960904,0.0388284548788312
LIRCMOP5_BC,1,1,18600,retrain,5,20,38,66,15,40,760,2,3.87528095833333,0.0605878253889118,0.06081219124249,0.0613854664510432,0.0617077536680914,0.0398525478956269,0.0397814317018315,0.039105507566592,0.0390778769491501
LIRCMOP5_BC,1,1,18800,retrain,5,20,39,63,14,40,780,2,4.219849375,0.060148100445353,0.0603401892494667,0.0601949167013033,0.0600776650017903,0.0429934720329828,0.043262277675159,0.0390562433976388,0.0390890408241913
LIRCMOP5_BC,1,1,19000,retrain,5,20,39,36,8,40,780,2,4.057601625,0.0613781423213162,0.0604287602787694,0.060118433416994,0.0592552894175643,0.0388386458684261,0.0388027802166513,0.0394901961507931,0.0391678067526322
LIRCMOP5_BC,1,1,19400,retrain,5,20,34,69,13,40,680,2,4.77867433333333,0.0640457318764666,0.0635674564745057,0.0644293411924716,0.0639543018919571,0.0392458386069768,0.039447240497956,0.0385406904133915,0.0385891249699845
LIRCMOP5_BC,1,1,19600,retrain,5,20,36,64,15,40,720,2,4.736366375,0.0670393380297506,0.0664718823501728,0.0679581191584112,0.0673426681839736,0.0438853353370414,0.0441414670924047,0.0381549309257249,0.0383574389030912
LIRCMOP5_BC,1,1,20601,retrain,5,20,32,66,13,20,640,1,1.94455616666667,0.0683004937154792,0.0646717599930842,0.0686692536482613,0.0648514380874689,0.0417442671603881,0.042150123842952,0.0383433504549762,0.0388513603537584
LIRCMOP5_BC,1,1,21001,retrain,5,20,32,58,10,20,640,1,1.934772125,0.0636352432499041,0.0626787458683838,0.0634483577292981,0.0618251109669162,0.0418564386826713,0.0422592649424745,0.0389564131165016,0.0393417361813233
LIRCMOP5_BC,1,1,22201,retrain,5,20,32,60,12,20,640,1,1.88051808333333,0.0699309941512738,0.068635430191795,0.0701633843948632,0.0683314607026052,0.0454540600555398,0.0461190718757069,0.0392010995049201,0.0398572568510424
LIRCMOP5_BC,1,1,22401,retrain,5,20,34,61,11,40,680,2,3.746085375,0.0702351222686624,0.0708060286116006,0.0700558715357197,0.0709767048168538,0.0472279834678445,0.0472011380778198,0.0397720796031972,0.0400269990859351
LIRCMOP5_BC,1,1,25601,retrain,5,20,36,68,13,40,720,2,3.86484433333333,0.0732191472629067,0.0711204406028325,0.0733988287763039,0.0714347694350814,0.0578901780619705,0.056525900935759,0.0394692455190127,0.038643580954778
LIRCMOP5_BC,1,1,25801,retrain,5,20,39,72,9,40,780,2,3.93903404166667,0.0729461995611237,0.0720429180931382,0.0732757909614651,0.0724787547898572,0.0597383466414076,0.0586324726340609,0.0392806779203312,0.0387079166086024
LIRCMOP5_BC,1,1,26001,retrain,5,20,38,75,6,40,760,2,3.954802625,0.0719138495112824,0.0703004629998142,0.0723587576190416,0.0707463427393411,0.0518360750527381,0.0524039068594156,0.0385330959708147,0.0393481129772432
LIRCMOP5_BC,1,1,26201,retrain,5,20,37,73,6,40,740,2,4.22631916666667,0.0714572026616571,0.0716656084818976,0.0719397218231348,0.0721504996928363,0.052148179295869,0.0525246541384834,0.039238180984863,0.0397129570179701
LIRCMOP5_BC,1,1,26401,retrain,5,20,40,64,7,40,800,2,4.20357129166667,0.0739313351640257,0.0725638225836143,0.0757575160559592,0.0741414549723079,0.0485984801842204,0.0480120644994591,0.0402923025840128,0.0403643564234981
LIRCMOP5_BC,1,1,26601,retrain,5,20,37,75,6,40,740,2,4.06902520833333,0.076753991788033,0.0760799907260566,0.0772768608932863,0.0765333908230732,0.048560381084183,0.0485368932863268,0.0395264672389784,0.0406840883759465
LIRCMOP5_BC,1,1,26801,retrain,5,20,51,86,20,40,1020,2,4.78572479166667,0.0866334896348861,0.0828223793723776,0.0871178845066099,0.0832527083665678,0.0545658640830164,0.0544526271414095,0.0429056475531376,0.042921162547966
LIRCMOP5_BC,1,1,27001,retrain,5,20,50,57,0,40,1000,2,4.577536625,0.0811116095899755,0.0804919197667765,0.0776473235961023,0.076040555604083,0.0549377597821247,0.0543092848514942,0.0435063493311003,0.0436894779496726
LIRCMOP5_BC,1,1,27201,retrain,5,20,47,97,10,40,940,2,4.48533395833333,0.0841581209730893,0.0851365584036992,0.0841581209730893,0.0851365584036992,0.0536870033435952,0.053347680414371,0.0436744277621427,0.0443585365737732
LIRCMOP5_BC,1,1,27401,retrain,5,20,48,93,11,40,960,2,4.74313529166667,0.0830037743732392,0.0808598658638626,0.0832541978737215,0.0812295360537912,0.0565324532359315,0.0580682090170623,0.0436634653551042,0.0466363665194315
LIRCMOP5_BC,1,1,27602,retrain,5,20,52,98,11,40,1040,2,4.36098825,0.0821246874151767,0.0797243092372705,0.0824847041019646,0.0799066372887102,0.0587917686481051,0.0577766647270399,0.0468618503916272,0.0475555656275857
LIRCMOP5_BC,1,1,27808,retrain,5,20,52,103,9,40,1040,2,4.04548675,0.0819957523853397,0.0801386121328082,0.0819957523853397,0.0801386121328082,0.0554503168856166,0.0543461464763697,0.0482402635958968,0.0484891985558784
LIRCMOP5_BC,1,1,28010,retrain,5,20,53,101,7,40,1060,2,4.75008233333333,0.0849520459451373,0.0861778158097639,0.0851628226882027,0.0863564195636825,0.0484887198849812,0.0485727710669847,0.0491867993954579,0.051875211355475
LIRCMOP5_BC,1,1,28210,retrain,5,20,49,100,7,40,980,2,4.79676945833333,0.0802039346947081,0.0811760452653759,0.0802126134667909,0.0813053529194137,0.046505840929826,0.047682773988261,0.0505622745934855,0.0545337305394562
LIRCMOP5_BC,1,1,28410,retrain,5,20,52,99,11,40,1040,2,3.84595833333333,0.0920766484717754,0.0913980764121432,0.0923845980708951,0.0916148668038664,0.0536188751212046,0.0528652956988962,0.0546976649522921,0.0554347410810026
LIRCMOP5_BC,1,1,28612,retrain,5,20,56,106,13,40,1120,2,4.570748875,0.108555692616136,0.108598807658317,0.109011491456216,0.108990669343188,0.0562057681318291,0.055928808306013,0.0572967333364154,0.0593522026078083
LIRCMOP5_BC,1,1,28814,retrain,5,20,56,110,15,40,1120,2,4.018361,0.114102047945009,0.11412770185172,0.114572359363588,0.114449003939457,0.0479185160498004,0.0477993438051313,0.0608045727999704,0.0624581319157529
LIRCMOP5_BC,1,1,29015,retrain,5,20,59,56,4,40,1180,2,4.872602875,0.11781000779448,0.118302863476714,0.126056474974539,0.12573032092771,0.0493409587665265,0.0497448644014663,0.0634722942118929,0.0661036643993084
LIRCMOP5_BC,1,1,29216,retrain,5,20,59,97,5,40,1180,2,3.981082875,0.117453265219909,0.117565166301881,0.115030228084148,0.115190589270112,0.0502091351797889,0.0503333470364339,0.0648668322755478,0.0654462128062416
LIRCMOP5_BC,1,1,29416,retrain,5,20,55,62,2,40,1100,2,4.51056595833333,0.102487819427672,0.0985864512193217,0.103896576007504,0.100412793428611,0.0482097154658307,0.0470338344640982,0.0642503081692205,0.0598208797873283
LIRCMOP5_BC,1,1,29616,retrain,5,20,55,108,7,40,1100,2,4.0318,0.0828004797149818,0.0804061338505014,0.0825232753536657,0.0800965034938667,0.048189491437612,0.0476794620074782,0.0598471226543953,0.0561747313904473
LIRCMOP5_BC,1,1,29820,retrain,5,20,56,109,9,40,1120,2,4.195922625,0.0833004735908175,0.0846775097503299,0.0830589606207775,0.0846246397908622,0.0485249723272684,0.0493571085793998,0.0562350139765252,0.0578676324302133
LIRCMOP5_BC,1,1,30023,retrain,5,20,57,111,10,40,1140,2,4.80027183333333,0.088224218114724,0.0833830604362968,0.0882364554757517,0.0832573887761246,0.0492128025551145,0.0481096661841273,0.0583318403727009,0.0542562226095123
LIRCMOP5_BC,1,1,30223,retrain,5,20,59,84,7,40,1180,2,4.01601566666667,0.088064095229441,0.0871693234070037,0.0872977240683744,0.0863119350643716,0.0501889967089957,0.0503460944626526,0.0554584644644825,0.0552926076417393
LIRCMOP5_BC,1,1,30423,retrain,5,20,57,114,10,40,1140,2,3.852717125,0.0826280855081816,0.0838903989555787,0.0825280889765871,0.0839199564412396,0.0468350385918755,0.0475772617255212,0.0532880619618206,0.0550977690563674
LIRCMOP5_BC,1,1,30623,retrain,5,20,54,109,7,40,1080,2,4.65074025,0.0865576853963168,0.0800959783284453,0.0866374728881785,0.0799069594414162,0.0507506707733498,0.0495327678642857,0.056052712148827,0.0522504490948953
LIRCMOP5_BC,1,1,30829,retrain,5,20,55,76,4,40,1100,2,3.956313125,0.0805665920928491,0.079201937083708,0.0774419528424423,0.0759512122482343,0.0479280683481155,0.0475565157192107,0.0513715470768805,0.0485318300870808
LIRCMOP5_BC,1,1,31029,retrain,5,20,53,106,6,40,1060,2,4.12503445833333,0.0809367485905471,0.0805003087627948,0.0808279939782514,0.080446304556415,0.0479414669396836,0.0480039078333341,0.0491269793422321,0.0486156435722354
LIRCMOP5_BC,1,1,31229,retrain,5,20,60,83,9,40,1200,2,4.61830304166667,0.116016182114619,0.115946654429308,0.12061876059451,0.120091375431048,0.0478577643983084,0.048388849972991,0.0493313343032628,0.050979617571577
LIRCMOP5_BC,1,1,31431,retrain,5,20,58,115,8,40,1160,2,4.50641370833333,0.117131152624112,0.117757938804833,0.117626891409395,0.118163286960989,0.0482845626620503,0.047532767655983,0.0527807648093966,0.0518154049744231
LIRCMOP5_BC,1,1,31631,retrain,5,20,56,66,2,40,1120,2,3.96055258333333,0.111501185405509,0.1121818218028,0.114828491886839,0.115360568792635,0.0482760409090516,0.0485398111742831,0.0512544855121183,0.0532861879684811
LIRCMOP5_BC,1,1,31831,retrain,5,20,55,108,9,40,1100,2,4.06591925,0.0997960856690502,0.100062826651681,0.099932177234209,0.1002974085814,0.0482603645958471,0.0490258777075965,0.0516123904361918,0.0547821448862049
LIRCMOP5_BC,1,1,32031,retrain,5,20,55,106,9,40,1100,2,3.90785845833333,0.103999365850179,0.103128684462108,0.0956695693322531,0.0932463736075635,0.0459449605134993,0.045078541811977,0.0556790880882003,0.0538469077589304
LIRCMOP5_BC,1,1,32232,retrain,5,20,57,106,9,40,1140,2,4.317753,0.0953203441190585,0.0941188814767632,0.0777939979831342,0.0786984242886334,0.0456096456500981,0.0461787410470051,0.0534176609472301,0.0551997612857038
LIRCMOP5_BC,1,1,32432,retrain,5,20,56,109,7,40,1120,2,4.07009725,0.10309863069486,0.101734331291364,0.0830364244474015,0.0785118402589414,0.0478164383799024,0.0470165036686947,0.0561756126390115,0.0542920444238384
LIRCMOP5_BC,1,1,32633,retrain,5,20,51,86,4,40,1020,2,4.78914208333333,0.109903446189793,0.109113111674903,0.0864719537494965,0.0849501824887269,0.0444174171358877,0.0439560936706037,0.0533023503405033,0.0513442264335834
LIRCMOP5_BC,1,1,32833,retrain,5,20,51,97,9,40,1020,2,3.98377104166667,0.103864203349596,0.101581521263535,0.0778588184124785,0.0781470433266485,0.0479664555018279,0.048806871485042,0.0499252023564098,0.0518840822508123
LIRCMOP5_BC,1,1,33042,retrain,5,20,51,70,3,40,1020,2,3.8466635,0.103464903076425,0.104053716120992,0.0836847976584228,0.0836154777745963,0.0508711517647205,0.0509476156657042,0.0525256429524186,0.0517215355420183
LIRCMOP5_BC,1,1,33245,retrain,5,20,55,100,9,40,1100,2,4.069293,0.105712155303925,0.104847692574063,0.084892535698193,0.0832195397913793,0.0536994328652566,0.0530276342152297,0.0517225537961616,0.051231952545623
LIRCMOP5_BC,1,1,33451,retrain,5,20,50,98,4,40,1000,2,4.556140125,0.104346031593514,0.103971154217397,0.0798819826476166,0.0792608519279856,0.0493607652410724,0.0491362780480718,0.0510776113907767,0.0509000643994508
LIRCMOP5_BC,1,1,33651,retrain,5,20,50,45,0,40,1000,2,3.95939054166667,0.104947222560924,0.105016408926718,0.0819048027839671,0.0814057775388422,0.0475170491626416,0.0476246762759518,0.0509614117854982,0.0502591863295719
LIRCMOP5_BC,1,1,33851,retrain,5,20,51,45,2,40,1020,2,3.65746825,0.108228062388722,0.108416397866226,0.0854749150075745,0.0866580598505355,0.0494211298374999,0.0499624352232499,0.0506781133357032,0.0528794276686908
LIRCMOP5_BC,1,1,34055,retrain,5,20,55,101,8,40,1100,2,3.883636625,0.10852047515296,0.108304162546908,0.0879506164981351,0.0875507722380504,0.0624267032367607,0.062404473623433,0.0525239595280865,0.0523839818340735
LIRCMOP5_BC,1,1,34266,retrain,5,20,54,59,0,40,1080,2,4.28707891666667,0.101747539709178,0.102127196937971,0.075757119401532,0.0747037906318474,0.056083584109169,0.0556531764234902,0.0532527715258951,0.0520904939308885
LIRCMOP5_BC,1,1,34479,retrain,5,20,53,100,6,40,1060,2,4.39061670833333,0.104963147907168,0.102792647395016,0.0807774465917595,0.0806871470879318,0.0453186790413272,0.0459857811340051,0.0500042300749796,0.051849715120998
LIRCMOP5_BC,1,1,34679,retrain,5,20,54,103,10,40,1080,2,3.826299,0.103743190011934,0.0993156126693467,0.0938741359367098,0.0869204024413847,0.0507229703315107,0.0492656862198789,0.053882601598109,0.0507587125085172
