problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,gateOpenRate,refineUseCount,refineGainPerSeed,UBY,ABS,AGS,FFC,FGY,tightBracketAbsCount,recoverAbsCount,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,29066,29066,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP1_BC,DASCMOP_BC,2,1002,29278,29278,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP1_BC,DASCMOP_BC,3,1003,29254,29254,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP1_BC,DASCMOP_BC,4,1004,28594,28594,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP1_BC,DASCMOP_BC,5,1005,30287,30287,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP1_BC,DASCMOP_BC,6,1006,29317,29317,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,1,1001,34698,34698,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,2,1002,33555,33555,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,3,1003,37241,37241,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,4,1004,34158,34158,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,5,1005,34366,34366,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP2_BC,DASCMOP_BC,6,1006,33564,33564,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,1,1001,4463,4463,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,2,1002,4827,4827,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,3,1003,4391,4391,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,4,1004,4849,4849,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,5,1005,4459,4459,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP3_BC,DASCMOP_BC,6,1006,4308,4308,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP4_BC,DASCMOP_BC,1,1001,7174,7174,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP4_BC,DASCMOP_BC,2,1002,8546,8546,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
DASCMOP4_BC,DASCMOP_BC,3,1003,6957,6957,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,0,NaN,NaN,0,0,0,201,0,0,NaN,NaN,0,0,0,raw,no_boundary,Final-effect ablation: boundary budget disabled via bRho = 0,beta,128.713779541667
