problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
LIRCMOP10_BC,1,10000,10016,46,24,7,24,5,20,20,0.326413641271249,0.340299539290773,0.0104963921085301,1
LIRCMOP10_BC,1,30000,30036,137,22,8,22,5,20,16,0.104188553237596,0.117091654198681,0.00502201451314128,0.8
LIRCMOP10_BC,1,50000,50056,228,36,13,36,5,20,20,0.138285837490206,0.182127071503913,0.00633807053234775,1
LIRCMOP10_BC,1,70000,70076,319,55,14,55,5,20,20,0.214400530593523,0.30815571371142,0.00714282696280011,1
LIRCMOP10_BC,1,100000,100216,456,56,13,56,5,20,12,0.0103216311601963,0.104975343832574,0.000948353688821094,0.6
