problem,calibratorVariant,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
DASCMOP4_BC,raw,Full,UncertainOnly,medianDB,5,0.670479804721027,0.61320803894367,-0.00619782963240323,0.8125
DASCMOP4_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,0.00271152065141583,0.0327212579931435,-0.054200112325122,0.75
DASCMOP4_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,0.00271152065141583,0.00271152065141583,0,1
DASCMOP4_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,0.00271152065141583,0.00468753064412055,-0.00621002476036818,0.4375
DASCMOP4_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,0.00271152065141583,0.0542464677825515,-0.0757253221145299,0.5
DASCMOP4_BC,temperature,Full,HighProbBoundary,QPTau,5,0.0846560846560847,0.0852785558667912,0.00362056480811007,0.625
DASCMOP4_BC,temperature,Full,ParetoOnly,QPTau,5,0.0846560846560847,0.0846560846560847,0,1
DASCMOP4_BC,temperature,Full,RandBoundary,QPTau,5,0.0846560846560847,0.092436974789916,-0.00574896199297351,0.0625
DASCMOP4_BC,temperature,Full,UncertainOnly,QPTau,5,0.0846560846560847,0.0862122626828509,0.00362056480811007,0.625
DASCMOP4_BC,temperature,Full,HighProbBoundary,meanDB,5,0.67169981751476,0.647577766258,-0.00597766954276013,0.8125
DASCMOP4_BC,temperature,Full,ParetoOnly,meanDB,5,0.67169981751476,0.67169981751476,0,1
DASCMOP4_BC,temperature,Full,RandBoundary,meanDB,5,0.67169981751476,0.648622410721515,0.00925470186558774,0.0625
DASCMOP4_BC,temperature,Full,UncertainOnly,meanDB,5,0.67169981751476,0.650107555295179,-0.00597766954276013,0.8125
DASCMOP4_BC,temperature,Full,HighProbBoundary,medianDB,5,0.679823270873861,0.585079515664208,-0.00619782963240323,0.8125
DASCMOP4_BC,temperature,Full,ParetoOnly,medianDB,5,0.679823270873861,0.679823270873861,0,1
DASCMOP4_BC,temperature,Full,RandBoundary,medianDB,5,0.679823270873861,0.603380938096773,0.0529090949378836,0.0625
DASCMOP4_BC,temperature,Full,UncertainOnly,medianDB,5,0.679823270873861,0.603380938096773,-0.00619782963240323,0.8125
DASCMOP4_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0168453149800489,0.0383069325905079,-0.0551522475705567,0.25
DASCMOP4_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0168453149800489,-0.0168453149800489,0,1
DASCMOP4_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.0168453149800489,-0.0268467894301185,0.0100014744500696,0.8125
DASCMOP4_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0168453149800489,0.0104042193530239,-0.0978136189879222,0.25
DASCMOP5_BC,auto,Full,HighProbBoundary,QPTau,5,0.0871663827370812,0.0789324247586599,-0.00355239786856128,1
DASCMOP5_BC,auto,Full,ParetoOnly,QPTau,5,0.0871663827370812,0.0871663827370812,0,1
DASCMOP5_BC,auto,Full,RandBoundary,QPTau,5,0.0871663827370812,0.0993753549119818,-0.00456736868815021,0.125
DASCMOP5_BC,auto,Full,UncertainOnly,QPTau,5,0.0871663827370812,0.0908574673480977,-0.00369108461101647,0.625
DASCMOP5_BC,auto,Full,HighProbBoundary,meanDB,5,0.707283629548821,0.666511467105154,0.00562695771610056,0.625
DASCMOP5_BC,auto,Full,ParetoOnly,meanDB,5,0.707283629548821,0.707283629548821,0,1
DASCMOP5_BC,auto,Full,RandBoundary,meanDB,5,0.707283629548821,0.696691558206382,0.0190237853414538,0.125
DASCMOP5_BC,auto,Full,UncertainOnly,meanDB,5,0.707283629548821,0.678273276138399,0.0290103534104224,0.3125
DASCMOP5_BC,auto,Full,HighProbBoundary,medianDB,5,0.670638610976097,0.609835469367411,0.0222121709584162,1
DASCMOP5_BC,auto,Full,ParetoOnly,medianDB,5,0.670638610976097,0.670638610976097,0,1
DASCMOP5_BC,auto,Full,RandBoundary,medianDB,5,0.670638610976097,0.650478387585916,0.0201602233901816,0.125
DASCMOP5_BC,auto,Full,UncertainOnly,medianDB,5,0.670638610976097,0.616319812500077,0.0410557231291436,0.8125
DASCMOP5_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,0.00677969381690265,-0.0324805830257254,0.0343783839839122,0.875
DASCMOP5_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,0.00677969381690265,0.00677969381690265,0,1
DASCMOP5_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,0.00677969381690265,0.0057153889933293,0.0250625377498939,0.8125
DASCMOP5_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,0.00677969381690265,0.0412045772176093,-0.0113774950278615,1
DASCMOP5_BC,beta,Full,HighProbBoundary,QPTau,5,0.0785446144961016,0.0855823863636364,-0.00375397054576956,0.625
DASCMOP5_BC,beta,Full,ParetoOnly,QPTau,5,0.0785446144961016,0.0785446144961016,0,1
DASCMOP5_BC,beta,Full,RandBoundary,QPTau,5,0.0785446144961016,0.0822985850418712,-0.00735853844201979,0.0625
DASCMOP5_BC,beta,Full,UncertainOnly,QPTau,5,0.0785446144961016,0.0852272727272727,-0.00433150447588795,0.625
DASCMOP5_BC,beta,Full,HighProbBoundary,meanDB,5,0.675126974492886,0.649918649440206,0.0252083250526803,0.625
DASCMOP5_BC,beta,Full,ParetoOnly,meanDB,5,0.675126974492886,0.675126974492886,0,1
DASCMOP5_BC,beta,Full,RandBoundary,meanDB,5,0.675126974492886,0.65738432871221,0.0141223690476839,0.0625
DASCMOP5_BC,beta,Full,UncertainOnly,meanDB,5,0.675126974492886,0.653385723789162,0.0217412507037242,0.625
DASCMOP5_BC,beta,Full,HighProbBoundary,medianDB,5,0.706120783743153,0.609350476961897,0.0387120853391838,0.625
DASCMOP5_BC,beta,Full,ParetoOnly,medianDB,5,0.706120783743153,0.706120783743153,0,1
DASCMOP5_BC,beta,Full,RandBoundary,medianDB,5,0.706120783743153,0.656697667111295,0.0263843780759042,0.0625
DASCMOP5_BC,beta,Full,UncertainOnly,medianDB,5,0.706120783743153,0.616723826552512,0.0385324844814201,0.625
DASCMOP5_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0840910051515225,0.112704870633171,-0.041578323670451,0.875
DASCMOP5_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,0.0840910051515225,0.0840910051515225,0,1
DASCMOP5_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,0.0840910051515225,0.000558452455549005,0.0338265612063793,0.4375
DASCMOP5_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,0.0840910051515225,0.0971431345233143,-0.0165533598801531,0.875
DASCMOP5_BC,raw,Full,HighProbBoundary,QPTau,5,0.0637015781922525,0.0602498163115356,-0.00355239786856128,1
DASCMOP5_BC,raw,Full,ParetoOnly,QPTau,5,0.0637015781922525,0.0637015781922525,0,1
DASCMOP5_BC,raw,Full,RandBoundary,QPTau,5,0.0637015781922525,0.0674318507890961,-0.00698016164584864,0.0625
DASCMOP5_BC,raw,Full,UncertainOnly,QPTau,5,0.0637015781922525,0.0558412931667891,-0.00355239786856128,0.8125
DASCMOP5_BC,raw,Full,HighProbBoundary,meanDB,5,0.61240751942508,0.63545654942125,-0.0146427144456578,0.8125
DASCMOP5_BC,raw,Full,ParetoOnly,meanDB,5,0.61240751942508,0.61240751942508,0,1
DASCMOP5_BC,raw,Full,RandBoundary,meanDB,5,0.61240751942508,0.606249484882786,0.00912275707852006,0.0625
DASCMOP5_BC,raw,Full,UncertainOnly,meanDB,5,0.61240751942508,0.631358064325312,-0.0146427144456578,0.4375
DASCMOP5_BC,raw,Full,HighProbBoundary,medianDB,5,0.515023139564708,0.535205597303141,-0.0201824577384327,1
DASCMOP5_BC,raw,Full,ParetoOnly,medianDB,5,0.515023139564708,0.515023139564708,0,1
DASCMOP5_BC,raw,Full,RandBoundary,medianDB,5,0.515023139564708,0.514325735792888,0.0111791038792385,0.0625
DASCMOP5_BC,raw,Full,UncertainOnly,medianDB,5,0.515023139564708,0.535205597303141,-0.021420369012116,0.3125
DASCMOP5_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0211399720029436,0.118295469345389,-0.0926038132462727,0.625
DASCMOP5_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,0.0211399720029436,0.0211399720029436,0,1
DASCMOP5_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,0.0211399720029436,0.00770188145092785,0.029277337325275,0.625
DASCMOP5_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,0.0211399720029436,-0.00889018702282021,0.047587001620418,0.625
DASCMOP5_BC,temperature,Full,HighProbBoundary,QPTau,5,0.0637015781922525,0.0595150624540779,-0.00355239786856128,1
DASCMOP5_BC,temperature,Full,ParetoOnly,QPTau,5,0.0637015781922525,0.0637015781922525,0,1
DASCMOP5_BC,temperature,Full,RandBoundary,QPTau,5,0.0637015781922525,0.0720229555236729,-0.00832137733142037,0.125
DASCMOP5_BC,temperature,Full,UncertainOnly,QPTau,5,0.0637015781922525,0.056208670095518,-0.00355239786856128,1
DASCMOP5_BC,temperature,Full,HighProbBoundary,meanDB,5,0.61240751942508,0.633655258508928,-0.0146427144456578,0.8125
DASCMOP5_BC,temperature,Full,ParetoOnly,meanDB,5,0.61240751942508,0.61240751942508,0,1
DASCMOP5_BC,temperature,Full,RandBoundary,meanDB,5,0.61240751942508,0.596988212607158,0.0154193068179227,0.125
DASCMOP5_BC,temperature,Full,UncertainOnly,meanDB,5,0.61240751942508,0.627089512933126,-0.0146427144456578,0.4375
DASCMOP5_BC,temperature,Full,HighProbBoundary,medianDB,5,0.515023139564708,0.53087133639968,-0.0158481968349716,1
DASCMOP5_BC,temperature,Full,ParetoOnly,medianDB,5,0.515023139564708,0.515023139564708,0,1
DASCMOP5_BC,temperature,Full,RandBoundary,medianDB,5,0.515023139564708,0.511941096679719,0.0130179726252318,0.0625
DASCMOP5_BC,temperature,Full,UncertainOnly,medianDB,5,0.515023139564708,0.52934025795458,-0.021420369012116,0.3125
DASCMOP5_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0211399720029436,0.11127759650172,-0.0855859404026038,0.625
DASCMOP5_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,0.0211399720029436,0.0211399720029436,0,1
DASCMOP5_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,0.0211399720029436,0.0217245148580662,0.0257493876138437,0.625
DASCMOP5_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,0.0211399720029436,-0.00543054667371472,0.0441273612713125,0.625
DASCMOP6_BC,auto,Full,HighProbBoundary,QPTau,5,0.183288409703504,0.183288409703504,0,1
DASCMOP6_BC,auto,Full,ParetoOnly,QPTau,5,0.183288409703504,0.183288409703504,0,1
DASCMOP6_BC,auto,Full,RandBoundary,QPTau,5,0.183288409703504,0.183288409703504,0,1
DASCMOP6_BC,auto,Full,UncertainOnly,QPTau,5,0.183288409703504,0.183288409703504,0,1
DASCMOP6_BC,auto,Full,HighProbBoundary,meanDB,5,0.463910030413472,0.459214944710795,0,0.5
DASCMOP6_BC,auto,Full,ParetoOnly,meanDB,5,0.463910030413472,0.463910030413472,0,1
DASCMOP6_BC,auto,Full,RandBoundary,meanDB,5,0.463910030413472,0.461997012275737,0,0.5
DASCMOP6_BC,auto,Full,UncertainOnly,meanDB,5,0.463910030413472,0.460658482608052,0,0.5
DASCMOP6_BC,auto,Full,HighProbBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,0.5
DASCMOP6_BC,auto,Full,ParetoOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,auto,Full,RandBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,auto,Full,UncertainOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0786750404259275,0.0797455410660035,-0.150672362061481,0.125
DASCMOP6_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0786750404259275,-0.0786750404259275,0,1
DASCMOP6_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,-0.0786750404259275,-0.00327962160184281,-0.0724358945390217,0.0625
DASCMOP6_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0786750404259275,-0.172495903180292,-0.00160122193545001,1
DASCMOP6_BC,beta,Full,HighProbBoundary,QPTau,5,0.198049512378095,0.198049512378095,0,0.5
DASCMOP6_BC,beta,Full,ParetoOnly,QPTau,5,0.198049512378095,0.198049512378095,0,1
DASCMOP6_BC,beta,Full,RandBoundary,QPTau,5,0.198049512378095,0.198049512378095,0,0.5
DASCMOP6_BC,beta,Full,UncertainOnly,QPTau,5,0.198049512378095,0.198049512378095,0,0.5
DASCMOP6_BC,beta,Full,HighProbBoundary,meanDB,5,0.482386590808387,0.483150469245007,0,1
DASCMOP6_BC,beta,Full,ParetoOnly,meanDB,5,0.482386590808387,0.482386590808387,0,1
DASCMOP6_BC,beta,Full,RandBoundary,meanDB,5,0.482386590808387,0.482754498353459,-1.11022302462516e-16,0.5
DASCMOP6_BC,beta,Full,UncertainOnly,meanDB,5,0.482386590808387,0.483150469245006,0,1
DASCMOP6_BC,beta,Full,HighProbBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,beta,Full,ParetoOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,beta,Full,RandBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,beta,Full,UncertainOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.100143143883403,-0.00111635628393654,-0.112929596494563,0.0625
DASCMOP6_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,-0.100143143883403,-0.100143143883403,0,1
DASCMOP6_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,-0.100143143883403,-0.0123492244219538,-0.11276425732834,0.0625
DASCMOP6_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,-0.100143143883403,-0.0566546056318103,-0.0399563410737551,0.0625
DASCMOP6_BC,raw,Full,HighProbBoundary,QPTau,5,0.191852825229961,0.191852825229961,0,0.5
DASCMOP6_BC,raw,Full,ParetoOnly,QPTau,5,0.191852825229961,0.191852825229961,0,1
DASCMOP6_BC,raw,Full,RandBoundary,QPTau,5,0.191852825229961,0.19119579500657,0,0.5
DASCMOP6_BC,raw,Full,UncertainOnly,QPTau,5,0.191852825229961,0.191852825229961,0,0.5
DASCMOP6_BC,raw,Full,HighProbBoundary,meanDB,5,0.429047051817596,0.429047051817596,0,0.75
DASCMOP6_BC,raw,Full,ParetoOnly,meanDB,5,0.429047051817596,0.429047051817596,0,1
DASCMOP6_BC,raw,Full,RandBoundary,meanDB,5,0.429047051817596,0.428604329566836,0.000119706448603596,0.625
DASCMOP6_BC,raw,Full,UncertainOnly,meanDB,5,0.429047051817596,0.429047051817596,-1.11022302462516e-16,0.5
DASCMOP6_BC,raw,Full,HighProbBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,0.5
DASCMOP6_BC,raw,Full,ParetoOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,raw,Full,RandBoundary,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,raw,Full,UncertainOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.129568548244397,0.255161128886556,-0.401555952992802,0.0625
DASCMOP6_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,-0.129568548244397,-0.129568548244397,0,1
DASCMOP6_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,-0.129568548244397,0.0152520179231586,-0.154613294291877,0.0625
DASCMOP6_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,-0.129568548244397,-0.216739231547533,0.0437032078568743,0.0625
DASCMOP6_BC,temperature,Full,HighProbBoundary,QPTau,5,0.191852825229961,0.191852825229961,-0.000589622641509441,0.25
DASCMOP6_BC,temperature,Full,ParetoOnly,QPTau,5,0.191852825229961,0.191852825229961,0,1
DASCMOP6_BC,temperature,Full,RandBoundary,QPTau,5,0.191852825229961,0.191852825229961,0,1
DASCMOP6_BC,temperature,Full,UncertainOnly,QPTau,5,0.191852825229961,0.191852825229961,0,0.75
DASCMOP6_BC,temperature,Full,HighProbBoundary,meanDB,5,0.436774248452919,0.434780295999764,0.000259194711310584,0.375
DASCMOP6_BC,temperature,Full,ParetoOnly,meanDB,5,0.436774248452919,0.436774248452919,0,1
DASCMOP6_BC,temperature,Full,RandBoundary,meanDB,5,0.436774248452919,0.435460937233044,0.0005287646473352,0.25
DASCMOP6_BC,temperature,Full,UncertainOnly,meanDB,5,0.436774248452919,0.435112089610461,-1.11022302462516e-16,0.625
DASCMOP6_BC,temperature,Full,HighProbBoundary,medianDB,5,0.288021921249974,0.288021921249974,0.000338455195908666,0.25
DASCMOP6_BC,temperature,Full,ParetoOnly,medianDB,5,0.288021921249974,0.288021921249974,0,1
DASCMOP6_BC,temperature,Full,RandBoundary,medianDB,5,0.288021921249974,0.288021921249974,0.00101036679795491,0.25
DASCMOP6_BC,temperature,Full,UncertainOnly,medianDB,5,0.288021921249974,0.288021921249974,0,0.75
DASCMOP6_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0800454942118971,0.242909524454929,-0.296895050356515,0.0625
DASCMOP6_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0800454942118971,-0.0800454942118971,0,1
DASCMOP6_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.0800454942118971,0.0145066793413407,-0.0696104155088881,0.0625
DASCMOP6_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0800454942118971,-0.2141985818843,0.0455038515968401,0.0625
DASCMOP7_BC,auto,Full,HighProbBoundary,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,auto,Full,ParetoOnly,QPTau,5,0.130386433138727,0.130386433138727,0,1
DASCMOP7_BC,auto,Full,RandBoundary,QPTau,5,0.130386433138727,0.153846153846154,-0.0143351458230351,0.0625
DASCMOP7_BC,auto,Full,UncertainOnly,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,auto,Full,HighProbBoundary,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,auto,Full,ParetoOnly,meanDB,5,0.507350974447206,0.507350974447206,0,1
DASCMOP7_BC,auto,Full,RandBoundary,meanDB,5,0.507350974447206,0.498238442539499,0.00780293043143832,0.625
DASCMOP7_BC,auto,Full,UncertainOnly,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,auto,Full,HighProbBoundary,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,auto,Full,ParetoOnly,medianDB,5,0.406325401369452,0.406325401369452,0,1
DASCMOP7_BC,auto,Full,RandBoundary,medianDB,5,0.406325401369452,0.397254504204217,0.00969354495648389,0.3125
DASCMOP7_BC,auto,Full,UncertainOnly,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0900717552835913,-0.0193471977857851,-0.0896075576786956,0.5
DASCMOP7_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0900717552835913,-0.0900717552835913,0,1
DASCMOP7_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,-0.0900717552835913,-0.0311489792228629,-0.0662851513635135,0.0625
DASCMOP7_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0900717552835913,-0.0168052579982801,-0.0921494974662005,0.5
DASCMOP7_BC,beta,Full,HighProbBoundary,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,beta,Full,ParetoOnly,QPTau,5,0.130386433138727,0.130386433138727,0,1
DASCMOP7_BC,beta,Full,RandBoundary,QPTau,5,0.130386433138727,0.153351471679446,-0.0102904184770181,0.0625
DASCMOP7_BC,beta,Full,UncertainOnly,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,beta,Full,HighProbBoundary,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,beta,Full,ParetoOnly,meanDB,5,0.507350974447206,0.507350974447206,0,1
DASCMOP7_BC,beta,Full,RandBoundary,meanDB,5,0.507350974447206,0.499989705036086,0.00872261688830911,0.625
DASCMOP7_BC,beta,Full,UncertainOnly,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,beta,Full,HighProbBoundary,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,beta,Full,ParetoOnly,medianDB,5,0.406325401369452,0.406325401369452,0,1
DASCMOP7_BC,beta,Full,RandBoundary,medianDB,5,0.406325401369452,0.395010714988127,0.0153088690716754,0.4375
DASCMOP7_BC,beta,Full,UncertainOnly,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0900717552835913,0.0952231537155317,-0.204177909180012,0.5
DASCMOP7_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0900717552835913,-0.0900717552835913,0,1
DASCMOP7_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,-0.0900717552835913,-0.0152560679320856,-0.0748156873515057,0.0625
DASCMOP7_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0900717552835913,0.0623297206426707,-0.171284476107151,0.5
DASCMOP7_BC,raw,Full,HighProbBoundary,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,raw,Full,ParetoOnly,QPTau,5,0.130386433138727,0.130386433138727,0,1
DASCMOP7_BC,raw,Full,RandBoundary,QPTau,5,0.130386433138727,0.154295246038365,-0.0158180919426594,0.0625
DASCMOP7_BC,raw,Full,UncertainOnly,QPTau,5,0.130386433138727,0.169675983180806,-0.0185505812515459,0.0625
DASCMOP7_BC,raw,Full,HighProbBoundary,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,raw,Full,ParetoOnly,meanDB,5,0.507350974447206,0.507350974447206,0,1
DASCMOP7_BC,raw,Full,RandBoundary,meanDB,5,0.507350974447206,0.497887186894985,0.0110864414289542,0.125
DASCMOP7_BC,raw,Full,UncertainOnly,meanDB,5,0.507350974447206,0.506399983309683,-0.00343496928242604,0.8125
DASCMOP7_BC,raw,Full,HighProbBoundary,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,raw,Full,ParetoOnly,medianDB,5,0.406325401369452,0.406325401369452,0,1
DASCMOP7_BC,raw,Full,RandBoundary,medianDB,5,0.406325401369452,0.395010714988127,0.0113146863813249,0.125
DASCMOP7_BC,raw,Full,UncertainOnly,medianDB,5,0.406325401369452,0.39536974264127,-0.00653722346087937,1
DASCMOP7_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0900717552835913,0.226071130625187,-0.335025886089667,0.5
DASCMOP7_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0900717552835913,-0.0900717552835913,0,1
DASCMOP7_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,-0.0900717552835913,-0.028032961106088,-0.0641848168750971,0.0625
DASCMOP7_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0900717552835913,0.0263024459402769,-0.135257201404758,0.5
DASCMOP7_BC,temperature,Full,HighProbBoundary,QPTau,5,0.130386433138727,0.173755907700862,-0.0433694745621351,0.0625
DASCMOP7_BC,temperature,Full,ParetoOnly,QPTau,5,0.130386433138727,0.130386433138727,0,1
DASCMOP7_BC,temperature,Full,RandBoundary,QPTau,5,0.130386433138727,0.152349179872116,-0.0192782995551162,0.0625
DASCMOP7_BC,temperature,Full,UncertainOnly,QPTau,5,0.130386433138727,0.169428642097452,-0.018303240168192,0.0625
DASCMOP7_BC,temperature,Full,HighProbBoundary,meanDB,5,0.507350974447206,0.506399983309683,0.000950991137523727,0.625
DASCMOP7_BC,temperature,Full,ParetoOnly,meanDB,5,0.507350974447206,0.507350974447206,0,1
DASCMOP7_BC,temperature,Full,RandBoundary,meanDB,5,0.507350974447206,0.497484962365628,0.00986601208157845,0.4375
DASCMOP7_BC,temperature,Full,UncertainOnly,meanDB,5,0.507350974447206,0.506399983309683,-0.00343496928242604,0.8125
DASCMOP7_BC,temperature,Full,HighProbBoundary,medianDB,5,0.406325401369452,0.39536974264127,0.0109556587281823,0.625
DASCMOP7_BC,temperature,Full,ParetoOnly,medianDB,5,0.406325401369452,0.406325401369452,0,1
DASCMOP7_BC,temperature,Full,RandBoundary,medianDB,5,0.406325401369452,0.395010714988127,0.0189734122368646,0.1875
DASCMOP7_BC,temperature,Full,UncertainOnly,medianDB,5,0.406325401369452,0.39536974264127,-0.00724876306459954,1
DASCMOP7_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0900717552835913,0.23384037230441,-0.342795127768891,0.5
DASCMOP7_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0900717552835913,-0.0900717552835913,0,1
DASCMOP7_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.0900717552835913,-0.0278845684400458,-0.0753056865497268,0.0625
DASCMOP7_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0900717552835913,0.0212728012139995,-0.13022755667848,0.5
DASCMOP8_BC,auto,Full,HighProbBoundary,QPTau,5,0.112574850299401,0.118326118326118,-0.00112334306897326,0.625
DASCMOP8_BC,auto,Full,ParetoOnly,QPTau,5,0.112574850299401,0.112574850299401,0,1
DASCMOP8_BC,auto,Full,RandBoundary,QPTau,5,0.112574850299401,0.114805661649068,-0.00696472702763423,0.0625
DASCMOP8_BC,auto,Full,UncertainOnly,QPTau,5,0.112574850299401,0.118807118807119,-0.000908471496706781,0.4375
DASCMOP8_BC,auto,Full,HighProbBoundary,meanDB,5,0.469586740092949,0.42551423725155,0.011207520556168,0.4375
DASCMOP8_BC,auto,Full,ParetoOnly,meanDB,5,0.469586740092949,0.469586740092949,0,1
DASCMOP8_BC,auto,Full,RandBoundary,meanDB,5,0.469586740092949,0.473190095630433,0.00485809529938175,0.1875
DASCMOP8_BC,auto,Full,UncertainOnly,meanDB,5,0.469586740092949,0.42321905753141,0.00742287963765065,0.125
DASCMOP8_BC,auto,Full,HighProbBoundary,medianDB,5,0.406696363461343,0.383252181395648,0.000913530293476739,0.375
DASCMOP8_BC,auto,Full,ParetoOnly,medianDB,5,0.406696363461343,0.406696363461343,0,1
DASCMOP8_BC,auto,Full,RandBoundary,medianDB,5,0.406696363461343,0.401525422174256,0.00517094128708728,0.0625
DASCMOP8_BC,auto,Full,UncertainOnly,medianDB,5,0.406696363461343,0.388228572217674,0.0087069705818138,0.0625
DASCMOP8_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0960809665971881,0.00792045566292666,-0.129168307916759,0.0625
DASCMOP8_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0960809665971881,-0.0960809665971881,0,1
