problem,calibratorVariant,queryVariant,run,poolCount,candidateCount,eligibleCount,selectedCount,oracleCount,meanDB,medianDB,QPTau,rhoUtilityNegDB
DASCMOP4_BC,temperature,HighProbBoundary,5,560,5527,2934,2762,2762,0.778877623111986,0.839929274524067,0.0604634322954381,NaN
DASCMOP4_BC,temperature,ParetoOnly,1,501,6329,3696,3131,3131,0.587514599231236,0.478720217065511,0.153625039923347,-0.0168453149800489
DASCMOP4_BC,temperature,ParetoOnly,2,569,7928,4880,3646,3646,0.677372029627892,0.679823270873861,0.0735052111903456,-0.140197514581584
DASCMOP4_BC,temperature,ParetoOnly,3,558,6406,3742,3213,3213,0.67169981751476,0.670479804721027,0.0846560846560847,-0.0944670937946872
DASCMOP4_BC,temperature,ParetoOnly,4,550,5910,3185,3002,3002,0.660766212371617,0.682686753663938,0.109926715522985,0.00271152065141583
DASCMOP4_BC,temperature,ParetoOnly,5,560,5527,2934,2762,2762,0.772899953569226,0.833731444891664,0.0640839971035482,0.00645791671930708
DASCMOP4_BC,temperature,RandBoundary,1,501,6329,3696,3131,3131,0.578259897365648,0.46530153302064,0.159374001916321,-0.0268467894301185
DASCMOP4_BC,temperature,RandBoundary,2,569,7928,4880,3646,3646,0.635448477368701,0.572702942148641,0.0874931431705979,-0.0455946482470821
DASCMOP4_BC,temperature,RandBoundary,3,558,6406,3742,3213,3213,0.648622410721515,0.603380938096773,0.092436974789916,0.0106755708297899
DASCMOP4_BC,temperature,RandBoundary,4,550,5910,3185,3002,3002,0.653291114157684,0.665445256301068,0.115589606928714,-0.037517382964027
DASCMOP4_BC,temperature,RandBoundary,5,560,5527,2934,2762,2762,0.763888286395491,0.78082234995378,0.0677045619116582,-0.00657894259690771
DASCMOP4_BC,temperature,UncertainOnly,1,501,6329,3696,3131,3131,0.593796457902338,0.500464909162031,0.1421271159374,0.0104042193530239
DASCMOP4_BC,temperature,UncertainOnly,2,569,7928,4880,3646,3646,0.638290894732359,0.586085629702655,0.0795392210641799,-0.0423838955936615
DASCMOP4_BC,temperature,UncertainOnly,3,558,6406,3742,3213,3213,0.650107555295179,0.603380938096773,0.0862122626828509,0.105515837570113
DASCMOP4_BC,temperature,UncertainOnly,4,550,5910,3185,3002,3002,0.666851638475874,0.698025324216996,0.106262491672219,NaN
DASCMOP4_BC,temperature,UncertainOnly,5,560,5527,2934,2762,2762,0.778877623111986,0.839929274524067,0.0604634322954381,NaN
DASCMOP5_BC,auto,Full,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,auto,Full,2,531,8709,5373,3522,3522,0.758079220649136,0.780934011110667,0.0871663827370812,0.052874470562593
DASCMOP5_BC,auto,Full,3,509,5659,3750,2723,2723,0.707283629548821,0.670638610976097,0.0448035255233199,0.00677969381690265
DASCMOP5_BC,auto,Full,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,auto,Full,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,auto,HighProbBoundary,1,567,9813,6864,3820,3820,0.465807361330215,0.345131745932416,0.233246073298429,-0.145392044755347
DASCMOP5_BC,auto,HighProbBoundary,2,531,8709,5373,3522,3522,0.752452262933036,0.758721840152251,0.0789324247586599,-0.0866990018877182
DASCMOP5_BC,auto,HighProbBoundary,3,509,5659,3750,2723,2723,0.666511467105154,0.609835469367411,0.0532500918105031,0.179520834961514
DASCMOP5_BC,auto,HighProbBoundary,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,auto,HighProbBoundary,5,581,11388,7861,4035,4035,0.517165905258135,0.436469248020097,0.0879801734820322,0.0217378358362675
DASCMOP5_BC,auto,ParetoOnly,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,auto,ParetoOnly,2,531,8709,5373,3522,3522,0.758079220649136,0.780934011110667,0.0871663827370812,0.052874470562593
DASCMOP5_BC,auto,ParetoOnly,3,509,5659,3750,2723,2723,0.707283629548821,0.670638610976097,0.0448035255233199,0.00677969381690265
DASCMOP5_BC,auto,ParetoOnly,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,auto,ParetoOnly,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,auto,RandBoundary,1,567,9813,6864,3820,3820,0.510588635222985,0.384296677074483,0.206282722513089,0.074519881875807
DASCMOP5_BC,auto,RandBoundary,2,531,8709,5373,3522,3522,0.712122611536012,0.709261409679086,0.0993753549119818,0.0057153889933293
DASCMOP5_BC,auto,RandBoundary,3,509,5659,3750,2723,2723,0.696691558206382,0.650478387585916,0.0462724935732648,-0.0182828439329912
DASCMOP5_BC,auto,RandBoundary,4,571,8830,5791,3941,3941,0.751511929123286,0.767935055416689,0.0522709972088302,0.000879266695096548
DASCMOP5_BC,auto,RandBoundary,5,581,11388,7861,4035,4035,0.462962950216759,0.347099909115004,0.1454770755886,0.055858043484226
DASCMOP5_BC,auto,UncertainOnly,1,567,9813,6864,3820,3820,0.454104541823297,0.34324095394534,0.239267015706806,-0.187285126761954
DASCMOP5_BC,auto,UncertainOnly,2,531,8709,5373,3522,3522,0.727934940222991,0.725597056807001,0.0908574673480977,-0.00793156925706247
DASCMOP5_BC,auto,UncertainOnly,3,509,5659,3750,2723,2723,0.678273276138399,0.616319812500077,0.0525156077855307,0.0903407236922811
DASCMOP5_BC,auto,UncertainOnly,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,auto,UncertainOnly,5,581,11388,7861,4035,4035,0.508569663141363,0.428852306732775,0.0909541511771995,0.114310893821367
DASCMOP5_BC,beta,Full,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,beta,Full,2,531,8655,5686,3463,3463,0.675126974492886,0.706120783743153,0.0785446144961016,0.123978468699392
DASCMOP5_BC,beta,Full,3,511,6232,4176,2816,2816,0.732984393234211,0.712809934159633,0.0667613636363636,0.0840910051515225
DASCMOP5_BC,beta,Full,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,beta,Full,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,beta,HighProbBoundary,1,567,9813,6864,3820,3820,0.469683929834748,0.3455845917353,0.230890052356021,-0.0538726537131175
DASCMOP5_BC,beta,HighProbBoundary,2,531,8655,5686,3463,3463,0.649918649440206,0.609350476961897,0.0822985850418712,0.0694370408634458
DASCMOP5_BC,beta,HighProbBoundary,3,511,6232,4176,2816,2816,0.687323484313373,0.649416162976536,0.0855823863636364,0.221789080328371
DASCMOP5_BC,beta,HighProbBoundary,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,beta,HighProbBoundary,5,581,11388,7861,4035,4035,0.518043828596389,0.436068223943538,0.0897149938042131,0.155972700402896
DASCMOP5_BC,beta,ParetoOnly,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,beta,ParetoOnly,2,531,8655,5686,3463,3463,0.675126974492886,0.706120783743153,0.0785446144961016,0.123978468699392
DASCMOP5_BC,beta,ParetoOnly,3,511,6232,4176,2816,2816,0.732984393234211,0.712809934159633,0.0667613636363636,0.0840910051515225
DASCMOP5_BC,beta,ParetoOnly,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,beta,ParetoOnly,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,beta,RandBoundary,1,567,9813,6864,3820,3820,0.50213128511029,0.357912298998579,0.216492146596859,0.0666356196380717
DASCMOP5_BC,beta,RandBoundary,2,531,8655,5686,3463,3463,0.65738432871221,0.656697667111295,0.0822985850418712,0.000558452455549005
DASCMOP5_BC,beta,RandBoundary,3,511,6232,4176,2816,2816,0.731248436416422,0.711716533084398,0.0731534090909091,-0.0323097627525564
DASCMOP5_BC,beta,RandBoundary,4,571,8830,5791,3941,3941,0.750911052985037,0.773693960474707,0.0550621669626998,0.000120102586594761
DASCMOP5_BC,beta,RandBoundary,5,581,11388,7861,4035,4035,0.467864366510529,0.347871535764861,0.149442379182156,0.020949014972214
DASCMOP5_BC,beta,UncertainOnly,1,567,9813,6864,3820,3820,0.471085870085605,0.345764192593063,0.231675392670157,-0.099441310696173
DASCMOP5_BC,beta,UncertainOnly,2,531,8655,5686,3463,3463,0.653385723789162,0.616723826552512,0.0828761189719896,0.0428574597743955
DASCMOP5_BC,beta,UncertainOnly,3,511,6232,4176,2816,2816,0.68857032977266,0.649416162976536,0.0852272727272727,0.198318733836825
DASCMOP5_BC,beta,UncertainOnly,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,beta,UncertainOnly,5,581,11388,7861,4035,4035,0.517506185893479,0.436068223943538,0.0902106567534077,0.151428809272233
DASCMOP5_BC,raw,Full,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,raw,Full,2,530,8753,5642,3485,3485,0.61240751942508,0.515023139564708,0.0637015781922525,0.0562536571922519
DASCMOP5_BC,raw,Full,3,509,5867,3863,2722,2722,0.718484572046791,0.676343372829792,0.0481263776634827,0.0211399720029436
DASCMOP5_BC,raw,Full,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,raw,Full,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,raw,HighProbBoundary,1,567,9813,6864,3820,3820,0.46887362515615,0.345393450405201,0.229581151832461,0.199186385777124
DASCMOP5_BC,raw,HighProbBoundary,2,530,8753,5642,3485,3485,0.63545654942125,0.535205597303141,0.0533715925394548,-0.0462149727053245
DASCMOP5_BC,raw,HighProbBoundary,3,509,5867,3863,2722,2722,0.679074237785348,0.616319812500077,0.0602498163115356,0.218324269610622
DASCMOP5_BC,raw,HighProbBoundary,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,raw,HighProbBoundary,5,581,11388,7861,4035,4035,0.514745205872238,0.436469248020097,0.090458488228005,0.0374045529136534
DASCMOP5_BC,raw,ParetoOnly,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,raw,ParetoOnly,2,530,8753,5642,3485,3485,0.61240751942508,0.515023139564708,0.0637015781922525,0.0562536571922519
DASCMOP5_BC,raw,ParetoOnly,3,509,5867,3863,2722,2722,0.718484572046791,0.676343372829792,0.0481263776634827,0.0211399720029436
DASCMOP5_BC,raw,ParetoOnly,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,raw,ParetoOnly,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,raw,RandBoundary,1,567,9813,6864,3820,3820,0.495002417638246,0.354150700541268,0.21544502617801,0.071184843519176
DASCMOP5_BC,raw,RandBoundary,2,530,8753,5642,3485,3485,0.606249484882786,0.514325735792888,0.0674318507890961,0.00770188145092785
DASCMOP5_BC,raw,RandBoundary,3,509,5867,3863,2722,2722,0.709361814968271,0.670638610976097,0.0551065393093314,-0.0289402711388665
DASCMOP5_BC,raw,RandBoundary,4,571,8830,5791,3941,3941,0.749992009894237,0.771012113717841,0.0525247399137275,-0.0246580374438195
DASCMOP5_BC,raw,RandBoundary,5,581,11388,7861,4035,4035,0.469870392619059,0.348157946879051,0.1454770755886,0.0341003592085137
DASCMOP5_BC,raw,UncertainOnly,1,567,9813,6864,3820,3820,0.477820226224866,0.350882486259033,0.213350785340314,-0.140551220242788
DASCMOP5_BC,raw,UncertainOnly,2,530,8753,5642,3485,3485,0.631358064325312,0.535205597303141,0.054519368723099,0.0223538600982658
DASCMOP5_BC,raw,UncertainOnly,3,509,5867,3863,2722,2722,0.725333266912744,0.697763741841908,0.0558412931667891,-0.0401342341439062
DASCMOP5_BC,raw,UncertainOnly,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,raw,UncertainOnly,5,581,11388,7861,4035,4035,0.513846975146247,0.444815409583359,0.0919454770755886,0.102954612759941
DASCMOP5_BC,temperature,Full,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,temperature,Full,2,530,8753,5642,3485,3485,0.61240751942508,0.515023139564708,0.0637015781922525,0.0562536571922519
DASCMOP5_BC,temperature,Full,3,509,5867,3863,2722,2722,0.718484572046791,0.676343372829792,0.0481263776634827,0.0211399720029436
DASCMOP5_BC,temperature,Full,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,temperature,Full,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,temperature,HighProbBoundary,1,567,9813,6864,3820,3820,0.468587802480835,0.345393450405201,0.230366492146597,0.187532994397215
DASCMOP5_BC,temperature,HighProbBoundary,2,530,8753,5642,3485,3485,0.633655258508928,0.53087133639968,0.0536585365853659,-0.0537567686124402
DASCMOP5_BC,temperature,HighProbBoundary,3,509,5867,3863,2722,2722,0.678213635441653,0.616319812500077,0.0595150624540779,0.213941431547702
DASCMOP5_BC,temperature,HighProbBoundary,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,temperature,HighProbBoundary,5,581,11388,7861,4035,4035,0.515463794761141,0.438787806951065,0.0892193308550186,0.035022198606224
DASCMOP5_BC,temperature,ParetoOnly,1,567,9813,6864,3820,3820,0.503801134707866,0.384296677074483,0.207329842931937,0.100462180844451
DASCMOP5_BC,temperature,ParetoOnly,2,530,8753,5642,3485,3485,0.61240751942508,0.515023139564708,0.0637015781922525,0.0562536571922519
DASCMOP5_BC,temperature,ParetoOnly,3,509,5867,3863,2722,2722,0.718484572046791,0.676343372829792,0.0481263776634827,0.0211399720029436
DASCMOP5_BC,temperature,ParetoOnly,4,571,8830,5791,3941,3941,0.77346382329826,0.822847414318369,0.04770362852068,-0.014188455973379
DASCMOP5_BC,temperature,ParetoOnly,5,581,11388,7861,4035,4035,0.481986735558213,0.35933705075829,0.128872366790582,-0.0490788686462193
DASCMOP5_BC,temperature,RandBoundary,1,567,9813,6864,3820,3820,0.505389535554895,0.362657274186816,0.207329842931937,0.0476713496045373
DASCMOP5_BC,temperature,RandBoundary,2,530,8753,5642,3485,3485,0.596988212607158,0.511941096679719,0.0720229555236729,0.0305042695784082
DASCMOP5_BC,temperature,RandBoundary,3,509,5867,3863,2722,2722,0.711621511429051,0.670638610976102,0.0569434239529758,-0.0431543352135065
DASCMOP5_BC,temperature,RandBoundary,4,571,8830,5791,3941,3941,0.751936904395101,0.785977951700619,0.0548084242578026,-0.0369063865765606
DASCMOP5_BC,temperature,RandBoundary,5,581,11388,7861,4035,4035,0.462603457404441,0.346319078133058,0.147459727385378,0.0217245148580662
DASCMOP5_BC,temperature,UncertainOnly,1,567,9813,6864,3820,3820,0.480308904582311,0.352032043153221,0.212565445026178,-0.1404319583403
DASCMOP5_BC,temperature,UncertainOnly,2,530,8753,5642,3485,3485,0.627089512933126,0.52934025795458,0.0559540889526542,0.0226473038698549
DASCMOP5_BC,temperature,UncertainOnly,3,509,5867,3863,2722,2722,0.725474190348294,0.697763741841908,0.056208670095518,-0.0335083972172843
DASCMOP5_BC,temperature,UncertainOnly,4,571,8830,5791,3941,3941,0.788106537743918,0.859586543068298,0.0512560263892413,NaN
DASCMOP5_BC,temperature,UncertainOnly,5,581,11388,7861,4035,4035,0.514656883832942,0.450506263859549,0.0894671623296159,0.106228172298628
DASCMOP6_BC,auto,Full,1,605,3795,1801,1754,1754,0.214436446146189,0.109247015264112,0.397377423033067,0.0173237857438478
DASCMOP6_BC,auto,Full,2,571,3009,1484,1484,1484,0.357797680918435,0.265831446737785,0.183288409703504,-0.0786750404259275
DASCMOP6_BC,auto,Full,3,535,2810,1176,1176,1176,0.491667545959912,0.288021921249974,0.216836734693878,-0.147201098605258
DASCMOP6_BC,auto,Full,4,605,3522,1679,1641,1641,0.463910030413472,0.377004407567611,0.117001828153565,-0.0504738269906537
DASCMOP6_BC,auto,Full,5,537,3478,1666,1660,1660,0.490496070735365,0.352472944703031,0.17710843373494,-0.174097125115742
DASCMOP6_BC,auto,HighProbBoundary,1,605,3795,1801,1754,1754,0.211664332114632,0.109089431021661,0.397377423033067,0.124850268442189
DASCMOP6_BC,auto,HighProbBoundary,2,571,3009,1484,1484,1484,0.357797680918435,0.265831446737785,0.183288409703504,0.0833560947850483
DASCMOP6_BC,auto,HighProbBoundary,3,535,2810,1176,1176,1176,0.491667545959912,0.288021921249974,0.216836734693878,0.0797455410660035
DASCMOP6_BC,auto,HighProbBoundary,4,605,3522,1679,1641,1641,0.459214944710795,0.374969127169014,0.117001828153565,-0.0883907113953554
DASCMOP6_BC,auto,HighProbBoundary,5,537,3478,1666,1660,1660,0.490841715307822,0.352472944703031,0.177710843373494,-0.0234247630542609
DASCMOP6_BC,auto,ParetoOnly,1,605,3795,1801,1754,1754,0.214436446146189,0.109247015264112,0.397377423033067,0.0173237857438478
DASCMOP6_BC,auto,ParetoOnly,2,571,3009,1484,1484,1484,0.357797680918435,0.265831446737785,0.183288409703504,-0.0786750404259275
DASCMOP6_BC,auto,ParetoOnly,3,535,2810,1176,1176,1176,0.491667545959912,0.288021921249974,0.216836734693878,-0.147201098605258
DASCMOP6_BC,auto,ParetoOnly,4,605,3522,1679,1641,1641,0.463910030413472,0.377004407567611,0.117001828153565,-0.0504738269906537
DASCMOP6_BC,auto,ParetoOnly,5,537,3478,1666,1660,1660,0.490496070735365,0.352472944703031,0.17710843373494,-0.174097125115742
DASCMOP6_BC,auto,RandBoundary,1,605,3795,1801,1754,1754,0.214576735532196,0.109435470500803,0.397377423033067,0.0600507628147582
DASCMOP6_BC,auto,RandBoundary,2,571,3009,1484,1484,1484,0.357797680918435,0.265831446737785,0.183288409703504,-0.0279561389728258
DASCMOP6_BC,auto,RandBoundary,3,535,2810,1176,1176,1176,0.491667545959912,0.288021921249974,0.216836734693878,-0.0382932153777845
DASCMOP6_BC,auto,RandBoundary,4,605,3522,1679,1641,1641,0.461997012275737,0.377004407567611,0.117001828153565,0.021962067548368
DASCMOP6_BC,auto,RandBoundary,5,537,3478,1666,1660,1660,0.490108421018497,0.352472944703031,0.17710843373494,-0.00327962160184281
DASCMOP6_BC,auto,UncertainOnly,1,605,3795,1801,1754,1754,0.212295135958009,0.109309997413745,0.397377423033067,0.142930825970103
DASCMOP6_BC,auto,UncertainOnly,2,571,3009,1484,1484,1484,0.357797680918435,0.265831446737785,0.183288409703504,-0.0114182044223221
DASCMOP6_BC,auto,UncertainOnly,3,535,2810,1176,1176,1176,0.491667545959912,0.288021921249974,0.216836734693878,-0.201989067057632
DASCMOP6_BC,auto,UncertainOnly,4,605,3522,1679,1641,1641,0.460658482608052,0.376221410708536,0.116392443631932,-0.178807310697331
DASCMOP6_BC,auto,UncertainOnly,5,537,3478,1666,1660,1660,0.490841715307822,0.352472944703031,0.177710843373494,-0.172495903180292
DASCMOP6_BC,beta,Full,1,602,3019,1552,1542,1542,0.334756025775646,0.230153544348349,0.199092088197147,-0.0834476829449387
DASCMOP6_BC,beta,Full,2,573,2826,1333,1333,1333,0.405410974761409,0.271488981830301,0.198049512378095,-0.0212930668415779
DASCMOP6_BC,beta,Full,3,534,2865,1211,1211,1211,0.496681299779582,0.288021921249974,0.213047068538398,-0.141833910893114
DASCMOP6_BC,beta,Full,4,605,3773,1468,1468,1468,0.539753710560844,0.4605078867371,0.0722070844686648,-0.100143143883403
DASCMOP6_BC,beta,Full,5,538,3534,1652,1646,1646,0.482386590808387,0.346289071906066,0.18408262454435,-0.180207903191051
DASCMOP6_BC,beta,HighProbBoundary,1,602,3019,1552,1542,1542,0.332767106140301,0.229274184964732,0.199740596627756,0.162137228961593
DASCMOP6_BC,beta,HighProbBoundary,2,573,2826,1333,1333,1333,0.405410974761409,0.271488981830301,0.198049512378095,0.0916365296529855
DASCMOP6_BC,beta,HighProbBoundary,3,534,2865,1211,1211,1211,0.496681299779582,0.288021921249974,0.213047068538398,-0.00111635628393654
DASCMOP6_BC,beta,HighProbBoundary,4,605,3773,1468,1468,1468,0.539753710560844,0.4605078867371,0.0722070844686648,-0.0143149962038335
DASCMOP6_BC,beta,HighProbBoundary,5,538,3534,1652,1646,1646,0.483150469245007,0.346289071906066,0.184690157958688,-0.0823842161464252
DASCMOP6_BC,beta,ParetoOnly,1,602,3019,1552,1542,1542,0.334756025775646,0.230153544348349,0.199092088197147,-0.0834476829449387
DASCMOP6_BC,beta,ParetoOnly,2,573,2826,1333,1333,1333,0.405410974761409,0.271488981830301,0.198049512378095,-0.0212930668415779
DASCMOP6_BC,beta,ParetoOnly,3,534,2865,1211,1211,1211,0.496681299779582,0.288021921249974,0.213047068538398,-0.141833910893114
DASCMOP6_BC,beta,ParetoOnly,4,605,3773,1468,1468,1468,0.539753710560844,0.4605078867371,0.0722070844686648,-0.100143143883403
DASCMOP6_BC,beta,ParetoOnly,5,538,3534,1652,1646,1646,0.482386590808387,0.346289071906066,0.18408262454435,-0.180207903191051
DASCMOP6_BC,beta,RandBoundary,1,602,3019,1552,1542,1542,0.335001059439559,0.230290822387658,0.198443579766537,-0.0334182204864977
DASCMOP6_BC,beta,RandBoundary,2,573,2826,1333,1333,1333,0.405410974761409,0.271488981830301,0.198049512378095,-0.0136161362167379
DASCMOP6_BC,beta,RandBoundary,3,534,2865,1211,1211,1211,0.496681299779582,0.288021921249974,0.213047068538398,0.0514173371782892
DASCMOP6_BC,beta,RandBoundary,4,605,3773,1468,1468,1468,0.539753710560844,0.4605078867371,0.0722070844686648,0.0126211134449368
DASCMOP6_BC,beta,RandBoundary,5,538,3534,1652,1646,1646,0.482754498353459,0.346289071906066,0.183475091130012,-0.0123492244219538
DASCMOP6_BC,beta,UncertainOnly,1,602,3019,1552,1542,1542,0.332767106140301,0.229274184964732,0.199740596627756,0.154203321406685
DASCMOP6_BC,beta,UncertainOnly,2,573,2826,1333,1333,1333,0.405410974761409,0.271488981830301,0.198049512378095,0.0186632742321771
DASCMOP6_BC,beta,UncertainOnly,3,534,2865,1211,1211,1211,0.496681299779582,0.288021921249974,0.213047068538398,-0.111705652942827
DASCMOP6_BC,beta,UncertainOnly,4,605,3773,1468,1468,1468,0.539753710560844,0.4605078867371,0.0722070844686648,-0.0566546056318103
DASCMOP6_BC,beta,UncertainOnly,5,538,3534,1652,1646,1646,0.483150469245006,0.346289071906066,0.184690157958688,-0.17520044002283
DASCMOP6_BC,raw,Full,1,605,3734,1980,1848,1848,0.306526070791153,0.216938330396326,0.238095238095238,-0.00972121226330303
DASCMOP6_BC,raw,Full,2,571,3074,1525,1522,1522,0.319386419333012,0.224181315075107,0.191852825229961,-0.0711880918319572
DASCMOP6_BC,raw,Full,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,-0.153914290395772
DASCMOP6_BC,raw,Full,4,605,3593,1535,1534,1534,0.429047051817596,0.317865952571656,0.125814863102999,-0.129568548244397
DASCMOP6_BC,raw,Full,5,536,3486,1702,1696,1696,0.498394398695667,0.378114169675193,0.178066037735849,-0.188088422036796
DASCMOP6_BC,raw,HighProbBoundary,1,605,3734,1980,1848,1848,0.295429678106684,0.212196946360527,0.245670995670996,0.255161128886556
DASCMOP6_BC,raw,HighProbBoundary,2,571,3074,1525,1522,1522,0.319127224621702,0.223842859879198,0.191852825229961,0.139302943474889
DASCMOP6_BC,raw,HighProbBoundary,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,0.24764166259703
DASCMOP6_BC,raw,HighProbBoundary,4,605,3593,1535,1534,1534,0.429047051817596,0.317865952571656,0.125814863102999,0.272754084648188
DASCMOP6_BC,raw,HighProbBoundary,5,536,3486,1702,1696,1696,0.499135757131207,0.378114169675193,0.178655660377358,0.336392944956176
DASCMOP6_BC,raw,ParetoOnly,1,605,3734,1980,1848,1848,0.306526070791153,0.216938330396326,0.238095238095238,-0.00972121226330303
DASCMOP6_BC,raw,ParetoOnly,2,571,3074,1525,1522,1522,0.319386419333012,0.224181315075107,0.191852825229961,-0.0711880918319572
DASCMOP6_BC,raw,ParetoOnly,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,-0.153914290395772
DASCMOP6_BC,raw,ParetoOnly,4,605,3593,1535,1534,1534,0.429047051817596,0.317865952571656,0.125814863102999,-0.129568548244397
DASCMOP6_BC,raw,ParetoOnly,5,536,3486,1702,1696,1696,0.498394398695667,0.378114169675193,0.178066037735849,-0.188088422036796
DASCMOP6_BC,raw,RandBoundary,1,605,3734,1980,1848,1848,0.303516194874939,0.213557806251619,0.234307359307359,0.00114864270298584
DASCMOP6_BC,raw,RandBoundary,2,571,3074,1525,1522,1522,0.319266712884409,0.224181315075107,0.19119579500657,0.0238477602859083
DASCMOP6_BC,raw,RandBoundary,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,0.0138059286378409
DASCMOP6_BC,raw,RandBoundary,4,605,3593,1535,1534,1534,0.428604329566836,0.317865952571656,0.125814863102999,0.02504474604748
DASCMOP6_BC,raw,RandBoundary,5,536,3486,1702,1696,1696,0.499077161506442,0.378114169675193,0.178066037735849,0.0152520179231586
DASCMOP6_BC,raw,UncertainOnly,1,605,3734,1980,1848,1848,0.307956524354225,0.214657953454937,0.236471861471861,-0.0142223171672826
DASCMOP6_BC,raw,UncertainOnly,2,571,3074,1525,1522,1522,0.319364737678329,0.224181315075107,0.191852825229961,-0.114891299688831
DASCMOP6_BC,raw,UncertainOnly,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,-0.293678164408515
DASCMOP6_BC,raw,UncertainOnly,4,605,3593,1535,1534,1534,0.429047051817596,0.317865952571656,0.125814863102999,-0.293592070543689
DASCMOP6_BC,raw,UncertainOnly,5,536,3486,1702,1696,1696,0.50010632442388,0.382445492981197,0.17747641509434,-0.216739231547533
DASCMOP6_BC,temperature,Full,1,605,3734,1980,1848,1848,0.306526070791153,0.216938330396326,0.238095238095238,-0.00972121226330303
DASCMOP6_BC,temperature,Full,2,571,3074,1525,1522,1522,0.319386419333012,0.224181315075107,0.191852825229961,-0.0711880918319572
DASCMOP6_BC,temperature,Full,3,538,2604,1047,1047,1047,0.521940653021562,0.288021921249974,0.238777459407832,-0.153914290395772
DASCMOP6_BC,temperature,Full,4,606,3788,1494,1485,1485,0.436774248452919,0.344708388057819,0.142087542087542,-0.0800454942118971
DASCMOP6_BC,temperature,Full,5,536,3486,1702,1696,1696,0.498394398695667,0.378114169675193,0.178066037735849,-0.188088422036796
DASCMOP6_BC,temperature,HighProbBoundary,1,605,3734,1980,1848,1848,0.296190330483557,0.212196946360527,0.245670995670996,0.242909524454929
