problem,run,mode,sigma,iter,reconstructionWeight,repeat,n,dec_rmse,obj_dist50,obj_dist90,feasible_rate
LIRCMOP10_BC,3,true_train,0,NaN,NaN,NaN,48,0,0,0,1
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,1,48,0.00519787982597527,0.000143849235750539,0.000350327004406155,0.833333333333333
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,2,48,0.00490106764033596,0.000100179879248786,0.000279355352103604,0.791666666666667
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,3,48,0.0051385592073135,0.000121600092598339,0.000367857560162182,0.770833333333333
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,1,48,0.00978839408362447,0.000346798094080087,0.00108885042321204,0.75
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,2,48,0.0102427002001188,0.000290796611394544,0.000664787802711473,0.75
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,3,48,0.00983785069180382,0.000330867376830888,0.000844979673797677,0.729166666666667
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,1,48,0.0201185879710978,0.000830527081572479,0.00206053559682559,0.583333333333333
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,2,48,0.0196458235840833,0.000844061085263559,0.00209512620787196,0.458333333333333
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,3,48,0.0197579340328362,0.00079922820437131,0.00189935938882267,0.458333333333333
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,1,48,0.0484206624437235,0.00482783271000859,0.00957356953093496,0.125
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,2,48,0.0501945982246626,0.00502671370785098,0.0114683877857077,0.0833333333333333
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,3,48,0.0492635565990455,0.00471416309034439,0.0123973662602342,0.229166666666667
LIRCMOP10_BC,3,overfit,0,100,100,1,48,0.24497309738002,0.0470444654716427,0.0476967157272513,1
LIRCMOP10_BC,3,overfit,0,100,500,2,48,0.228977553278276,0.034916598000071,0.0352386190330722,1
LIRCMOP10_BC,3,overfit,0,300,100,3,48,0.192096819774811,0.00723013635415076,0.0129973141399622,0
LIRCMOP10_BC,3,overfit,0,300,500,4,48,0.189890055404116,0.00646043677073343,0.0127843811884268,0.645833333333333
LIRCMOP10_BC,3,overfit,0,1000,100,5,48,0.182406631276882,0.00881524742365858,0.0138075465280807,0
LIRCMOP10_BC,3,overfit,0,1000,500,6,48,0.174433679057561,0.00569645101617857,0.0121935724804253,0.520833333333333
