problem,run,seed,FE,mainlineIGD,DE20IGD,deltaDE20MinusMainline
LIRCMOP5_BC,1,1,10000,1.23526921995258,1.23867007381102,0.00340085385844335
LIRCMOP5_BC,1,1,20000,1.21425354118575,1.22513662579934,0.0108830846135879
LIRCMOP5_BC,1,1,30000,1.21075690417872,1.22501612319319,0.0142592190144761
LIRCMOP5_BC,1,1,40000,1.20377316321466,1.19842026213504,-0.00535290107962094
LIRCMOP5_BC,1,1,50000,1.18784025711199,1.18715821409546,-0.000682043016525968
LIRCMOP5_BC,1,1,60000,0.310555526343605,0.334082497762098,0.0235269714184925
LIRCMOP5_BC,1,1,70000,0.236064816039955,0.0446932777104745,-0.191371538329481
LIRCMOP5_BC,1,1,80000,0.101226199205036,0.0242313612314988,-0.0769948379735376
LIRCMOP5_BC,1,1,90000,0.0212885703249527,0.0211768965286646,-0.000111673796288073
LIRCMOP5_BC,1,1,100000,0.0163512498405436,0.0165918927498441,0.00024064290930045
LIRCMOP5_BC,2,2,10000,1.26253761817164,1.43181230828037,0.169274690108736
LIRCMOP5_BC,2,2,20000,1.20068586296366,1.23386365113395,0.0331777881702895
LIRCMOP5_BC,2,2,30000,1.19669564858176,0.237135419045959,-0.959560229535805
LIRCMOP5_BC,2,2,40000,0.509376110318048,0.128053469060278,-0.381322641257771
LIRCMOP5_BC,2,2,50000,0.0825729366906979,0.10956972673981,0.0269967900491117
LIRCMOP5_BC,2,2,60000,0.0458148162207769,0.0987192328754229,0.0529044166546461
LIRCMOP5_BC,2,2,70000,0.0424284196315871,0.0803900927175171,0.03796167308593
LIRCMOP5_BC,2,2,80000,0.0301057291687262,0.066326483169119,0.0362207540003928
LIRCMOP5_BC,2,2,90000,0.0170475776711431,0.0358905307240858,0.0188429530529427
LIRCMOP5_BC,2,2,100000,0.0150934409595874,0.0260885892699646,0.0109951483103772
LIRCMOP5_BC,3,3,10000,1.24034725217651,1.23168243456622,-0.00866481761029214
LIRCMOP5_BC,3,3,20000,1.21587199924435,1.22198604232614,0.00611404308179742
LIRCMOP5_BC,3,3,30000,1.21499240380086,1.2161787108871,0.0011863070862439
LIRCMOP5_BC,3,3,40000,0.37729931191601,1.21325383344574,0.835954521529726
LIRCMOP5_BC,3,3,50000,0.364967054390524,1.20928894963074,0.844321895240217
LIRCMOP5_BC,3,3,60000,0.344126835764284,1.17693703001184,0.832810194247558
LIRCMOP5_BC,3,3,70000,0.323050603967244,1.16319930672168,0.840148702754437
LIRCMOP5_BC,3,3,80000,0.0553221495419268,0.333110240744881,0.277788091202954
LIRCMOP5_BC,3,3,90000,0.0269057385696032,0.0560674331229402,0.029161694553337
LIRCMOP5_BC,3,3,100000,0.0206490306506693,0.0371763679300579,0.0165273372793886
LIRCMOP5_BC,4,4,10000,1.23926521346844,1.2579154355275,0.0186502220590599
LIRCMOP5_BC,4,4,20000,1.23047472244074,1.20033654967264,-0.0301381727681063
LIRCMOP5_BC,4,4,30000,1.22277123879103,1.19424966314984,-0.0285215756411923
LIRCMOP5_BC,4,4,40000,1.20090194419065,1.18875685895978,-0.0121450852308751
LIRCMOP5_BC,4,4,50000,1.16231125431922,0.77270259898036,-0.389608655338859
LIRCMOP5_BC,4,4,60000,0.476596792064199,0.18545021700654,-0.291146575057659
LIRCMOP5_BC,4,4,70000,0.0685101660664441,0.0862396704853381,0.017729504418894
LIRCMOP5_BC,4,4,80000,0.0350781721319351,0.0236423183200865,-0.0114358538118486
LIRCMOP5_BC,4,4,90000,0.0215810805192678,0.0177717580647504,-0.0038093224545174
LIRCMOP5_BC,4,4,100000,0.019052183351164,0.0157935633157911,-0.00325862003537289
LIRCMOP5_BC,5,5,10000,1.24733039708131,1.22285352872668,-0.0244768683546299
LIRCMOP5_BC,5,5,20000,1.22018974479897,1.20936755844138,-0.0108221863575979
LIRCMOP5_BC,5,5,30000,1.21631591426389,1.19685897320783,-0.019456941056059
LIRCMOP5_BC,5,5,40000,1.21540148499919,1.1866205133695,-0.0287809716296845
LIRCMOP5_BC,5,5,50000,1.19989512625669,0.324927189105159,-0.874967937151533
LIRCMOP5_BC,5,5,60000,1.19983754140542,0.181347182462946,-1.01849035894248
LIRCMOP5_BC,5,5,70000,1.15651019018807,0.0268646910825499,-1.12964549910552
LIRCMOP5_BC,5,5,80000,0.170519788454067,0.0192186685216025,-0.151301119932464
LIRCMOP5_BC,5,5,90000,0.0360755634490531,0.0164574248945195,-0.0196181385545336
LIRCMOP5_BC,5,5,100000,0.0227662703064569,0.0145500725781607,-0.00821619772829622
LIRCMOP5_BC,6,6,10000,1.23747428301185,1.24960538091381,0.0121310979019584
LIRCMOP5_BC,6,6,20000,0.2748894066497,1.22819776451437,0.953308357864673
LIRCMOP5_BC,6,6,30000,0.181223443210398,0.312444755633312,0.131221312422914
LIRCMOP5_BC,6,6,40000,0.0526549831109664,0.282051102585318,0.229396119474352
LIRCMOP5_BC,6,6,50000,0.0258645268610082,0.194457564410262,0.168593037549254
LIRCMOP5_BC,6,6,60000,0.0211797273036995,0.121782968321587,0.100603241017887
LIRCMOP5_BC,6,6,70000,0.0151435170109624,0.0644653834101009,0.0493218663991385
LIRCMOP5_BC,6,6,80000,0.0140735608456453,0.0147832652004294,0.000709704354784095
LIRCMOP5_BC,6,6,90000,0.0125416282021249,0.0123228664806676,-0.000218761721457364
LIRCMOP5_BC,6,6,100000,0.0114533922775055,0.0106098862418724,-0.000843506035633046
LIRCMOP5_BC,7,7,10000,1.25709404004341,1.25777460678037,0.0006805667369576
LIRCMOP5_BC,7,7,20000,1.23400953665588,1.2332990204754,-0.000710516180480347
LIRCMOP5_BC,7,7,30000,1.23092781466618,1.23001430015493,-0.000913514511258429
LIRCMOP5_BC,7,7,40000,1.18959729300035,1.19115677018663,0.00155947718627836
LIRCMOP5_BC,7,7,50000,0.41829283982565,0.148356159922116,-0.269936679903534
LIRCMOP5_BC,7,7,60000,0.100647136631832,0.0813515714067264,-0.0192955652251058
LIRCMOP5_BC,7,7,70000,0.0656475626766062,0.0343335858092767,-0.0313139768673295
LIRCMOP5_BC,7,7,80000,0.0418833421011267,0.0293831000319164,-0.0125002420692103
LIRCMOP5_BC,7,7,90000,0.0400429076962361,0.0221627983077272,-0.0178801093885089
LIRCMOP5_BC,7,7,100000,0.0271271604866232,0.0162746637976503,-0.0108524966889729
LIRCMOP5_BC,8,8,10000,1.23840354565046,1.24435133720232,0.00594779155186465
LIRCMOP5_BC,8,8,20000,1.22337427312947,1.2253255336127,0.00195126048323013
LIRCMOP5_BC,8,8,30000,0.326596777593291,1.22391230915773,0.897315531564439
LIRCMOP5_BC,8,8,40000,0.261237263730216,1.22375181591962,0.962514552189399
LIRCMOP5_BC,8,8,50000,0.18847570494558,0.26667401334297,0.0781983083973896
LIRCMOP5_BC,8,8,60000,0.1324010867226,0.059801646953102,-0.0725994397694978
LIRCMOP5_BC,8,8,70000,0.0879935811426963,0.0444792837564062,-0.0435142973862901
LIRCMOP5_BC,8,8,80000,0.0164092126018416,0.0332108465645256,0.016801633962684
LIRCMOP5_BC,8,8,90000,0.0123359907650338,0.0272577496063739,0.0149217588413402
LIRCMOP5_BC,8,8,100000,0.0114429460247066,0.0227664358206127,0.0113234897959061
LIRCMOP5_BC,9,9,10000,1.23431560455328,1.23033817843877,-0.00397742611450669
LIRCMOP5_BC,9,9,20000,1.21838617429118,1.22027575714724,0.00188958285606278
LIRCMOP5_BC,9,9,30000,1.21559617378258,0.38705094292947,-0.828545230853106
LIRCMOP5_BC,9,9,40000,1.21518496278573,0.345391376682655,-0.869793586103073
LIRCMOP5_BC,9,9,50000,1.2118746490311,0.278925523682808,-0.932949125348289
LIRCMOP5_BC,9,9,60000,0.163171602704362,0.220701806447812,0.0575302037434496
LIRCMOP5_BC,9,9,70000,0.0453138083390627,0.158827019666841,0.113513211327778
LIRCMOP5_BC,9,9,80000,0.0360084307504918,0.106604984521784,0.0705965537712919
LIRCMOP5_BC,9,9,90000,0.0307711243285782,0.0205064911424861,-0.0102646331860921
LIRCMOP5_BC,9,9,100000,0.0211970130429635,0.0140986199771922,-0.00709839306577131
LIRCMOP5_BC,10,10,10000,1.23799376376464,1.23913239341196,0.00113862964731881
LIRCMOP5_BC,10,10,20000,1.22796885852741,1.22576876741495,-0.00220009111246133
LIRCMOP5_BC,10,10,30000,1.22264068604451,0.328737781191162,-0.893902904853352
LIRCMOP5_BC,10,10,40000,1.20852512178146,0.133294500204016,-1.07523062157745
LIRCMOP5_BC,10,10,50000,1.19243810656646,0.100005401645402,-1.09243270492106
LIRCMOP5_BC,10,10,60000,0.757213782085037,0.0593959318237538,-0.697817850261284
LIRCMOP5_BC,10,10,70000,0.0786989869766059,0.0503428918167851,-0.0283560951598208
LIRCMOP5_BC,10,10,80000,0.0442034638507235,0.0330351099603309,-0.0111683538903926
LIRCMOP5_BC,10,10,90000,0.0381029238313865,0.029527617157537,-0.00857530667384943
LIRCMOP5_BC,10,10,100000,0.0211708062604656,0.0256519542278385,0.00448114796737286
LIRCMOP7_BC,1,1,10000,0.175685621898128,0.184266106690817,0.00858048479268844
LIRCMOP7_BC,1,1,20000,0.125063601289663,0.101023605114398,-0.0240399961752648
LIRCMOP7_BC,1,1,30000,0.110545989911767,0.0770935854357467,-0.0334524044760205
LIRCMOP7_BC,1,1,40000,0.0584206550637341,0.0304052658726859,-0.0280153891910482
LIRCMOP7_BC,1,1,50000,0.0148434742839979,0.0115658241024925,-0.00327765018150541
LIRCMOP7_BC,1,1,60000,0.0106115249785394,0.00990425223324518,-0.000707272745294224
LIRCMOP7_BC,1,1,70000,0.008829155305324,0.00919020162483307,0.000361046319509074
LIRCMOP7_BC,1,1,80000,0.00861422095061196,0.00871773921324046,0.000103518262628503
LIRCMOP7_BC,1,1,90000,0.00849543713605134,0.00825535518463187,-0.000240081951419471
LIRCMOP7_BC,1,1,100000,0.00845281623936541,0.00820628860161537,-0.00024652763775004
LIRCMOP7_BC,2,2,10000,1.7157467003444,1.73396893030946,0.0182222299650603
LIRCMOP7_BC,2,2,20000,0.163318821025014,0.0955146827438835,-0.0678041382811303
LIRCMOP7_BC,2,2,30000,0.0348958191391965,0.0397009185069268,0.00480509936773028
LIRCMOP7_BC,2,2,40000,0.0169456491630408,0.0349569568405899,0.0180113076775491
LIRCMOP7_BC,2,2,50000,0.011737729842584,0.0253197729250343,0.0135820430824503
LIRCMOP7_BC,2,2,60000,0.00987098765845684,0.0184906219044447,0.00861963424598784
LIRCMOP7_BC,2,2,70000,0.00927658409442331,0.0114107251661987,0.00213414107177542
LIRCMOP7_BC,2,2,80000,0.00878439341673209,0.00968645004438644,0.000902056627654343
LIRCMOP7_BC,2,2,90000,0.00820194249444212,0.00863873775143845,0.000436795256996324
LIRCMOP7_BC,2,2,100000,0.00787089221333678,0.00833078289079887,0.000459890677462086
LIRCMOP7_BC,3,3,10000,0.200044622324765,0.325211654705205,0.12516703238044
LIRCMOP7_BC,3,3,20000,0.121292072560864,0.124794845727284,0.00350277316641968
LIRCMOP7_BC,3,3,30000,0.100534049821165,0.131193873179407,0.0306598233582419
LIRCMOP7_BC,3,3,40000,0.105186907814735,0.113731763602874,0.00854485578813856
LIRCMOP7_BC,3,3,50000,0.0730329529268623,0.108083497068674,0.0350505441418114
LIRCMOP7_BC,3,3,60000,0.0237663108083881,0.0905064332949358,0.0667401224865477
LIRCMOP7_BC,3,3,70000,0.013842723707344,0.0164532491149657,0.00261052540762167
LIRCMOP7_BC,3,3,80000,0.0107075677366543,0.00971810109721785,-0.000989466639436443
LIRCMOP7_BC,3,3,90000,0.00915550479653949,0.00978138763913424,0.000625882842594757
LIRCMOP7_BC,3,3,100000,0.00895744323516372,0.00880696626279591,-0.000150476972367804
LIRCMOP7_BC,4,4,10000,0.519631318963491,1.68526205262102,1.16563073365753
LIRCMOP7_BC,4,4,20000,0.169153984068984,0.182651758161414,0.0134977740924299
LIRCMOP7_BC,4,4,30000,0.160493397354078,0.152824781022703,-0.00766861633137575
LIRCMOP7_BC,4,4,40000,0.125462871536566,0.136197918722645,0.0107350471860794
LIRCMOP7_BC,4,4,50000,0.108264024477995,0.0929261618864856,-0.0153378625915097
LIRCMOP7_BC,4,4,60000,0.0197714471274468,0.011090381281964,-0.00868106584548284
LIRCMOP7_BC,4,4,70000,0.00974029234835763,0.00886564781035681,-0.000874644538000817
LIRCMOP7_BC,4,4,80000,0.00891943103574322,0.00833278655541982,-0.000586644480323402
LIRCMOP7_BC,4,4,90000,0.00841917883243959,0.0081737996247674,-0.000245379207672191
LIRCMOP7_BC,4,4,100000,0.00797001163019462,0.0080826931006614,0.000112681470466773
LIRCMOP7_BC,5,5,10000,0.206926493418665,0.188645507823076,-0.0182809855955888
LIRCMOP7_BC,5,5,20000,0.150636759777085,0.143283395929681,-0.00735336384740368
LIRCMOP7_BC,5,5,30000,0.11943534595398,0.139504729729321,0.0200693837753409
LIRCMOP7_BC,5,5,40000,0.0199272567911461,0.13687481784207,0.116947561050924
LIRCMOP7_BC,5,5,50000,0.0108915898232944,0.131265141111294,0.120373551288
LIRCMOP7_BC,5,5,60000,0.00882395140613307,0.130256506418843,0.12143255501271
LIRCMOP7_BC,5,5,70000,0.00884917121412974,0.113995807652859,0.105146636438729
LIRCMOP7_BC,5,5,80000,0.00878201207196197,0.11379240015836,0.105010388086398
LIRCMOP7_BC,5,5,90000,0.00888434038576492,0.100890558672499,0.092006218286734
LIRCMOP7_BC,5,5,100000,0.00849564961170713,0.10096542749181,0.0924697778801027
LIRCMOP7_BC,6,6,10000,0.19087148937537,0.194815701414615,0.00394421203924464
LIRCMOP7_BC,6,6,20000,0.0997319791908421,0.109242805330809,0.00951082613996693
LIRCMOP7_BC,6,6,30000,0.0407087021031891,0.0901596642266759,0.0494509621234868
LIRCMOP7_BC,6,6,40000,0.032430518576701,0.0130460012925732,-0.0193845172841278
LIRCMOP7_BC,6,6,50000,0.0226064171349342,0.0105338046693509,-0.0120726124655833
LIRCMOP7_BC,6,6,60000,0.0109676525423226,0.00881812662701957,-0.002149525915303
LIRCMOP7_BC,6,6,70000,0.00971251082046684,0.00865779178548329,-0.00105471903498354
LIRCMOP7_BC,6,6,80000,0.00912803468808339,0.00812870633340865,-0.000999328354674743
LIRCMOP7_BC,6,6,90000,0.00909556137427698,0.00778940308132518,-0.0013061582929518
LIRCMOP7_BC,6,6,100000,0.00945503256861209,0.00798001177808792,-0.00147502079052417
