problem,run,mode,sigma,iter,reconstructionWeight,repeat,n,dec_rmse,obj_dist50,obj_dist90,feasible_rate
LIRCMOP9_BC,1,overfit,0,100,500,2,19,0.20424136843998,0.0124299782062524,0.0149806417756181,1
LIRCMOP9_BC,1,overfit,0,300,100,3,19,0.108403517861061,0.0124299782062524,0.0149806417756181,1
LIRCMOP9_BC,1,overfit,0,300,500,4,19,0.112095478177555,0.0124299782062524,0.0149806417756181,1
LIRCMOP9_BC,1,overfit,0,1000,100,5,19,0.124021717452784,0.0124299782062524,0.0149806417756181,1
LIRCMOP9_BC,1,overfit,0,1000,500,6,19,0.114650446874981,0.0124299782062524,0.0149806417756181,1
LIRCMOP10_BC,1,true_train,0,NaN,NaN,NaN,36,0,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,1,36,0.00498653231170689,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,2,36,0.00504935274864871,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,3,36,0.0051563923485453,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,1,36,0.00966021659489931,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,2,36,0.00967094929445922,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,3,36,0.00999205554669554,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,1,36,0.0203292617423198,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,2,36,0.0205809664037355,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,3,36,0.0194134298131591,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,1,36,0.0493469395314382,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,2,36,0.0496519150105117,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,3,36,0.0505337365984296,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,100,100,1,36,0.247912105521171,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,100,500,2,36,0.243342543893966,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,300,100,3,36,0.205697622954851,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,300,500,4,36,0.209082759447849,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,1000,100,5,36,0.20085440363874,0.0145084010067741,0.0284493171237014,1
LIRCMOP10_BC,1,overfit,0,1000,500,6,36,0.179812949104597,0.0145084010067741,0.0284493171237014,1
