problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP1_BC,3,10000,10013,45,42,1,0.14,42,0,0.00483853049247493,0.00983326258863412,42,20,3,0.00219860754855258,76.1904761904762,0.859427174360196,1.13746834800639,0,0,20,20,20,0.476190476190476,0.0293171638970077,0.0316982231608897,0,0.0392047794216606,NaN,0.55,0.0575013977327765,1,0.0315835892270946,0.0394858435856645,1,400,42,484,484,179,305,78,14,100,14,6141,0,42,42,42,42,42,42,42,42,42,0,20
DASCMOP1_BC,3,30000,30168,137,81,1,0.27,81,0,0.00382941982275717,0.0141083902895487,81,20,3,0.00424017170077998,39.5061728395062,0.504914139159392,0.665211804428685,0,20,0,20,2,0.246913580246914,0.0296715881379164,0.11078354257577,0,0.11078354257577,NaN,0.75,0.110610838551712,0.0740740740740741,0.0314628324729473,0.110822802917835,0.1,400,81,562,562,217,345,157,28,100,28,7871,0,84,84,84,84,81,81,81,81,81,0,20
DASCMOP1_BC,3,50000,50188,228,87,1,0.29,87,0,0.00255948551247943,0.00588303522820131,87,20,3,0.00455425849343035,36.7816091954023,0.453905680809737,0.634301481062538,0,20,0,20,1,0.229885057471264,0.00661031652796646,0.0139407981147488,0,0.0154159248118148,NaN,0,-0.0157870627949814,0.0689655172413793,0.0137132509489608,0.017901466714137,0.05,400,78,556,556,220,336,178,31,100,31,8076,0,93,93,93,93,87,87,87,87,87,0,20
DASCMOP1_BC,3,70000,70208,319,84,1,0.28,84,0,0.00114460806800428,0.00407153334095358,84,20,3,0.00439721509710517,38.0952380952381,0.318726494099063,0.565231267215823,0,20,0,20,2,0.238095238095238,0.0719781314342825,0.110259517756152,0,0.110259517756152,NaN,0,-0.0355191465420809,0.0714285714285714,0.0723693018762424,0.110276423446241,0.1,400,90,580,580,219,361,192,30,100,30,10032,0,90,90,90,90,84,84,84,84,84,0,20
DASCMOP1_BC,3,100000,100128,455,75,1,0.25,75,0,0.00062283774636972,0.00276284125419325,75,20,3,0.00392608490812961,42.6666666666667,0.419373477721272,0.693047425751743,0,20,0,20,1,0.266666666666667,0.0544903176595535,0.134612770189253,0,0.134612770189253,NaN,0,-0.00201892554204219,0.08,0.0546050307650442,0.134629009169294,0.05,400,78,556,556,205,351,179,30,100,30,8637,0,90,90,90,90,75,75,75,75,75,0,20
DASCMOP2_BC,3,10000,10206,46,60,1,0.2,60,0,0.00693482086528936,0.00923073813889401,60,20,3,0.00314086792650369,53.3333333333333,0.780845002884555,1.03690697588181,0,0,20,20,0,0.333333333333333,0.254818315300658,0.28025962316748,0,0.287746243180973,NaN,0.6,0.0152416949386904,0,0.261515751303904,0.287764025156705,0,400,63,526,526,212,314,142,23,100,23,8864,3,69,69,69,69,60,60,60,60,60,0,20
DASCMOP2_BC,3,30000,30006,136,108,1,0.36,108,0,0.00341250755081454,0.0104869009289582,108,20,3,0.00565356226770664,29.6296296296296,0.745031973272342,1.14312967253948,0,3,17,20,4,0.185185185185185,0.018782285226486,0.0251147045878079,0,0.0304385615262101,NaN,0.6,0.00334637412407962,0.138888888888889,0.0218275420406557,0.0311637683497593,0.2,400,114,628,628,253,375,209,41,100,41,11604,0,123,123,123,123,108,108,108,108,108,0,20
DASCMOP2_BC,3,50000,50026,227,144,1,0.48,144,0,0.00249816187947883,0.00968157582412847,144,20,3,0.00753808302360886,22.2222222222222,0.758756913889639,1.09190583666136,0,2,18,20,5,0.138888888888889,0.0279092921056214,0.0716594569787201,0,0.0733471276264276,NaN,0.55,0.0682261051614864,0.208333333333333,0.034464318138865,0.0737818354692342,0.25,400,138,676,676,278,398,237,50,100,50,11584,0,150,150,150,150,144,144,144,144,144,0,20
DASCMOP2_BC,3,70000,70046,318,146,1,0.49,146,0,0.0013387256366106,0.00557783903320238,146,20,3,0.00764277862115898,21.9178082191781,0.791094331233446,1.03042237166988,0,1,19,20,5,0.136986301369863,0.0418853551186299,0.100900692449838,0,0.101297974197746,NaN,0.6,0.0279598566650163,0.204081632653061,0.0478900281619509,0.101362900295899,0.25,400,144,688,688,287,401,244,50,100,50,11807,0,150,150,150,150,146,146,146,146,146,0,20
DASCMOP2_BC,3,100000,100186,455,135,1,0.45,135,0,0.00112229293929413,0.00449923302728671,135,20,3,0.0070669528346333,23.7037037037037,0.734332910524535,1.00215531295069,0,5,15,20,5,0.148148148148148,0.0302874371801707,0.150153705429134,0,0.152838515142363,NaN,0.55,0.054587933013548,0.222222222222222,0.0444779559395107,0.15315643180363,0.25,400,135,670,670,271,399,235,50,100,50,11890,0,150,150,150,150,135,135,135,135,135,0,20
