problem,seed,mode,stage,targetFE,actualFE,missing,IGD,HV,p1Feasible,p2Feasible,populationOverlap,archivePairs,activePairs,inactivePairs,eligiblePairs,activeRefCoverage,frontRejectedPairs,infeasibleDominatedPairs,eligibilityRemoved,feasiblePoolEligible,infeasiblePoolEligible,gapMedian,gapP90,trainingEvents,generatorUpdates,criticUpdates,trainingSeconds,lastTrainingFE,lastTrainingPairs,lastTrainingEpochs,lastTrainingUpdates,lastTrainingEndpointRMSE,modelVersion,consumedTrainingFE,consumedTrainingPairs,consumedTrainingEpochs,consumedTrainingUpdates,consumedTrainingRMSE,productionFE,selectedCount,selectedFeasibleRate,survivedP1,survivedP2,cumulativeGuided,nativeBandRate,rebuildInputPoints,netGapReduction
LIRCMOP5_BC,1,cgan,first_true_use,5400,5400,0,2.60388128213599,0,100,69,53,15,14,1,15,0.14,7,0,7,23,34,0.534184684246598,0.70046557684185,2,220,1100,59.7154144583333,5400,14,20,20,0.209249227794518,1,5200,12,200,200,0.213151752521252,5200,20,1,0,0,20,0,424,0
LIRCMOP5_BC,1,cgan,FE010000,10000,10000,0,1.25118013528094,0,100,36,35,28,24,4,28,0.24,13,4,16,29,85,0.305998625282789,0.411911282450964,25,680,3400,127.574928333333,10000,24,10,20,0.090835678066369,24,9800,22,10,20,0.094293126069741,9800,20,0.4,6,0,478,0,456,0.964534218405881
LIRCMOP5_BC,1,cgan,FE030000,30000,30000,0,1.2153561875386,0,100,29,9,329,61,268,329,0.61,5,4,9,114,370,0.172464225368013,0.322246297479354,125,2680,13400,355.572415458333,30000,61,5,20,0.08086907018494,124,29800,66,4,20,0.0862622824181553,29800,20,0,0,0,2478,0,1034,0.179917648605259
LIRCMOP5_BC,1,cgan,FE050000,50000,50000,0,0.081604783506355,0.252339838067673,100,40,40,19,15,4,19,0.15,4,6,9,35,67,0.12964067127232,0.170406761450205,194,4060,20300,483.789744708333,50000,15,20,20,0.149357773909131,193,49800,19,10,20,0.151703796289154,49800,20,0.2,0,0,4150,0,446,0
LIRCMOP5_BC,1,cgan,FE070000,70000,70000,0,0.0226518809015507,0.282966263432742,100,93,86,9,6,3,9,0.06,0,5,5,109,10,0.0912083640584288,0.24329431795253,228,4740,23700,537.838148291667,69800,9,20,20,0.0423986256675531,228,69800,9,20,20,0.0423986256675531,69800,18,0,0,0,5526,0,426,0
LIRCMOP5_BC,1,cgan,FE100000,100000,100000,0,0.0144750687934188,0.28738753915966,100,91,70,6,3,3,6,0.03,1,0,1,122,11,0.0744564886298058,0.0961170997141192,229,4760,23800,539.451846541667,74600,8,20,20,0.0461917710789486,229,74600,8,20,20,0.0461917710789486,99800,8,0,0,0,6848,0,412,0
LIRCMOP5_BC,2,cgan,first_true_use,5000,5000,0,2.5872723657323,0,100,74,53,19,17,2,19,0.17,4,0,4,22,30,0.632896222175072,0.809408147539808,2,220,1100,62.9112224166667,5000,17,10,20,0.262620468225843,1,4800,9,200,200,0.261247453249268,4800,18,1,0,0,18,0,420,0
LIRCMOP5_BC,2,cgan,FE010000,10000,10000,0,1.25083837159791,0,100,35,28,39,29,10,39,0.29,11,1,12,36,135,0.300818512984591,0.41142771524989,26,700,3500,135.349307833333,10000,29,10,20,0.149921806856133,25,9800,27,10,20,0.15773247424828,9800,20,1,0,0,500,0,468,0
LIRCMOP5_BC,2,cgan,FE030000,30000,30000,0,0.330930009048646,0.151639985186651,100,59,27,39,15,24,39,0.15,9,7,12,26,61,0.288238733711034,0.506465020426681,125,2680,13400,370.156557791667,30000,15,20,20,0.134990120497702,124,29800,14,20,20,0.130080424922201,29800,20,0,0,0,2500,0,478,0
LIRCMOP5_BC,2,cgan,FE050000,50000,50000,0,0.0870025345502582,0.257472279686837,100,68,68,3,2,1,3,0.02,0,0,0,63,37,0.107838613870247,0.126955788145929,144,3060,15300,409.357578458333,36600,8,20,20,0.24249597686413,144,36600,8,20,20,0.24249597686413,49800,4,0,0,0,3418,0,406,0
