problem,mode,stage,GroupCount,std_actualFE,std_IGD,std_HV,std_activePairs,std_eligiblePairs,std_archivePairs,std_p1Feasible,std_p2Feasible,std_gapMedian,std_trainingEvents,std_generatorUpdates,std_lastTrainingEndpointRMSE,std_selectedFeasibleRate,std_cumulativeGuided
LIRCMOP5_BC,cgan,FE010000,3,0,0.005453846871349,0,2.64575131106459,5.68624070307733,5.68624070307733,0,8.38649708360608,0.0402133622948409,0.577350269189626,11.5470053837925,0.0306240311872094,0.346410161513775,11.13552872566
LIRCMOP5_BC,cgan,FE030000,3,0,0.511087332816809,0.0875493862674238,26.2741951985847,145.073544567345,145.073544567345,0,17.925772879665,0.0696146135259768,2.3094010767585,46.1880215351701,0.0349917824495554,0,11.13552872566
LIRCMOP5_BC,cgan,FE050000,3,0,0.649614203775685,0.147192453746861,31,279.552022588522,279.552022588522,0,14.1067359796659,0.0163295031397274,37.322915213043,746.458304260861,0.075186249315034,0.115470053837925,546.098892143172
LIRCMOP5_BC,cgan,FE070000,3,0,0.655782427782031,0.163059830467933,22.8546129552293,281.462253241887,281.462253241887,0,42.9107601113443,0.0403695208312483,86.0077515886407,1720.15503177281,0.102486240826284,0,1305.06755891537
LIRCMOP5_BC,cgan,FE100000,3,0,0.0141096889012617,0.00652428937648808,0.577350269189626,3.51188458428425,3.51188458428425,0,6.42910050732864,0.0205555116498343,108.047828915408,2160.95657830817,0.0865209982837018,0.577350269189626,1412.44799314287
LIRCMOP5_BC,cgan,first_true_use,3,230.94010767585,0.704229552070205,0,8.50490054811538,9.45163125250522,9.45163125250522,0,5,0.0816838566272629,0.577350269189626,11.5470053837925,0.0272755002612378,0,1.15470053837925
LIRCMOP6_BC,cgan,FE010000,3,0,0.00794515823220665,0,6.11010092660779,8.32666399786453,8.32666399786453,0,8.02080627701064,0.0576024437483957,6.50640709864771,130.128141972954,0.0727767653009267,0.404145188432738,100.046655782856
LIRCMOP6_BC,cgan,FE030000,3,0,0.687996569619328,0.0694422190097856,45.6544995956952,285.503648546447,285.503648546447,0,33.8673884437522,0.0832555296263752,41.1015003781289,822.030007562579,0.0581452904789485,0.481125224324688,698.996423452939
LIRCMOP6_BC,cgan,FE050000,3,0,0.275135442515532,0.0491222414967764,11.1504857891185,75.6923598081955,75.6923598081955,0,31.7700068198503,0.0475463384142508,86.8504461704141,1737.00892340828,0.0598859815480187,0.314576434802948,1515.44756865202
LIRCMOP6_BC,cgan,FE070000,3,0,0.0759904727726367,0.0180406480280132,2.64575131106459,6.42910050732864,6.42910050732864,0,11.7898261225516,0.0315852777707806,118.559408455564,2371.18816911129,0.102097554244675,0.180421959121758,1966.24752595733
LIRCMOP6_BC,cgan,FE100000,3,0,0.00417975052393017,0.00136793906437803,1.73205080756888,2.88675134594813,2.88675134594813,0,0.577350269189626,0,127.10756599563,2542.15131991259,0.00760678314937122,0,2311.41976571399
LIRCMOP6_BC,cgan,first_true_use,3,577.350269189626,0.00589123209380131,0,0.577350269189626,1,1,0,3.21455025366432,0.116600944771966,0,0,0.0161570962479506,0,2.3094010767585
LIRCMOP7_BC,cgan,FE010000,3,0,0.178425215280628,0.0501803894804823,4.58257569495584,4.58257569495584,4.58257569495584,0,4.35889894354067,0.0502577867089554,4.16333199893227,83.2666399786453,0.0873577626072364,0.577350269189626,35.85154575933
LIRCMOP7_BC,cgan,FE030000,3,0,0.0221547530922336,0.0145711321060234,12.0968315410827,113.058981657068,113.058981657068,0,9.23760430703401,0.0118174744155247,3.05505046330389,61.1010092660779,0.0316411071840631,0.0288675134594813,35.85154575933
LIRCMOP7_BC,cgan,FE050000,3,0,0.0402868762408069,0.0171643323457603,3.51188458428425,2.3094010767585,2.3094010767585,0,15.1437555888007,0.0284178865475765,3.78593889720018,75.7187779440036,0.0411293456651003,0.0577350269189626,35.85154575933
LIRCMOP7_BC,cgan,FE070000,3,0,0.0068033344893882,0.00307970501241391,2,0,0,0,4.50924975282289,0.0131651422526412,3.46410161513775,69.2820323027551,0.0216581202098219,0.160727512683216,35.85154575933
LIRCMOP7_BC,cgan,FE100000,3,0,0.000651096919128651,0.000561681263700866,3.78593889720018,0,0,0,1.52752523165195,0.0115593427614187,3.60555127546399,72.1110255092798,0.0219848906167568,0.0763762615825973,35.85154575933
LIRCMOP7_BC,cgan,first_true_use,3,305.505046330389,0.424894843816574,0,5.29150262212918,4.93288286231625,4.93288286231625,0,4.58257569495584,0.115201718682322,0.577350269189626,11.5470053837925,0.0334567969727028,0,0
LIRCMOP8_BC,cgan,FE010000,3,0,0.611778824957998,0.0742302398989859,11.13552872566,12.1243556529821,12.1243556529821,0,4.04145188432738,0.0578259794871325,3.21455025366432,64.2910050732864,0.0143189323932509,0.520416499866533,29.5972971738975
LIRCMOP8_BC,cgan,FE030000,3,0,0.0462853857005465,0.019600278490677,9.01849950564579,6.557438524302,6.557438524302,0,19.55334583475,0.0288227511840105,2.88675134594813,57.7350269189626,0.0443562754366336,0.0866025403784439,29.5972971738975
LIRCMOP8_BC,cgan,FE050000,3,0,0.000602767755447935,0.00021611283105393,5.5075705472861,0,0,0,0.577350269189626,0.0182430976158075,2.64575131106459,52.9150262212918,0.0122211890434787,0.1,29.5972971738975
LIRCMOP8_BC,cgan,FE070000,3,0,0.000152466440290009,0.000120953359424697,1.52752523165195,0,0,0,0,0.0196702134999171,2.08166599946613,41.6333199893227,0.022234029301677,0.13228756555323,29.5972971738975
LIRCMOP8_BC,cgan,FE100000,3,0,0.000270268563049785,0.000206423583615338,2.51661147842358,0,0,0,0,0.0148299459862318,3.21455025366432,64.2910050732864,0.00975121383792324,0.0577350269189626,29.5972971738975
LIRCMOP8_BC,cgan,first_true_use,3,305.505046330389,0.881868407601308,0,5.29150262212918,5.29150262212918,5.29150262212918,0,2.51661147842358,0.0555155705446414,0.577350269189626,11.5470053837925,0.00626736609757412,0,2.3094010767585
