problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP6_BC,1,ref_only,10000,10220,49,51,1,0.17,51,0,0.00409835154486078,0.00717175715380162,51,30,2,0.00268774703557312,62.7450980392157,0.302327292288582,0.437124686937465,0,0.625206507607581,2.2005823057059,zero,17,13,30,30,0.588235294117647,0.0285658447281706,0.0300498385575661,0,0.0450089625213743,NaN,0.5,-0.00010276914239371,1,0.0317459840359156,0.046622910578066,0.0469883938982181,0.0435676744258721,1,400,57,514,514,440,74,182,54,42,21,1313,0,63,63,63,63,51,51,51,51,51,0,30
LIRCMOP6_BC,1,ref_only,30000,30000,135,138,1,0.46,138,0,0.00234387762678299,0.00660135467511643,138,30,2,0.00727272727272727,23.1884057971014,0.329008369436533,0.454878269449774,0,0.401369561723888,0.554574800138573,zero,29,1,30,7,0.217391304347826,0.00756988308279315,0.00993209699289054,0,0.0101137944700844,NaN,0.6,0.0269340945486979,0.152173913043478,0.00906855048213423,0.0103209474738134,0.0103481432040337,0.00877134685099081,0.233333333333333,400,126,652,652,438,214,269,69,85,57,5728,11,162,162,162,162,138,138,138,138,138,0,30
LIRCMOP6_BC,1,ref_only,50000,50010,222,207,1,0.69,207,0,0.0019107603175433,0.00532602531577466,207,30,2,0.0109090909090909,15.4589371980676,0.373556546937394,0.677288984420584,0,0.572962073884366,0.837597077272543,zero,26,4,30,6,0.144927536231884,0.00437965964975773,0.0100722230899594,0,0.0158888357179492,NaN,0.633333333333333,0.0508662953083285,0.130434782608696,0.0147381355929293,0.0181231346939025,0.0171065809074925,0.019088935561138,0.2,400,201,802,802,483,319,364,75,100,75,10037,0,225,225,225,225,207,207,207,207,207,0,30
LIRCMOP6_BC,1,ref_only,70000,70020,309,216,1,0.72,216,0,0.00123107340318055,0.00392257788274026,216,30,2,0.0113833992094862,14.8148148148148,0.390726373878535,0.640433343128876,0,0.727257529382167,2.53756886613618,zero,21,9,30,6,0.138888888888889,0.00551138835045969,0.0355642920222274,0,0.0361575167724097,NaN,0.633333333333333,0.0258486895727532,0.111111111111111,0.0148573198955617,0.0362540841043844,0.0356715625031116,0.0337816066197026,0.2,400,208,816,816,475,341,350,80,100,80,11507,0,240,240,240,240,216,216,216,216,216,0,30
LIRCMOP6_BC,1,ref_only,100000,100150,440,88,1,0.3,88,0,0.00738504013677296,0.0340345989629914,88,30,2,0.00463768115942029,36.3636363636364,0.21726183626105,0.843348323992769,0,1.04863088726245,1.69096876999431,zero,30,0,30,0,0.340909090909091,0.00765838908093057,0.0133182361371957,0,0.0133182361371957,NaN,0.666666666666667,0.0275560451389886,0,0.00946604148521282,0.0174784145272472,0.0174784145272472,NaN,0,400,81,562,562,324,238,222,35,100,35,6332,230,102,102,102,102,88,88,88,88,88,0,30
