taskIndex,stageName,factorName,armName,armValue,problem,run,seed,initialEpoch,retrainEpoch,nCritic,resultStage,reused,outputFile,sourceStageName,sourceArmName,sourceArmValue,trajectoryPoints,firstFE,lastFE,igdPenalty,nonfiniteIGDCount,gAUC,rawIGD100K,IGD100K,feasibleCount100K,snapshotCount,auditPresent,wallClockSeconds,trainingEventCount,retrainEventCount,medianPostAllRelationRMSE,medianPostChangedRelationRMSE,medianPostCriticGap,medianPostGeneratedNearest,medianPostGeneratedSpread,blockIndex,blockCombinedScore,gAUCRatioToBest,IGD100KRatioToBest
11,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP5_BC,4,4,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP5_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,249.901721368189,0,0.34050115062663,0.0159769299389156,0.0159769299389156,100,10,1,1760.61984416667,323,322,0.022994056644778,0.0265020456445523,0.0669656991958618,0.261216217621006,0.0996936600310629,4,1.11818066601593,1.25032800185183,0.944523985127172
12,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP5_BC,4,4,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP5_BC_retrainEpoch20_run04.mat,epoch,retrainEpoch,20,500,200,100000,249.901721368189,0,0.272329460847331,0.0169153247461095,0.0169153247461095,100,10,1,2982.36811658333,361,360,0.0215895707781465,0.0248086183536995,0.0739824771881104,0.148135577966778,0.127973155875296,4,1.02894818299267,1,1
13,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP5_BC,5,5,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP5_BC_retrainEpoch05_run05.mat,epoch,retrainEpoch,5,500,200,100000,249.901721368189,0,0.379592967240025,0.0206541505265221,0.0206541505265221,100,10,1,1135.518059125,400,399,0.015857498222434,0.0186835753831052,0.122823216021061,0.233991432142142,0.0707453829711499,5,1.31182230733873,0.770641488374493,0.740767838747734
14,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP5_BC,5,5,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP5_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,249.901721368189,0,0.270586420448791,0.0168371846398171,0.0168371846398171,100,10,1,2050.40052716667,372,371,0.0291489798321861,0.0315254582366432,0.0950641632080078,0.222092314510163,0.100411138667135,5,1,0.549338738556575,0.60387111347029
15,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP5_BC,5,5,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP5_BC_retrainEpoch20_run05.mat,epoch,retrainEpoch,20,500,200,100000,249.901721368189,0,0.492567520651784,0.0278820832198086,0.0278820832198086,100,10,1,2912.80822566667,335,334,0.0255627950677895,0.0335777543487961,0.0922214984893799,0.173846687504948,0.0810142076824953,5,1.73623201216386,1,1
16,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP7_BC,1,1,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch05_run01.mat,epoch,retrainEpoch,5,500,200,100000,243.105400775853,0,0.03468345407387,0.00782299808355842,0.00782299808355842,100,10,1,630.455502833333,197,196,0.0310508516402359,0.0385193323332366,0.10365304350853,0.2844426127081,0.0760959591424408,6,1,0.955333235640405,0.924377120052062
17,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP7_BC,1,1,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP7_BC_nCritic04_run01.mat,ratio,nCritic,4,500,200,100000,243.105400775853,0,0.0391811436028528,0.00834678047507891,0.00834678047507891,100,10,1,1197.91945966667,207,206,0.026766869128196,0.0346139522240818,0.0757260918617249,0.237211736120471,0.072408380791722,6,1.09786835434055,1.07921917507071,0.986268028554939
18,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP7_BC,1,1,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch20_run01.mat,epoch,retrainEpoch,20,500,200,100000,243.105400775853,0,0.0363050847389602,0.00846299406795986,0.00846299406795986,100,10,1,2428.940492625,247,246,0.0359018849561935,0.0444219019511164,0.122539758682251,0.257893668266551,0.0711086570897823,6,1.06413802661934,1,1
19,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP7_BC,2,2,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch05_run02.mat,epoch,retrainEpoch,5,500,200,100000,243.105400775853,0,0.0428083391892999,0.00835017484152549,0.00835017484152549,100,10,1,695.585789083333,229,228,0.0380949091134957,0.0413751269956557,0.177567005157471,0.287654882287507,0.111995615069476,7,1.08682239968747,1.0652745139375,1.02847783628495
20,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP7_BC,2,2,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP7_BC_nCritic04_run02.mat,ratio,nCritic,4,500,200,100000,243.105400775853,0,0.0372740131976634,0.00876253605880632,0.00876253605880632,100,10,1,1292.38712225,214,213,0.038477153945446,0.0385666011826086,0.118819057941437,0.28491889757773,0.107664433736253,7,1.03887810430614,0.92755423460964,1.07926771560672
21,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP7_BC,2,2,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch20_run02.mat,epoch,retrainEpoch,20,500,200,100000,243.105400775853,0,0.0401852655153368,0.00811896430523759,0.00811896430523759,100,10,1,2347.39630529167,226,225,0.0424075986299753,0.0420883652859537,0.115662574768066,0.295423224323058,0.115095057301985,7,1.03831790645966,1,1
22,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP7_BC,3,3,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch05_run03.mat,epoch,retrainEpoch,5,500,200,100000,243.105400775853,0,0.0456407096111168,0.00846713490541862,0.00846713490541862,100,10,1,675.239823916667,222,221,0.0319996551353546,0.03977875831435,0.0937713384628296,0.271427862950501,0.0766003257661909,8,1.03325914649321,0.987882588805834,1.06762446381187
23,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP7_BC,3,3,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP7_BC_nCritic04_run03.mat,ratio,nCritic,4,500,200,100000,243.105400775853,0,0.0911605280718436,0.00835296632342775,0.00835296632342775,100,10,1,1167.35468341667,198,197,0.0288534784716842,0.0322985882211373,0.0945639610290527,0.260928004267302,0.069273500615621,8,1.45040272160416,1.97314851666076,1.0532289011459
24,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP7_BC,3,3,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch20_run03.mat,epoch,retrainEpoch,20,500,200,100000,243.105400775853,0,0.0462005405584563,0.00793081761651227,0.00793081761651227,100,10,1,1744.566273375,179,178,0.0278130471420425,0.0310183093631047,0.0718792676925659,0.235111855865835,0.0628514231842289,8,1.00611432943365,1,1
25,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP7_BC,4,4,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch05_run04.mat,epoch,retrainEpoch,5,500,200,100000,243.105400775853,0,0.0599423046706214,0.00777377547432504,0.00777377547432504,100,10,1,626.351227041667,206,205,0.0317283978209134,0.0323605787769846,0.118074085563421,0.272748871294823,0.0733073313298193,9,1.30216418868638,1.32020387523546,0.934671866397201
26,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP7_BC,4,4,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP7_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,243.105400775853,0,0.0353510193955101,0.00828632486596807,0.00828632486596807,100,10,1,1116.99739995833,197,196,0.0281763898435343,0.0327818109446979,0.146602600812912,0.247256126415856,0.0914210101371644,9,1.03244037866275,0.778591231283607,0.996297713206128
27,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP7_BC,4,4,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch20_run04.mat,epoch,retrainEpoch,20,500,200,100000,243.105400775853,0,0.045403824208538,0.00831711721921185,0.00831711721921185,100,10,1,2018.49366929167,202,201,0.0276313573890786,0.0320893005863627,0.0810416340827942,0.248035198263229,0.075903884427206,9,1.17223763538972,1,1
28,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP7_BC,5,5,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch05_run05.mat,epoch,retrainEpoch,5,500,200,100000,243.105400775853,0,0.0339432173237454,0.00852451880107686,0.00852451880107686,100,10,1,639.819893916667,204,203,0.0304939680923294,0.0352335751833352,0.107685834169388,0.242846390498638,0.0745895965178623,10,1.03116585415691,0.810005773421343,1.06330301877916
29,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP7_BC,5,5,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP7_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,243.105400775853,0,0.0501014481722947,0.00859070625256455,0.00859070625256455,100,10,1,1174.76519941667,202,201,0.0266289948478568,0.0324575539121406,0.0818848758935928,0.268508701858513,0.0756267131770227,10,1.25764091765473,1.19559857538722,1.07155888853726
30,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP7_BC,5,5,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP7_BC_retrainEpoch20_run05.mat,epoch,retrainEpoch,20,500,200,100000,243.105400775853,0,0.0419049078877233,0.00801701739816782,0.00801701739816782,100,10,1,1952.50808654167,203,202,0.0298065763904922,0.0332767859455146,0.150594994425774,0.277945672546983,0.0815433872681084,10,1.11110715130968,1,1
31,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP8_BC,1,1,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch05_run01.mat,epoch,retrainEpoch,5,500,200,100000,246.086270387969,0,0.0531617945773293,0.00850457499550225,0.00850457499550225,100,10,1,805.263109041667,273,272,0.0340787552007407,0.0438014526595904,0.125847816467285,0.259003295817208,0.0758446495983584,11,1.09308659630973,1.19483830703199,0.989200662447308
32,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP8_BC,1,1,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP8_BC_nCritic04_run01.mat,ratio,nCritic,4,500,200,100000,246.086270387969,0,0.0560109237727894,0.00855425399241462,0.00855425399241462,100,10,1,1388.77432895833,262,261,0.0298849259711582,0.0399032196245423,0.108095347881317,0.240678650033757,0.0786012766156855,11,1.1252677781992,1.25887393132732,0.994979022527784
33,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP8_BC,1,1,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch20_run01.mat,epoch,retrainEpoch,20,500,200,100000,246.086270387969,0,0.0444928776257471,0.00859742145184347,0.00859742145184347,100,10,1,2234.61452654167,213,212,0.0250957744176335,0.0269847576079542,0.0777062177658081,0.217970501487958,0.067729829677869,11,1.00544380075394,1,1
34,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP8_BC,2,2,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch05_run02.mat,epoch,retrainEpoch,5,500,200,100000,246.086270387969,0,0.038484718188096,0.00823161611542942,0.00823161611542942,100,10,1,739.066680625,258,257,0.0328464895500352,0.0379045497847677,0.212005659937859,0.317268731015729,0.107349751740413,12,1.02180472934677,0.937484235678292,1.04408490491542
35,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP8_BC,2,2,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP8_BC_nCritic04_run02.mat,ratio,nCritic,4,500,200,100000,246.086270387969,0,0.040867285416774,0.00824450274655029,0.00824450274655029,100,10,1,1189.735154875,230,229,0.0305017836309297,0.034309476041479,0.144570589065552,0.316712998840284,0.100816963834917,12,1.05378333875365,0.995523356724013,1.04571942441193
36,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP8_BC,2,2,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch20_run02.mat,epoch,retrainEpoch,20,500,200,100000,246.086270387969,0,0.0410510563521651,0.0078840485832867,0.0078840485832867,100,10,1,2099.06682525,217,216,0.0294979223976584,0.0334871277968956,0.12131667137146,0.24591173614516,0.0884919028905486,12,1.0328042424696,1,1
37,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP8_BC,3,3,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch05_run03.mat,epoch,retrainEpoch,5,500,200,100000,246.086270387969,0,0.0512064669233768,0.00803047778078153,0.00803047778078153,100,10,1,731.666601375,230,229,0.02879183730253,0.0357633632289111,0.119379848241806,0.271386990001381,0.0792388331833286,13,1.13127254963166,1.24256155018588,0.922652750281251
38,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP8_BC,3,3,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP8_BC_nCritic04_run03.mat,ratio,nCritic,4,500,200,100000,246.086270387969,0,0.0445229916763589,0.0077969508638642,0.0077969508638642,100,10,1,1258.48672975,230,229,0.0265653004629521,0.0317862630795762,0.160187602043152,0.253066654254996,0.0888235090900929,13,1.03941437469682,1.08038224232638,0.895821936718188
39,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP8_BC,3,3,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch20_run03.mat,epoch,retrainEpoch,20,500,200,100000,246.086270387969,0,0.0412104067727804,0.00870368378388685,0.00870368378388685,100,10,1,2306.881392,236,235,0.034157757520294,0.0357556467159348,0.15007820725441,0.267600066502925,0.0956904082517552,13,1.05654780820864,1,1
40,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP8_BC,4,4,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch05_run04.mat,epoch,retrainEpoch,5,500,200,100000,246.086270387969,0,0.0616599627650981,0.00806388416554465,0.00806388416554465,100,10,1,720.256893375,223,222,0.0312624038697905,0.0356305498038242,0.147180080413818,0.291478439471974,0.0762058706171045,14,1.12170658470603,1.2554454864334,0.982748768026624
41,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP8_BC,4,4,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP8_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,246.086270387969,0,0.0543019768698184,0.00804606620506524,0.00804606620506524,100,10,1,1038.44611166667,194,193,0.0257794347420549,0.0282092323178597,0.0949937775731087,0.23212479493277,0.0724079492899403,14,1.05148993755154,1.10563108877213,0.980577286101733
42,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP8_BC,4,4,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch20_run04.mat,epoch,retrainEpoch,20,500,200,100000,246.086270387969,0,0.0491140104699153,0.00820543808132883,0.00820543808132883,100,10,1,1646.0664165,164,163,0.0225991477848052,0.0275576669966049,0.0898137167096138,0.222160392818334,0.0611456173801664,14,1.00985515194185,1,1
43,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP8_BC,5,5,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch05_run05.mat,epoch,retrainEpoch,5,500,200,100000,246.086270387969,0,0.0843336879350488,0.00850459509321808,0.00850459509321808,100,10,1,694.57487875,221,220,0.0318640892417735,0.0338853949700487,0.100584208965302,0.285593526160387,0.0838311604921329,15,1.60770805611919,1.8708718811736,1.07214003675237
44,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP8_BC,5,5,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP8_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,246.086270387969,0,0.0364093899639442,0.00762126312012162,0.00762126312012162,100,10,1,1271.97518804167,232,231,0.0278593504255643,0.0319346401113149,0.106913268566132,0.267035949729656,0.10074204912881,15,1,0.807711669702968,0.960781934018539
45,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP8_BC,5,5,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP8_BC_retrainEpoch20_run05.mat,epoch,retrainEpoch,20,500,200,100000,246.086270387969,0,0.0450772117447969,0.00793235473136463,0.00793235473136463,100,10,1,1832.16022125,198,197,0.0231239862121455,0.028932598841057,0.0741980075836182,0.236445904252357,0.0684330442745281,15,1.13516608430619,1,1
46,epoch,retrainEpoch,retrainEpoch=5,5,LIRCMOP10_BC,1,1,500,5,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP10_BC_retrainEpoch05_run01.mat,epoch,retrainEpoch,5,500,200,100000,166.725621323944,0,0.180636897126543,0.020248656774062,0.020248656774062,100,10,1,562.829414833333,295,294,0.0348172935178705,0.0342671259226932,0.685359239578247,0.247079449735958,0.179002847744871,16,1.12538309996987,1.1269157814499,1.12385250304004
47,epoch,retrainEpoch,retrainEpoch=10,10,LIRCMOP10_BC,1,1,500,10,4,ratio,1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic04_run01.mat,ratio,nCritic,4,500,200,100000,166.725621323944,0,0.197060171160594,0.0200257039862796,0.0200257039862796,100,10,1,884.878532208333,209,208,0.0999938697055189,0.0426379188044937,0.922596454620361,0.373734973442783,0.248972300564429,16,1.16894040696926,1.22937351287939,1.11147805018596
48,epoch,retrainEpoch,retrainEpoch=20,20,LIRCMOP10_BC,1,1,500,20,4,epoch,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/epoch/results/LIRCMOP10_BC_retrainEpoch20_run01.mat,epoch,retrainEpoch,20,500,200,100000,166.725621323944,0,0.160293164848693,0.0180171834998713,0.0180171834998713,100,10,1,1690.24172416667,261,260,0.0918869647859792,0.0332925917738771,0.733974456787109,0.282907953831538,0.238498932170522,16,1,1,1
