problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
DASCMOP4_BC,3,10000,10080,48,29,5,29,5,20,0,0.425861645579645,0.832169183659272,0.0494300719194379,0
DASCMOP4_BC,3,30000,30100,139,44,9,44,5,20,0,0.721537655210956,1.05532509484728,0.0221012583636927,0
LIRCMOP9_BC,3,10000,10132,47,18,6,18,5,20,16,0.00471022951031161,0.0118484025859673,0.0024618977568124,0.8
LIRCMOP9_BC,3,30000,30152,138,19,4,19,5,20,20,0.208398644913411,0.213079402982985,0.00516206512418221,1
