problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10048,45,11,1,11,5,20,0,0.0292929892195712,0.0302113945762854,0.000997601874487569,0.147186840544372,0.0305595298795732,0.0333340301387459,0,0.0319054825914585,0.0336938197864564,0
DASCMOP1_BC,1,30000,30068,136,27,4,27,5,20,0,0.0088937689296921,0.0105662431159321,0.000416141874060683,0.083128433483318,0.0112777540016162,0.0141944766655789,0.0740740740740741,0.0139318121277101,0.0144578698093224,0
DASCMOP1_BC,1,50000,50088,227,26,2,26,5,20,8,0.0303406092523684,0.0323860545838032,0.00105929714702153,0.0939621002981268,0.0140850452610299,0.0338223030142149,0.576923076923077,0.0334287494682777,0.0349359572579773,0.4
DASCMOP1_BC,1,70000,70108,318,30,2,30,5,20,13,0.0489503967192214,0.0628572302911083,0.00177674620917547,0.074717282288918,0.00713911697612144,0.039543770299445,0.466666666666667,0.0497300291139705,0.0630527647114718,0.65
DASCMOP1_BC,1,100000,100028,454,31,2,31,5,20,0,0.0296490322126819,0.0319632344742653,0.00013113914896447,0.0859368194550461,0.0272196414853531,0.033785654687207,0,0.0332037372433197,0.0357240223274463,0
DASCMOP2_BC,1,10000,10020,45,18,1,18,5,20,0,0.0118967672012311,0.012470850745412,0.000518785257428483,0.124048507291118,0.0145098786433684,0.0177622563423703,0,0.0172592945797548,0.0178064880840627,0
DASCMOP2_BC,1,30000,30040,136,37,5,37,5,20,12,0.0063841356046557,0.03209659108111,0.00079345951497903,0.115590334763383,0.0135627618232901,0.0319240281179253,0.162162162162162,0.00837048495456833,0.0373033963373221,0.6
DASCMOP2_BC,1,50000,50060,227,46,1,46,5,20,8,0.037953381816996,0.045186920702952,0.000730633095172208,0.129048558819278,0.0279722047433049,0.0556852536903282,0.456521739130435,0.0398267097741166,0.0524633610760979,0.4
DASCMOP2_BC,1,70000,70080,318,44,5,44,5,20,0,0.014454197303503,0.0203087330700829,0.000400587399224867,0.10887984936284,0.0170741627443415,0.027026190061479,0.181818181818182,0.0171636922990116,0.0207006450245777,0
DASCMOP2_BC,1,100000,100000,454,50,1,50,5,20,12,0.0194686225085133,0.0304695681657292,0.00026029705823079,0.117326171422557,0.0249207700146521,0.0770163396231922,0.68,0.0204979784991355,0.0306761021144921,0.6
DASCMOP4_BC,1,10000,10096,48,13,3,13,5,20,0,0.199708525503566,0.210078964287789,0.00641642503117746,0.0264069166747314,0.204248187692225,0.207825513393114,0,0.204714205558198,0.217809927501853,0
DASCMOP4_BC,1,30000,30116,139,24,6,24,5,20,0,0.0806845028219839,0.137760950902034,0.00311023927594865,0.0103212375778036,0.133669614400867,0.284051126215561,0,0.10798431367776,0.170110826179036,0
DASCMOP4_BC,1,50000,50136,230,19,3,19,5,20,0,0.127833306076635,0.160121582124592,0.00490450094529591,0.00711356281440841,0.157043161593409,0.166192121427125,0,0.132729106425939,0.172403822561963,0
DASCMOP4_BC,1,70000,70156,321,22,5,22,5,20,0,0.082470770200541,0.105020087149622,0.00502392275051304,0.00923344513612477,0.0777381035134126,0.108949342286441,0,0.0879391819542922,0.118393201676493,0
