variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionKNNRetainRatio,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,target_FE,GroupCount,mean_has_GAN,mean_AF_size,mean_AI_size,mean_BoundaryHit_all,mean_ObjInterfaceScore,mean_RefCov,mean_DuplicateRate,mean_GAN_to_Segment_Dist50,mean_GAN_to_Segment_Dist90,mean_GAN_to_Decision_Segment_Dist50,mean_GAN_to_Decision_Segment_Dist90,mean_GAN_to_AF_Dist90,mean_AF_Cover_epsilon,mean_AF_CoverEpsilon,mean_PairCover_epsilon,mean_PairCoverEpsilon,mean_LargestClusterRate_epsilon,mean_EffectiveClusterCount_epsilon,mean_ClusterEpsilon,mean_RawGANOutsideStandardRangeCount,mean_RawGANFeasibleRate,mean_InjectedCount,mean_GAN_to_AF_ObjNN_mean,mean_GAN_to_AF_ObjNN_median,mean_GAN_to_AF_ObjNN_p90,mean_GAN_to_AF_DecNN_mean,mean_GAN_to_AF_DecNN_median,mean_GAN_to_AF_DecNN_p90,mean_RawGANVarClipRate
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,10000,3,1,60,60,0.108333333333333,0.147019194300698,0.36,0,2.06414394836838,6.89935544856459,0.118475883995277,0.172231002189549,6.89935544856459,0.291401655513154,0.05,0.398515937540328,0.05,0.0383333333333333,135.530754131585,0.05,60.3333333333333,0.215,NaN,3.12326485657742,2.11295137914481,6.89935544856459,0.132523758368165,0.129786742556457,0.180694885750994,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,30000,3,1,116,116,0.095,0.0034370376833352,0.59,0,0.799521716975708,2.1261369656803,0.0559890652512498,0.0945757116983995,2.13062534890263,0.509017298490983,0.05,0.590551261603893,0.05,0.231666666666667,64.0652670717201,0.05,26.3333333333333,0.263333333333333,NaN,1.02129342234631,0.815857488389488,2.13062534890263,0.0687104799801428,0.0640617245339913,0.0983872291788031,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,50000,3,1,171.333333333333,171.333333333333,0.151666666666667,0.00323238622763573,0.71,0,0.089852501136857,0.20985205196659,0.0451876701826597,0.074504078134568,0.212348478636647,0.698202102650095,0.05,0.715549513929988,0.05,0.538333333333333,3.93892912065925,0.05,15.3333333333333,0.316666666666667,NaN,0.108510407079827,0.0926755200826801,0.212348478636647,0.0542440905538889,0.0499190871253682,0.0781902629331072,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,70000,3,1,196.666666666667,196.666666666667,0.12,0.00159363613035182,0.72,0,0.0792421598603246,0.187104438877005,0.0418194524385739,0.064595101201625,0.190720946134316,0.758139264335723,0.05,0.761609239164922,0.05,0.47,4.96993241227399,0.05,15.3333333333333,0.265,NaN,0.0987822672420575,0.0835648719595502,0.190720946134316,0.0492531131848755,0.0471637005375715,0.0695442213747969,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,100000,3,1,228.333333333333,228.333333333333,0.095,0.000541551907331281,0.703333333333333,0,0.0751949139859246,0.191542334226584,0.0402124087067065,0.0576541966862909,0.193368283258727,0.776459205044376,0.05,0.7865950462147,0.05,0.651666666666667,2.29474243779826,0.05,17.3333333333333,0.373333333333333,NaN,0.0986793509286892,0.077815941633165,0.193368283258727,0.045219137698056,0.0444462634941143,0.0611159665876716,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,10000,3,1,64,64,0.0866666666666667,0.0786749951219492,0.486666666666667,0,2.96480939419118,7.90354878162256,0.0986724022493134,0.147096682612972,7.90354878162256,0.353163601878675,0.05,0.373739733565918,0.05,0.148333333333333,98.851455775723,0.05,45.6666666666667,0.316666666666667,NaN,3.84007042524089,2.96920466626363,7.90354878162256,0.112030425743315,0.106804913352649,0.1505228271598,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,30000,3,1,110,110,0.0816666666666667,0.00266186265433583,0.69,0,0.255091501023711,0.663280430968799,0.0721566817509401,0.103419295762321,0.666494420293518,0.714212314746582,0.05,0.7551215917465,0.05,0.0883333333333333,43.1563559382331,0.05,41,0.316666666666667,NaN,0.326971009270601,0.263301879439273,0.666494420293518,0.084135334897524,0.0829876784078626,0.112004267170216,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,50000,3,1,150.666666666667,150.666666666667,0.065,0.000299067770490662,0.733333333333333,0,0.204780167316164,0.501089184079157,0.0623124875074329,0.0940589737895543,0.504257607120945,0.58103467532488,0.05,0.607899675474322,0.05,0.213333333333333,24.1411268494388,0.05,49,0.326666666666667,NaN,0.258003110520868,0.209680029565863,0.504257607120945,0.0738928155308226,0.0712926921395726,0.102747531394157,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,70000,3,1,178.333333333333,178.333333333333,0.0683333333333333,0.000113608267071246,0.73,0,0.194584944959867,0.415144871657366,0.0609762334278877,0.0882576076808314,0.420616378981116,0.734982339232233,0.05,0.749948326828905,0.05,0.168333333333333,23.4285279342052,0.05,55.3333333333333,0.321666666666667,NaN,0.220905760427792,0.199981525937439,0.420616378981116,0.0714921084472141,0.0695338104156606,0.0974403406880412,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,100000,3,1,209.333333333333,209.333333333333,0.075,0.0004647385975725,0.74,0,0.152915539195286,0.403195865960714,0.0659828882812411,0.0967436723905923,0.404137493002162,0.778789210962002,0.05,0.796518774228007,0.05,0.215,21.6879522403065,0.05,39.3333333333333,0.37,NaN,0.199276920852206,0.156312367040996,0.404137493002162,0.0752924971599433,0.0739079237271394,0.10556292580998,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,10000,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,30000,3,0.666666666666667,23,23,0,0,0.075,0,20.9989141447475,32.5093139179124,0.0199622513183999,0.031058179688206,32.5398986469945,0,0.05,0,0.05,0.0125,182.682682682683,0.05,200,0,NaN,21.2677488715956,21.1077327563514,32.5398986469945,0.021963876852482,0.0205125787188344,0.0319806737599096,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,50000,3,1,62.6666666666667,62.6666666666667,0.0116666666666667,0.000161497341033628,0.32,0,5.35437816110262,9.36222756194587,0.00937291295444785,0.0132330073574244,9.3704678319535,0.0119047619047619,0.05,0.0178571428571429,0.05,0.02,140.823896994592,0.05,187,0.005,NaN,5.90211957073163,5.39103289628576,9.3704678319535,0.0112741375161035,0.0107619578235547,0.0152807611051129,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,70000,3,1,75.6666666666667,75.6666666666667,0,0,0.266666666666667,0,5.37095261574461,9.35393628808498,0.00976803356153991,0.0140534889040051,9.38495761898444,0,0.05,0,0.05,0.02,137.866762866763,0.05,199.333333333333,0,NaN,5.83519914662467,5.41901832713483,9.38495761898444,0.0114351656621223,0.0109320465699947,0.015683742357792,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,100000,3,1,117,117,0.333333333333333,0,0.303333333333333,0,5.34815008995627,9.26095077117587,0.00982312368532647,0.0154364162298576,9.26889390621113,0,0.05,0,0.05,0.02,141.479542636727,0.05,197.333333333333,0,NaN,5.53384509305292,5.39276680615989,9.26889390621113,0.0122830341636397,0.0118286063222895,0.018190626172213,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,10000,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,30000,3,1,41.6666666666667,41.6666666666667,0.333333333333333,0,0.15,0,23.9381229245512,40.9700616377048,0.0128646251934668,0.0219191143898644,40.9708944092059,0,0.05,0,0.05,0.0133333333333333,176.345537126522,0.05,198.666666666667,0,NaN,26.2682345813493,24.0456433427228,40.9708944092059,0.0147790907146618,0.0134298668590038,0.0224238405567461,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,50000,3,1,66.3333333333333,66.3333333333333,0.00333333333333333,0.000107039795067241,0.333333333333333,0,5.40609621210282,10.7404279441036,0.0106243804099433,0.0200354289521579,10.7428260165289,0.0138888888888889,0.05,0.0138888888888889,0.05,0.0183333333333333,154.963856341737,0.05,188.333333333333,0.005,NaN,6.01788583620002,5.43483274871629,10.7428260165289,0.0141303220667874,0.0126526748757083,0.0233195980387272,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,70000,3,1,81.3333333333333,81.3333333333333,0,6.5136083111975e-05,0.253333333333333,0,7.81787424206586,14.9069337012085,0.0124973992624257,0.0201146904974181,14.9069337012085,0,0.05,0,0.05,0.025,144.714544714545,0.05,195.666666666667,0.00166666666666667,NaN,8.85259653445738,7.83193314142202,14.9069337012085,0.0146192176717456,0.0134971958775273,0.0207625682227789,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,100000,3,1,108.333333333333,108.333333333333,0.00166666666666667,0.000163833380409969,0.27,0,7.87257724660849,13.2406850931559,0.0110626685003683,0.0158968775305332,13.2504971199979,0.00469483568075117,0.05,0.00469483568075117,0.05,0.0216666666666667,156.018691629657,0.05,185,0.0266666666666667,NaN,8.57230508036849,7.93028904767149,13.2504971199979,0.013039225135595,0.0126456765441077,0.0171496334728369,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,10000,3,1,38,38,0.545,0.127387652450187,0.733333333333333,0,0.103447382214143,0.290631752715357,0.0232269868936173,0.0356075750826278,0.302523453524128,0.47906746031746,0.05,0.489484126984127,0.05,0.943333333333333,1.12789891964053,0.05,0,0.351666666666667,NaN,0.133437220410423,0.111349344483163,0.302523453524128,0.0346000678154495,0.032376511754606,0.0472428042968123,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,30000,3,1,87,87,0.593333333333333,0.281930418727507,0.64,0,0.0527357706694706,0.373045806900963,0.0239464244775449,0.0531546050640953,0.375609681043632,0.593913043478261,0.05,0.684927536231884,0.05,0.733333333333333,2.03432759638039,0.05,5.33333333333333,0.5,NaN,0.463765274000494,0.0587567368885315,0.375609681043632,0.0350061736493244,0.0245427205104663,0.056218155671978,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,50000,3,1,107.666666666667,107.666666666667,0.786666666666667,0.396777354232263,0.423333333333333,0,0.014093856653018,0.154188716288216,0.014537168558021,0.0349333428477931,0.161937554177355,0.743692564745196,0.05,0.754302422723475,0.05,0.558333333333333,2.78024363350735,0.05,3.66666666666667,0.59,NaN,0.2632234667147,0.0201092078842342,0.161937554177355,0.0250398763964268,0.0150532941874264,0.0385582006579914,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,70000,3,1,138.666666666667,138.666666666667,0.856666666666667,0.236089209606089,0.55,0,0.00642449079738367,0.121835384940117,0.00958467186403082,0.0355485788582895,0.122907536132283,0.742777054889851,0.05,0.751550109080551,0.05,0.401666666666667,3.50424846136146,0.05,1.33333333333333,0.8,NaN,0.105071888461143,0.00824571697892672,0.122907536132283,0.0187335357222519,0.0102392277720442,0.0381642800773529,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,100000,3,1,133.666666666667,133.666666666667,0.88,0.134807076878498,0.43,0,0.00454806418151938,0.122736579810761,0.0088623743392033,0.0223141831506314,0.124296986921481,0.744071560248031,0.05,0.748973521032345,0.05,0.311666666666667,5.10885557878888,0.05,1.66666666666667,0.74,NaN,0.0521551433265313,0.00595942685646689,0.124296986921481,0.0136882933986321,0.0093464242897017,0.0242562683232852,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,10000,3,1,28.3333333333333,28.3333333333333,0.87,0.173442705569513,0.636666666666667,0,2.85874627099004,3.40962989915888,0.0998355203683206,0.121241875730919,3.42613376309417,0.330492424242424,0.05,0.422348484848485,0.05,0.321666666666667,59.3132747170014,0.05,71,0.566666666666667,NaN,2.92392942101607,2.87614319624487,3.42613376309417,0.108436368741381,0.105736859483457,0.126932779205117,0
