updates,seconds,prototypeRMSE,objectiveGap,seenObjectiveGap,unseenObjectiveGap,offlineFullFE,arm,problem,hiddenWidth
0,0.00251654166666667,0.359414203687035,24.4683185899663,24.3595467517142,24.8429771439459,200,original,LIRCMOP8_BC,128
1000,6.19070191666667,0.0616602457274733,0.0837099683777028,0.0832156295748819,0.0854126909207524,200,original,LIRCMOP8_BC,128
5000,23.8183754583333,0.0578843775196783,0.0749576372922803,0.0733319972641959,0.0805570640556824,200,original,LIRCMOP8_BC,128
10000,45.3081492083333,0.0552783834730121,0.0802969509184544,0.0782967888462278,0.0871863980561237,200,original,LIRCMOP8_BC,128
