problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,1.39805816666667
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,raw,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,0.710386041666667
DASCMOP1_BC,DASCMOP_BC,1,1001,74,68,64,39,39,1,38,14,0,0,0,1,0,1,1,0,0.0263157894736842,NaN,NaN,0,0,12,16,0,0,NaN,NaN,0,0,0,beta,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,0.67033625
DASCMOP1_BC,DASCMOP_BC,1,1001,77,74,68,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0.0512820512820513,0.0769230769230769,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,0.643399708333333
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,0.4763545
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,0.464085208333333
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,0.431247708333333
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,probe3_only,"Finder ablation: three probes only, no local refine",beta,0.398258375
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,boundarycore_no_trust,"Trust ablation: disable trust but force placement refine",beta,0.411023583333333
DASCMOP1_BC,DASCMOP_BC,1,1001,82,77,68,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,selector_pareto_only,"Selector ablation: Pareto-only ordering",beta,0.366970041666667
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,selector_boundary_only,"Selector ablation: boundary-only ordering",beta,0.388732458333333
DASCMOP1_BC,DASCMOP_BC,1,1001,46,45,41,30,30,0,30,11,0,0,0,1,NaN,1,NaN,0,0,NaN,NaN,0,0,9,12,0,0,NaN,NaN,0,0,0,beta,selector_random_shortlist,"Selector ablation: random selection within Pareto shortlist",beta,0.40279925
DASCMOP1_BC,DASCMOP_BC,1,1001,82,79,70,39,39,0,39,15,0,0,0,1,NaN,1,NaN,0,0.0512820512820513,NaN,NaN,0,0,11,15,0,0,NaN,NaN,0,0,0,beta,feasible_forward_off,"Refinement ablation: disable feasible forward exploit",beta,0.387092833333333
DASCMOP1_BC,DASCMOP_BC,1,1001,83,82,77,39,39,0,39,15,0,0,0,0,NaN,0,NaN,0,0,NaN,NaN,0,0,11,14,0,0,NaN,NaN,0,0,0,beta,infeasible_shrink_off,"Refinement ablation: disable infeasible bracket shrink",beta,0.424650166666667
DASCMOP1_BC,DASCMOP_BC,1,1001,79,79,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,6,0,0,NaN,NaN,0,0,0,raw,no_boundary,"Final-effect ablation: boundary budget disabled via bRho = 0",beta,0.302747666666667
