problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP5_BC,1,ref_y,10000,10100,48,125,1,0.42,125,0,0.00404285490225214,0.0122838904663363,125,20,4,0.00649992200093599,25.6,0.262820858518626,0.421546845826806,0,20,0,20,20,0.16,0.042786682607066,0.0594933641157668,0,0.0623597226155807,NaN,0.75,0.0280220457982171,0.285714285714286,0.0451595725745095,0.0627823116764025,0.0627823116764025,NaN,1,400,111,622,622,467,155,233,52,80,43,3734,0,128,128,128,128,125,125,125,125,125,0,20
LIRCMOP5_BC,1,ref_y,30000,30120,139,72,1,0.24,72,0,0.0010857750067751,0.00365565271922306,72,20,4,0.00374395507253913,44.4444444444444,0.370336025851653,0.539099569870768,0,20,0,20,8,0.277777777777778,0.0100908499851968,0.0184960127415683,0,0.0188726983798068,NaN,1,0.0348669656551999,0.0833333333333333,0.0115685110752987,0.0199749473941794,0.0199749473941794,NaN,0.4,400,88,576,576,423,153,238,54,48,27,7495,13,78,78,78,78,72,72,72,72,72,0,20
LIRCMOP5_BC,1,ref_y,50000,50140,230,159,1,0.53,159,0,0.00291604007161384,0.0091386838788674,159,20,4,0.00826790078519058,20.125786163522,0.457973980242379,0.850412362371985,0,20,0,20,7,0.125786163522013,0.00315149916262313,0.00875871595194201,0,0.00875871595194201,NaN,0.95,0.0344207511597231,0.113207547169811,0.00775208315121291,0.0104290511191272,0.0104290511191272,NaN,0.35,400,156,712,712,439,273,306,66,91,59,7764,3,177,177,177,177,159,159,159,159,159,0,20
LIRCMOP5_BC,1,ref_y,70000,70160,321,110,1,0.37,110,0,0.00253515367450331,0.0110413199048695,110,20,4,0.00571993136082367,29.0909090909091,0.623165458385658,1.46006305974034,0,20,0,20,20,0.181818181818182,0.272053589896301,0.443700379820988,0,0.463321006806738,NaN,0.9,0.0375801308498827,0.27027027027027,0.281394808877232,0.469799128102712,0.469799128102712,NaN,1,400,117,634,634,374,260,252,47,94,41,9400,37,123,123,123,123,110,110,110,110,110,0,20
LIRCMOP5_BC,1,ref_y,100000,100080,457,83,1,0.28,83,0,0.00892313158276651,0.0140820524675618,83,20,4,0.0043159482086215,38.5542168674699,0.119596477682572,0.224567979004467,0,20,0,20,10,0.240963855421687,0.000828693272760937,0.0026648416729808,0,0.00266670164687955,NaN,1,0.0399896730263971,0.0714285714285714,0.00159360131248119,0.00460301953213267,0.00460301953213267,NaN,0.5,400,88,576,576,346,230,266,69,100,69,6309,2666,118,118,118,118,83,83,83,83,83,0,20
LIRCMOP5_BC,2,ref_y,10000,10080,49,38,1,0.13,38,0,0.00293321477843236,0.00736732983310311,38,20,4,0.00197597628828454,84.2105263157895,0.314529522269068,0.419272929407031,0,13,7,20,20,0.526315789473684,0.0817563363021004,0.0852121494774784,0,0.0868220105347638,NaN,1,0.0662563629237776,0.846153846153846,0.0831569349956047,0.0874802194471716,0.0867973627876787,0.0881630761066646,1,400,31,462,462,419,43,176,44,31,15,937,0,45,45,45,45,38,38,38,38,38,0,20
LIRCMOP5_BC,2,ref_y,30000,30100,140,61,1,0.21,61,0,0.00234852046108816,0.00768817153896632,61,20,4,0.00317196193645676,52.4590163934426,0.352949286320889,0.608157506049122,0,10,10,20,11,0.327868852459016,0.0205138447085144,0.0344139357495491,0,0.0345407540330877,NaN,0.9,0.0518657739144889,0.238095238095238,0.0212797105724445,0.0346695622556126,0.0301275268441362,0.0383034655732963,0.55,400,81,562,562,416,146,211,50,34,22,6880,7,66,66,66,66,61,61,61,61,61,0,20
LIRCMOP5_BC,2,ref_y,50000,50120,231,7,1,0.03,7,0,0.0039103241514072,0.0148726948635565,7,20,4,0.000363995632052415,100,0.105494468553789,0.49777291730615,0,20,0,20,20,2.85714285714286,0.165536548698817,0.209905034635929,0,0.209905034635929,NaN,0,-0.00954407712338268,0.666666666666667,0.17973096895741,0.224865213964431,0.224865213964431,NaN,1,400,132,664,664,295,369,34,4,100,4,1837,41,10,10,10,10,7,7,7,7,7,0,20
LIRCMOP5_BC,2,ref_y,70000,70140,322,98,1,0.34,98,0,0.0293933804737713,0.169448776605815,98,20,4,0.00509593884873382,32.6530612244898,0.213683795379422,0.42861265218186,0,20,0,20,0,0.204081632653061,0.00216231765368742,0.00258203949887758,0,0.00757261047124864,NaN,0.9,0.232014197171353,0,0.00782145374046407,0.00825626783413747,0.00825626783413747,NaN,0,400,70,540,540,354,186,258,65,100,65,4802,2480,108,108,108,108,98,98,98,98,98,0,20
LIRCMOP5_BC,2,ref_y,100000,100060,458,86,1,0.29,86,0,0.0153460410177147,0.0617324444436785,86,20,4,0.00447194633664396,37.2093023255814,0.166630709854981,0.282037941963067,0,20,0,20,5,0.232558139534884,0.00151608916109373,0.001557864208254,0,0.00158885911001977,NaN,1,0.240738242490376,0.275862068965517,0.00324709405306721,0.00342000839514969,0.00342000839514969,NaN,0.25,400,60,520,520,315,205,245,73,100,73,4597,2199,92,92,92,92,86,86,86,86,86,0,20
