problem,seed,arm,finalIGD,finalHV,lateIGDAUC,lateHVAUC,wallSeconds,maxFE,sourceHash
LIRCMOP5_BC,1,original,0.0171107335324219,0.286132886303424,0.051275547391382,0.271728730688468,955.176391208333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,1,fallback_only,0.0146951450595829,0.286373309202963,0.0328123273063486,0.27912200789847,87.152546125,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,1,pair_only,0.0129492112522141,0.28838236146819,0.0427992215248091,0.269267057001166,139.308345166667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,2,original,0.0134075877046589,0.287315280585049,0.0281353132800634,0.281071934283469,518.655770583333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,2,fallback_only,0.0344193717434587,0.278588930148045,0.0584842161787914,0.27197375099479,75.7200354166667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,2,pair_only,0.0139224353169769,0.286715647856219,0.0395402066564037,0.275227812236377,121.974753791667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,3,original,0.01470227280131,0.287378394757525,0.140757632112023,0.21958307584704,731.235670208333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,3,fallback_only,0.0123516869752682,0.288574106966643,0.0461403387729756,0.269348508733694,35.7758409166667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP5_BC,3,pair_only,0.0153848809566367,0.286519200374877,0.0949837405128351,0.260915623205236,57.7979396666667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,1,original,0.0141062669549449,0.193330408138794,0.0365833940471561,0.186157860561747,791.020790333333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,1,fallback_only,0.0121584332601911,0.193600266368214,0.0236474798059429,0.18913744953046,85.933924,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,1,pair_only,0.0194970873211859,0.19201364242123,0.0435139612062117,0.182809847088762,135.952120083333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,2,original,0.0128077443843833,0.193289905230292,0.0259052119531179,0.187536404489345,393.746028833333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,2,fallback_only,0.0100866473507826,0.194699350528782,0.0152076237093993,0.19229960735551,45.5686659166667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,2,pair_only,0.0101321357741473,0.194684776903927,0.0131321734266969,0.193383894852923,87.7676543333333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,3,original,0.0143089922319696,0.192652150892204,0.0374748674400771,0.185214332965212,740.131344708333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,3,fallback_only,0.0134595175619477,0.192797161779195,0.0292535676030258,0.185135292396632,68.2381497083333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP6_BC,3,pair_only,0.0131691216847597,0.19298150086928,0.0641161201397285,0.176210603742904,73.5338620833333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP7_BC,1,original,0.00835136579252522,0.293679320018986,0.0224822485259153,0.286949625866893,1379.359548125,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP7_BC,1,fallback_only,0.00915629275822532,0.29334093026745,0.0220411871374865,0.286281595428333,101.461242291667,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP7_BC,1,pair_only,0.00739339512914588,0.294936300095634,0.0112941439425214,0.292650078566747,144.041888958333,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
LIRCMOP7_BC,2,original,0.00894111145302405,0.29358861884264,0.022459305742719,0.285695220116933,1200.33082579167,100000,ab105726c44e4ee325dd174531b3be01823f359bd1c5883497690dd70a25bc5a
