problem,seed,baseline,lateIGDAUCRatio,finalIGDRatio,lateHVAUCChange
LIRCMOP5_BC,11,original,0.9486637225538785,0.7413939834934569,-0.019800478636485985
LIRCMOP5_BC,12,original,2.8996127740225592,0.8479795801118144,-0.067545398683304
LIRCMOP5_BC,13,original,0.7457219209844974,0.9546822842654967,0.0030418106788119847
LIRCMOP5_BC,14,original,0.2835623347706525,0.36920967040966,0.155439104516498
LIRCMOP5_BC,15,original,1.049752605282404,1.1566807004452209,-0.0007852400188479991
LIRCMOP6_BC,11,original,0.8211249759880643,0.6809110272624892,0.011062846654735004
LIRCMOP6_BC,12,original,0.7621516449385969,1.1243594064566371,0.0007399472017599884
LIRCMOP6_BC,13,original,0.69075122482482,0.8255586256655388,0.005111060118985988
LIRCMOP6_BC,14,original,1.2159179010649757,0.8304388578058285,-0.001986318434629014
LIRCMOP6_BC,15,original,1.2464642510351207,1.182592474151145,-0.007943375468553004
LIRCMOP7_BC,11,original,2.3244660172389007,1.3104603069466714,-0.005872455709352964
LIRCMOP7_BC,12,original,1.3633563576298295,1.165722669557203,-0.007070834654492986
LIRCMOP7_BC,13,original,0.9927865309709006,0.9509563566619034,0.0003974628593100271
LIRCMOP7_BC,14,original,2.836147478568783,0.9692256296490812,-0.009075947741982004
LIRCMOP7_BC,15,original,1.0973121673537432,1.0624446628824715,-0.0006384484847209992
LIRCMOP8_BC,11,original,1.6149037191241107,1.0609969399983796,-0.005064818780760982
LIRCMOP8_BC,12,original,0.6584968392467612,1.008508269230731,0.004108053769621034
LIRCMOP8_BC,13,original,0.9432410120950726,0.9637100974301761,0.00015496533393599687
LIRCMOP8_BC,14,original,1.896895310318662,1.0953362098152768,-0.004589742927136986
LIRCMOP8_BC,15,original,0.8315553165270325,0.9486344151937318,0.0011640888926959803
LIRCMOP5_BC,11,fallback_only,2.554588449813497,0.6737131460377526,-0.04036191828793001
LIRCMOP5_BC,12,fallback_only,6.341398585517668,1.3264167766214088,-0.08176381791961501
LIRCMOP5_BC,13,fallback_only,0.1471488824809158,0.8602684213765156,0.047671642532471
LIRCMOP5_BC,14,fallback_only,2.1178964551030615,1.1788965896328483,-0.03221836940032399
LIRCMOP5_BC,15,fallback_only,0.9974347775125768,1.359077984018999,0.0003193968209529996
LIRCMOP6_BC,11,fallback_only,1.458227092759667,1.1394478914790822,-0.012722563946860999
LIRCMOP6_BC,12,fallback_only,0.5226346502317218,0.9544391620853926,0.012413088288001
LIRCMOP6_BC,13,fallback_only,0.9901447612720998,1.044380321310483,-0.00010661769252001685
LIRCMOP6_BC,14,fallback_only,5.486310630347421,1.0760500974716714,-0.02078376872417101
LIRCMOP6_BC,15,fallback_only,3.1076040881757883,1.480638568699773,-0.020124612357085986
LIRCMOP7_BC,11,fallback_only,0.4894897796689798,0.8439278597512724,0.016349306965945998
LIRCMOP7_BC,12,fallback_only,1.0761652151376195,0.666034908850049,0.0005982441642330416
LIRCMOP7_BC,13,fallback_only,0.9476546792421662,0.964068694732387,0.0006229045507170072
LIRCMOP7_BC,14,fallback_only,3.788025922889473,0.9408008405391789,-0.010941859958013
LIRCMOP7_BC,15,fallback_only,1.4956882983135558,1.0508258192166182,-0.0016406934093520231
LIRCMOP8_BC,11,fallback_only,1.1245752061935854,0.9338137499374893,-0.0015200319359520154
LIRCMOP8_BC,12,fallback_only,1.439732082304052,1.012515726928239,-0.0027929980785920128
LIRCMOP8_BC,13,fallback_only,0.9899886616362698,0.9992378436491715,-0.0001181401412500005
LIRCMOP8_BC,14,fallback_only,0.29278616847189465,0.5141870207226713,0.02086978083498997
LIRCMOP8_BC,15,fallback_only,1.016310794757437,0.9684702535630575,0.00020553332829498228
LIRCMOP5_BC,11,pair_only,2.748809030561449,0.739502900607327,-0.04049641082730099
LIRCMOP5_BC,12,pair_only,5.34836742297836,1.2492109015953652,-0.08638032872747298
LIRCMOP5_BC,13,pair_only,0.9016119725155749,1.22669976377032,0.00047037214204098676
LIRCMOP5_BC,14,pair_only,0.37428150568801377,0.7430410472718303,0.101322599258924
LIRCMOP5_BC,15,pair_only,0.8971688721139762,1.0901963923002838,0.002391116025619977
LIRCMOP6_BC,11,pair_only,1.0101739319614105,0.8085783915975735,0.0002939272570069984
LIRCMOP6_BC,12,pair_only,0.61474110094357,0.7895976927140621,0.006550894735439988
LIRCMOP6_BC,13,pair_only,0.954506378030419,1.0142371508951435,-0.0008442226014650223
LIRCMOP6_BC,14,pair_only,1.446834552087557,0.8042613666392837,-0.0020896873274970085
LIRCMOP6_BC,15,pair_only,0.8396921401553681,1.2987390513398114,0.0006352789578390194
LIRCMOP7_BC,11,pair_only,0.9737591144299949,0.8064742497268038,-0.0012009677802729546
LIRCMOP7_BC,12,pair_only,1.198891456759654,1.3207052591525679,-0.004153555120828989
LIRCMOP7_BC,13,pair_only,1.268619355542208,1.2001007694370514,-0.0011387792475819891
LIRCMOP7_BC,14,pair_only,5.0143263412345025,1.2296452619836427,-0.012613558206584052
LIRCMOP7_BC,15,pair_only,2.446705420429399,1.3224701721544534,-0.004786188266759028
LIRCMOP8_BC,11,pair_only,1.3862597201540554,1.247169673287777,-0.0057390217081729755
LIRCMOP8_BC,12,pair_only,0.6408847879968395,1.1321590416679126,0.005057442373501031
LIRCMOP8_BC,13,pair_only,1.2659070711977487,1.2084549481947413,-0.0017423478449630214
LIRCMOP8_BC,14,pair_only,1.7070320181516672,1.2268833749859587,-0.004226129013684021
LIRCMOP8_BC,15,pair_only,1.309111788420002,1.207161055950089,-0.0010474747892100233
