problem,seed,arm,lateIGDAUCRatio,finalIGDRatio,lateHVAUCChange
LIRCMOP5_BC,11,original,1.0,1.0,0.0
LIRCMOP5_BC,11,fallback_only,0.37135677279960216,1.1004594282503606,0.020561439651444025
LIRCMOP5_BC,11,pair_only,0.34511809005520927,1.002557235251649,0.020695932190815003
LIRCMOP5_BC,12,original,1.0,1.0,0.0
LIRCMOP5_BC,12,fallback_only,0.4572513042540213,0.6393010063335832,0.014218419236311008
LIRCMOP5_BC,12,pair_only,0.5421491353725739,0.6788121837784645,0.018834930044168974
LIRCMOP5_BC,13,original,1.0,1.0,0.0
LIRCMOP5_BC,13,fallback_only,5.067805534175311,1.1097493067778885,-0.04462983185365901
LIRCMOP5_BC,13,pair_only,0.8270985121280823,0.7782526030095867,0.002571438536770998
LIRCMOP5_BC,14,original,1.0,1.0,0.0
LIRCMOP5_BC,14,fallback_only,0.13388866773321728,0.3131824060366868,0.187657473916822
LIRCMOP5_BC,14,pair_only,0.7576178102880105,0.49689000596300875,0.054116505257574
LIRCMOP5_BC,15,original,1.0,1.0,0.0
LIRCMOP5_BC,15,fallback_only,1.0524523797939935,0.8510775055193971,-0.0011046368398009987
LIRCMOP5_BC,15,pair_only,1.1700724778924827,1.0609837902734727,-0.003176356044467976
LIRCMOP6_BC,11,original,1.0,1.0,0.0
LIRCMOP6_BC,11,fallback_only,0.5630981484743237,0.5975797861002837,0.023785410601596002
LIRCMOP6_BC,11,pair_only,0.8128550440751544,0.8421088596210918,0.010768919397728005
LIRCMOP6_BC,12,original,1.0,1.0,0.0
LIRCMOP6_BC,12,fallback_only,1.4582876290362299,1.1780315091010924,-0.011673141086241012
LIRCMOP6_BC,12,pair_only,1.2397928880446833,1.4239649087523394,-0.00581094753368
LIRCMOP6_BC,13,original,1.0,1.0,0.0
LIRCMOP6_BC,13,fallback_only,0.6976265005304573,0.7904770023142834,0.005217677811506005
LIRCMOP6_BC,13,pair_only,0.7236737655437715,0.8139700117836531,0.005955282720451011
LIRCMOP6_BC,14,original,1.0,1.0,0.0
LIRCMOP6_BC,14,fallback_only,0.22162760787534508,0.7717473933203106,0.018797450289541995
LIRCMOP6_BC,14,pair_only,0.840398716847476,1.0325484876588453,0.00010336889286799433
LIRCMOP6_BC,15,original,1.0,1.0,0.0
