problem,run,mode,sigma,iter,reconstructionWeight,repeat,n,dec_rmse,obj_dist50,obj_dist90,feasible_rate
LIRCMOP10_BC,2,true_train,0,NaN,NaN,NaN,50,0,0,0,1
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,1,50,0.00502984257077622,0.000113322487688621,0.000305011698420083,0.92
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,2,50,0.00500557999233358,0.000164696596923953,0.000324176342776517,0.8
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,3,50,0.00492743123091661,0.000158899573716779,0.000411416645998197,0.86
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,1,50,0.00986843805591693,0.000357734829220853,0.000884057810426004,0.66
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,2,50,0.0105368330498813,0.000298057236602556,0.000807827149176268,0.66
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,3,50,0.00993612103685016,0.00031805844552515,0.000763310072197921,0.74
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,1,50,0.0199573484830124,0.00107815508963121,0.00261120676281299,0.32
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,2,50,0.0205671173620795,0.00099576905346763,0.00244090950061345,0.3
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,3,50,0.0196668073841205,0.000911810040250311,0.00191168192166125,0.38
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,1,50,0.0500341942176925,0.0063098375970471,0.0120876646355599,0.12
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,2,50,0.0502199896202632,0.00505408720731726,0.0105555132908761,0.18
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,3,50,0.0515869295052143,0.00603163911386513,0.0115121019507151,0.1
LIRCMOP10_BC,2,overfit,0,100,100,1,50,0.228747962587697,0.0611666340593412,0.0642139735234828,1
LIRCMOP10_BC,2,overfit,0,100,500,2,50,0.213834053443306,0.0288982394831179,0.0298393748243329,1
LIRCMOP10_BC,2,overfit,0,300,100,3,50,0.16930073502412,0.00667641017887752,0.0130626725425983,0
LIRCMOP10_BC,2,overfit,0,300,500,4,50,0.166538219996599,0.00637306335896834,0.013285379564211,0.58
LIRCMOP10_BC,2,overfit,0,1000,100,5,50,0.157891973522902,0.00744539705656523,0.0150291114542684,0
LIRCMOP10_BC,2,overfit,0,1000,500,6,50,0.15560997174711,0.00593107919475042,0.0117060921803547,0.58
