variant,advWeight,reconstructionWeight,pairMarginWeight,useMismatchD,problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
V0_Pure_CGAN,1,0,0,0,LIRCMOP5_BC,3,ref_y,10000,10001,49,2,1,0.01,2,0,0.0123823663026776,0.0123823663026776,2,1,4,0.000103998752014976,100,0.271710359808823,0.271710359808823,0,0,1,1,1,0.5,0.357131967874319,0.357131967874319,0,0.357131967874319,NaN,1,0.0483351936593375,1,0.357131967874319,0.357131967874319,NaN,0.357131967874319,1,400,0,400,400,399,1,132,37,9,1,2,0,2,2,2,2,2,2,2,2,2,0,1
V0_Pure_CGAN,1,0,0,0,LIRCMOP5_BC,3,ref_y,30000,30006,140,55,1,0.19,55,0,0.00127183026345917,0.00693528974168052,55,20,4,0.00285996568041183,58.1818181818182,0.238520209555585,0.422359206332999,0,20,0,20,0,0.363636363636364,0.00434757576617835,0.00635012006148439,0,0.0172310736281648,NaN,0.8,0.0182554552085694,0,0.00843963874296368,0.0182313853825259,0.0182313853825259,NaN,0,400,64,528,528,404,124,222,60,41,22,4112,11,64,64,64,64,55,55,55,55,55,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP5_BC,3,ref_y,50000,50026,231,141,1,0.48,141,0,0.00412683652532022,0.0141702316680323,141,20,4,0.0073319120170558,22.6950354609929,0.395712831273958,0.706096656827224,0,20,0,20,9,0.141843971631206,0.016844739559499,0.0734942081351903,0,0.0854003532226721,NaN,0.5,0.00066548902144975,0.104166666666667,0.0175252482569528,0.0865512788067584,0.0865512788067584,NaN,0.45,400,129,658,658,354,304,235,58,100,58,7845,20,174,174,174,174,141,141,141,141,141,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP5_BC,3,ref_y,70000,70046,322,117,1,0.39,117,0,0.00206487157158167,0.00510994261243731,117,20,4,0.00608392699287609,27.3504273504273,0.620860716325803,2.08531228358077,0,20,0,20,10,0.170940170940171,0.0144549855509765,0.0610580840750354,0,0.0610580840750354,NaN,0.1,-0.135226493244868,0.128205128205128,0.0149785459171236,0.0612686149661929,0.0612686149661929,NaN,0.5,400,114,628,628,310,318,250,41,100,41,10636,3,123,123,123,123,117,117,117,117,117,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP5_BC,3,ref_y,100000,100186,459,113,1,0.38,113,0,0.00767896376872909,0.0153966869857934,113,20,4,0.00587592948884613,28.3185840707965,0.130845233577359,0.287897450902106,0,20,0,20,14,0.176991150442478,0.000595384006503588,0.00341163542851841,0,0.00341163542851841,NaN,1,0.17057531998992,0.0526315789473684,0.0022870230156705,0.00379588794398728,0.00379588794398728,NaN,0.7,400,111,622,622,379,243,306,81,100,81,7031,2653,153,153,153,150,113,113,113,113,113,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,1,ref_y,10000,10172,49,47,1,0.16,47,0,0.00472129065096756,0.0160893658748427,47,20,4,0.00244397067235193,68.0851063829787,0.292191380605775,0.353898020422649,0,20,0,20,20,0.425531914893617,0.115497874493604,0.128027964666146,0,0.128620858075726,NaN,0.8,0.010530543896104,0.875,0.118763112012172,0.130706955507785,0.130706955507785,NaN,1,400,39,478,478,419,59,192,38,50,21,832,0,63,63,63,63,47,47,47,47,47,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,1,ref_y,30000,30192,140,99,1,0.33,99,0,0.0013838958309925,0.00468864558711457,99,20,4,0.0051479382247413,32.3232323232323,0.33643172996749,0.498117909450267,0,20,0,20,5,0.202020202020202,0.00293696997728156,0.00619801269471037,0,0.015688895678206,NaN,0.6,0.009127847521928,0.181818181818182,0.0114514731882679,0.0162607521303971,0.0162607521303971,NaN,0.25,400,108,616,616,439,177,271,63,72,41,4884,21,114,114,114,114,99,99,99,99,99,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,1,ref_y,50000,50212,231,132,1,0.44,132,0,0.00176730985894485,0.00588993927582518,132,20,4,0.0068639176329884,24.2424242424242,0.388838670923488,0.676075335252276,0,20,0,20,6,0.151515151515152,0.0172188666046868,0.0289913925744063,0,0.0292795900141311,NaN,0.8,0.0807526326614251,0.113636363636364,0.01817524051307,0.0293198474747057,0.0293198474747057,NaN,0.3,400,156,712,712,463,249,295,62,81,52,7719,2,156,156,156,156,132,132,132,132,132,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,1,ref_y,70000,70012,321,54,1,0.18,54,0,0.00207002903529712,0.0058144278068459,54,20,4,0.00280796630440435,59.2592592592593,0.21796251092858,0.581073506738075,0,20,0,20,3,0.37037037037037,0.0196337371082616,0.0251086136356203,0,0.0329515040285369,NaN,0.15,-0.016771017361084,0.111111111111111,0.0284815362815297,0.0344016191660714,0.0344016191660714,NaN,0.15,400,36,472,472,309,163,185,21,100,21,5686,10,60,60,60,60,54,54,54,54,54,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,1,ref_y,100000,100152,458,102,1,0.34,102,0,0.0109517003071552,0.0327866693455491,102,20,4,0.00530393635276377,31.3725490196078,0.191816654619608,0.567088931339702,0,20,0,20,4,0.196078431372549,0.0219821269918231,0.0339024320049501,0,0.0473966375954598,NaN,1,0.144313936836435,0.117647058823529,0.024031118840249,0.0493264054810664,0.0493264054810664,NaN,0.2,400,108,616,616,359,257,264,40,100,40,8989,945,117,117,117,117,102,102,102,102,102,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,2,ref_y,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,4,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,400,0,163,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,2,ref_y,30000,30105,141,54,1,0.18,54,0,0.00209681559189887,0.00704654386540021,54,20,4,0.00280796630440435,59.2592592592593,0.235889463693813,0.414375792452104,0,15,5,20,0,0.37037037037037,0.00942952033347542,0.0144264748179444,0,0.0206047543462365,NaN,0.45,-0.00177881519933981,0,0.0168592159655581,0.022515920414438,0.0224307968023854,0.0226010440264906,0,400,54,508,508,410,98,202,60,37,20,3083,0,60,60,60,60,54,54,54,54,54,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,2,ref_y,50000,50125,232,156,1,0.52,156,0,0.00391487928349935,0.012573623630453,156,20,4,0.00811190265716811,20.5128205128205,0.596546667859681,1.19385796734572,0,20,0,20,13,0.128205128205128,0.0235504478893178,0.0806032615958581,0,0.0806032615958581,NaN,0.75,0.119215991780167,0.0961538461538462,0.0251783931770147,0.080634557948128,0.080634557948128,NaN,0.65,400,168,736,736,391,345,265,62,100,62,11079,22,186,186,186,186,156,156,156,156,156,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,2,ref_y,70000,70145,323,115,1,0.39,115,0,0.0214281726204085,0.0428994660646941,115,20,4,0.00597992824086111,27.8260869565217,0.154619141579831,0.260244323688075,0,20,0,20,0,0.173913043478261,0.00891860181499169,0.00927280845693506,0,0.0093714449861083,NaN,0.9,0.046949526907356,0,0.00911256115854929,0.00947265269058808,0.00947265269058808,NaN,0,400,123,646,646,393,253,273,57,89,56,8266,2363,116,116,116,116,115,115,115,115,115,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,2,ref_y,100000,100065,459,120,1,0.4,120,0,0.00883390111337424,0.0289967296130693,120,20,4,0.00623992512089855,26.6666666666667,0.1311326238712,0.206790893244398,0,11,9,20,13,0.166666666666667,0.000836384092072795,0.00210950844588011,0,0.00212731733884313,NaN,1,0.118014586688749,0.2,0.000969503456479723,0.00214435652609492,0.00193047994285424,0.00225259649835672,0.65,400,116,632,632,391,241,315,86,90,79,10037,2032,139,139,139,139,120,120,120,120,120,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,3,ref_y,10000,10080,48,75,1,0.25,75,0,0.00320056728307004,0.00646965729915736,75,20,4,0.00389995320056159,42.6666666666667,0.309406592336048,0.389513642729556,0,20,0,20,13,0.266666666666667,0.000864398156683019,0.00195842213143216,0,0.0312176281892901,NaN,0.3,-0.024154762067164,0.36,0.0267547956786324,0.0321440840543696,0.0321440840543696,NaN,0.65,400,78,556,556,459,97,235,49,65,26,1614,0,78,78,78,78,75,75,75,75,75,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,3,ref_y,30000,30100,139,85,1,0.29,85,0,0.000771820383960082,0.00315123856626722,85,20,4,0.00441994696063647,37.6470588235294,0.387299403880107,0.566145049972208,0,18,2,20,16,0.235294117647059,0.0378084777766588,0.0602691693414837,0,0.0602691693414837,NaN,0.85,0.0112352620558007,0.137931034482759,0.0397384457741304,0.06148411779727,0.0621697555265748,0.0437755162503395,0.8,400,87,574,574,409,165,247,56,53,36,6832,1,108,108,108,108,85,85,85,85,85,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,3,ref_y,50000,50120,230,123,1,0.41,123,0,0.00203433578685478,0.00509115047095673,123,20,4,0.00639592324892101,26.0162601626016,0.461812258208546,0.659004061894093,0,11,9,20,11,0.16260162601626,0.00287464197966421,0.0075645370751868,0,0.0087843915140688,NaN,0.75,0.0496408502284849,0.219512195121951,0.00381437111895512,0.00909727982780618,0.00896315429457968,0.00918223970687539,0.55,400,135,670,670,439,231,260,58,76,50,8844,18,142,142,142,142,123,123,123,123,123,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,3,ref_y,70000,70140,321,36,1,0.12,36,0,0.00292158209096559,0.00808110565362557,36,20,4,0.00187197753626956,88.8888888888889,0.296595113177982,0.530264941507565,0,20,0,20,5,0.555555555555556,0.0150230868526267,0.0269287075605997,0,0.0377091886766931,NaN,0.45,-0.00530178480206805,0.166666666666667,0.0231159006963735,0.0378715286123206,0.0378715286123206,NaN,0.25,400,36,472,472,323,149,131,15,100,15,2714,41,42,42,42,42,36,36,36,36,36,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP6_BC,3,ref_y,100000,100060,457,101,1,0.34,101,0,0.00599661871706611,0.022912945290931,101,20,4,0.00525193697675628,31.6831683168317,0.114838201815607,0.233817571915302,0,20,0,20,0,0.198019801980198,0.0110332410627353,0.0157413653005469,0,0.0159770817534753,NaN,0.75,0.0084411249895698,0,0.0138893459619108,0.0160276440811159,0.0160276440811159,NaN,0,400,100,600,600,337,263,276,64,92,63,8804,1508,109,109,109,109,101,101,101,101,101,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,1,ref_y,10000,10116,47,94,1,0.32,94,0,0.00579500003033432,0.0222678857119504,94,20,4,0.00488794134470386,34.0425531914894,0.295003105842794,0.390580601895419,0,20,0,20,1,0.212765957446809,0.0064587770485402,0.00886579578250814,0,0.0686881732746143,NaN,0.6,0.00659867590913954,0.0625,0.0562259473661947,0.0697982518551175,0.0697982518551175,NaN,0.05,400,80,560,560,402,158,186,42,100,42,2510,155,123,123,123,123,94,94,94,94,94,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,1,ref_y,30000,30136,138,136,1,0.46,136,0,0.00127041756040832,0.00374974241821583,136,20,4,0.00707191513701836,23.5294117647059,0.227345875440842,0.31880746216543,0,20,0,20,3,0.147058823529412,0.005383581412833,0.00883596637006845,0,0.0115552083263293,NaN,0.25,-0.0132970525502978,0.0652173913043478,0.00947919525042163,0.0223516016590434,0.0223516016590434,NaN,0.15,400,123,646,646,384,262,272,54,100,54,7089,6,162,162,162,162,136,136,136,136,136,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,1,ref_y,50000,50156,229,156,1,0.52,156,0,0.000449617778944469,0.000904654036569541,156,20,4,0.00811190265716811,20.5128205128205,0.287169161782735,0.406258242775133,0,20,0,20,2,0.128205128205128,0.0156727478139733,0.0228098294730321,0,0.0228098294730321,NaN,0.55,0.0133378520788403,0.0384615384615385,0.017069266842274,0.0228521742962351,0.0228521742962351,NaN,0.1,400,154,708,708,447,261,311,61,100,61,7475,0,183,183,183,183,156,156,156,156,156,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,1,ref_y,70000,70176,320,108,1,0.36,108,0,0.000377838078076772,0.00141501439822157,108,20,4,0.00561593260880869,29.6296296296296,0.303196087651775,0.474793380795206,0,20,0,20,0,0.185185185185185,0.0177180159885957,0.0266260972682092,0,0.0400231199307928,NaN,1,0.032521637636881,0,0.03790509836098,0.048996135252036,0.048996135252036,NaN,0,400,111,622,622,393,229,246,56,87,44,6597,13,129,129,129,129,108,108,108,108,108,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,1,ref_y,100000,100096,456,192,1,0.64,192,0,0.00176933889271317,0.00554237611596264,192,20,4,0.00998388019343768,16.6666666666667,0.478330764829357,0.917710420245286,0,20,0,20,6,0.104166666666667,0.00110843266700857,0.00224919818063717,0,0.0170215034363611,NaN,0.2,-0.0225128663366379,0.09375,0.0173780505535724,0.0245660552183395,0.0245660552183395,NaN,0.3,400,171,742,742,370,372,313,72,100,72,11706,5,216,216,216,216,192,192,192,192,192,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,2,ref_y,10000,10200,48,102,1,0.34,102,0,0.00243978135897509,0.00833148204018895,102,20,4,0.00530393635276377,31.3725490196078,0.409099864217607,0.581903229152281,0,20,0,20,20,0.196078431372549,0.0092807831839951,0.0105565075557156,0,0.0764224595267436,NaN,0.7,0.0180804890910078,0.382352941176471,0.0693704790714123,0.0774084619535107,0.0774084619535107,NaN,1,400,91,582,582,446,136,219,63,68,41,2906,0,123,123,123,123,102,102,102,102,102,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,2,ref_y,30000,30000,138,53,1,0.18,53,0,0.00394476459691414,0.00808026182877576,53,20,4,0.00275596692839686,60.377358490566,0.340765246458037,0.54229220941668,0,20,0,20,5,0.377358490566038,0.0376078991460867,0.0425515798118692,0,0.0463172465631546,NaN,0.35,-0.0336120391814569,0.166666666666667,0.0412895700846339,0.0466589299965269,0.0466589299965269,NaN,0.25,400,43,486,486,319,167,144,29,54,18,4209,12,54,54,54,54,53,53,53,53,53,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,2,ref_y,50000,50020,229,156,1,0.52,156,0,0.00132249124818981,0.00692520741687634,156,20,4,0.00811190265716811,20.5128205128205,0.275907823257907,0.525111876392066,0,20,0,20,2,0.128205128205128,0.0165308954706195,0.0260646007241908,0,0.0315761165366511,NaN,0.95,0.0694883803582941,0.0384615384615385,0.0189050501289167,0.0317172588413846,0.0317172588413846,NaN,0.1,400,168,736,736,364,372,283,61,100,61,13622,6,180,180,180,180,156,156,156,156,156,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,2,ref_y,70000,70040,320,197,1,0.67,197,0,0.00114075350239247,0.00474579387053557,197,20,4,0.0102438770734751,16.243654822335,0.363657531363781,0.911584566202916,0,20,0,20,5,0.101522842639594,0.00191124444138817,0.0036234808603923,0,0.00660699228499646,NaN,0.7,0.0859802079157722,0.104477611940299,0.00555111735191794,0.00676756974579492,0.00676756974579492,NaN,0.25,400,192,784,784,348,436,307,73,100,73,13629,0,219,219,219,219,197,197,197,197,197,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,2,ref_y,100000,100180,457,219,1,0.73,219,0,0.00132590669523454,0.00413653973452115,219,20,4,0.0113878633456399,14.6118721461187,0.511035408190541,1.11225062579709,0,20,0,20,6,0.091324200913242,0.00148941388626114,0.00494213072563722,0,0.00571093786188861,NaN,0.55,0.0120500534601519,0.0821917808219178,0.00197679648278256,0.00597000709795862,0.00597000709795862,NaN,0.3,400,234,868,868,366,502,333,77,100,77,16965,0,231,231,231,231,219,219,219,219,219,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,3,ref_y,10000,10160,48,135,1,0.45,135,0,0.00462177252051903,0.0124831059609595,135,20,4,0.00701991576101087,23.7037037037037,0.326297046816969,0.447545627477562,0,18,2,20,20,0.148148148148148,0.00320997036607642,0.00690932318705497,0,0.0371910593906643,NaN,0.7,0.0186473721761998,0.511111111111111,0.0248639211915767,0.0388996781905843,0.0395759139381583,0.0262043146673446,1,400,132,664,664,481,183,257,65,86,53,5319,0,158,158,158,158,135,135,135,135,135,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,3,ref_y,30000,30180,139,85,1,0.29,85,0,0.00111832092503435,0.00352487962281672,85,20,4,0.00441994696063647,37.6470588235294,0.237856012559221,0.560648339968212,0,20,0,20,8,0.235294117647059,0.00248228398286844,0.00739195805994419,0,0.00912783599348497,NaN,0.75,0.0306035773568057,0.0689655172413793,0.0121782089131767,0.0179509579094684,0.0179509579094684,NaN,0.4,400,93,586,586,406,180,235,51,79,35,4844,8,101,101,101,101,85,85,85,85,85,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,3,ref_y,50000,50200,230,166,1,0.56,166,0,0.00315412570441835,0.00950822471090532,166,20,4,0.00863189641724299,19.2771084337349,0.362962056936013,0.662207749257252,0,20,0,20,6,0.120481927710843,0.0333550043742993,0.0756749975084124,0,0.0802107601222265,NaN,0.75,0.010886620616255,0.0714285714285714,0.039114290629504,0.0835252060563864,0.0835252060563864,NaN,0.3,400,150,700,700,353,347,281,61,100,61,9156,0,183,183,183,183,166,166,166,166,166,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,3,ref_y,70000,70000,320,252,1,0.84,252,0,0.00250510634357848,0.00727162347959431,252,20,4,0.013103842753887,12.6984126984127,0.403111314822717,0.88642205599437,0,15,5,20,0,0.0793650793650794,0.0123960987507042,0.0224301863774898,0,0.0250777673905142,NaN,0.75,0.00647399921112488,0,0.0138968872731664,0.0251262354040456,0.0261558094847772,0.0191545558290692,0,400,252,904,904,407,497,370,86,100,86,16530,0,258,258,258,258,252,252,252,252,252,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP7_BC,3,ref_y,100000,100140,457,261,1,0.87,261,0,0.00188859237554108,0.00640095880060404,261,20,4,0.0135718371379543,12.2605363984674,0.358411743247467,0.998292245840429,0,13,7,20,0,0.0766283524904215,0.00939050595970474,0.0152017969723301,0,0.0213429508082849,NaN,0.65,0.0230029733028321,0,0.0149800773230329,0.0216398413021422,0.0220603800689897,0.0210625219906717,0,400,249,898,898,382,516,350,88,100,88,16670,0,264,264,264,264,261,261,261,261,261,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP8_BC,1,ref_y,10000,10166,48,141,1,0.47,141,0,0.0039254374176293,0.0105908523071521,141,20,4,0.0073319120170558,22.6950354609929,0.355646872800959,0.568777063510611,0,16,4,20,20,0.141843971631206,0.0669229666727605,0.0763727403296514,0,0.076909539475805,NaN,0.65,0.0281717885490823,0.361702127659574,0.0707723322716215,0.0783849871300301,0.078422293254795,0.0783383544740741,1,400,135,670,670,473,197,312,71,67,49,6934,0,147,147,147,147,141,141,141,141,141,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP8_BC,1,ref_y,30000,30186,139,129,1,0.43,129,0,0.00183165246697728,0.00514200969232715,129,20,4,0.00670791950496594,24.8062015503876,0.411830114244422,0.693092967637199,0,20,0,20,4,0.155038759689922,0.00575129165355387,0.0104449492494494,0,0.0170699808384901,NaN,0.6,0.017796068019832,0.116279069767442,0.0148741411213865,0.0174158943113154,0.0174158943113154,NaN,0.2,400,138,676,676,440,236,292,66,70,46,7814,2,138,138,138,138,129,129,129,129,129,0,20
V0_Pure_CGAN,1,0,0,0,LIRCMOP8_BC,1,ref_y,50000,50206,230,120,1,0.4,120,0,0.00191307126343196,0.00710796094759265,120,20,4,0.00623992512089855,26.6666666666667,0.308779975052724,0.444488491952289,0,20,0,20,1,0.166666666666667,0.00395130586615663,0.00401112571885591,0,0.0119198389537743,NaN,0.55,0.00386509243446681,0.05,0.00988948023336919,0.0125677429320289,0.0125677429320289,NaN,0.05,400,124,648,648,347,301,263,46,100,46,11061,101,126,126,126,126,120,120,120,120,120,0,20
