problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP1_BC,1,10000,10004,45,40,1,0.08,40,0,0.00413164160151472,0.00657185508023074,40,20,3,0.00209391195100246,80,0.93167566241655,1.03856643493056,0,1,19,20,0,0.5,0.0188913855639244,0.0234039271493576,0,0.0250758726542744,NaN,0.45,-0.0177316227866954,0,0.0210876548024427,0.0250758726542744,0,400,50,500,500,196,304,85,9,98,9,8421,0,45,45,45,45,40,40,40,40,40,0,20
DASCMOP1_BC,1,30000,30024,136,120,1,0.24,120,0,0.00580572305813998,0.0125434710798469,120,20,3,0.00628173585300738,26.6666666666667,0.45933195607402,0.764059434319561,0,20,0,20,1,0.166666666666667,0.0191129310623662,0.0218435093183352,0,0.0261373776406761,NaN,1,0.356057977105708,0.0833333333333333,0.0351738199529563,0.0543180290055633,0.05,400,110,620,620,239,381,149,24,100,24,8558,0,120,120,120,120,120,120,120,120,120,0,20
DASCMOP1_BC,1,50000,50044,227,145,1,0.29,145,0,0.00196554690180982,0.00685204388973689,145,20,3,0.00759043082238392,22.0689655172414,0.56386033819266,0.840919896766033,0,20,0,20,2,0.137931034482759,0.145402207431251,0.162675715981262,0,0.162675715981262,NaN,1,0.372229210294222,0.0689655172413793,0.145787370092689,0.162678675046639,0.1,400,150,700,700,293,407,250,29,100,29,15861,0,145,145,145,145,145,145,145,145,145,0,20
DASCMOP1_BC,1,70000,70064,318,140,1,0.28,140,0,0.00143721855842539,0.00684447850202481,140,20,3,0.00732869182850861,22.8571428571429,0.51407159230509,0.763627241027023,0,20,0,20,3,0.142857142857143,0.0750412554756622,0.10635025582399,0,0.10635025582399,NaN,0.95,0.225025615572924,0.0714285714285714,0.0772419146510491,0.108446513368105,0.15,400,135,670,670,268,402,236,30,100,30,14447,0,150,150,150,150,140,140,140,140,140,0,20
DASCMOP1_BC,1,100000,100204,455,130,1,0.26,130,0,0.000905007029689544,0.00477803599545269,130,20,3,0.006805213840758,24.6153846153846,0.592113206894681,0.763627241027023,0,20,0,20,10,0.153846153846154,0.0542082569222537,0.0677141903350666,0,0.0677141903350666,NaN,0.6,0.101659825937778,0.0769230769230769,0.055176776879405,0.0686271449568906,0.5,400,135,670,670,262,408,235,31,100,31,14691,0,155,155,155,155,130,130,130,130,130,0,20
DASCMOP2_BC,1,10000,10214,46,70,1,0.14,70,0,0.00288454316774816,0.00666570219105693,70,20,3,0.00366434591425431,45.7142857142857,0.528804178371427,1.00767142444467,0,0,20,20,13,0.285714285714286,0.0190236145347354,0.0315450817585767,0,0.0315450817585767,NaN,0.65,0.0281434741995912,0.785714285714286,0.0196363095727114,0.0315450817585767,0.65,400,70,540,540,204,336,112,14,100,14,11089,0,70,70,70,70,70,70,70,70,70,0,20
DASCMOP2_BC,1,30000,30014,136,165,1,0.33,165,0,0.00907346374510914,0.0207395561812027,165,20,3,0.00863738679788515,19.3939393939394,0.633716951526831,0.936317330013838,0,13,7,20,7,0.121212121212121,0.0505003185471055,0.0607778366296158,0,0.0666715331424938,NaN,0.75,0.0768857942045158,0.181818181818182,0.0578531496471298,0.0679082471262848,0.35,400,165,730,730,320,410,264,33,100,33,18247,0,165,165,165,165,165,165,165,165,165,0,20
DASCMOP2_BC,1,50000,50034,227,210,1,0.42,210,0,0.00244031921621174,0.00874020089410068,210,20,3,0.0109930377427629,15.2380952380952,0.642610572570269,0.964065733170789,0,4,16,20,3,0.0952380952380952,0.0280703084656557,0.0421750650908376,0,0.0428599593081925,NaN,0.8,0.0614003280812685,0.142857142857143,0.0340206937895466,0.0431962951078511,0.15,400,210,820,820,358,462,310,44,100,44,20217,0,220,220,220,220,210,210,210,210,210,0,20
DASCMOP2_BC,1,70000,70054,318,225,1,0.45,225,0,0.00178393820593888,0.00770396254637977,225,20,3,0.0117782547243888,14.2222222222222,0.641162438817978,0.986904586616235,0,3,17,20,7,0.0888888888888889,0.0215524523857746,0.0386786248683764,0,0.0413626646722612,NaN,0.7,0.0445058949833656,0.244444444444444,0.0250312802502723,0.0418944606584387,0.35,400,215,830,830,357,473,314,49,100,49,20293,0,245,245,245,245,225,225,225,225,225,0,20
DASCMOP2_BC,1,100000,100194,455,205,1,0.41,205,0,0.00129238041520186,0.00551791652915882,205,20,3,0.0107312987488876,15.609756097561,0.617266654797183,0.955798078370216,0,9,11,20,4,0.0975609756097561,0.0212625506874172,0.0438736877891451,0,0.0526234756902693,NaN,0.45,-0.0519877939098129,0.121951219512195,0.0249949763158887,0.0534134858456053,0.2,400,210,820,820,340,480,310,50,100,50,20024,0,250,250,250,250,205,205,205,205,205,0,20
