scope,name,family,metric,baseVariant,compareVariant,baseDescription,compareDescription,betterDirection,pairCount,baseMean,compareMean,meanDiff,baseMedian,compareMedian,medianDiff,signrankP,holmAdjustedP
problem,DASCMOP3_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.333333333333333,0.333333333333333,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.333333333333333,1.5,1.16666666666667,0,0.5,0,0.5,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.333333333333333,1.66666666666667,1.33333333333333,0,1.5,1,0.125,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.333333333333333,0.333333333333333,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.333333333333333,0.666666666666667,0.333333333333333,0,0.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.333333333333333,0.166666666666667,-0.166666666666667,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.333333333333333,0.333333333333333,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.333333333333333,1,0.666666666666667,0,0.5,0.5,0.25,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.333333333333333,0.333333333333333,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.333333333333333,0.333333333333333,0,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.333333333333333,0.5,0.166666666666667,0,0,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0.333333333333333,0,-0.333333333333333,0,0,0,0.5,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.333333333333333,0.666666666666667,0.333333333333333,0,0.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FFC,boundarycore_beta,no_boundary,BoundaryCore mainline with beta calibrator,"Final-effect ablation: boundary budget disabled via bRho = 0",higher_better,6,0.333333333333333,0,-0.333333333333333,0,0,0,0.5,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.0195347322214833,0.0336980971564091,0.0141633649349258,0.0175714216657804,0.0317540322580645,0.0142445549686749,0.03125,0.375
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.0195347322214833,0.0538802846576591,0.0343455524361758,0.0175714216657804,0.0350985221674877,0.00758616488539356,0.03125,0.375
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.0195347322214833,0.0190115098722695,-0.000523222349213881,0.0175714216657804,0.0165844298245614,0.00126460527824078,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.0195347322214833,0.0220782701177315,0.00254353789624815,0.0175714216657804,0.0207977207977208,0.00263674270296787,0.625,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.0195347322214833,0.0224165897313216,0.00288185750983822,0.0175714216657804,0.0115610799251537,-0.000415910465819722,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.0195347322214833,0.428120490620491,0.408585758399007,0.0175714216657804,0.380952380952381,0.358025516570003,0.03125,0.375
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.0195347322214833,0.0195347322214833,0,0.0175714216657804,0.0175714216657804,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.0195347322214833,0.0442038428449127,0.0246691106234294,0.0175714216657804,0.0438209331651955,0.0235096798775688,0.03125,0.375
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.0195347322214833,0.0230368940515939,0.00350216183011052,0.0175714216657804,0.0209745762711864,0.00315902788648261,0.5625,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.0195347322214833,0.0195347322214833,0,0.0175714216657804,0.0175714216657804,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.0195347322214833,0.0260252791708054,0.0064905469493221,0.0175714216657804,0.0276155717761557,0.00695727338021346,0.3125,1
problem,DASCMOP3_BC,DASCMOP_BC,FGY,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.0195347322214833,0.0342864747983858,0.0147517425769025,0.0175714216657804,0.0284416353940352,0.0039826534835576,0.21875,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,969,659.833333333333,-309.166666666667,995,603,-309,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,969,706.5,-262.5,995,539.5,-326,0.15625,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,969,762.333333333333,-206.666666666667,995,813,-115.5,0.3125,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,969,956.666666666667,-12.3333333333333,995,877.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,969,976.5,7.5,995,938.5,-3,1,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,969,256.666666666667,-712.333333333333,995,226.5,-700.5,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,969,969,0,995,995,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,969,1053.83333333333,84.8333333333333,995,1065.5,4,0.6875,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,969,833.666666666667,-135.333333333333,995,869,-118.5,0.15625,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,969,969,0,995,995,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,969,711.166666666667,-257.833333333333,995,707,-202,0.21875,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,969,923,-46,995,880.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,969,138.333333333333,-830.666666666667,995,114,-821.5,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,tightBracketAbsCount,boundarycore_beta,no_boundary,BoundaryCore mainline with beta calibrator,"Final-effect ablation: boundary budget disabled via bRho = 0",higher_better,6,969,0,-969,995,0,-995,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,94.6666666666667,74.5,-20.1666666666667,88.5,72.5,-15.5,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,94.6666666666667,53.6666666666667,-41,88.5,58.5,-42,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,94.6666666666667,78.3333333333333,-16.3333333333333,88.5,77,-12,0.15625,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,94.6666666666667,102.166666666667,7.5,88.5,93.5,0,0.625,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,94.6666666666667,92.8333333333333,-1.83333333333333,88.5,83,-1.5,0.6875,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,94.6666666666667,271.666666666667,177,88.5,277,186,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,94.6666666666667,94.6666666666667,0,88.5,88.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,94.6666666666667,295.666666666667,201,88.5,254,172,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,94.6666666666667,87.1666666666667,-7.5,88.5,88.5,-13.5,0.3125,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,94.6666666666667,94.6666666666667,0,88.5,88.5,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,94.6666666666667,71.1666666666667,-23.5,88.5,74.5,-9.5,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,94.6666666666667,90.5,-4.16666666666667,88.5,82,0,1,1
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,94.6666666666667,0,-94.6666666666667,88.5,0,-88.5,0.03125,0.4375
problem,DASCMOP3_BC,DASCMOP_BC,recoverAbsCount,boundarycore_beta,no_boundary,BoundaryCore mainline with beta calibrator,"Final-effect ablation: boundary budget disabled via bRho = 0",higher_better,6,94.6666666666667,0,-94.6666666666667,88.5,0,-88.5,0.03125,0.4375
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",lower_better,6,0.0327911845892742,0.0145551091830109,-0.0182360754062632,0.0316128969108557,0.0145215383553498,-0.0152079233808426,0.03125,0.40625
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",lower_better,6,0.0327911845892742,0.0254301759001231,-0.00736100868915108,0.0316128969108557,0.0205015658632113,-5.3015781551884e-05,0.6875,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",lower_better,6,0.0327911845892742,0.0309265268488976,-0.0018646577403766,0.0316128969108557,0.0286254018699033,-0.000498369422332201,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",lower_better,6,0.0327911845892742,0.0304424494166188,-0.00234873517265537,0.0316128969108557,0.0184656837405722,-0.0072368889045312,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",lower_better,6,0.0327911845892742,0.0259581894869748,-0.0068329951022994,0.0316128969108557,0.0213014511151652,-0.00853382803668782,0.21875,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",lower_better,6,0.0327911845892742,0.0354510028303628,0.00265981824108864,0.0316128969108557,0.0302098096248629,0.00519184280656053,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",lower_better,6,0.0327911845892742,0.0327911845892742,0,0.0316128969108557,0.0316128969108557,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",lower_better,6,0.0327911845892742,0.0301270899197812,-0.00266409466949293,0.0316128969108557,0.0283192383221647,-0.000222504051285499,0.6875,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",lower_better,6,0.0327911845892742,0.0402163903756172,0.007425205786343,0.0316128969108557,0.0301785473421531,0.004354192793323,0.5625,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",lower_better,6,0.0327911845892742,0.0327911845892742,0,0.0316128969108557,0.0316128969108557,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",lower_better,6,0.0327911845892742,0.0373003738717603,0.00450918928248613,0.0316128969108557,0.0360108688612416,0.00711672314151899,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",lower_better,6,0.0327911845892742,0.0328006764353593,9.49184608515831e-06,0.0316128969108557,0.0316128969108557,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M1_selected,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",lower_better,6,0.0327911845892742,0.0278003577497787,-0.00499082683949544,0.0316128969108557,0.0291895426914734,-0.00769877397119643,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.996530494746737,0.997129257157573,0.000598762410836025,0.996188535068034,0.996525458617589,0.000114710984276178,0.625,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.996530494746737,0.997543351457523,0.00101285671078625,0.996188535068034,0.998205388506841,0.00170826367492843,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.996530494746737,0.99651626043159,-1.423431514704e-05,0.996188535068034,0.997209672891397,-0.000417462590041995,0.84375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.996530494746737,0.997852958667048,0.00132246392031027,0.996188535068034,0.998935249107092,0.00187660923836225,0.21875,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.996530494746737,0.996320144405893,-0.000210350340844638,0.996188535068034,0.995979229711419,-0.00105588548948926,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.996530494746737,0.998502735148156,0.0019722404014186,0.996188535068034,0.999621975806452,0.00198423851153101,0.09375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.996530494746737,0.996530494746737,0,0.996188535068034,0.996188535068034,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.996530494746737,0.99273792215758,-0.00379257258915742,0.996188535068034,0.996692497675903,3.28738626491076e-05,0.84375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.996530494746737,0.996590942011562,6.04472648246812e-05,0.996188535068034,0.997561022245883,0.000809935043250554,0.84375,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.996530494746737,0.996530494746737,0,0.996188535068034,0.996188535068034,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.996530494746737,0.996318526647387,-0.000211968099350146,0.996188535068034,0.997866786226999,0.000776377869614486,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0.996530494746737,0.996531064255364,5.69508626424575e-07,0.996188535068034,0.996188535068034,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,M2,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.996530494746737,0.000223034730379328,-0.996307460016358,0.996188535068034,0.000179662234998203,-0.995910814037221,0.03125,0.40625
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.000305378755870079,0.000201511576146007,-0.000103867179724072,0.000295127195326863,0,-3.5497304443431e-06,0.625,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.000305378755870079,0.0003337453114159,2.83665555458213e-05,0.000295127195326863,0.000305220495799045,1.1309855171578e-05,0.6875,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.000305378755870079,0.000363405540003012,5.80267841329327e-05,0.000295127195326863,0.000306832397078322,4.73802572396614e-05,0.4375,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.000305378755870079,0.000570055207741732,0.000264676451871653,0.000295127195326863,0.000482722292456806,1.18817390948764e-05,0.5625,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.000305378755870079,0.000279323312999961,-2.60554428701181e-05,0.000295127195326863,0.000167841557569654,-0.000128238009746089,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.000305378755870079,0.000280139170949295,-2.52395849207843e-05,0.000295127195326863,0.000126008064516129,-2.2299452299597e-06,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.000305378755870079,0.000305378755870079,0,0.000295127195326863,0.000295127195326863,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.000305378755870079,0.000421111083806406,0.000115732327936327,0.000295127195326863,0.000329579246029523,4.4990053458292e-05,0.5625,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.000305378755870079,0.000578009985213417,0.000272631229343338,0.000295127195326863,0.000294393559589299,0.00013444474321054,0.625,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.000305378755870079,0.000305378755870079,0,0.000295127195326863,0.000295127195326863,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.000305378755870079,0.000378990441615519,7.36116857454398e-05,0.000295127195326863,0.000312079406167768,0.00028196863934018,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0.000305378755870079,0.0003053349475142,-4.38083558787523e-08,0.000295127195326863,0.000294995770259227,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,UBY,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.000305378755870079,0.000223034730379328,-8.2344025490751e-05,0.000295127195326863,0.000179662234998203,0,0.875,1
problem,DASCMOP4_BC,DASCMOP_BC,ABS,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,1,0.666666666666667,-0.333333333333333,1,0,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,1,1,0,1,1,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,1,1.16666666666667,0.166666666666667,1,1,0,1,1
problem,DASCMOP4_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,1,2,1,1,1.5,0,0.5,1
problem,DASCMOP4_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,1,0.833333333333333,-0.166666666666667,1,0.5,-0.5,1,1
