scope,name,family,metric,baseVariant,compareVariant,baseDescription,compareDescription,betterDirection,pairCount,baseMean,compareMean,meanDiff,baseMedian,compareMedian,medianDiff,signrankP,holmAdjustedP
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",lower_better,6,0.0423628857359469,0.00822666744320237,-0.0341362182927446,0.0422343497208084,0.00828157468243232,-0.034250389628379,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",lower_better,6,0.0423628857359469,0.0465066520104228,0.00414376627447586,0.0422343497208084,0.0486132161092196,0.00505459635442659,0.5625,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",lower_better,6,0.0423628857359469,0.0543739962261398,0.0120111104901928,0.0422343497208084,0.0567284846224616,0.0138680887056207,0.0625,0.5
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",lower_better,6,0.0423628857359469,0.0423628857359469,0,0.0422343497208084,0.0422343497208084,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",lower_better,6,0.0423628857359469,0.0423628857359469,0,0.0422343497208084,0.0422343497208084,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",lower_better,6,0.0423628857359469,0.0403142824363469,-0.00204860329960005,0.0422343497208084,0.0404039602819965,-0.000891727450242859,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",lower_better,6,0.0423628857359469,0.0423628857359469,0,0.0422343497208084,0.0422343497208084,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",lower_better,6,0.0423628857359469,0.0236488079353576,-0.0187140778005893,0.0422343497208084,0.0224194514682566,-0.0190812553422144,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",lower_better,6,0.0423628857359469,0.0645003120341672,0.0221374262982203,0.0422343497208084,0.0669963999305418,0.024760470981527,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",lower_better,6,0.0423628857359469,0.0405495288398118,-0.00181335689613512,0.0422343497208084,0.0409177679351028,-0.00177380143613415,0.6875,1
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",lower_better,6,0.0423628857359469,0.06124081486893,0.0188779291329831,0.0422343497208084,0.0617895567162704,0.0195552069954619,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",lower_better,6,0.0423628857359469,0.0423919369285148,2.90511925678863e-05,0.0422343497208084,0.0422541386210753,2.73605745018807e-05,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M1_selected,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",lower_better,6,0.0423628857359469,0.0214819683988666,-0.0208809173370804,0.0422343497208084,0.00502677828019981,-0.0362689094520396,0.15625,1
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.974483997637618,0.986364815120373,0.0118808174827559,0.97477553575377,0.986254607089938,0.0109690422199422,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.974483997637618,0.996540136888447,0.0220561392508297,0.97477553575377,0.996831102168455,0.0225502654567081,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.974483997637618,0.993782001119145,0.0192980034815275,0.97477553575377,0.992574505142369,0.0190341465108506,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.974483997637618,0.974483997637618,0,0.97477553575377,0.97477553575377,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.974483997637618,0.974483997637618,0,0.97477553575377,0.97477553575377,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.974483997637618,0.999976601619168,0.0254926039815505,0.97477553575377,1,0.0252244642462297,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.974483997637618,0.974483997637618,0,0.97477553575377,0.97477553575377,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.974483997637618,0.953764015727972,-0.0207199819096457,0.97477553575377,0.950430703786015,-0.0185230235580051,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.974483997637618,0.990288908583214,0.0158049109455967,0.97477553575377,0.99026859178441,0.016745501550483,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.974483997637618,0.978679387114952,0.00419538947733483,0.97477553575377,0.978409432289386,0.00468332514946745,0.21875,0.875
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.974483997637618,0.983811848280356,0.00932785064273813,0.97477553575377,0.983117693852453,0.0105105577810308,0.09375,0.46875
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0.974483997637618,0.974512824401074,2.88267634561505e-05,0.97477553575377,0.974804261420191,2.87256664204816e-05,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,M2,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.974483997637618,0.000524753599023489,-0.973959244038594,0.97477553575377,6.95216907675195e-05,-0.974495619728578,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0.00165278166939544,0.00115285174407666,-0.000499929925318783,0.00156781692426879,0.00112762739567182,-0.00042594482478804,0.15625,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0.00165278166939544,0.000786910987227974,-0.000865870682167471,0.00156781692426879,0.000859232535418887,-0.000921245468776263,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0.00165278166939544,0.00128641983821245,-0.000366361831182997,0.00156781692426879,0.00143745110352111,-0.00020834928601523,0.3125,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0.00165278166939544,0.00165278166939544,0,0.00156781692426879,0.00156781692426879,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0.00165278166939544,0.00165278166939544,0,0.00156781692426879,0.00156781692426879,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0.00165278166939544,0,-0.00165278166939544,0.00156781692426879,0,-0.00156781692426879,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0.00165278166939544,0.00165278166939544,0,0.00156781692426879,0.00156781692426879,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0.00165278166939544,0.00132298986600354,-0.000329791803391904,0.00156781692426879,0.00135191163659572,-0.000285877609347777,0.4375,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0.00165278166939544,0.000822218052019538,-0.000830563617375906,0.00156781692426879,0.000778956854051995,-0.000927015552190431,0.09375,0.9375
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0.00165278166939544,0.00153140614994619,-0.000121375519449254,0.00156781692426879,0.00140953424458977,0,0.75,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0.00165278166939544,0.00120248333217594,-0.000450298337219509,0.00156781692426879,0.00114212339237307,-0.00058475248283008,0.21875,1
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0.00165278166939544,0.00165091047002719,-1.87119936825187e-06,0.00156781692426879,0.0015660312733038,-1.78565096499027e-06,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,UBY,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0.00165278166939544,0.000524753599023489,-0.00112802807037196,0.00156781692426879,6.95216907675195e-05,-0.00134001255382225,0.15625,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,11.6666666666667,8.16666666666667,-3.5,11,8,-3,0.15625,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,11.6666666666667,5.5,-6.16666666666667,11,6,-6.5,0.03125,0.4375
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,11.6666666666667,9,-2.66666666666667,11,10,-1.5,0.25,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,11.6666666666667,11.6666666666667,0,11,11,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,11.6666666666667,11.6666666666667,0,11,11,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,11.6666666666667,0,-11.6666666666667,11,0,-11,0.03125,0.4375
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,11.6666666666667,11.6666666666667,0,11,11,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,11.6666666666667,9.33333333333333,-2.33333333333333,11,9.5,-2,0.375,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,11.6666666666667,5.83333333333333,-5.83333333333333,11,5.5,-6.5,0.09375,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,11.6666666666667,10.8333333333333,-0.833333333333333,11,10,0,0.75,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,11.6666666666667,8.5,-3.16666666666667,11,8,-4,0.1875,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,11.6666666666667,11.6666666666667,0,11,11,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,11.6666666666667,3.83333333333333,-7.83333333333333,11,0.5,-9.5,0.1875,1
problem,DASCMOP1_BC,DASCMOP_BC,ABS,boundarycore_beta,no_boundary,BoundaryCore mainline with beta calibrator,"Final-effect ablation: boundary budget disabled via bRho = 0",higher_better,6,11.6666666666667,0,-11.6666666666667,11,0,-11,0.03125,0.4375
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,AGS,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0,0.989405471374374,0.989405471374374,0,0.989773950484392,0.989773950484392,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,gateOpenRate,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0,25393.6666666667,25393.6666666667,0,25580.5,25580.5,0.03125,0.4375
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineUseCount,boundarycore_beta,no_boundary,BoundaryCore mainline with beta calibrator,"Final-effect ablation: boundary budget disabled via bRho = 0",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,bridge_gap_0,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,bridge_gap_0p02,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeActivationGap = 0.02",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,midpoint_only,BoundaryCore mainline with beta calibrator,"Finder ablation: midpoint only, no trust refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,probe3_only,BoundaryCore mainline with beta calibrator,"Finder ablation: three probes only, no local refine",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,boundarycore_no_trust,BoundaryCore mainline with beta calibrator,"Trust ablation: disable trust but force placement refine",higher_better,6,0,0.0098292906475874,0.0098292906475874,0,0.0100406886630503,0.0100406886630503,0.03125,0.40625
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,selector_pareto_only,BoundaryCore mainline with beta calibrator,"Selector ablation: Pareto-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,selector_boundary_only,BoundaryCore mainline with beta calibrator,"Selector ablation: boundary-only ordering",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,selector_random_shortlist,BoundaryCore mainline with beta calibrator,"Selector ablation: random selection within Pareto shortlist",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,feasible_forward_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable feasible forward exploit",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,refineGainPerSeed,boundarycore_beta,infeasible_shrink_off,BoundaryCore mainline with beta calibrator,"Refinement ablation: disable infeasible bracket shrink",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,FFC,boundarycore_beta,boundarycore_raw,BoundaryCore mainline with beta calibrator,"BoundaryCore mainline with raw calibrator",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_topk_1,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 1",higher_better,6,0,0,0,0,0,0,1,1
problem,DASCMOP1_BC,DASCMOP_BC,FFC,boundarycore_beta,bridge_topk_3,BoundaryCore mainline with beta calibrator,"Bridge ablation with BridgeTopK = 3",higher_better,6,0,0,0,0,0,0,1,1
