scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,gateOpenRate_mean,refineUseCount_mean,refineGainPerSeed_mean,UBY_mean,ABS_mean,AGS_mean,FFC_mean,FGY_mean,tightBracketAbsCount_mean,recoverAbsCount_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
pooled,ALL_9_BC,ALL_BC,9,54,14217.4074074074,12242,4541.35185185185,4158,0.0414354844673739,0.0357558795479922,0.0427873246547821,0.0306081872552878,0.979428136344544,0.997173317527164,0.0305287152062353,0,0.224495651684644,1,1,0.548780638435447,0.0296380855996041,0.00201387766348871,4.59259259259259,4.67145323914502e-07,0.00117803005936905,6.46296296296296,0,1.42592592592593,0.224495651684644,2506.61111111111,166.333333333333,0.342117993678726,0.359043154533642,0.336805971975789,0.35727573966681,53,53,687.518518518518,687.518518518518,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,264.601398291667
pooled,ALL_9_BC,ALL_BC,9,54,14232.9444444444,12627,4579.33333333333,4304.5,0.0188411849535446,0.0171467694687247,0.0190725100264285,0.0100322211516937,0.990045277281402,0.997530469033639,0.0312622487792616,0,0.224327297752188,1,1,0.446559696375143,0.018276477606363,0.00131370193663122,3.77777777777778,4.06064223801487e-07,0.000940297344726572,4.90740740740741,0,1.2962962962963,0.224327297752188,1995.16666666667,102.407407407407,0.405068230285958,0.449874411258445,0.404830838026099,0.449874411258445,53,53,719.851851851852,719.851851851852,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,224.112529666667
pooled,ALL_9_BC,ALL_BC,9,54,14300.5,12691.5,4386.22222222222,4047,0.04150505063874,0.0361112451490885,0.0436126166698929,0.0308717162526529,0.995051874941783,0.998780671383411,0.0419622132285661,0,0.37948232207373,1,1,0.501424218396257,0.00947396785935195,0.00119644993578125,2.83333333333333,4.8964082924658e-07,0.00104457572117658,4.7037037037037,0,0.925925925925926,0.37948232207373,2193.83333333333,39.8888888888889,0.404492944535223,0.410123524926399,0.404492944535223,0.410123524926399,53,53,707.074074074074,707.074074074074,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,222.617956208333
pooled,ALL_9_BC,ALL_BC,9,54,14182.1296296296,13288,4460.44444444444,4246,0.0476723459617786,0.0491147600389581,0.0487842563599829,0.0354640411702049,0.987145474576748,0.998220900145153,0.0325495940774758,0,0.282766726180913,1,1,0.546711571913758,0.0177889462681721,0.000974610463321379,2.68518518518519,9.3149980669692e-07,0.00100559343050292,5.09259259259259,0,1.55555555555556,0.282766726180913,2523.27777777778,88.4074074074074,0.377274686691037,0.438553765812301,0.371959672101118,0.438553765812301,53,53,703.148148148148,703.148148148148,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,225.13782875
pooled,ALL_9_BC,ALL_BC,9,54,14431.6111111111,13213.5,4633.94444444444,4313.5,0.042495323660744,0.0361551004214802,0.0433531058668283,0.0312500662858806,0.980878115234851,0.996518982716707,0.061178266230221,0,0.216745995424928,1,1,0.547350893594897,0.0301619045875858,0.00175208955056797,3.74074074074074,4.66457316001979e-07,0.00127086610688468,7.11111111111111,0,1.90740740740741,0.216745995424928,2575.48148148148,173,0.339093165558979,0.350553158461602,0.333931057652681,0.350553158461602,54,54,682.166666666667,682.166666666667,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,226.448220916667
pooled,ALL_9_BC,ALL_BC,9,54,14341.6666666667,12927.5,4550.07407407407,4196,0.0433739895596833,0.0362313381113415,0.0445100113008865,0.0315179937246443,0.979087805245151,0.997240245694428,0.0260857804057186,0,0.216591833612924,1,1,0.536192492123439,0.0291368926972014,0.00206706138200018,4.55555555555556,4.24567122871348e-07,0.00114303286780149,6.5,0,1.37037037037037,0.216591833612924,2473.14814814815,165.981481481481,0.333363626994505,0.351519562493716,0.327124728385981,0.351519562493716,50,50,676.740740740741,676.740740740741,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,225.872523416667
pooled,ALL_9_BC,ALL_BC,9,54,14420.8333333333,13335.5,4561.88888888889,4258.5,0.0480049449568717,0.03873986634997,0.0498975706781624,0.0346653044251923,0.997859930056814,0.99926549498512,0.00345389377647442,0,0.413023995295945,1,1,0.348175925506742,0.0355776474768454,0,0,0,0.000840560802381116,3.92592592592593,0,0.0555555555555556,0.413023995295945,1403.14814814815,172.444444444444,0.449946903700895,0.481991187926747,0.449473551053136,0.481991187926747,52,52,694.148148148148,694.148148148148,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,216.65728425
pooled,ALL_9_BC,ALL_BC,9,54,14287.537037037,12286,4540.48148148148,4224,0.0420175433012023,0.0376850520381485,0.0433659540625498,0.0311596496060862,0.979882783961916,0.997687747719437,0.0330881887447855,0,0.210726736127281,1,1,0.547704035208765,0.0289766873036108,0,0,0,0.00114402596826812,6.37037037037037,0,1.42592592592593,0.210726736127281,2505.38888888889,161.481481481481,0.337181168887265,0.359043154533642,0.332225099131011,0.35727573966681,53,53,689.444444444444,689.444444444444,probe3_only,"Finder ablation: three probes only, no local refine",beta,226.511926791667
pooled,ALL_9_BC,ALL_BC,9,54,14358.0555555556,12521,4444.25925925926,4256.5,0.0424447109159628,0.0432483251902022,0.0432454629132978,0.031001648976793,0.972348203647586,0.988657210071407,0.168781468688619,0.0394736842105263,0.11602284935948,1,1,0.605719392954468,0.0609046470798449,0.784257838629088,14337.1666666667,0.0093619372848259,0.00158462265422229,8.75925925925926,0,6.2962962962963,0.11602284935948,2667.2962962963,277.555555555556,0.27566538795019,0.242485304183376,0.270840294145068,0.218419631837465,53,53,633.259259259259,633.259259259259,boundarycore_no_trust,"Trust ablation: disable trust but force placement refine",beta,230.288698083333
pooled,ALL_9_BC,ALL_BC,9,54,14156.0185185185,12790,4558.40740740741,4284,0.0418725709470648,0.0435206566709812,0.0410218615978294,0.0392079002526276,0.988405711534488,0.998179102574998,0.0289275730664327,0,0.22614091300203,1,1,0.479812583696108,0.0149448615785681,0.00129394158760179,3.57407407407407,2.9996939589654e-07,0.000814093906435453,4.42592592592593,0,1.31481481481481,0.22614091300203,2186.42592592593,73.7592592592593,0.365337263522079,0.417078048726307,0.363915575751135,0.417078048726307,53,53,702.648148148148,702.648148148148,selector_pareto_only,"Selector ablation: Pareto-only ordering",beta,229.225787291667
