problem,run,seed,target_FE,actual_FE,generation,query_mode,train_count,prev_bmem_candidate_count,prev_bmem_survivor_count,raw_generated_count,feasible_rate,gap_ratio50,gap_ratio90,near_boundary_rate_gap1,better_than_random_gap_rate,sample_feasible_count,sample_infeasible_count
LIRCMOP5_BC,1,1,10000,10208,48,boundary_populated,122,121,107,30,0.766666666666667,1.4914040462711,4.10813361681279,0.3,1,364,36
LIRCMOP5_BC,1,1,30000,30088,136,boundary_populated,37,32,25,18,0.111111111111111,0.321277509158086,1.19738884007027,0.833333333333333,1,341,59
LIRCMOP5_BC,1,1,50000,50026,224,boundary_populated,143,122,110,30,0.266666666666667,1.32021340585527,3.14199695965794,0.4,1,278,122
LIRCMOP5_BC,1,1,70000,70064,312,boundary_populated,38,37,26,18,0.555555555555556,0.48345375981907,1.30651787671755,0.833333333333333,1,249,151
LIRCMOP5_BC,1,1,100000,100024,454,boundary_populated,24,33,15,0,NaN,NaN,NaN,NaN,NaN,270,130
LIRCMOP6_BC,1,1,10000,10158,49,boundary_populated,74,66,64,30,1,24.6500257473054,37.8121921782324,0,1,389,11
LIRCMOP6_BC,1,1,30000,30114,136,boundary_populated,103,105,85,30,0.0333333333333333,0.748305373617195,2.14414554050948,0.666666666666667,1,298,102
LIRCMOP6_BC,1,1,50000,50144,224,boundary_populated,59,37,31,30,0.233333333333333,0.818196616819882,3.4071546002226,0.533333333333333,1,226,174
LIRCMOP6_BC,1,1,70000,70102,312,boundary_populated,62,63,56,30,0.433333333333333,1.04253615548094,4.61079092677943,0.5,1,253,147
LIRCMOP6_BC,1,1,100000,100032,446,boundary_populated,16,16,7,0,NaN,NaN,NaN,NaN,NaN,264,136
LIRCMOP7_BC,1,1,10000,10080,46,boundary_populated,97,87,70,30,0.1,2.0736569334634,4.49266093366293,0.233333333333333,1,297,103
LIRCMOP7_BC,1,1,30000,30084,133,boundary_populated,67,108,49,30,0.166666666666667,3.04354870096538,8.62027643012463,0.333333333333333,1,251,149
LIRCMOP7_BC,1,1,50000,50088,220,boundary_populated,68,71,55,30,0.366666666666667,0.792595386485936,2.67266973360288,0.633333333333333,1,281,119
LIRCMOP7_BC,1,1,70000,70208,309,boundary_populated,94,101,86,30,0.2,0.795284285805218,2.99665089425591,0.6,1,254,146
LIRCMOP7_BC,1,1,100000,100108,439,boundary_populated,150,159,126,30,0.1,0.721339413273712,4.54750522088068,0.566666666666667,1,171,229
LIRCMOP8_BC,1,1,10000,10026,47,boundary_populated,58,47,44,30,0.233333333333333,2.07174592900195,6.5114400258803,0.3,1,361,39
LIRCMOP8_BC,1,1,30000,30222,135,boundary_populated,51,60,42,24,0.125,2.16715780677762,7.76739152458958,0.416666666666667,1,343,57
LIRCMOP8_BC,1,1,50000,50198,222,boundary_populated,81,80,67,30,0.2,0.497580100208659,4.72560172199054,0.733333333333333,1,341,59
LIRCMOP8_BC,1,1,70000,70208,309,boundary_populated,100,111,92,30,0.3,0.985266586220094,2.50791026276718,0.5,1,285,115
LIRCMOP8_BC,1,1,100000,100108,439,boundary_populated,132,131,111,30,0.2,0.849894983646746,3.41577890462189,0.566666666666667,1,185,215
LIRCMOP9_BC,1,1,10000,10096,47,boundary_populated,45,39,25,20,0.65,12.370028584549,36.1282815380933,0.1,1,208,192
LIRCMOP9_BC,1,1,30000,30134,139,boundary_populated,11,54,5,0,NaN,NaN,NaN,NaN,NaN,309,91
LIRCMOP9_BC,1,1,50000,50156,231,boundary_populated,38,37,13,16,0.6875,0.0148191286421162,5.3390676352436,0.75,1,272,128
LIRCMOP9_BC,1,1,70000,70126,323,boundary_populated,41,54,13,22,0.636363636363636,0.171317967606121,211.099332165032,0.590909090909091,1,235,165
LIRCMOP9_BC,1,1,100000,100028,458,boundary_populated,44,46,22,18,0.666666666666667,0.236531875031833,34.6041071152124,0.722222222222222,1,211,189
LIRCMOP10_BC,1,1,10000,10040,49,boundary_populated,22,22,15,0,NaN,NaN,NaN,NaN,NaN,293,107
LIRCMOP10_BC,1,1,30000,30178,140,boundary_populated,54,66,27,22,0.5,0.871681751156549,53.1237085372015,0.636363636363636,1,277,123
LIRCMOP10_BC,1,1,50000,50092,227,boundary_populated,62,69,36,26,0.5,1.10455983040295,39.8390246459467,0.461538461538462,1,266,134
LIRCMOP10_BC,1,1,70000,70098,314,boundary_populated,79,72,32,30,0.4,1.40693379720725,13.3516962088164,0.433333333333333,1,245,155
LIRCMOP10_BC,1,1,100000,100228,445,boundary_populated,105,103,66,30,0.3,2.02785880217413,20.3864245039445,0.4,1,251,149
