variant,maxCandidatePairsPerRef,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
pair3,3,DASCMOP1_BC,3,10000,10013,45,42,1,0.14,42,0,0.00483853049247493,0.00983326258863412,42,20,3,0.00219860754855258,76.1904761904762,0.859427174360196,1.13746834800639,0,0,20,20,20,0.476190476190476,0.0293171638970077,0.0316982231608897,0,0.0392047794216606,NaN,0.55,0.0575013977327765,1,0.0315835892270946,0.0394858435856645,1,400,42,484,484,179,305,78,14,100,14,6141,0,42,42,42,42,42,42,42,42,42,0,20
pair3,3,DASCMOP1_BC,3,30000,30168,137,81,1,0.27,81,0,0.00382941982275717,0.0141083902895487,81,20,3,0.00424017170077998,39.5061728395062,0.504914139159392,0.665211804428685,0,20,0,20,2,0.246913580246914,0.0296715881379164,0.11078354257577,0,0.11078354257577,NaN,0.75,0.110610838551712,0.0740740740740741,0.0314628324729473,0.110822802917835,0.1,400,81,562,562,217,345,157,28,100,28,7871,0,84,84,84,84,81,81,81,81,81,0,20
pair3,3,DASCMOP1_BC,3,50000,50188,228,87,1,0.29,87,0,0.00255948551247943,0.00588303522820131,87,20,3,0.00455425849343035,36.7816091954023,0.453905680809737,0.634301481062538,0,20,0,20,1,0.229885057471264,0.00661031652796646,0.0139407981147488,0,0.0154159248118148,NaN,0,-0.0157870627949814,0.0689655172413793,0.0137132509489608,0.017901466714137,0.05,400,78,556,556,220,336,178,31,100,31,8076,0,93,93,93,93,87,87,87,87,87,0,20
pair3,3,DASCMOP1_BC,3,70000,70208,319,84,1,0.28,84,0,0.00114460806800428,0.00407153334095358,84,20,3,0.00439721509710517,38.0952380952381,0.318726494099063,0.565231267215823,0,20,0,20,2,0.238095238095238,0.0719781314342825,0.110259517756152,0,0.110259517756152,NaN,0,-0.0355191465420809,0.0714285714285714,0.0723693018762424,0.110276423446241,0.1,400,90,580,580,219,361,192,30,100,30,10032,0,90,90,90,90,84,84,84,84,84,0,20
pair3,3,DASCMOP1_BC,3,100000,100128,455,75,1,0.25,75,0,0.00062283774636972,0.00276284125419325,75,20,3,0.00392608490812961,42.6666666666667,0.419373477721272,0.693047425751743,0,20,0,20,1,0.266666666666667,0.0544903176595535,0.134612770189253,0,0.134612770189253,NaN,0,-0.00201892554204219,0.08,0.0546050307650442,0.134629009169294,0.05,400,78,556,556,205,351,179,30,100,30,8637,0,90,90,90,90,75,75,75,75,75,0,20
pair3,3,DASCMOP2_BC,3,10000,10206,46,60,1,0.2,60,0,0.00693482086528936,0.00923073813889401,60,20,3,0.00314086792650369,53.3333333333333,0.780845002884555,1.03690697588181,0,0,20,20,0,0.333333333333333,0.254818315300658,0.28025962316748,0,0.287746243180973,NaN,0.6,0.0152416949386904,0,0.261515751303904,0.287764025156705,0,400,63,526,526,212,314,142,23,100,23,8864,3,69,69,69,69,60,60,60,60,60,0,20
pair3,3,DASCMOP2_BC,3,30000,30006,136,108,1,0.36,108,0,0.00341250755081454,0.0104869009289582,108,20,3,0.00565356226770664,29.6296296296296,0.745031973272342,1.14312967253948,0,3,17,20,4,0.185185185185185,0.018782285226486,0.0251147045878079,0,0.0304385615262101,NaN,0.6,0.00334637412407962,0.138888888888889,0.0218275420406557,0.0311637683497593,0.2,400,114,628,628,253,375,209,41,100,41,11604,0,123,123,123,123,108,108,108,108,108,0,20
pair3,3,DASCMOP2_BC,3,50000,50026,227,144,1,0.48,144,0,0.00249816187947883,0.00968157582412847,144,20,3,0.00753808302360886,22.2222222222222,0.758756913889639,1.09190583666136,0,2,18,20,5,0.138888888888889,0.0279092921056214,0.0716594569787201,0,0.0733471276264276,NaN,0.55,0.0682261051614864,0.208333333333333,0.034464318138865,0.0737818354692342,0.25,400,138,676,676,278,398,237,50,100,50,11584,0,150,150,150,150,144,144,144,144,144,0,20
pair3,3,DASCMOP2_BC,3,70000,70046,318,146,1,0.49,146,0,0.0013387256366106,0.00557783903320238,146,20,3,0.00764277862115898,21.9178082191781,0.791094331233446,1.03042237166988,0,1,19,20,5,0.136986301369863,0.0418853551186299,0.100900692449838,0,0.101297974197746,NaN,0.6,0.0279598566650163,0.204081632653061,0.0478900281619509,0.101362900295899,0.25,400,144,688,688,287,401,244,50,100,50,11807,0,150,150,150,150,146,146,146,146,146,0,20
pair3,3,DASCMOP2_BC,3,100000,100186,455,135,1,0.45,135,0,0.00112229293929413,0.00449923302728671,135,20,3,0.0070669528346333,23.7037037037037,0.734332910524535,1.00215531295069,0,5,15,20,5,0.148148148148148,0.0302874371801707,0.150153705429134,0,0.152838515142363,NaN,0.55,0.054587933013548,0.222222222222222,0.0444779559395107,0.15315643180363,0.25,400,135,670,670,271,399,235,50,100,50,11890,0,150,150,150,150,135,135,135,135,135,0,20
pair3,3,DASCMOP4_BC,3,10000,10036,48,63,1,0.21,63,0,0.0054850088462012,0.0129226622734886,63,20,3,0.00329791132282887,50.7936507936508,0.0250137384479073,0.204006209458138,0,20,0,20,0,0.317460317460317,1.31814327997264,1.59676061153146,0,1.59823699128821,NaN,0.6,0.0021920594906634,0,1.31920731926651,1.59837313700637,0,400,33,466,466,255,211,172,23,93,21,3158,8,63,63,63,63,63,63,63,63,63,0,20
pair3,3,DASCMOP4_BC,3,30000,30056,139,54,1,0.19,54,0,0.00146113663224865,0.00716790393163603,54,20,3,0.00282678113385332,59.2592592592593,0.0121182830584493,0.104972902454987,0,20,0,20,0,0.37037037037037,1.4000928756247,1.76328001391131,0,1.76349699794088,NaN,0.85,0.0218690708355608,0,1.40527748642962,1.77455094148175,0,400,47,494,494,221,273,171,21,100,21,3695,448,58,58,58,58,54,54,54,54,54,0,20
pair3,3,DASCMOP4_BC,3,50000,50076,230,65,1,0.22,65,0,0.000605883711119375,0.00167742134266347,65,20,3,0.003402606920379,49.2307692307692,0.00497691339472208,0.101872445134452,0,20,0,20,0,0.307692307692308,1.19469014527249,1.65645881555654,0,1.65889182542512,NaN,0.95,0.000740400651596224,0,1.19846062079761,1.65942000160699,0,400,67,534,534,221,313,207,24,100,24,4890,6,72,72,72,72,65,65,65,65,65,0,20
pair3,3,DASCMOP4_BC,3,70000,70096,321,78,1,0.26,78,0,0.000255432041433569,0.000803534885058266,78,20,3,0.0040831283044548,41.025641025641,0.0039573449040328,0.101719669271795,0,20,0,20,0,0.256410256410256,0.796765146444427,1.00135165354007,0,1.00135165354007,NaN,0.4,-1.50727308005291e-05,0,0.799838592292005,1.00223385693875,0,400,78,556,556,183,373,178,27,100,27,7176,0,81,81,81,81,78,78,78,78,78,0,20
pair3,3,DASCMOP4_BC,3,100000,100016,457,60,1,0.2,60,0,0.000153886066436155,0.000564699567675998,60,20,3,0.00314086792650369,53.3333333333333,0.00252214766293686,0.118875995618827,0,20,0,20,0,0.333333333333333,0.52491137163993,0.753839710240237,0,0.753839710240237,NaN,0.1,-0.000480568799022502,0,0.527662043760772,0.754827466914713,0,400,60,520,520,169,351,159,24,100,24,7636,0,72,72,72,72,60,60,60,60,60,0,20
pair3,3,DASCMOP5_BC,3,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pair3,3,DASCMOP5_BC,3,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pair3,3,DASCMOP5_BC,3,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pair3,3,DASCMOP5_BC,3,70000,70000,349,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pair3,3,DASCMOP5_BC,3,100000,100000,499,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pair3,3,LIRCMOP5_BC,3,10000,10001,49,2,1,0.01,2,0,0.0123823663026776,0.0123823663026776,2,1,3,0.000104695597550123,100,0.271710359808823,0.271710359808823,0,0,1,1,1,0.5,0.452953309780367,0.452953309780367,0,0.452953309780367,NaN,1,0.107634063762499,1,0.452953309780367,0.452953309780367,1,400,0,400,400,399,1,132,37,9,1,2,0,2,2,2,2,2,2,2,2,2,0,1
pair3,3,LIRCMOP5_BC,3,30000,30215,141,87,1,0.29,87,0,0.00125188412449489,0.00481550259136324,87,20,3,0.00455425849343035,36.7816091954023,0.355874518206009,0.588290741396249,0,20,0,20,0,0.229885057471264,0.00770899193624341,0.0140715722145378,0,0.0147286358239573,NaN,0.75,0.0330085676903939,0,0.0106198196212461,0.0150524969807422,0,400,95,590,590,436,154,269,64,54,32,4846,15,96,96,96,96,87,87,87,87,87,0,20
pair3,3,LIRCMOP5_BC,3,50000,50015,231,102,1,0.34,102,0,0.00246678185022699,0.00569643706893164,102,20,3,0.00533947547505627,31.3725490196078,0.493869716922096,1.08184324975422,0,20,0,20,2,0.196078431372549,0.00535390470761062,0.0141835672454789,0,0.0173775333787869,NaN,0.7,0.0266622199768924,0.117647058823529,0.00605168720670287,0.0177985568873244,0.1,400,110,620,620,383,237,237,45,100,45,7097,14,134,134,134,134,102,102,102,102,102,0,20
pair3,3,LIRCMOP5_BC,3,70000,70035,322,123,1,0.41,123,0,0.00249703066982044,0.00679425985089241,123,20,3,0.00643877924933257,26.0162601626016,0.579312303898164,1.15360754948735,0,20,0,20,15,0.16260162601626,0.0276648568381097,0.0376705020520443,0,0.0558485543425471,NaN,0.35,-0.0366179060669114,0.0975609756097561,0.0507206841174147,0.0654598305499035,0.75,400,117,634,634,283,351,241,44,100,44,11543,0,132,132,132,132,123,123,123,123,123,0,20
pair3,3,LIRCMOP5_BC,3,100000,100175,459,120,1,0.4,120,0,0.00524901200130119,0.0102183868323274,120,20,3,0.00628173585300738,26.6666666666667,0.113814547893628,0.196793738338577,0,20,0,20,4,0.166666666666667,0.00927544242443154,0.0167818387077442,0,0.0349994979530072,NaN,1,0.0984782639892866,0.05,0.0253603961659962,0.035386356467768,0.2,400,120,640,640,395,245,322,76,100,76,7662,2165,157,157,157,154,120,120,120,120,120,0,20
