problem,FE,trainingFE,modelAgeFE,pairs,knownConditionRate,endpointDecisionRMSE,endpointObjectiveRMSE,midpointObjectiveRMSE,exactInterpolationNonlinearity,generatedFLabelAccuracy,generatedILabelAccuracy,trueMidFeasibleRate,generatedMidFeasibleRate,neighborAverageDecisionRMSE,neighborAverageObjectiveRMSE
LIRCMOP5_BC,5400,5200,0,12,1,0.215800687879676,10.8594409567281,10.9152162072249,0.660632772908185,1,0,0.142,1,0.0660321912562641,1.95609565554665
LIRCMOP5_BC,10000,9800,0,22,1,0.0922466188220305,1.13552563558725,1.01141222359129,0.165612062947993,0.164,0.702,0.108,0.208,0.049367632611736,0.50451543631159
LIRCMOP5_BC,30000,29800,0,66,1,0.08757914329268,0.615926334252349,0.545349257396689,0.0916750819983437,0,0.998,0.038,0.002,0.0654242183924197,0.498698298581372
LIRCMOP5_BC,50000,49800,0,19,1,0.153800659439952,0.659755764786851,0.662084089276983,0.0207914505295404,0.09,0.908,0.896,0.082,0.0492949104259724,0.189971297819873
LIRCMOP5_BC,70000,69800,0,9,1,0.0419998242880841,0.316635518483563,0.316023843440786,0.00636635508841591,0,1,0.926,0,0.0238453461487611,0.242847439226936
LIRCMOP5_BC,100000,74600,25200,8,0.5,0.0515167011720183,0.429106984025281,0.416154378661375,0.0159922147729805,0,1,0.5,0,0.0195172157371888,0.240804629171629
