problem,FE,trainingFE,modelAgeFE,pairs,knownConditionRate,endpointDecisionRMSE,endpointObjectiveRMSE,midpointObjectiveRMSE,exactInterpolationNonlinearity,generatedFLabelAccuracy,generatedILabelAccuracy,trueMidFeasibleRate,generatedMidFeasibleRate,neighborAverageDecisionRMSE,neighborAverageObjectiveRMSE
LIRCMOP8_BC,5200,5000,0,11,1,0.238765793405043,9.6721854126739,10.3351772851731,1.11867348452633,1,0,0.362,1,0.0941928022074434,2.11743313193978
LIRCMOP8_BC,10000,9800,0,48,1,0.140641314853244,2.39244041297565,2.14099404820111,0.389935249868338,0.134,0.448,0.054,0.26,0.0731901911092806,1.06083165200203
LIRCMOP8_BC,30000,29600,200,65,0.972,0.0842693207329899,0.554591434964087,0.491381342927564,0.0787334369129767,0.135802469135802,0.868312757201646,0.0432098765432099,0.141975308641975,0.0437923909784669,0.367463114319298
LIRCMOP8_BC,50000,49800,0,92,1,0.0989294647323562,0.305450346898805,0.306535441537805,0.0371881941717533,0.076,0.906,0.012,0.088,0.0551943131003237,0.170241321533078
LIRCMOP8_BC,70000,69800,0,96,1,0.0879117342413426,0.23509147923179,0.237122533085493,0.035733852574091,0.334,0.714,0,0.324,0.0578339934768593,0.17420900211157
LIRCMOP8_BC,100000,99800,0,92,1,0.0911968048474212,0.26651924405617,0.270207165228187,0.047857306458916,0.254,0.736,0.02,0.254,0.0646901570340467,0.196866569985346
