problem,targetRadialEnergy,neighborMeanRadialEnergy,generatedMeanRadialEnergy,targetX1Mean,neighborX1Mean,generatedX1Mean
LIRCMOP7_BC,0.0882206223350756,0.0514389517159851,0.066950527307474,0.558025107262663,0.558205771731831,0.537587112574961
LIRCMOP8_BC,0.0666174465871884,0.0325637276941947,0.0781889167798867,0.645986973949413,0.646159443295294,0.625518423349465
