problem,FE,pairs,updates,epochs,movementRMSE,commonRefs,adjacentTargetJump,top10WeightShare,effectiveWeightedPairs,preRMSE,postRMSE,relativeError,noiseRMSE
LIRCMOP7_BC,4200,12,200,200,NaN,0,0.12602130955463,0.421393595605209,7.40683802736887,0.268588742345503,0.213302477702884,1.99820706244567,0.0340741325365813
LIRCMOP7_BC,4400,15,20,20,0.152295729841822,4,0.147752387905642,0.600553295043401,4.68395341629568,0.216418248583006,0.209012066666533,2.65746739927269,0.0356821636199753
LIRCMOP7_BC,5200,9,20,20,0.128955013509802,2,0.105118063929825,0.21131102081293,7.61497781671026,0.213638524057779,0.20885695651853,2.05086720351318,0.0359123841690106
LIRCMOP7_BC,5400,14,20,20,0.119947669937616,2,0.107274058114311,0.427323952545191,7.43161320417539,0.209857876898583,0.202424157303558,2.27260439526841,0.0358684745734547
LIRCMOP7_BC,5600,15,20,20,0.0595456986809783,4,0.097970247640245,0.35167057838617,9.72035675994157,0.19811268509618,0.190559795317235,2.37171090946546,0.0362252774991475
LIRCMOP7_BC,5800,22,20,10,0.100109493394489,8,0.0926347740725981,0.326145829061191,14.882501733055,0.187752324514015,0.180900486957999,2.18520594271488,0.0359808310944448
LIRCMOP7_BC,6000,28,20,10,0.0665372642268548,8,0.0900624213037439,0.506261037346173,8.71466807555502,0.18081521366448,0.172774558814931,2.60820820100089,0.0349401899430762
LIRCMOP7_BC,6200,33,20,6.66666666666667,0.09125577616366,10,0.0911463062443151,0.482755419910204,11.4752036404864,0.173289756746209,0.166723943630053,2.54375097061038,0.0352975130583629
LIRCMOP7_BC,6400,30,20,10,0.0916610734299367,14,0.0935654768752812,0.369468813684988,14.4028136260529,0.167993025151182,0.163674065335796,2.37767164284245,0.0356345749058462
LIRCMOP7_BC,6600,35,20,6.66666666666667,0.0851985077680704,16,0.0971434279264952,0.367267818538745,16.2861556685788,0.165200932169711,0.15959201095164,2.1957448578997,0.0355415056660549
LIRCMOP7_BC,6800,39,20,6.66666666666667,0.0916480634636662,15,0.093355867030024,0.316525591455648,20.0774079619466,0.160919957581724,0.15440876079468,2.13771171594713,0.0358894073229373
LIRCMOP7_BC,7000,40,20,6.66666666666667,0.0745698562916555,13,0.0934110525199476,0.389138345153224,16.637416997071,0.153066528659318,0.146525603275146,2.13227149484988,0.0351665453073228
LIRCMOP7_BC,7200,37,20,6.66666666666667,0.0933070316692176,13,0.0964322783732921,0.369288422973334,17.7498185004155,0.145940211849053,0.139787485383313,2.01299007086817,0.0351462095120031
LIRCMOP7_BC,7400,39,20,6.66666666666667,0.0745667699359927,14,0.0960782528992518,0.365613076449299,18.1668612830679,0.14284494535458,0.136819761313116,1.90210376204851,0.0351318328844402
LIRCMOP7_BC,7600,45,20,6.66666666666667,0.0950077182295443,22,0.0916343858602681,0.370098510120346,22.6360407806722,0.137357620673073,0.131713121504696,1.85867230096706,0.0349018871141762
LIRCMOP7_BC,7800,45,20,6.66666666666667,0.0945990300945173,20,0.0959490896123493,0.334732282517254,22.7712133046513,0.13428901142582,0.129094204906167,1.78388825259545,0.0346291417192204
LIRCMOP7_BC,8000,50,20,5,0.0887534693992355,23,0.0906671537914612,0.314837699303979,26.8822719720095,0.126010161908293,0.120975094745933,1.71601554435107,0.0343856347674932
LIRCMOP7_BC,8200,45,20,6.66666666666667,0.0922596910210314,23,0.09213683896962,0.481318681281615,15.1461671004215,0.122338083536608,0.116973864122969,1.98384622210447,0.0335664021523477
LIRCMOP7_BC,8400,48,20,6.66666666666667,0.0859448078866853,20,0.0916344653570721,0.419907553474507,19.438657205713,0.115662366874283,0.111528119446142,1.84716617127402,0.0337147186474728
LIRCMOP7_BC,8600,50,20,5,0.0875590188307018,27,0.0951240202808922,0.373889752968871,22.5167235887644,0.110802203406936,0.107164829582612,1.831383129627,0.0326301081416321
LIRCMOP7_BC,8800,52,20,5,0.0328772688755017,41,0.0947733931510177,0.420380761122298,22.4910812420282,0.106735529690854,0.103112761600333,1.6935395089713,0.0321850234332984
LIRCMOP7_BC,9000,49,20,5,0.0913547972446786,32,0.0938664558473363,0.407938321093928,20.2162440576523,0.0996442265615252,0.0966764434710245,1.76304617090262,0.0315536522856657
LIRCMOP7_BC,9200,52,20,5,0.0910037361609789,31,0.0938818876260532,0.465621330841795,20.5468627814564,0.0963466130734497,0.0936599823520186,1.68987303807189,0.0309259238229479
LIRCMOP7_BC,9400,59,20,5,0.0874741371282307,34,0.0938425623133352,0.424485674758296,23.6126120569763,0.0961154034572371,0.0938713524987222,1.64414536261274,0.0306790348967494
LIRCMOP7_BC,9600,18,20,10,0.0540632579280992,15,0.0917999234882629,0.612959972690528,3.32006335659949,0.100821418968213,0.098726126130738,1.61271542994349,0.0295322040393627
LIRCMOP7_BC,9800,14,20,20,0.0737987273356624,8,0.0992478525559085,0.245463569278833,11.8753181290134,0.101041428175804,0.0992104475548105,1.26021895107127,0.0299281563726494
LIRCMOP7_BC,10000,16,20,20,0.0867324359605631,8,0.0906475573607319,0.751930758525397,2.05675821089634,0.100434509196068,0.0973467348733534,1.71313995005607,0.0295233062227655
LIRCMOP7_BC,10200,16,20,20,0.0785654772207183,7,0.088615019072451,0.753257347196631,2.04729023596349,0.099106960376654,0.0977966087738089,1.62549584301269,0.0291556593136645
LIRCMOP7_BC,10400,17,20,10,0.0439716196125104,11,0.083016091790077,0.702867553541112,2.52321962506384,0.0990473993314129,0.0974800385258888,1.7759355814423,0.0289899307039313
LIRCMOP7_BC,10600,17,20,10,0.0810313752655249,6,0.0898653048764581,0.750508995453637,2.23119985639751,0.101070052145861,0.100124061373639,1.66051525010178,0.0287757704737674
LIRCMOP7_BC,10800,19,20,10,0.0832787228580845,9,0.093008871710581,0.666705653869407,2.79571906528078,0.0966079953758822,0.0955074145287378,1.69683378109782,0.0278026046878737
LIRCMOP7_BC,11000,19,20,10,0.063941199721042,9,0.0826677893507063,0.684169366471612,2.66887279075973,0.0981350166759465,0.0971072508887127,1.66353178809306,0.0275064395258373
LIRCMOP7_BC,11200,20,20,10,0.0628948620622877,11,0.0851939690488813,0.616738514903482,3.60626986631604,0.0909032868433877,0.089094860589385,1.78227555376263,0.0266235962570299
LIRCMOP7_BC,11400,18,20,10,0.0522725389015362,8,0.07562361425513,0.357674567839668,9.2973457522224,0.0938635731697506,0.0915457093995295,1.74371733598978,0.0272792806098045
LIRCMOP7_BC,11600,21,20,10,0.0473950959407089,11,0.078674116773828,0.63849340219834,4.68781090327526,0.0910882592559395,0.0897854603310234,1.91149959905556,0.0265615994166721
LIRCMOP7_BC,11800,26,20,10,0.0594905928164266,13,0.0661046927974851,0.441849675486585,10.4531210634131,0.0811062824163162,0.0792312417426337,1.61200797631876,0.025820371339479
LIRCMOP7_BC,12000,30,20,10,0.0563087619722334,11,0.0672108890412767,0.366952497544195,13.2267581248815,0.0754980273540188,0.0738774977265168,1.78403024377501,0.0252631946608606
LIRCMOP7_BC,12200,30,20,10,0.0588946091646377,16,0.0641050692938034,0.37177600672982,13.203598054673,0.0689412050187436,0.0674975238627699,1.65775834583554,0.0245260518960463
LIRCMOP7_BC,12400,29,20,10,0.0529312142601181,14,0.0646588882398867,0.356352630615618,13.0968720562199,0.0690872911269312,0.0678779187791243,1.78227670902946,0.023379142859774
