problem,FE,arm,pairs,updates,seconds,parameters,RMSE,biasRMSE,noiseRMSE,biasMSEShare,relativeError,targetJump,outputJump,endpointObjectiveRMSE,midpointObjectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,midpointFeasibleRate,adversarialGradientNorm,geometryGradientNorm,advGeometryCosine
LIRCMOP8_BC,99800,warm5000,92,5000,218.254654875,2366,0.0846930957785004,0.0846148465391438,0.00938872941906071,0.987837965887015,5.69944974506862,0.0672407634931515,0.00524043182657415,0.196827146670787,0.188959918262923,0.115149456521739,0.874150815217391,0.119225543478261,3.05779495967105,415.024704094911,0.0849900008439843
