problem,FE,arm,pairs,updates,seconds,parameters,RMSE,biasRMSE,noiseRMSE,biasMSEShare,relativeError,targetJump,outputJump,endpointObjectiveRMSE,midpointObjectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,midpointFeasibleRate,adversarialGradientNorm,geometryGradientNorm,advGeometryCosine,trueGapMean,generatedMeanGap,deltaRMSE,deltaCosineMean,endpointWeightedLoss,deltaWeightedLoss,geometryLoss,adversarialLoss
LIRCMOP7_BC,4200,warm1000,12,1000,40.8672620416667,2366,0.105239402260106,0.102065800085518,0.0218132502657215,0.956319914939319,0.94007461551575,0.12602130955463,0.00588857723837227,1.46965614574974,1.0464663410031,0.346354166666667,0.677083333333333,0.321614583333333,1.18217212085022,3.64979991129287,-0.240247261796521,0.650312227810213,0.137387036810853,0.121193488784239,0.243925014791349,0.899415791034698,0.944511651992798,9.93866956233978,0.0883214101195335
LIRCMOP7_BC,30000,warm1000,56,1000,40.9257567916667,2366,0.0480566663973833,0.0472886342265755,0.00706804577107816,0.978148071669775,2.10303300540272,0.0564978365977782,0.00169272737215844,0.463112537488908,0.40280528687006,0.0552455357142857,0.946428571428571,0.0577566964285714,1.73402470543603,63.0839682044128,-0.188018763111109,0.150180959549607,0.0248603530484487,0.031987704830368,0.0474015781558926,5.97434329986572,1.09333634376526,60.8367693424225,0.635858178138733
LIRCMOP7_BC,99800,fresh128_1000,95,1000,56.1593882083333,21662,0.151505170654543,0.149658157836853,0.0141868823612878,0.991093892260735,10.8973926636433,0.0699091696262714,0.00364514695868245,0.273759192219534,0.256536188717098,0.0853618421052632,0.907894736842105,0.09375,1.86037523433396,2057.77297043138,-0.371706141376684,0.114531278314819,0.0479881477805703,0.0268525116395049,-0.0394500251635377,273.094909667969,5.1298713684082,2736.0789680481,0.936213374137878
LIRCMOP7_BC,99800,fresh128_5000,95,5000,191.364180125,21662,0.134357634269698,0.1323666338309,0.011641767086586,0.99232401241127,9.91874925436332,0.0699091696262714,0.00433616371491506,0.291299518383234,0.278520065402577,0.0636513157894737,0.936348684210526,0.0628289473684211,2.55721667137051,2004.13584972187,-0.282333245111605,0.114531278314819,0.0224754092776798,0.0256896650281848,-0.0204751760088595,212.831192016602,3.57849836349487,2131.89041852951,1.61360061168671
LIRCMOP7_BC,99800,fresh128uniform1000,95,1000,75.4227507916667,21662,0.119054852605142,0.117898752662644,0.0143847921809813,0.98533198505248,10.7050925188902,0.0699091696262714,0.00559687280392559,0.28427226259793,0.265148826942325,0.000164473684210526,0.985526315789474,0.000493421052631579,2.17515281461255,11626.5919233979,-0.427577827896455,0.114531278314819,0.0550471736090074,0.0272101098013393,-0.0191698620049658,460.408386230469,6.34557676315308,4610.42943906784,-0.382386654615402
LIRCMOP7_BC,99800,fresh128uniform5000,95,5000,210.993220791667,21662,0.106874674083952,0.105890562365608,0.00950397939656831,0.9920088002305,9.39630484547574,0.0699091696262714,0.00570982257423607,0.299388765972267,0.280407295145463,0.0549342105263158,0.954605263157895,0.0472039473684211,2.72333575356712,12339.6865434002,-0.59508771808646,0.114531278314819,0.0246466228794625,0.0252629145287652,0.0363519729502,334.262847900391,4.67506504058838,3347.30354404449,0.616723418235779
LIRCMOP7_BC,99800,fresh32_1000,95,1000,55.2623080416667,2366,0.225739355960729,0.224142567994886,0.0263609216364681,0.986357100844383,18.5190389124845,0.0699091696262714,0.0044213132541243,2.35535920073288,1.91242464131092,0.0467105263157895,0.294572368421053,0.166611842105263,1.43443876515733,11771.8682216892,0.955643134716225,0.114531278314819,0.446315636233107,0.0850204800850803,-0.00566257487160173,793.304870605469,218.688980102539,8151.73768615723,-0.910466432571411
LIRCMOP7_BC,99800,fresh32_10000,95,10000,273.88618225,2366,0.135904731956682,0.13629956284048,0.0136400574160683,0.990084474823402,10.1767985244942,0.0699091696262714,0.00395379648508605,0.275246511485996,0.254321960043388,0.108881578947368,0.950657894736842,0.0725328947368421,2.11316008960915,1492.35202554341,-0.676409621416604,0.114531278314819,0.0542346492120801,0.0265945194747515,0.0347172749017373,233.462310791016,5.08301115036011,2339.70611906052,-0.688944458961487
LIRCMOP7_BC,99800,fresh32_5000,95,5000,191.814635375,2366,0.142966047192109,0.142871788604574,0.016043352494495,0.987547535919783,10.6946954594185,0.0699091696262714,0.0040685519161957,0.262014596649816,0.241190808818087,0.119736842105263,0.904111842105263,0.11875,1.80461456268379,1322.01452757389,-0.692652690061737,0.114531278314819,0.0821928035529772,0.0288187393340007,0.0153468846797003,259.955718994141,8.68924999237061,2608.24643993378,-0.411537289619446
LIRCMOP7_BC,99800,fresh32uniform1000,95,1000,70.4865622083333,2366,0.207852778973479,0.206642452862857,0.0259089866609086,0.984522970457509,17.4160218791029,0.0699091696262714,0.00456543142735742,2.01097257417903,1.58923014276448,0.0106907894736842,0.527960526315789,0.267763157894737,1.36978891557518,11289.2188603615,0.938513993603966,0.114531278314819,0.445665755742863,0.0846514734632815,0.000949293231454885,702.091918945312,222.256637573242,7243.17582702637,-1.01365447044373
