problem,arm,endpointRows,objectiveRMSE,baseTermRMS,crossTermRMS,squareTermRMS,crossTermMean,squareTermMean,identityMaxError
LIRCMOP7_BC,production20,12160,0.242063061923721,0.197639591481564,0.675686243502545,0.519331186941553,-0.511459755059105,0.411905093663511,1.11022302462516e-15
LIRCMOP7_BC,onehot32_10000,12160,0.254413274404452,0.040536235385873,0.435489151573749,0.243197556813974,-0.320544191371592,0.196095766922617,1.16573417585641e-15
LIRCMOP8_BC,production20,11776,0.276064974437427,0.118120624410071,0.553858380133335,0.620079003107916,-0.40465675135523,0.479319841086684,1.33226762955019e-15
LIRCMOP8_BC,onehot32_10000,11776,0.241912599015044,0.0462319179725887,0.36837470334469,0.329730085127427,-0.218976311636717,0.247791079193147,1.05818132034585e-15
