problem,FE,arm,pairs,updates,seconds,parameters,RMSE,biasRMSE,noiseRMSE,biasMSEShare,relativeError,targetJump,outputJump,endpointObjectiveRMSE,midpointObjectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,midpointFeasibleRate,adversarialGradientNorm,geometryGradientNorm,advGeometryCosine
LIRCMOP7_BC,99800,fresh32uniform1000,95,1000,70.4865622083333,2366,0.207852778973479,0.206642452862857,0.0259089866609086,0.984522970457509,17.4160218791029,0.0699091696262714,0.00456543142735742,2.01097257417903,1.58923014276448,0.0106907894736842,0.527960526315789,0.267763157894737,1.36978891557518,11289.2188603615,0.938513993603966
