problem,FE,arm,pairs,updates,seconds,parameters,RMSE,biasRMSE,noiseRMSE,biasMSEShare,relativeError,targetJump,outputJump,endpointObjectiveRMSE,midpointObjectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,midpointFeasibleRate,adversarialGradientNorm,geometryGradientNorm,advGeometryCosine
LIRCMOP8_BC,99800,onehot32uniform5000,92,5000,175.273234625,5502,0.0447065339834273,0.0417775221590359,0.015176591832267,0.883418499373468,4.66765900967342,0.0672407634931515,0.0447991898872072,0.242452095451398,0.232743056781371,0.159307065217391,0.808423913043478,0.166779891304348,0.629817775911698,3099.38309658683,-0.331888283303823
