problem,FE,pairs,updates,epochs,movementRMSE,commonRefs,adjacentTargetJump,top10WeightShare,effectiveWeightedPairs,preRMSE,postRMSE,relativeError,noiseRMSE
LIRCMOP8_BC,5000,11,200,200,NaN,0,0.145197264803059,0.278551511942881,9.95745860307197,0.302486636872128,0.238667283221947,1.52569818452586,0.034529874069225
LIRCMOP8_BC,5600,8,20,20,0.129894922454826,2,0.0708015442892534,0.347005305727825,4.08874608157562,0.239873171082033,0.230571834551394,5.26290179961649,0.0352540156662316
LIRCMOP8_BC,5800,9,20,20,0.00223757405632823,5,0.101665007640639,0.306582420236129,4.661973069871,0.231936002255845,0.225222081405959,5.12902151637129,0.0362418144294796
LIRCMOP8_BC,6000,12,20,20,0.0692516524902737,3,0.0812178442296792,0.496146856029122,5.42381449955133,0.224179157807758,0.217678698399326,4.39229673174526,0.0348822726421684
LIRCMOP8_BC,6200,14,20,20,0.0557265911715759,6,0.108888603999689,0.460913375425726,6.11641349826682,0.216604021693586,0.209367178031558,4.21907826818002,0.036950579756257
LIRCMOP8_BC,6400,15,20,20,0.0535141232881908,5,0.096000993902929,0.437545939175713,6.5810752077804,0.207832511292188,0.200508211407813,3.92435616881389,0.0371658983575681
LIRCMOP8_BC,6600,19,20,10,0.0537263810961206,4,0.0884941066980412,0.400895921739177,7.73972939174599,0.205127100347314,0.198534539508732,3.68208200088176,0.0366059139033486
LIRCMOP8_BC,6800,21,20,10,0.0849440625961723,7,0.107654136366391,0.542329790686983,8.11510233018843,0.196918540680599,0.191300172760377,3.4254296322507,0.0363473364633096
LIRCMOP8_BC,7000,24,20,10,0.0917454508405451,7,0.111742260534911,0.501764673502962,9.17540547829677,0.191262137249638,0.184929033127724,3.2292294984038,0.0365448326176741
LIRCMOP8_BC,7200,24,20,10,0.0954698168580242,9,0.111507158518406,0.492996081197754,9.41688338736672,0.185766139318586,0.178924442941602,3.15530985995815,0.0366878243232435
LIRCMOP8_BC,7400,28,20,10,0.0247469987152436,19,0.11931533051157,0.471094605068202,10.2103247396921,0.183802239849806,0.177513561734838,2.86499475104573,0.0358667061146162
LIRCMOP8_BC,7600,30,20,10,0.103280137982458,8,0.111148635445152,0.436992181502281,11.5381797242382,0.178445685711412,0.172000426993914,2.86213803471445,0.0363355701530692
LIRCMOP8_BC,7800,28,20,10,0.0871166586693506,9,0.103694510572999,0.902182540454319,1.373720673695,0.166403278701737,0.159913742352171,3.93222043205091,0.0357185897257853
LIRCMOP8_BC,8000,34,20,6.66666666666667,0.0931475101619462,10,0.100493069717346,0.924890468662605,1.3643780580378,0.16184525799918,0.158665893246966,3.47459917849578,0.0362722601452054
LIRCMOP8_BC,8200,39,20,6.66666666666667,0.106237332418671,19,0.109681500651895,0.923037422432713,1.33927095491265,0.157394283627526,0.153761185202847,2.95201468518302,0.0362030487502337
LIRCMOP8_BC,8400,45,20,6.66666666666667,0.102553310331304,19,0.101194486796819,0.909015186023166,1.42087836936622,0.156348644497747,0.153451204757199,2.88745097264462,0.0363718940573896
LIRCMOP8_BC,8600,42,20,6.66666666666667,0.101315946797054,19,0.106468599975079,0.91938292079929,1.37202312424617,0.154437573964886,0.151260486150049,2.86241727626589,0.0358451312819368
LIRCMOP8_BC,8800,41,20,6.66666666666667,0.114726586427429,16,0.107746963680063,0.915313699666845,1.38419067727539,0.150173553404651,0.147049174183814,3.07008927805596,0.0355056473706594
LIRCMOP8_BC,9000,45,20,6.66666666666667,0.10110001439147,23,0.111802199849802,0.914771120115247,1.34653994851212,0.148196338004117,0.145811796620687,2.76706935375418,0.0359073192747512
LIRCMOP8_BC,9200,46,20,6.66666666666667,0.0737409591524494,29,0.112627148741437,0.913019395192648,1.37424712009436,0.146517269117095,0.143724707892584,2.73472242502132,0.0364433206844099
LIRCMOP8_BC,9400,44,20,6.66666666666667,0.0821034882071664,26,0.115383175237048,0.909055296117775,1.3861501946676,0.144605795666311,0.142382333379328,2.60841903916263,0.0350212397218113
LIRCMOP8_BC,9600,47,20,6.66666666666667,0.104742719264094,23,0.111318341084555,0.895644585824312,1.42782493923454,0.142351590437279,0.140165535649248,2.56348329732571,0.0361793912861279
LIRCMOP8_BC,9800,48,20,6.66666666666667,0.115453456350153,23,0.114823568508841,0.895913759334881,1.42697648214347,0.140796019362441,0.138606297587064,2.47886800652044,0.0359834348303602
LIRCMOP8_BC,10000,10,20,20,0.0689357603652972,3,0.0868626286225462,0.21963008057738,7.72259093813607,0.148278064701914,0.14692438844321,1.87256322931915,0.0347335344034847
LIRCMOP8_BC,10200,12,20,20,0.0824362833772704,4,0.0988305972115965,0.335305827926795,9.36377257371668,0.146938869476955,0.144878064923489,1.80278095458277,0.033085962404664
LIRCMOP8_BC,10400,12,20,20,0.081287740585823,5,0.0953664168811237,0.331975583285006,9.46910396828146,0.14291005209595,0.139547455757612,1.73787047060274,0.032902543170798
LIRCMOP8_BC,10600,11,20,20,0.0214911304994792,10,0.0970985070463601,0.351402868160062,8.68187716193506,0.136334689943211,0.132460244529781,1.67384805156088,0.0330121596461235
