problem,FE,arm,pairs,updates,seconds,parameters,RMSE,biasRMSE,noiseRMSE,biasMSEShare,relativeError,targetJump,outputJump,endpointObjectiveRMSE,midpointObjectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,midpointFeasibleRate,adversarialGradientNorm,geometryGradientNorm,advGeometryCosine
LIRCMOP7_BC,99800,onehot32_5000,95,5000,233.789506583333,5502,0.0521917573981241,0.0499814986896903,0.0138467331346367,0.928721036043914,4.00238696081552,0.0699091696262714,0.0456787015249694,0.373934673445206,0.358229223737214,0.08125,0.893256578947368,0.0881578947368421,0.857541116962721,1968.30791232632,0.0659528719416954
