problem,FE,pairs,updates,epochs,movementRMSE,commonRefs,adjacentTargetJump,top10WeightShare,effectiveWeightedPairs,preRMSE,postRMSE,relativeError,noiseRMSE
LIRCMOP6_BC,7400,13,20,20,0.0735692435701078,7,0.114953367383913,0.385390473783828,7.81335840146779,0.169260856435612,0.160042760432835,2.34573737944048,0.0348359544936378
LIRCMOP6_BC,7600,8,20,20,0.0729728094171646,5,0.105442647943727,0.356777886286763,4.9550039561321,0.160219105736683,0.15168930622952,2.39938454922758,0.0350005977117119
LIRCMOP6_BC,8000,9,20,20,0.097488737699851,2,0.0896208224053711,0.286907861269208,5.77712288538858,0.155948358640701,0.148500733433617,2.41690052972394,0.0361121128727033
LIRCMOP6_BC,8200,9,20,20,0.0899612907341585,2,0.0991619157020139,0.276303253124573,5.223813499132,0.146725038478112,0.139551621207972,2.43456900779102,0.0356706692136017
LIRCMOP6_BC,8400,11,20,20,0.0901177485374257,4,0.0882957982967231,0.481636190974887,6.11339007160882,0.136209848278834,0.129883557018486,2.15962948197176,0.034033710055968
LIRCMOP6_BC,8600,10,20,20,0.0629576001642838,3,0.0838093321974151,0.260457291311177,5.92655147836722,0.126267907532262,0.119159539323744,2.08970152258456,0.0339748263512002
LIRCMOP6_BC,8800,11,20,20,0.0135436518494142,4,0.0802657194041749,0.495851544015536,6.45229933868567,0.119102155801457,0.112721234883189,1.90856380558074,0.0329148182504305
LIRCMOP6_BC,9000,13,20,20,0.0726773999648937,3,0.0816952738906752,0.396280273436995,7.50548148827918,0.109997363628459,0.10431058730288,1.84899719241888,0.0314374851616625
LIRCMOP6_BC,9200,15,20,20,0.0748090952925593,8,0.0787910441654983,0.284910548191826,10.2085923695663,0.108840310033815,0.103079606037542,1.97432414147716,0.0326099493645741
LIRCMOP6_BC,9400,16,20,20,0.0591157383806578,8,0.0754318042549958,0.288539240969014,10.5603124754984,0.100838043485135,0.0959355496231822,1.77128976593846,0.0318044962357116
LIRCMOP6_BC,9600,18,20,10,0.0486865492635084,11,0.0806284185144408,0.295390081905456,10.8454133095091,0.0940715170488479,0.0903098543461844,1.66538966693013,0.0309114854592294
LIRCMOP6_BC,9800,22,20,10,0.0385021744596056,12,0.083033015673704,0.512688582479692,9.12645012630107,0.0883821076990951,0.0851319530965211,1.82296133339256,0.0304614958927487
LIRCMOP6_BC,10000,25,20,10,0.0709334779203411,13,0.0811352574294882,0.386286583690759,11.986472126376,0.080404672192267,0.078098702600416,1.70944195053936,0.0293268475487022
LIRCMOP6_BC,10200,25,20,10,0.0628090105792817,15,0.0829320114563836,0.382724509777599,11.8203086082784,0.0830056212150465,0.0807477575640652,1.77750390038932,0.0284701400672107
LIRCMOP6_BC,10400,24,20,10,0.0736194458872779,14,0.0820076285810021,0.419033672944337,10.0509010667052,0.0746643079093133,0.0732799967467592,1.6605646073276,0.0278700971763677
LIRCMOP6_BC,10600,28,20,10,0.0761989543166551,17,0.0820076285810021,0.423811742628226,10.6939017631078,0.0756483512306941,0.0741910019922501,1.68657774177711,0.0267660510935373
LIRCMOP6_BC,10800,27,20,10,0.0592379950173297,20,0.0821401842973251,0.415055812328724,10.9991699592457,0.0698069367880133,0.0688598379316761,1.55040704520219,0.026549786904549
LIRCMOP6_BC,11000,26,20,10,0.0730667389660196,17,0.0770447039873609,0.452687502005523,10.5769160252663,0.0716106426335205,0.0705023677147966,1.51053230088937,0.0257266063057756
LIRCMOP6_BC,11200,27,20,10,0.0699549169847289,17,0.0753154060509406,0.449760413086597,10.4704558366337,0.0711572530358078,0.0702045581591683,1.53857970526917,0.0254017134146289
LIRCMOP6_BC,11400,31,20,10,0.0748764702291631,21,0.0801425008223127,0.514287481854195,11.3996304052757,0.0740575959738272,0.073104103500245,1.57400617615127,0.0253555542858307
LIRCMOP6_BC,11600,34,20,6.66666666666667,0.0725414382252666,24,0.0676731266187091,0.500298731870031,11.1155973412076,0.0750331370421937,0.0743832034733718,1.70781575251187,0.0247672267204168
LIRCMOP6_BC,11800,33,20,6.66666666666667,0.0705414347579421,23,0.0754102649916699,0.437401209041873,14.491207416555,0.073632511934815,0.0725446682005463,1.73930739571983,0.0244014581021839
LIRCMOP6_BC,12200,33,20,6.66666666666667,0.0765396817284713,16,0.0756051381325403,0.460456151547742,12.605743334694,0.0691429626660317,0.068735545626483,1.72796084537369,0.024187435094409
LIRCMOP6_BC,12400,30,20,10,0.0791463622994756,20,0.0779451067436189,0.376408080262331,14.3270956841087,0.0744878739077209,0.0734031879484649,1.56285376476511,0.0235502425201332
LIRCMOP6_BC,12600,31,20,10,0.0709535506241327,21,0.0818582112026589,0.505448869230149,10.865853124138,0.0741980102641702,0.0735315216283061,1.79638637008489,0.0234115825119359
LIRCMOP6_BC,12800,40,20,6.66666666666667,0.0799298525507541,19,0.0776206872086119,0.377954691427683,16.8244085989932,0.0724280400988324,0.0712121915854122,1.91618191662517,0.0229966885464662
LIRCMOP6_BC,13000,34,20,6.66666666666667,0.0772695420907934,20,0.0776268054417115,0.458905023907569,13.2135413352326,0.072117096500465,0.0715680319049876,1.76330753332243,0.0221055238815627
LIRCMOP6_BC,13200,39,20,6.66666666666667,0.0793258044996576,22,0.0737225574870005,0.41284131699479,15.3864460314612,0.0718926665876324,0.071466164507074,1.75168488641525,0.0221610105071782
LIRCMOP6_BC,13400,34,20,6.66666666666667,0.0750221915078291,23,0.0799092462316821,0.488108493160511,11.656603357106,0.0797217866043795,0.079335725551073,1.74391142271209,0.0216972557693828
LIRCMOP6_BC,13600,41,20,6.66666666666667,0.0759106386228402,26,0.0785529804466257,0.455867392631084,15.9999868644516,0.073959875946905,0.0734228663791136,1.88818663617966,0.0213268710309527
LIRCMOP6_BC,13800,36,20,6.66666666666667,0.0765703173665329,25,0.079647856060505,0.398708170811073,15.7477191779709,0.0719991800426139,0.0716517171442515,1.83036990288551,0.0209134455716839
LIRCMOP6_BC,14000,41,20,6.66666666666667,0.0249021838196098,33,0.0782021198245611,0.43675164181622,17.7182960517034,0.0715978711031922,0.0708309857230374,1.65738145232192,0.0207412035079432
LIRCMOP6_BC,14200,43,20,6.66666666666667,0.0297305965700111,36,0.0790964672531943,0.403871292716452,18.8874152228368,0.0718321402803642,0.0714111790326713,1.84383744779232,0.0202521224652456
LIRCMOP6_BC,14400,40,20,6.66666666666667,0.0731610075920476,30,0.0799092462316821,0.368041811081319,17.5781501831847,0.0744146047952705,0.0738965386981963,1.79130550412035,0.0198703807056028
LIRCMOP6_BC,14600,48,20,6.66666666666667,0.0780642081456047,25,0.0757886031029712,0.429231309692007,17.9232386229097,0.0743364780631639,0.0742772342449994,1.80253826551219,0.0200608229905016
LIRCMOP6_BC,14800,49,20,5,0.0763412835308371,35,0.0741026502416056,0.417378946764818,19.0136973310814,0.0777941457817399,0.0769195385974361,1.78461986707447,0.0197474072364896
LIRCMOP6_BC,15000,48,20,6.66666666666667,0.0773387494216171,31,0.0769956235021223,0.411995300550549,18.1123954922214,0.0786159908079551,0.077611539391028,1.86633990673979,0.0193701406213668
LIRCMOP6_BC,15200,52,20,5,0.0795111930406085,35,0.0780118644100057,0.485066370253079,18.944323948076,0.078339455268695,0.0776292865309584,1.97429244113397,0.0189201108024173
LIRCMOP6_BC,15400,52,20,5,0.0768903972616358,36,0.0761151892556499,0.487437140038136,18.818729947094,0.0766988587915086,0.0760848927746839,1.90887520639937,0.018761353163278
LIRCMOP6_BC,15600,46,20,6.66666666666667,0.0344160025160537,43,0.0799053541989213,0.458841747831946,16.9492844078579,0.074230223619306,0.0739575879078027,1.90242583576635,0.0187764918876821
LIRCMOP6_BC,15800,54,20,5,0.0829515280553144,30,0.0757886031029712,0.453388716065122,20.325105673711,0.07398124661914,0.0733307201888235,1.85866201195871,0.0183752272461863
LIRCMOP6_BC,16000,39,20,6.66666666666667,0.0853961122304454,26,0.0758582732153882,0.467045735612116,12.9317182445521,0.0757179820281334,0.0734044381984117,1.74793883790038,0.0174799865930249
LIRCMOP6_BC,16200,49,20,5,0.0810987962683972,33,0.0810364168028572,0.42951626052805,18.2661526012009,0.0704540399965199,0.070178998863131,1.81331923893619,0.0174897880817966
LIRCMOP6_BC,16400,49,20,5,0.0761109944742218,39,0.0779381324960022,0.403967728947935,19.1381447876925,0.0702359311531964,0.069726624859949,1.8865678707053,0.0172984456533698
LIRCMOP6_BC,16600,45,20,6.66666666666667,0.082547100882859,35,0.0823611883733184,0.38864942641838,19.9664045246049,0.0722008405602052,0.0717309733780351,1.97146354339311,0.01710675781239
LIRCMOP6_BC,16800,53,20,5,0.0825042697963023,33,0.0820392528970793,0.455036955792499,19.7744449072917,0.0732514013795827,0.0731613235028311,1.86939511686026,0.0171546204991738
LIRCMOP6_BC,17000,53,20,5,0.0813260614984655,36,0.0808413776912813,0.433578922924862,20.853154450646,0.0742530976815044,0.0738530995857879,1.82697826405958,0.017024346924776
LIRCMOP6_BC,17200,54,20,5,0.0831534937730619,35,0.0829192044331551,0.443811571336757,21.1496888961798,0.0753861534496189,0.074320601467823,1.86862399069322,0.0166452126811691
LIRCMOP6_BC,17400,51,20,5,0.0808138226046746,44,0.0825893580860481,0.472175137123587,18.7838275462238,0.0748611331270059,0.0745229717874275,1.85085178587343,0.0163566239700903
LIRCMOP6_BC,17600,58,20,5,0.0818202779403136,40,0.0805800596542695,0.432476574681206,21.956947025149,0.0725785890436239,0.0724241264999801,1.84389192845711,0.0165606866135038
LIRCMOP6_BC,17800,56,20,5,0.0381282564201234,48,0.0834287901727029,0.442369959934523,20.9492803205841,0.0734134784955848,0.0731335288739211,1.86319072313039,0.016177219984264
LIRCMOP6_BC,18000,49,20,5,0.0858088917377239,36,0.0814011394186657,0.389133901388392,20.7682651749343,0.0734831212397664,0.0725163253918241,1.74396579916543,0.0157957743440257
LIRCMOP6_BC,18200,58,20,5,0.0875147452668197,38,0.0818515006426254,0.393385109680428,24.460938120095,0.0710114692008919,0.0705709345540502,1.75105195269369,0.0160379945479275
LIRCMOP6_BC,18400,55,20,5,0.0842912178394657,39,0.0808879878510992,0.431958117678542,22.3593448410241,0.0665087225867151,0.0662315367861728,1.80938754356187,0.0159734265671555
LIRCMOP6_BC,18600,59,20,5,0.0772610290859882,39,0.0827282616842406,0.381137546484097,25.9618273673927,0.0681458921885046,0.0677130493732868,1.86318295847543,0.0154431530729873
LIRCMOP6_BC,18800,62,20,5,0.0820680202389675,46,0.0819550285884704,0.510674522456544,19.1427723905468,0.0664562337578709,0.0660632477055453,1.87546657234577,0.0153972775899394
LIRCMOP6_BC,19000,64,20,5,0.0824583149183828,46,0.0787129411988551,0.485990357716182,21.5270808301707,0.066031879451268,0.0657060234942051,1.84564699802061,0.0155846426292334
LIRCMOP6_BC,19200,67,20,4,0.0811150087044184,46,0.0785785588218307,0.428966503398695,24.9515427886695,0.0670557932115948,0.0669482772386548,1.9649940383068,0.0154432334340361
LIRCMOP6_BC,19400,65,20,4,0.0804421789504487,52,0.0793501134681802,0.437275658310187,24.1836286261863,0.0673205137166139,0.0667291769390962,1.91077786621217,0.015436552212443
LIRCMOP6_BC,19600,67,20,4,0.0894637369625369,45,0.0787888251440015,0.504360099238388,15.3074704209897,0.0687357337843458,0.0675396768159295,1.93532950251702,0.0148152337946134
LIRCMOP6_BC,19800,64,20,5,0.0850955471722085,52,0.0822266108422095,0.52461651442666,15.2911475454008,0.0662423425310979,0.0657470589112572,1.99903448994735,0.0152557487929579
LIRCMOP6_BC,20000,61,20,5,0.0836018061687702,46,0.0829426532051707,0.51966335812298,14.8300493547456,0.0681059563556047,0.0677960980552117,1.9925127842631,0.0145624137923435
LIRCMOP6_BC,20200,67,20,4,0.0834803673273915,46,0.083055100206085,0.479713201480142,17.607875650094,0.0694025713464575,0.0690942724072137,2.12382207550514,0.0146135670490121
LIRCMOP6_BC,20400,65,20,4,0.0862157000344913,52,0.0802904561185513,0.389958697558516,27.8949199657226,0.0691273885076075,0.0688325697469502,1.88865400522465,0.014632109113311
LIRCMOP6_BC,20600,65,20,4,0.0851399286321312,53,0.0812601935434792,0.51532415309954,16.0147474559797,0.0716893398140215,0.0715506909329477,2.06655392203394,0.0145586438840313
LIRCMOP6_BC,20800,65,20,4,0.0845605389925196,49,0.0836419122095456,0.532355278133682,14.1517812948477,0.0699020335109425,0.069726461111281,1.92234576231646,0.0144748796899892
LIRCMOP6_BC,21000,68,20,4,0.0859427174241621,51,0.0800023623824589,0.511501619168851,15.1601739072818,0.0714641694821743,0.0710569332167074,1.9863619485034,0.0144570114362816
LIRCMOP6_BC,21200,66,20,4,0.0914263473871733,51,0.080145293606807,0.471139069987896,13.4156480019638,0.0748388996639002,0.0737047518559646,1.9956565000894,0.0140558684725505
LIRCMOP6_BC,21400,70,20,4,0.0929143044234917,50,0.0819964761866595,0.472498870722818,18.6996473617477,0.072662899274407,0.0721427802840273,2.17837530262973,0.0144359284583832
LIRCMOP6_BC,21600,67,20,4,0.0883930595501184,51,0.08365433283848,0.493641790335015,16.4897336209362,0.0730040111425929,0.0727847182188548,2.09883421991865,0.0141990398123543
LIRCMOP6_BC,21800,70,20,4,0.0867337053564843,49,0.0819964761866595,0.488879131378966,17.5211484630403,0.0705539212174844,0.0703701116709844,2.07124246117331,0.0141412120030986
LIRCMOP6_BC,22000,68,20,4,0.0871306932295815,54,0.0853332549084519,0.484807036024163,17.7155803841541,0.0722987853076238,0.0721292926897336,2.14100930344552,0.013766047412981
LIRCMOP6_BC,22200,68,20,4,0.0893699232036693,51,0.0808103251291549,0.382926428888969,28.8255763202692,0.0718289057476031,0.0714172988264218,2.06165952508188,0.0138787013438439
LIRCMOP6_BC,22400,72,20,4,0.0887968559740429,55,0.0832516054907286,0.527572774103175,17.3073305178536,0.0724282951518564,0.07251194730838,2.02398316412413,0.0140509470034988
LIRCMOP6_BC,22600,74,20,4,0.0872121271679976,56,0.0851952738248547,0.486663088395822,17.0743993493315,0.0734279905936039,0.0730424955348427,2.00301929120651,0.0138219424954052
LIRCMOP6_BC,22800,70,20,4,0.0858232716443303,55,0.0808103251291549,0.492014232040858,17.8850375923734,0.0721671081155217,0.0721293650514614,2.14012173884131,0.0137855688922625
LIRCMOP6_BC,23000,74,20,4,0.0908128677658605,53,0.0819964761866595,0.470748530414914,18.9826138839708,0.0757109331799951,0.0753448491509942,2.19791210834207,0.0136038984674736
LIRCMOP6_BC,23200,71,20,4,0.0917693926004461,55,0.0809424958345771,0.436655918379286,28.9647429936038,0.0750022005490425,0.0747309875390943,2.16817489435162,0.0135837442639386
LIRCMOP6_BC,23400,75,20,4,0.0876736393115738,57,0.0822448014874717,0.487796607237264,19.0761119194098,0.074238604955449,0.0739771802375045,2.11181129175719,0.0136169855890098
LIRCMOP6_BC,23600,73,20,4,0.0875558030012265,58,0.0799812438450732,0.513913856699123,16.7631565674027,0.0764967628903927,0.0759146950277896,2.07883444169023,0.0132627783193534
LIRCMOP6_BC,23800,78,20,4,0.0843258615632726,66,0.0826814102394671,0.371595236480659,35.6328742126798,0.0777594286263207,0.0770106540216605,2.10138892944243,0.0132484464692099
LIRCMOP6_BC,24000,75,20,4,0.0650079521625092,70,0.0812675141839575,0.559964591392799,16.8534386632386,0.0765660599523025,0.0763748402845638,2.08708468160959,0.0132126311278244
LIRCMOP6_BC,24200,74,20,4,0.0895335768413938,59,0.079931086811267,0.519209977688016,18.0159648888999,0.0743181246803816,0.0740721170185413,2.08963994459057,0.0130273740104297
LIRCMOP6_BC,24400,77,20,4,0.0903552969557986,59,0.0828626746728421,0.481272739778228,19.2614993791096,0.0817714839539269,0.08140662674372,2.24619707069623,0.0131985860964206
LIRCMOP6_BC,24600,77,20,4,0.05538894718714,69,0.0884607553169502,0.50046988737197,19.1394919413429,0.082931424719749,0.0829088882958068,2.19841616665429,0.0130462482436272
LIRCMOP6_BC,24800,81,20,3.33333333333333,0.0922334644647502,66,0.0800494679093289,0.415575826916275,34.1104730021157,0.0838608813271173,0.0835505329158519,2.06151467325953,0.0129324254214823
LIRCMOP6_BC,25000,79,20,4,0.094070442368276,66,0.0832515387457347,0.460551630004163,20.8827630181026,0.0823193831297663,0.0818390632268199,2.23720200887363,0.0130147119066405
LIRCMOP6_BC,25200,80,20,4,0.0714173695108737,71,0.0834287901727029,0.474223873024317,18.7549119517498,0.0794897896650757,0.0791068174154036,2.09297958727365,0.0128625649116104
LIRCMOP6_BC,25400,77,20,4,0.0863353534328852,64,0.0788164010451984,0.436200193054375,21.056858877894,0.0787545317057743,0.0785998548888787,2.2474237088685,0.0127922205625417
LIRCMOP6_BC,25600,81,20,3.33333333333333,0.0901600700131652,65,0.0811487815442371,0.489457182850828,22.8569448384175,0.0832402730228623,0.0820404191387704,2.37811296623966,0.0125974713586106
LIRCMOP6_BC,25800,77,20,4,0.0845179946267277,64,0.0866214107333624,0.488570298502441,21.1064910126335,0.079307865941457,0.0790374194115879,2.35659062694078,0.0128047588171923
LIRCMOP6_BC,26000,82,20,3.33333333333333,0.0726723511418025,70,0.0795215744073825,0.498936001348487,21.0315942259362,0.0810375735699639,0.0806189280213155,2.24531248967091,0.0127518073059601
LIRCMOP6_BC,26200,81,20,3.33333333333333,0.0878389535410157,68,0.0826972366467736,0.466119571152859,21.0364487532061,0.0829402641246794,0.0827818873297789,2.26649470989933,0.0126219365555498
LIRCMOP6_BC,26400,77,20,4,0.0707725579504695,73,0.0830591132124917,0.417301438742637,31.0538756408811,0.0848652047637568,0.0843472469804291,2.33381343881065,0.012659879952363
LIRCMOP6_BC,26600,82,20,3.33333333333333,0.0799096262373712,67,0.080557865026127,0.421812690843017,33.9327952016235,0.0840689016205211,0.0836659591695062,2.29409175931712,0.0126135412517971
LIRCMOP6_BC,26800,83,20,3.33333333333333,0.08899610865557,69,0.0819412829325829,0.372783399675848,38.51595305141,0.0869214654755452,0.0864664090990394,2.23624040124666,0.0126550432368553
LIRCMOP6_BC,27000,80,20,4,0.0908474337449358,70,0.0853069340289993,0.494612452396038,18.4014841805701,0.0853140037174465,0.0847741595485738,2.26193049486643,0.0124959883980183
LIRCMOP6_BC,27200,80,20,4,0.0868779357718195,67,0.0821428678028186,0.442229897175137,20.4668583026241,0.0830397529209831,0.0828091432007661,2.30990702137982,0.012498566175619
LIRCMOP6_BC,27400,83,20,3.33333333333333,0.0927677799883158,70,0.085135290073535,0.473500968582172,21.3735580096274,0.0820489191861911,0.0817759351193334,2.22212260165389,0.0124049094619382
LIRCMOP6_BC,27600,86,20,3.33333333333333,0.099852429903806,73,0.0830742873187665,0.471476602129713,22.4481973311854,0.0852278706199607,0.08402790032904,2.33237797997703,0.0122991792732246
LIRCMOP6_BC,27800,82,20,3.33333333333333,0.0939713409646219,71,0.0888685868501188,0.493462554432098,22.8161314015699,0.0829583773837222,0.0828894716889701,2.37347645993467,0.0123778126787315
LIRCMOP6_BC,28000,79,20,4,0.094368668239161,67,0.0861114215874503,0.503566471041949,20.0636656283598,0.0840381154462004,0.0837348841773158,2.45952409610021,0.0124175309368145
LIRCMOP6_BC,28200,73,20,4,0.0908912877540773,61,0.0832917732488039,0.506598658804278,19.1923797706411,0.0815802247967679,0.0807641708917758,2.37908513280156,0.012480109130874
LIRCMOP6_BC,28400,83,20,3.33333333333333,0.105199991227515,62,0.0830984512704925,0.475517462954776,22.3521074519886,0.0827904412165265,0.0818257352094459,2.3229035835067,0.0122072154829986
LIRCMOP6_BC,28600,80,20,4,0.0963047196728723,68,0.080557865026127,0.442553532885925,22.2058555178936,0.0782597888980611,0.0780340405040693,2.35614846375492,0.0124363812149139
LIRCMOP6_BC,28800,81,20,3.33333333333333,0.0980659434318919,65,0.0827771560324929,0.378015979799734,39.3119957787696,0.0832378424505694,0.0819380392386991,2.51740968973591,0.0121017551177046
LIRCMOP6_BC,29000,79,20,4,0.0974871201639484,65,0.0813747728638877,0.44880787365393,21.7382219438097,0.0815565884386119,0.0808949086531352,2.39233599604003,0.012351191422479
LIRCMOP6_BC,29200,85,20,3.33333333333333,0.0964731051232418,68,0.0864246110931862,0.453046177530919,24.1165092423816,0.0821648281545476,0.0815326292277354,2.45275658486374,0.012029461254434
LIRCMOP6_BC,29400,86,20,3.33333333333333,0.0896070477979105,75,0.0867394628540504,0.455066960078344,24.7342683858443,0.0806874158124564,0.0802835954980467,2.40794117350402,0.012182737794058
LIRCMOP6_BC,29600,83,20,3.33333333333333,0.0897654106051027,75,0.0831996010515002,0.381553666393903,38.8240540057717,0.0805869857936377,0.0802953649444636,2.19682239121836,0.0122276191956684
LIRCMOP6_BC,29800,81,20,3.33333333333333,0.0913646963548174,68,0.0830627768136962,0.428991632154989,26.9100566489137,0.0786571359758242,0.0785348463527601,2.5647772319798,0.0121753835459785
LIRCMOP6_BC,30000,87,20,3.33333333333333,0.0923518586646774,71,0.0864246110931862,0.377383134413296,40.0055315982332,0.0804298124712078,0.0800149777630105,2.32529144207856,0.0121990495625141
LIRCMOP6_BC,30200,82,20,3.33333333333333,0.0887938742292085,71,0.0804826085452376,0.498678860463933,21.8171368191618,0.080783274641731,0.0806330026624055,2.31672127324453,0.0120678281114636
LIRCMOP6_BC,30400,82,20,3.33333333333333,0.0877532823603923,70,0.0831992354799274,0.447309402941727,24.5925706199982,0.0794901951712982,0.0794428518649015,2.42418380585828,0.0120163628530921
LIRCMOP6_BC,30600,80,20,4,0.0932811653065854,68,0.0832516054907286,0.413183483520957,26.1656216393225,0.0799006596953981,0.0797458000290218,2.58958869902253,0.0120461349490356
LIRCMOP6_BC,30800,88,20,3.33333333333333,0.0941733112247493,73,0.0828649615341059,0.394778694144604,36.7990978556019,0.0812128437489735,0.0793553958138153,2.52383589978751,0.0119588088447339
LIRCMOP6_BC,31000,83,20,3.33333333333333,0.0961379875047186,72,0.0818680871245034,0.426811610669951,32.8181751077547,0.0797364878755969,0.0794611180721196,2.38421641698321,0.0118421109204392
LIRCMOP6_BC,31200,90,20,3.33333333333333,0.0885649213782136,75,0.0819964761866595,0.366862143247157,40.0654312653447,0.0798793941631616,0.0784184472428769,2.60860625506555,0.0119673460642394
LIRCMOP6_BC,31400,81,20,3.33333333333333,0.0911847414511369,76,0.0826853803851735,0.432712620839621,25.2234755112948,0.0761590251734145,0.0753088074098712,2.37750996885693,0.0119756754440111
LIRCMOP6_BC,31600,83,20,3.33333333333333,0.0806830867801152,74,0.0829949136429657,0.387924932889554,37.8372113454108,0.0787108359800712,0.0785158955276834,2.35957342182811,0.0118453501613192
LIRCMOP6_BC,31800,85,20,3.33333333333333,0.0861229562338937,73,0.0812771706063933,0.484601901034952,24.7384712343534,0.0788628007652983,0.0787230328170187,2.48163549288854,0.0118361189983736
LIRCMOP6_BC,32000,79,20,4,0.0895701677781535,67,0.079400136957517,0.437542230871004,24.532589930541,0.0787960801932691,0.0780549440153144,2.46183356181052,0.0120329681346396
LIRCMOP6_BC,32200,85,20,3.33333333333333,0.0911828888005947,68,0.0768585486926789,0.417834234254202,28.7790412140175,0.0775805520909487,0.0773179551127349,2.53475451221787,0.0115956637617046
LIRCMOP6_BC,32400,87,20,3.33333333333333,0.0871617158577803,75,0.0822269139878081,0.421543886766453,27.2262969624149,0.0767616738346013,0.0767577263022245,2.35699289608296,0.0117402008955532
LIRCMOP6_BC,32600,93,20,3.33333333333333,0.0930430130313363,82,0.0796808367405445,0.426700982006644,27.962599495462,0.0827868784062216,0.0809788396788851,2.42596202077568,0.0116680719403295
LIRCMOP6_BC,32800,88,20,3.33333333333333,0.0931990358449514,83,0.0833319410068791,0.37212048141128,40.2689578706704,0.0853609915448469,0.0842164733117251,2.47360303372174,0.0117535240947525
LIRCMOP6_BC,33000,86,20,3.33333333333333,0.0935160722065865,77,0.080557865026127,0.431673648805086,27.4281747270561,0.0824409807916322,0.0822396160829919,2.48892579231819,0.011772012448135
LIRCMOP6_BC,33200,91,20,3.33333333333333,0.0880972714542932,79,0.0817850915148962,0.444297876712315,29.3480395764916,0.0801568717633031,0.0796309044157511,2.63091716797252,0.0119769540951324
LIRCMOP6_BC,33400,87,20,3.33333333333333,0.0898806533937934,81,0.0825734720047276,0.367246807871115,40.7106444975529,0.0792804705034195,0.0789208126953498,2.44727992693013,0.0117654848450992
LIRCMOP6_BC,33600,93,20,3.33333333333333,0.102087131342907,82,0.0833341980923091,0.429713585740895,28.7075201805837,0.084525653411659,0.0828132301971626,2.5235167951577,0.0116607069077518
LIRCMOP6_BC,33800,83,20,3.33333333333333,0.10085376461559,77,0.0821392293310044,0.449883870751787,26.3425047294608,0.0820238868843753,0.0811324794748045,2.58829561901255,0.0118176165707353
LIRCMOP6_BC,34000,93,20,3.33333333333333,0.102066438024672,76,0.0824946399395104,0.433882820721268,32.0011201939215,0.0856402883019533,0.0851803464743753,2.7362401884244,0.0117831824011035
LIRCMOP6_BC,34200,81,20,3.33333333333333,0.101552942011263,77,0.0801332885039999,0.411088757936767,28.9467936589487,0.0805270929707804,0.0795898181960473,2.65611787458047,0.011706113803093
LIRCMOP6_BC,34400,85,20,3.33333333333333,0.105846284208305,72,0.0851576510130447,0.363434919573009,38.9830217047477,0.0863575553185507,0.0856882679483365,2.61872059984263,0.0116238431654175
LIRCMOP6_BC,34600,92,20,3.33333333333333,0.0952579261295076,79,0.0861097593323221,0.409261439032757,32.3667807802118,0.0816500492490266,0.0813678429869042,2.63919881575416,0.0115948046103611
LIRCMOP6_BC,34800,87,20,3.33333333333333,0.0936418529218536,81,0.0868390509971206,0.410863600572605,26.2439408350874,0.0874588494103755,0.0868288444696947,2.59976360172855,0.0117045581432612
LIRCMOP6_BC,35000,84,20,3.33333333333333,0.104023276132007,74,0.080557865026127,0.366483078449143,39.0108510347351,0.0863216565060649,0.0856851969084277,2.62816424567353,0.0116244325739291
LIRCMOP6_BC,35200,90,20,3.33333333333333,0.111705063560933,76,0.0874551281445059,0.449511996359096,27.8508865616862,0.0892798458171413,0.087293841068048,2.79268821164521,0.0116564213459501
