problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP10_BC,1,10000,10030,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP10_BC_run1_FE010000_domain_boundary.png
LIRCMOP10_BC,1,30000,30110,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP10_BC_run1_FE030000_domain_boundary.png
LIRCMOP10_BC,1,50000,50120,225,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP10_BC_run1_FE050000_domain_boundary.png
LIRCMOP10_BC,1,70000,70130,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP10_BC_run1_FE070000_domain_boundary.png
LIRCMOP10_BC,1,100000,100030,442,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP10_BC_run1_FE100000_domain_boundary.png
LIRCMOP5_BC,1,10000,10160,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP5_BC_run1_FE010000_domain_boundary.png
LIRCMOP5_BC,1,30000,30070,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP5_BC_run1_FE030000_domain_boundary.png
LIRCMOP5_BC,1,50000,50160,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP5_BC_run1_FE050000_domain_boundary.png
LIRCMOP5_BC,1,70000,70100,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP5_BC_run1_FE070000_domain_boundary.png
LIRCMOP5_BC,1,100000,100110,470,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP5_BC_run1_FE100000_domain_boundary.png
