addedUpdates,distanceBefore,distanceAfter,distanceChange,fullVsAdversarialCosine,fullVsUsedCosine,adamDirectionalDerivative,adamStepNorm,adversarialGradientNorm,distanceGradientNorm,usedGradientNorm
1,0.461382464988667,0.460989637897547,-0.000392827091119374,0.19402400041838,0.19402400041838,-0.000417768199504118,0.0030709036375527,0.851849153795426,1.18071609761497,0.851849153795426
2,0.460989637897547,0.459253608830384,-0.00173602906716352,0.627729573199034,0.627729573199034,-0.0018131573156733,0.00396258670935522,1.22619138247391,1.36968060146046,1.22619138247391
3,0.459253608830384,0.457507589160982,-0.00174601966940202,0.593528360953453,0.593528360953453,-0.00185839048371187,0.00470187196431394,1.8085172485808,1.22359506634133,1.8085172485808
4,0.457507589160982,0.456937268222587,-0.000570320938394375,0.232190843617197,0.232190843617197,-0.000753582499260686,0.00531925484537969,2.20846358593514,1.00731155702815,2.20846358593514
5,0.456937268222587,0.4553164217561,-0.0016208464664873,0.592876529946269,0.592876529946269,-0.0017547648525936,0.0045675904025339,1.48785714395876,1.21832120893337,1.48785714395876
20,0.443359940513158,0.443286244290549,-7.36962226086102e-05,0.106777239417134,0.106777239417134,-0.00020043179511116,0.00474769824852366,1.54201943351101,0.824311023360221,1.54201943351101
40,0.435343642353628,0.435380226023419,3.65836697903132e-05,-0.118099799080047,-0.118099799080047,-7.06345695445318e-05,0.00436737861577413,1.51863726576077,0.742981049489143,1.51863726576077
60,0.428825604650916,0.428713119105799,-0.000112485545117391,-0.00329784400308749,-0.00329784400308749,-0.000178711182606687,0.00377282481133004,1.13786261159049,0.909675460852581,1.13786261159049
80,0.422856967616932,0.422256977285104,-0.000599990331827616,0.342308415433539,0.342308415433539,-0.00073404451491192,0.00502204792346068,1.60535475801654,0.801931890147429,1.60535475801654
100,0.416917145914537,0.416852046197059,-6.50997174777013e-05,0.02542068023612,0.02542068023612,-0.000151095597128469,0.00404704750538377,1.30082239190436,1.09663453893414,1.30082239190436
120,0.411708969994899,0.411686650260023,-2.23197348756532e-05,-0.0365045734276705,-0.0365045734276705,-8.15716199918931e-05,0.0033815074691586,1.1364135778873,0.619191203556737,1.1364135778873
140,0.408527966134506,0.408248837567085,-0.000279128567421183,0.137607138828472,0.137607138828472,-0.000352273615329176,0.00385597276791546,1.15937185451749,0.676789143413566,1.15937185451749
160,0.404623952497429,0.40453226532896,-9.16871684688014e-05,0.1374634968409,0.1374634968409,-0.000173501436636214,0.00384883495848171,1.15717973635668,1.03445727368824,1.15717973635668
180,0.400807248902635,0.400513532423009,-0.000293716479625894,0.31213443353128,0.31213443353128,-0.000426145765964461,0.00482335404909421,1.50108039276569,0.619289517252275,1.50108039276569
200,0.398371900863518,0.398520248666893,0.000148347803374971,-0.113923134849886,-0.113923134849886,7.34094537821629e-05,0.00370233007497852,0.999387151323225,0.576602611488717,0.999387151323225
220,0.398184478824689,0.397833368709032,-0.00035111011565736,0.299341311222276,0.299341311222276,-0.000452717417283462,0.00409814477885898,1.31760496704719,0.646076945969768,1.31760496704719
240,0.396280624420084,0.395878426824992,-0.000402197595091747,0.422053701380867,0.422053701380867,-0.000519134180606783,0.00406707582005264,1.33124814605351,0.565417075795459,1.33124814605351
260,0.393860399261405,0.393639625222221,-0.000220774039183524,0.336415043903187,0.336415043903187,-0.000337742228782616,0.00441665616263473,1.58270523695306,0.648044100594165,1.58270523695306
280,0.392695785906266,0.392714742119108,1.89562128424803e-05,0.108885449853221,0.108885449853221,-7.53509027416457e-05,0.00355403614304128,1.13388184027609,0.717085366154155,1.13388184027609
300,0.392410676576804,0.392547889569552,0.000137212992747882,0.0464731820551669,0.0464731820551669,3.19213274596452e-05,0.00456681003946879,1.48939588432294,0.53943315826859,1.48939588432294
320,0.392573369978963,0.39193437483874,-0.00063899514022292,0.496107765643011,0.496107765643011,-0.000798954063809797,0.00481417113719045,1.85401321156819,0.64697071719091,1.85401321156819
340,0.390958671833271,0.390462085287613,-0.000496586545658262,0.508222163734357,0.508222163734357,-0.000636723560901151,0.00479812541074238,1.68605011629163,0.502970766826107,1.68605011629163
360,0.389461402011521,0.38971241436124,0.000251012349718471,-0.034057917636502,-0.034057917636502,8.81310570165832e-05,0.00494046877085091,1.9120541258039,0.851663090500721,1.9120541258039
380,0.388249052736803,0.388123332592322,-0.000125720144481034,0.295802992852232,0.295802992852232,-0.000236393697491769,0.00417772621860586,1.62628375452898,0.62092504131339,1.62628375452898
400,0.387778349395434,0.387410308104333,-0.000368041291100907,0.354944628832803,0.354944628832803,-0.000532132835378291,0.00480229212903594,1.83951466640588,0.642797240423314,1.83951466640588
420,0.389296830815428,0.388912943910924,-0.000383886904504249,0.165072205997844,0.165072205997844,-0.0005150662515634,0.00446211431118834,1.60624501365295,0.724598695849911,1.60624501365295
440,0.385386153759108,0.385572067519666,0.000185913760557321,-0.0385436059960751,-0.0385436059960751,5.98746768194862e-05,0.00469159827333235,1.60336397100569,0.535931244165411,1.60336397100569
460,0.384113207318454,0.38429449914171,0.000181291823256269,-0.109499095167408,-0.109499095167408,4.92114527863411e-05,0.00488311902857722,1.62889779282646,0.485857045149654,1.62889779282646
480,0.382863928485765,0.382821366935001,-4.25615507637644e-05,0.14987642688641,0.14987642688641,-0.000132486116436545,0.00423438612513186,1.46986986821528,0.386961783794465,1.46986986821528
500,0.382326160732681,0.382530858862479,0.000204698129798619,-0.158282932534379,-0.158282932534379,0.000137067895568202,0.00363031346797433,1.16553556844784,0.4731373580036,1.16553556844784
520,0.381906370918896,0.382147568896379,0.000241197977483065,-0.0415449559998125,-0.0415449559998125,4.67827122533049e-05,0.00517751319817943,2.0116781171089,0.575983303940546,2.0116781171089
540,0.38078781950617,0.380544944585117,-0.000242874921052127,0.282508705325993,0.282508705325993,-0.000346540094744802,0.00396922274946869,1.48178871890287,0.869493864611656,1.48178871890287
560,0.380611454016041,0.380401433322027,-0.000210020694014323,0.212757932396393,0.212757932396393,-0.000340328165465655,0.00480593093776599,1.69871284812432,0.734716349063964,1.69871284812432
580,0.379048300749176,0.378873955529027,-0.000174345220148475,0.344048772862096,0.344048772862096,-0.000272544177907135,0.0040901788937861,1.55433468033355,0.506051431219732,1.55433468033355
