variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,family,run,seed,N,D,maxFE,target_FE,actual_FE,gen,has_GAN,AF_size,AI_size,BoundaryHit_all,ObjInterfaceScore,RefCov,DuplicateRate,GAN_to_Segment_Dist50,GAN_to_Segment_Dist90,GAN_to_Decision_Segment_Dist50,GAN_to_Decision_Segment_Dist90,GAN_to_AF_Dist90,AF_Cover_epsilon,AF_CoverEpsilon,PairCover_epsilon,PairCoverEpsilon,LargestClusterRate_epsilon,EffectiveClusterCount_epsilon,ClusterEpsilon,RawGANOutsideStandardRangeCount,RawGANFeasibleRate,InjectedCount,GAN_to_AF_ObjNN_mean,GAN_to_AF_ObjNN_median,GAN_to_AF_ObjNN_p90,GAN_to_AF_DecNN_mean,GAN_to_AF_DecNN_median,GAN_to_AF_DecNN_p90,RawGANVarClipRate
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,10000,10100,41,1,42,42,0.02,0.121400215586576,0.19,0,5.11606622571167,18.634521720224,0.128247611662719,0.187055680747102,18.634521720224,0,0.05,0,0.05,0.01,186.915887850467,0.05,87,0.165,NaN,8.0145407875757,5.14732482292002,18.634521720224,0.141277997076472,0.134956860653392,0.190603868699621,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,30000,30100,121,1,58,58,0.07,0.0132091373562901,0.26,0,0.462071414442937,3.52001137362634,0.104968093100611,0.155021606965537,3.52001137362634,0.637931034482759,0.05,0.655172413793103,0.05,0.07,56.1797752808988,0.05,43,0.245,NaN,1.36899530490575,0.538922707651917,3.52001137362634,0.126289416306058,0.122644103175393,0.164040449043007,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,50000,50100,201,1,146,146,0.08,0.000107048016447541,0.81,0,0.12678557825362,0.240150162500857,0.0625121667613172,0.106438963412551,0.248506408152901,0.773972602739726,0.05,0.794520547945205,0.05,0.145,18.1159420289855,0.05,21,0.185,NaN,0.147635721730235,0.135738696427997,0.248506408152901,0.0774488853442009,0.0709007371206256,0.115889111778539,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,70000,70100,281,1,193,193,0.085,0.000290467341239396,0.79,0,0.0955932518436176,0.25389376596644,0.0469501256308953,0.096973064130349,0.256840686799832,0.849740932642487,0.05,0.880829015544041,0.05,0.48,4.17710944026734,0.05,22,0.235,NaN,0.134786354058099,0.0988439590755209,0.256840686799832,0.0643659955097401,0.0538015779863868,0.107794999331874,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,100,30,100000,100000,100100,401,1,219,219,0.035,2.70274092518059e-07,0.79,0,0.130720172990218,0.245418515836834,0.0489795598609789,0.0996246183134058,0.248779030915846,0.849315068493151,0.05,0.849315068493151,0.05,0.305,8.62812769628991,0.05,22,0.205,NaN,0.145497972751413,0.134799503915659,0.248779030915846,0.063487118104759,0.0536618952519791,0.104925847367215,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,10000,10000,41,1,69,69,0.075,0.0653266069895544,0.23,0,1.28904157482665,6.84022896941268,0.135624628040427,0.191068546235027,6.90191894208771,0.347826086956522,0.05,0.36231884057971,0.05,0.08,72.9927007299269,0.05,112,0.13,NaN,2.79894697250778,1.35409256714176,6.90191894208771,0.149584988280938,0.144707110321601,0.202126608743297,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,30000,30000,121,1,149,149,0.11,0.0023504849486985,0.78,0,0.115302246975056,0.290509039177107,0.0633812207668439,0.117696663421841,0.298999104301906,0.651006711409396,0.05,0.657718120805369,0.05,0.155,14.2146410803127,0.05,25,0.255,NaN,0.160629018843683,0.120284430107243,0.298999104301906,0.0787779493363208,0.0723429101694001,0.126020971797828,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,50000,50000,201,1,181,181,0.11,0.000433572952085275,0.77,0,0.109192488520357,0.241337271164251,0.0537165177729405,0.0959305228209116,0.246138028081676,0.845303867403315,0.05,0.889502762430939,0.05,0.285,9.98003992015968,0.05,23,0.255,NaN,0.156787891413656,0.117472860800344,0.246138028081676,0.066230361393584,0.0604476376919325,0.105656608734744,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,70000,70000,281,1,200,200,0.055,3.48048963805693e-05,0.67,0,0.133320514790726,0.286402363824752,0.0503549849919912,0.0943171210682052,0.292381959666276,0.785,0.05,0.795,0.05,0.34,7.80944943381491,0.05,6,0.3,NaN,0.156242928690053,0.135931910780058,0.292381959666276,0.0611878453605434,0.0532158018313067,0.0998731924732218,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,100,30,100000,100000,100000,401,1,223,223,0.075,7.11598219518266e-05,0.72,0,0.0796267137008746,0.238679681320773,0.0435764004457442,0.0832775490607566,0.240537100413262,0.825112107623318,0.05,0.829596412556054,0.05,0.5,3.81242851696531,0.05,19,0.255,NaN,0.113241473816688,0.0821872718075981,0.240537100413262,0.0568791091488946,0.0484450740793547,0.0949205456507076,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,10000,10100,41,1,43,43,0.06,0.12507900999829,0.18,0,3.93635325126217,11.0449325111187,0.148885610784342,0.20614970958604,11.0449325111187,0.0232558139534884,0.05,0.0465116279069767,0.05,0.015,181.818181818182,0.05,100,0.17,NaN,5.10498940616086,3.9630230049192,11.0449325111187,0.159923838118511,0.157687027234743,0.212388596616286,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,30000,30100,121,1,118,118,0.035,0.00152078830375154,0.73,0,0.219353806837009,0.494414066892926,0.08460716715083,0.157852120958984,0.511666465289436,0.38135593220339,0.05,0.389830508474576,0.05,0.27,11.6414435389988,0.05,51,0.2,NaN,0.303195018772253,0.227264618024866,0.511666465289436,0.106287713914587,0.0946071596231567,0.170980358944945,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,50000,50100,201,1,162,162,0.06,0.000317460791960617,0.71,0,0.160784862445403,0.341758431130876,0.0815779038344216,0.12331785343572,0.341758431130876,0.691358024691358,0.05,0.728395061728395,0.05,0.18,18.06684733514,0.05,35,0.235,NaN,0.194281791251852,0.167664686000128,0.341758431130876,0.0913159511436514,0.090143377234417,0.133412869827839,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,70000,70100,281,1,190,190,0.09,5.11123084331432e-05,0.72,0,0.121290481190229,0.271709421700611,0.0528649062567428,0.0987079934759688,0.282589289898361,0.752631578947368,0.05,0.794736842105263,0.05,0.34,6.97350069735007,0.05,20,0.15,NaN,0.145696700629768,0.126045713873188,0.282589289898361,0.068615374549508,0.0585281463165517,0.116920192551018,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,100000,100100,401,1,214,214,0.075,0.000278800145783753,0.73,0,0.0808069414507949,0.168502082574097,0.050683776364935,0.0845511085127861,0.168502082574097,0.873831775700935,0.05,0.91588785046729,0.05,0.525,3.40483486550903,0.05,10,0.3,NaN,0.0939730237176367,0.0844014759600929,0.168502082574097,0.0645342346524318,0.0572933487675677,0.097197459929519,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,10000,10050,41,1,45,45,0.8,0.095648654704575,0.23,0,2.60989825786873,9.31826858835607,0.112606782124157,0.161474727991405,9.31826858835607,0.644444444444444,0.05,0.711111111111111,0.05,0.04,106.951871657754,0.05,86,0.13,NaN,3.84134532787282,2.61456566128847,9.31826858835607,0.122245331626303,0.116435934294238,0.164387850754007,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,30000,30050,121,1,85,85,0.085,0.000604981087337288,0.68,0,0.276747931413204,0.743896525558471,0.0807282325017898,0.114657915255664,0.743896525558471,0.717647058823529,0.05,0.776470588235294,0.05,0.245,13.9275766016713,0.05,30,0.33,NaN,0.41957604268855,0.28048388513451,0.743896525558471,0.0942950782899171,0.0922897053155156,0.118329744460729,0
