variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,target_FE,GroupCount,mean_has_GAN,mean_AF_size,mean_AI_size,mean_BoundaryHit_all,mean_ObjInterfaceScore,mean_RefCov,mean_DuplicateRate,mean_GAN_to_Segment_Dist50,mean_GAN_to_Segment_Dist90,mean_GAN_to_Decision_Segment_Dist50,mean_GAN_to_Decision_Segment_Dist90,mean_GAN_to_AF_Dist90,mean_AF_Cover_epsilon,mean_AF_CoverEpsilon,mean_PairCover_epsilon,mean_PairCoverEpsilon,mean_LargestClusterRate_epsilon,mean_EffectiveClusterCount_epsilon,mean_ClusterEpsilon,mean_RawGANOutsideStandardRangeCount,mean_RawGANFeasibleRate,mean_InjectedCount,mean_GAN_to_AF_ObjNN_mean,mean_GAN_to_AF_ObjNN_median,mean_GAN_to_AF_ObjNN_p90,mean_GAN_to_AF_DecNN_mean,mean_GAN_to_AF_DecNN_median,mean_GAN_to_AF_DecNN_p90,mean_RawGANVarClipRate
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,10000,3,1,51.3333333333333,51.3333333333333,0.0516666666666667,0.103935277524807,0.2,0,3.4471536839335,12.1732277335851,0.137585950162496,0.194757978856056,12.1937910578101,0.123693966970003,0.05,0.136276822828896,0.05,0.035,147.242256799525,0.05,99.6666666666667,0.155,NaN,5.30615905541478,3.48814679832699,12.1937910578101,0.150262274491974,0.145783666069912,0.201706358019735,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,30000,3,1,108.333333333333,108.333333333333,0.0716666666666667,0.00569347020291339,0.59,0,0.265575822751667,1.43497815989879,0.084318827006095,0.14352346378212,1.44355898107256,0.556764559365181,0.05,0.56757368102435,0.05,0.165,27.3452866334035,0.05,39.6666666666667,0.233333333333333,NaN,0.610939780840563,0.295490585261342,1.44355898107256,0.103785026518989,0.0965313909893167,0.153680593261926,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,50000,3,1,163,163,0.0833333333333333,0.000286027253497811,0.763333333333333,0,0.132254309739793,0.274415288265328,0.0659355294562264,0.108562446556394,0.278800955788485,0.770211498278133,0.05,0.80413945736818,0.05,0.203333333333333,15.3876097614284,0.05,26.3333333333333,0.225,NaN,0.166235134798581,0.140292081076156,0.278800955788485,0.0783317326271454,0.0738305840156584,0.118319530113707,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,70000,3,1,194.333333333333,194.333333333333,0.0766666666666667,0.000125461515351036,0.726666666666667,0,0.116734749274858,0.270668517163934,0.0500566722932098,0.0966660595581743,0.277270645454823,0.795790837196618,0.05,0.823521952549768,0.05,0.386666666666667,6.32001985714411,0.05,16,0.228333333333333,NaN,0.14557532779264,0.120273861242922,0.277270645454823,0.0647230718065972,0.0551818420447484,0.108196128118705,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,100000,3,1,218.666666666667,218.666666666667,0.0616666666666667,0.000116743413942699,0.746666666666667,0,0.097051276047296,0.217533426577235,0.0477465788905527,0.0891510919623161,0.219272737967735,0.849419650605801,0.05,0.864933110505498,0.05,0.443333333333333,5.28179702625475,0.05,17,0.253333333333333,NaN,0.117570823428579,0.100462750561117,0.219272737967735,0.0616334873020285,0.0531334393663005,0.0990146176491472,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,10000,3,1,72.6666666666667,72.6666666666667,0.325,0.081672087644905,0.416666666666667,0,1.24238083136737,4.75195157382981,0.121871819365442,0.179821379144653,4.75195157382981,0.522431302270012,0.05,0.589904420549582,0.05,0.0533333333333333,81.9141788128393,0.05,58.6666666666667,0.211666666666667,NaN,1.97659217029074,1.24684107945153,4.75195157382981,0.131556680553312,0.127171985618817,0.183838911134381,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,30000,3,1,116,116,0.06,0.000362626758877683,0.76,0,0.300002530812269,0.654266988288078,0.0732684737700486,0.113620583887937,0.657636013281365,0.601882042538817,0.05,0.645371467176092,0.05,0.151666666666667,30.4333630638371,0.05,67,0.235,NaN,0.376954437718671,0.305986486302435,0.657636013281365,0.0890483982513714,0.0839137205153545,0.12280488246349,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,50000,3,1,149.333333333333,149.333333333333,0.0533333333333333,0.000206827088790324,0.756666666666667,0,0.251165677503837,0.524459194541781,0.0704610231154817,0.0990058323639663,0.527474812530139,0.655963084534513,0.05,0.67511548280779,0.05,0.123333333333333,32.9824245484297,0.05,57,0.256666666666667,NaN,0.297465873790661,0.259722682828327,0.527474812530139,0.0824054646271791,0.0800599966817765,0.108509830651398,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,70000,3,1,178.333333333333,178.333333333333,0.0883333333333333,0.000176356026735048,0.733333333333333,0,0.198601934847728,0.478487698793735,0.0724530315696317,0.104144737618813,0.483686069519532,0.860370309195685,0.05,0.877097821145924,0.05,0.128333333333333,29.310193566204,0.05,43,0.268333333333333,NaN,0.255743124566786,0.206584763222645,0.483686069519532,0.0839397719370865,0.0806637419963207,0.110552058489932,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,100000,3,1,205.666666666667,205.666666666667,0.0466666666666667,3.76532112953743e-05,0.726666666666667,0,0.220821036808962,0.547392612079265,0.0664756982003365,0.0972506585138585,0.550138366605267,0.584437097466559,0.05,0.602074257951076,0.05,0.131666666666667,26.3163257921313,0.05,39.6666666666667,0.261666666666667,NaN,0.281013013149464,0.225738650503281,0.550138366605267,0.0793355567450756,0.0770400292465182,0.10425642147365,0
