problem,seed,arm,jointRate,knownJointRate,unseenJointRate,knownLabelAccuracy,unseenLabelAccuracy
LIRCMOP5_BC,1,c1lr1000,0.024,0.0588235294117647,0.0200445434298441,0.333333333333333,0.405345211581292
LIRCMOP5_BC,1,lr0500,0.078,0.0980392156862745,0.0757238307349666,0.666666666666667,0.641425389755011
LIRCMOP5_BC,1,lr1000,0.082,0.0784313725490196,0.0824053452115813,0.568627450980392,0.570155902004454
LIRCMOP5_BC,1,lr2000,0.122,0.156862745098039,0.11804008908686,0.666666666666667,0.66815144766147
LIRCMOP5_BC,1,lr4000,0.238,0.156862745098039,0.247216035634744,0.588235294117647,0.717149220489978
LIRCMOP5_BC,1,lrzero0200,0,0,0,0.254901960784314,0.360801781737194
LIRCMOP5_BC,1,lrzero0500,0.236,0.176470588235294,0.242761692650334,0.490196078431373,0.645879732739421
LIRCMOP5_BC,1,lrzero1000,0.128,0.0980392156862745,0.131403118040089,0.372549019607843,0.521158129175947
LIRCMOP5_BC,1,lrzero2000,0.182,0.274509803921569,0.171492204899777,0.607843137254902,0.619153674832962
LIRCMOP5_BC,1,lrzero4000,0.216,0.196078431372549,0.21826280623608,0.607843137254902,0.694877505567929
LIRCMOP5_BC,1,mis1000,0.222,0.156862745098039,0.229398663697105,0.96078431372549,0.951002227171492
LIRCMOP5_BC,1,mis2000,0.106,0.117647058823529,0.10467706013363,0.843137254901961,0.817371937639198
LIRCMOP5_BC,1,miszero1000,0.11,0.0392156862745098,0.11804008908686,0.666666666666667,0.783964365256125
LIRCMOP5_BC,1,miszero2000,0.116,0.0980392156862745,0.11804008908686,0.96078431372549,0.971046770601336
LIRCMOP5_BC,1,miszero4000,0.144,0.235294117647059,0.133630289532294,0.725490196078431,0.78173719376392
LIRCMOP5_BC,1,u0200,0,0,0,0.607843137254902,0.487750556792873
LIRCMOP5_BC,1,u1000,0.048,0.0784313725490196,0.044543429844098,0.392156862745098,0.33184855233853
LIRCMOP5_BC,1,u4000,0.098,0.0784313725490196,0.10022271714922,0.588235294117647,0.632516703786192
LIRCMOP5_BC,1,wide1000,0.068,0.137254901960784,0.0601336302895323,0.705882352941177,0.628062360801782
LIRCMOP5_BC,1,zero1000,0.054,0.0980392156862745,0.0489977728285078,0.352941176470588,0.443207126948775
LIRCMOP5_BC,2,lrzero0200,0.066,0.219512195121951,0.0522875816993464,0.463414634146341,0.470588235294118
LIRCMOP5_BC,2,lrzero0500,0.024,0,0.0261437908496732,0.414634146341463,0.444444444444444
LIRCMOP5_BC,2,lrzero1000,0.172,0.121951219512195,0.176470588235294,0.439024390243902,0.769063180827887
LIRCMOP5_BC,2,lrzero2000,0.198,0.195121951219512,0.198257080610022,0.585365853658537,0.562091503267974
LIRCMOP5_BC,2,lrzero4000,0.158,0.0731707317073171,0.16557734204793,0.341463414634146,0.638344226579521
LIRCMOP5_BC,3,lrzero0200,0.08,0.05,0.0826086956521739,0.4,0.393478260869565
LIRCMOP5_BC,3,lrzero0500,0.098,0,0.106521739130435,0.55,0.530434782608696
LIRCMOP5_BC,3,lrzero1000,0.05,0.05,0.05,0.55,0.558695652173913
LIRCMOP5_BC,3,lrzero2000,0.044,0,0.0478260869565217,0.45,0.489130434782609
LIRCMOP5_BC,3,lrzero4000,0.168,0.25,0.160869565217391,0.65,0.715217391304348
LIRCMOP6_BC,1,c1lr1000,0.01,0.0526315789473684,0.00649350649350649,0.684210526315789,0.647186147186147
LIRCMOP6_BC,1,lr0500,0.056,0.105263157894737,0.051948051948052,0.578947368421053,0.523809523809524
LIRCMOP6_BC,1,lr1000,0.092,0.210526315789474,0.0822510822510823,0.552631578947368,0.619047619047619
LIRCMOP6_BC,1,lr2000,0.078,0.0789473684210526,0.0779220779220779,0.526315789473684,0.502164502164502
LIRCMOP6_BC,1,lr4000,0.078,0.0526315789473684,0.0800865800865801,0.5,0.547619047619048
LIRCMOP6_BC,1,lrzero0200,0.07,0.105263157894737,0.0670995670995671,0.394736842105263,0.569264069264069
LIRCMOP6_BC,1,lrzero0500,0.202,0.315789473684211,0.192640692640693,0.552631578947368,0.573593073593074
LIRCMOP6_BC,1,lrzero1000,0.13,0.184210526315789,0.125541125541126,0.342105263157895,0.54978354978355
LIRCMOP6_BC,1,lrzero2000,0.234,0.289473684210526,0.229437229437229,0.447368421052632,0.532467532467532
LIRCMOP6_BC,1,lrzero4000,0.152,0.394736842105263,0.132034632034632,0.578947368421053,0.504329004329004
LIRCMOP6_BC,1,mis1000,0.038,0.0526315789473684,0.0367965367965368,0.684210526315789,0.554112554112554
LIRCMOP6_BC,1,mis2000,0.1,0.210526315789474,0.0909090909090909,0.684210526315789,0.608225108225108
LIRCMOP6_BC,1,miszero1000,0.048,0.0789473684210526,0.0454545454545455,0.657894736842105,0.675324675324675
LIRCMOP6_BC,1,miszero2000,0.17,0.368421052631579,0.153679653679654,0.605263157894737,0.538961038961039
LIRCMOP6_BC,1,miszero4000,0.138,0.0526315789473684,0.145021645021645,0.526315789473684,0.564935064935065
LIRCMOP6_BC,1,u0200,0,0,0,0.552631578947368,0.495670995670996
LIRCMOP6_BC,1,u1000,0.032,0.0263157894736842,0.0324675324675325,0.447368421052632,0.458874458874459
LIRCMOP6_BC,1,u4000,0.066,0.105263157894737,0.0627705627705628,0.552631578947368,0.517316017316017
LIRCMOP6_BC,1,wide1000,0.032,0.105263157894737,0.025974025974026,0.578947368421053,0.575757575757576
LIRCMOP6_BC,1,zero1000,0.05,0.0789473684210526,0.0476190476190476,0.342105263157895,0.497835497835498
LIRCMOP6_BC,2,lrzero0200,0.064,0,0.0701754385964912,0.522727272727273,0.592105263157895
LIRCMOP6_BC,2,lrzero0500,0.014,0.0909090909090909,0.00657894736842105,0.5,0.548245614035088
LIRCMOP6_BC,2,lrzero1000,0.054,0.136363636363636,0.0460526315789474,0.568181818181818,0.410087719298246
LIRCMOP6_BC,2,lrzero2000,0.044,0.0681818181818182,0.0416666666666667,0.75,0.594298245614035
LIRCMOP6_BC,2,lrzero4000,0.046,0.0909090909090909,0.0416666666666667,0.545454545454545,0.508771929824561
