problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
DASCMOP4_BC,3,10000,10080,48,41,5,41,5,20,0,0.396989971790225,0.633853179562316,0.0374297119881876,0
DASCMOP4_BC,3,30000,30100,139,26,5,26,5,20,0,3.92666788589771,4.17405372499675,0.120122637537705,0
