problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,28052,22744,19354,7296,7296,0,7296,949,0,0,0,0,NaN,0,NaN,0,0,NaN,NaN,0,0,100,951,0,0,NaN,NaN,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP1_BC,DASCMOP_BC,2,1002,25961,19483,18183,7145,7145,77,7068,950,0.074012532966552,0.0796720796602371,0.0514745954513189,0.000559832050384885,0,0,0.051948051948052,0.105404640633843,0,0.364201236203109,0.364201236203109,1,1,98,952,820,820,0.409611068685561,0.409476889662494,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP1_BC,DASCMOP_BC,3,1003,29240,22987,19351,7231,7231,0,7231,952,0,0,0,0,NaN,0,NaN,0.00055317383487761,0,NaN,NaN,0,0,100,953,0,0,NaN,NaN,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP1_BC,DASCMOP_BC,4,1004,26786,20864,19675,7348,7348,185,7163,952,0.0927966471472301,0.101345033858924,0.0673636583814808,0.00244964616222101,0,0,0.0972972972972973,0.342733491553818,0,0.327835759980955,0.202543989100245,1,1,82,952,817,817,0.306278738631082,0.2713220756266,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP1_BC,DASCMOP_BC,5,1005,27137,21016,18804,7192,7192,41,7151,950,0.0252613917480305,0.028537345665943,0.0100535565603996,0.000139043381535039,0,0,0.024390243902439,0.0401342469584673,0,0.388318998001952,0.388318998001952,1,1,99,952,870,870,0.470213447677453,0.470167419293636,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP2_BC,DASCMOP_BC,1,1001,32661,29025,20666,7471,7471,740,6731,947,0.0786715414301999,0.0845570104067056,0.0232480199686899,0.00307857047249364,0.00810810810810811,0,0.0310810810810811,0.0573466052592483,0,0.206245375806295,0.206245375806295,1,1,99,886,882,882,0.251268727957964,0.234378347202633,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP2_BC,DASCMOP_BC,2,1002,33379,29322,20769,7451,7451,731,6720,949,0.0573345154794476,0.0606649771194692,0.0298468668530493,0.00201315259696685,0.0136798905608755,0,0.0205198358413133,0.0845238095238095,0,0.171007120198232,0.171007120198232,1,1,100,865,861,861,0.20921476406871,0.2041327449244,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP2_BC,DASCMOP_BC,3,1003,33874,30442,20736,7407,7407,888,6519,949,0.0470006091905217,0.0491233853958761,0.0233011013674945,0.00337518563520994,0.0112612612612613,0,0.0281531531531532,0.0880503144654088,0,0.154334830457588,0.154334830457588,1,1,100,786,782,782,0.20636097952379,0.196224166490746,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP2_BC,DASCMOP_BC,4,1004,34991,30043,21616,7530,7530,878,6652,946,0.0356166751244359,0.0372813548319766,0.0209190483609043,0.00292164674634794,0.010250569476082,0,0.0250569476082005,0.0565243535778713,0,0.204751152961875,0.201198887492252,1,1,100,819,815,815,0.189100681974054,0.184029360629888,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP2_BC,DASCMOP_BC,5,1005,32774,29185,20755,7457,7457,869,6588,946,0.0424677963515228,0.0436817816563731,0.025648627820587,0.00321845246077511,0.0149597238204833,0,0.0276179516685846,0.0768063145112325,0,0.192451624166837,0.192451624166837,1,1,100,811,807,807,0.202193535885342,0.193808533648201,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP3_BC,DASCMOP_BC,1,1001,4916,2517,2514,2398,2398,162,2236,893,0.0756205433166306,0.0799357675021665,0.0798229415131739,0.000834028356964137,0.00617283950617284,0,0.0123456790123457,0.104651162790698,0,0.2306553759438,0.2306553759438,1,1,100,976,971,971,0.304675013898929,0.302783392559278,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP3_BC,DASCMOP_BC,2,1002,4198,1835,1834,1712,1712,55,1657,822,0.0278609933702776,0.0215351966091121,0.02308049354251,0.00175233644859813,0,0,0.0545454545454545,0.0609535304767652,0,0.438641029135086,0.438641029135086,1,1,100,979,974,974,0.447321987366689,0.447321987366689,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP3_BC,DASCMOP_BC,3,1003,5051,2066,2064,1931,1931,144,1787,873,0.0867668537958697,0.0859090074607461,0.0820749812476131,0.000517866390471258,0.0138888888888889,0,0.00694444444444444,0.0968102965864577,0,0.274864822392885,0.274864822392885,1,1,96,978,973,973,0.320801130434748,0.319401619808214,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP3_BC,DASCMOP_BC,4,1004,5374,2650,2649,2543,2543,40,2503,897,0.0544292824198659,0.0353169316657721,0.0367743235464357,0.00117970900511207,0,0,0.075,0.0375549340791051,0,0.366634667879618,0.366634667879618,1,1,97,976,833,833,0.412722026382711,0.412722026382711,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP3_BC,DASCMOP_BC,5,1005,4424,1968,1967,1848,1848,61,1787,850,0.0350715452323205,0.0287045485889354,0.0296954001703385,0.00108225108225108,0,0,0.0327868852459016,0.0643536653609401,0,0.41418307363932,0.41418307363932,1,1,100,980,837,837,0.417022521026781,0.41667238207108,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
DASCMOP4_BC,DASCMOP_BC,1,1001,7208,3168,3164,2919,2919,0,2919,545,0.0376164815888275,0.0333015938295664,0.0321064574078748,0,NaN,0,NaN,0.144227475162727,0,0.523894110959132,0.523894110959132,1,1,100,606,444,444,0.47620794499479,0.47620794499479,0,0,0,beta,infeasible_shrink_off,Refinement ablation: disable infeasible bracket shrink,beta,168.403035083333
