variant,problem,GroupCount,median_train_x_rec50,median_train_x_rec90,median_train_y_rec50,median_train_y_rec90,median_query_y_err50,median_query_y_err90,median_boundary_dist50,median_boundary_dist90,median_pair_violation_rate,median_pair_margin50,median_pair_margin90,median_side_rate,median_feasible_rate,median_segment_width90,median_coverage_by_ref,median_outlier_rate,median_collapse_rate,median_z_sensitivity
V3_Adv_Pair,LIRCMOP7_BC,3,1.66780904780219,2.44529331802277,0.367514409744566,0.370127722432702,0.359256115283768,0.368247529459273,0.348255727580903,0.360969535141892,0.75,0.0130243429328719,0.179876676277411,0.75,1,0.368145768461352,0,1,0.1,0.00115939211252324
V3_Adv_Pair,LIRCMOP8_BC,3,1.75477263658539,2.62431336437968,0.362269438652107,0.366204760394572,0.355697330335489,0.364142742087926,0.346195626419253,0.357152912676645,0.85,-0.0723657665543253,0.0548704123086968,0.3,1,0.364047530293717,0,1,0.25,0.00146338510104706
V3_Adv_Pair,LIRCMOP9_BC,3,2.54234450616272,2.70012823194895,0.248944860711957,0.258157091848704,0.238094444430642,0.259205519370547,0.236097564256246,0.257346932405226,1,0.00217441049615452,0.00745280933544468,0.75,1,0.257487598737584,0,1,0,0.000546969004345322
V4_Full_current,LIRCMOP10_BC,3,2.36463163261122,2.71212898118768,0.135623887949591,0.147326167072805,0.144381795805282,0.145842894080314,0.132357697483382,0.134923092487501,1,0.0139494689613673,0.0233463399478107,1,1,0.145815259970088,0,1,0,0.000483058113589236
V4_Full_current,LIRCMOP5_BC,3,1.61601056912182,2.01860694431309,0.364087942365497,0.372133300632119,0.376781774213325,0.378557324186617,0.370346090655514,0.373681086281549,1,-0.0657926964810733,-0.0369340674197418,0,1,0.378186572761515,0,1,0,0.00136019741895212
V4_Full_current,LIRCMOP6_BC,3,1.58809506775978,1.69126907252474,0.33322156281115,0.334547271167885,0.325229507284268,0.334160252688037,0.313207370706674,0.314684841498316,0.95,-0.000109340665386481,0.0142811910154174,0.5,1,0.316165510900941,0,1,0,0.00083528467993394
V4_Full_current,LIRCMOP7_BC,3,1.64986817295003,2.4353665778584,0.359053182635162,0.361192605511585,0.346624757828548,0.358168346138644,0.335827401064303,0.350168770817393,0.75,0.0129311492955124,0.18196813789461,0.75,1,0.35805654172567,0,1,0.1,0.00126505120750802
V4_Full_current,LIRCMOP8_BC,3,1.7382435155876,2.61353497477459,0.353270348263996,0.355917426746635,0.344407109906177,0.353918071875725,0.334543732665865,0.347015911573305,0.85,-0.0732462915401008,0.0552936611831087,0.3,1,0.353823265486307,0,1,0.25,0.00141739737605744
V4_Full_current,LIRCMOP9_BC,3,2.5173895385684,2.67307905854949,0.250448237300333,0.259548349451855,0.239130503207619,0.260372960967357,0.237422829520252,0.258632983332647,1,0.00214668838250831,0.00759755011287067,0.75,1,0.258632983332647,0,1,0,0.00057336365299246
V5_Huber_Pair_no_adv,LIRCMOP10_BC,3,2.21164185323406,2.46688100802462,0.120184417324166,0.125245242783088,0.125596279870299,0.125833190825979,0.117443602015522,0.118684004995593,1,0.0138807292843446,0.0240757222183663,1,1,0.12583032707802,0,1,0,0.000668104173117513
V5_Huber_Pair_no_adv,LIRCMOP5_BC,3,1.64073915397495,2.10918183286379,0.374718064651155,0.396563155982098,0.385962019822265,0.394787820692594,0.378108775026058,0.388178365039343,1,-0.0534419852211447,-0.0256523266280519,0.05,1,0.394444529376668,0,1,0,0.00107760560881578
V5_Huber_Pair_no_adv,LIRCMOP6_BC,3,1.52436649819414,1.63273258899563,0.32679638551036,0.346177921415956,0.332558062135145,0.342064579670855,0.320876885943017,0.340605892161583,0.95,0.00247770323299101,0.0151010409509269,0.7,1,0.342032748544521,0,1,0,0.001253448357186
V5_Huber_Pair_no_adv,LIRCMOP7_BC,3,1.72845995199017,2.38631317550262,0.39545516624215,0.409377057644702,0.374328981204838,0.388900121006674,0.364058282203297,0.381536764854937,0.75,0.0114391084076028,0.197371547667611,0.7,1,0.388794419310083,0,1,0.1,0.00110891105683784
V5_Huber_Pair_no_adv,LIRCMOP8_BC,3,1.78753338390258,2.56544866757149,0.410883281384066,0.433060910629072,0.42977874526122,0.441419227177848,0.419429852367111,0.429489871525368,0.9,-0.0791091657698997,0.0495287687995191,0.3,1,0.441295512149252,0,1,0.25,0.00193740623442125
V5_Huber_Pair_no_adv,LIRCMOP9_BC,3,2.25451647054383,2.39110135305044,0.220035036953717,0.234554101195278,0.222937059958482,0.225063077079062,0.22138688815103,0.223901359360897,1,0.00251968708865058,0.00817765867011644,0.8,1,0.22479909119585,0,1,0,0.00106297763803889
