problem,snapshot_run,gan_seed,variant,variant_description,condition_mode,snapshot_file,train_count,query_count,condition_dim,D,advWeight,reconstructionWeight,pairMarginWeight,useMismatchD,runtime,status,error_message,train_x_rec50,train_x_rec90,train_y_rec50,train_y_rec90,query_y_err50,query_y_err90,boundary_dist50,boundary_dist90,pair_violation_rate,pair_margin50,pair_margin90,side_rate,feasible_rate,segment_width90,coverage_by_ref,outlier_rate,collapse_rate,z_sensitivity
LIRCMOP10_BC,1,1,V0_Pure_CGAN,"D real/fake, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,0,20.96856975,ok,,2.36204837963526,2.70357903324148,0.125818523879993,0.1274059355973,0.126630622963982,0.126841062259549,0.120610831228267,0.120767786657293,1,0.0144696559328736,0.0250257377861001,1,1,0.126562775045374,0,1,0,0.00104903435250198
LIRCMOP10_BC,1,2,V0_Pure_CGAN,"D real/fake, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,0,21.444155125,ok,,2.3840526825869,2.71571814768427,0.143317603905068,0.145076168818015,0.142879639058278,0.143316720720161,0.128742614783467,0.129671667553058,1,0.0140893931714683,0.0233645702797614,1,1,0.143035610596115,0,1,0,0.000308804213939082
LIRCMOP10_BC,1,3,V0_Pure_CGAN,"D real/fake, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,0,21.67607975,ok,,2.31250273887462,2.65535271810139,0.127198791974823,0.141169474350475,0.138654602385194,0.140259807362915,0.132846236420758,0.134616787028682,1,0.0135208101501074,0.0234855816769546,1,1,0.140233048156353,0,1,0,0.000383113209143329
LIRCMOP10_BC,1,1,V1_CGAN_mismatchD,"D real/fake/mismatch, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,1,22.233633,ok,,2.3810322062311,2.73349510267665,0.125667448457327,0.126843777515149,0.126184933942406,0.126424775941386,0.11907207699863,0.119169264486735,1,0.014373677792678,0.0248190532410162,1,1,0.126190603820404,0,1,0,0.00115442103789555
LIRCMOP10_BC,1,2,V1_CGAN_mismatchD,"D real/fake/mismatch, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,1,22.0240377916667,ok,,2.42538193540878,2.74947437232956,0.148329619976644,0.149778090922477,0.146832509956062,0.148128323152465,0.134533961144372,0.136838212898419,1,0.0139626983031333,0.0232523599701706,1,1,0.148070954163115,0,1,0,0.000352573151495166
LIRCMOP10_BC,1,3,V1_CGAN_mismatchD,"D real/fake/mismatch, G adversarial only",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,0,1,22.40998475,ok,,2.35787012308248,2.70411283850434,0.13901965472004,0.155623119588138,0.150372501562522,0.153376346505033,0.144291740110293,0.147605778334683,1,0.0133323797639633,0.0232078469110644,1,1,0.153348722345483,0,1,0,0.000603644692922768
LIRCMOP10_BC,1,1,V2_Adv_Huber,"Adversarial plus Huber reconstruction",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,0,1,22.9101957083333,ok,,2.36350640629479,2.71062939880299,0.123571470266699,0.124772078981604,0.124031265212724,0.124240453264353,0.116840515387225,0.116951081359319,1,0.0143931004762621,0.0248566187330794,1,1,0.124023489148674,0,1,0,0.00132689618098309
LIRCMOP10_BC,1,2,V2_Adv_Huber,"Adversarial plus Huber reconstruction",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,0,1,22.7767056666667,ok,,2.39914845523952,2.72260892113284,0.145405536925969,0.146815296774152,0.14391807083238,0.145369873204215,0.131914900730067,0.134514658857496,1,0.0139560570805957,0.0232471517185227,1,1,0.145347012252986,0,1,0,0.000228273325034238
LIRCMOP10_BC,1,3,V2_Adv_Huber,"Adversarial plus Huber reconstruction",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,0,1,22.2127358333333,ok,,2.33965712330997,2.67469320221866,0.135017214346025,0.149825185015705,0.145661501961515,0.147953835887251,0.140079797603699,0.142694355520777,1,0.0133873843856629,0.0233316548788638,1,1,0.14792391268039,0,1,0,0.000471452764891294
LIRCMOP10_BC,1,1,V3_Adv_Pair,"Adversarial plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,1,1,19.3762999166667,ok,,2.38375503975904,2.73716591340722,0.124653420448958,0.12610120487369,0.125252938289561,0.125580153891898,0.117681572648049,0.117905449898598,1,0.014404229404182,0.0248521712198471,1,1,0.125381805207195,0,1,0,0.00112521407899851
LIRCMOP10_BC,1,2,V3_Adv_Pair,"Adversarial plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,1,1,3.08235641666667,ok,,2.42632373654259,2.74797650080978,0.148917818055246,0.150448080597805,0.147431767189884,0.148584714104973,0.135112704227098,0.137294974537527,1,0.0139337902214134,0.0231939156205512,1,1,0.148528112251417,0,1,0,0.000229656800969804
LIRCMOP10_BC,1,3,V3_Adv_Pair,"Adversarial plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,0,1,1,3.77844320833333,ok,,2.35840357391513,2.70318885286216,0.139355648882555,0.156208785249462,0.150799233696809,0.153785591784597,0.144795116232821,0.148088790097932,1,0.013351303333289,0.0232258804776646,1,1,0.153757497930696,0,1,0,0.000605444647350606
LIRCMOP10_BC,1,1,V4_Full_current,"Adversarial plus Huber plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,1,1,4.822982,ok,,2.36463163261122,2.71212898118768,0.122850096142591,0.124079229208161,0.123392579669746,0.123623861136905,0.115902047199231,0.116012970648939,1,0.0143994275200976,0.0248718786170457,1,1,0.123431219293973,0,1,0,0.00123684684807268
LIRCMOP10_BC,1,2,V4_Full_current,"Adversarial plus Huber plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,1,1,5.6391305,ok,,2.40123643447989,2.72368713695735,0.145869969044302,0.147326167072805,0.144381795805282,0.145842894080314,0.132357697483382,0.134923092487501,1,0.0139494689613673,0.0232290637060264,1,1,0.145815259970088,0,1,0,0.000197402560793714
LIRCMOP10_BC,1,3,V4_Full_current,"Adversarial plus Huber plus pair-margin",ref_y,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/loss_ablation_lir_offline_20260623_155831/snapshots/LIRCMOP10_BC_run1_snapshot.mat,132,20,4,30,1,1,1,1,9.31919875,ok,,2.34095320135341,2.67452146876375,0.135623887949591,0.151992790922852,0.147216700009859,0.149827215655666,0.141852352935868,0.144773209024961,1,0.0134017201444678,0.0233463399478107,1,1,0.149795894899553,0,1,0,0.000483058113589236
