problem,seed,arm,FE,threshold,baselineShortMidpoints,currentShortMidpoints,novelSeparatedWitnesses,witnessesCoveredByP1
LIRCMOP7_BC,1,fallback_only,50000,0.01,15,15,0,0
LIRCMOP7_BC,1,fallback_only,51000,0.01,15,15,0,0
LIRCMOP7_BC,1,fallback_only,52000,0.01,15,15,0,0
LIRCMOP7_BC,1,fallback_only,53000,0.01,15,14,0,0
LIRCMOP7_BC,1,fallback_only,54000,0.01,15,14,0,0
LIRCMOP7_BC,1,fallback_only,55000,0.01,15,14,0,0
LIRCMOP7_BC,1,fallback_only,56000,0.01,15,14,0,0
LIRCMOP7_BC,1,fallback_only,57000,0.01,15,14,1,1
LIRCMOP7_BC,1,fallback_only,58000,0.01,15,16,3,3
LIRCMOP7_BC,1,fallback_only,59000,0.01,15,15,3,3
LIRCMOP7_BC,1,fallback_only,60000,0.01,15,17,4,4
LIRCMOP7_BC,1,fallback_only,61000,0.01,15,17,4,4
LIRCMOP7_BC,1,fallback_only,62000,0.01,15,16,3,3
LIRCMOP7_BC,1,fallback_only,63000,0.01,15,16,3,3
LIRCMOP7_BC,1,fallback_only,64000,0.01,15,18,5,4
LIRCMOP7_BC,1,fallback_only,65000,0.01,15,18,5,5
LIRCMOP7_BC,1,fallback_only,66000,0.01,15,18,5,5
LIRCMOP7_BC,1,fallback_only,67000,0.01,15,18,6,6
LIRCMOP7_BC,1,fallback_only,68000,0.01,15,19,7,7
LIRCMOP7_BC,1,fallback_only,69000,0.01,15,21,9,9
LIRCMOP7_BC,1,fallback_only,70000,0.01,15,21,9,9
LIRCMOP7_BC,1,fallback_only,71000,0.01,15,21,9,9
LIRCMOP7_BC,1,fallback_only,72000,0.01,15,21,9,9
LIRCMOP7_BC,1,fallback_only,73000,0.01,15,23,11,11
LIRCMOP7_BC,1,fallback_only,74000,0.01,15,22,12,12
LIRCMOP7_BC,1,fallback_only,75000,0.01,15,21,11,10
LIRCMOP7_BC,1,fallback_only,76000,0.01,15,21,11,9
LIRCMOP7_BC,1,fallback_only,77000,0.01,15,22,12,10
LIRCMOP7_BC,1,fallback_only,78000,0.01,15,23,13,11
LIRCMOP7_BC,1,fallback_only,79000,0.01,15,24,14,11
LIRCMOP7_BC,1,fallback_only,80000,0.01,15,25,15,12
LIRCMOP7_BC,1,fallback_only,81000,0.01,15,26,16,13
LIRCMOP7_BC,1,fallback_only,82000,0.01,15,26,15,11
LIRCMOP7_BC,1,fallback_only,83000,0.01,15,24,13,8
LIRCMOP7_BC,1,fallback_only,84000,0.01,15,25,13,8
LIRCMOP7_BC,1,fallback_only,85000,0.01,15,25,13,8
LIRCMOP7_BC,1,fallback_only,86000,0.01,15,26,13,9
LIRCMOP7_BC,1,fallback_only,87000,0.01,15,26,13,9
LIRCMOP7_BC,1,fallback_only,88000,0.01,15,27,14,10
LIRCMOP7_BC,1,fallback_only,89000,0.01,15,27,14,9
LIRCMOP7_BC,1,fallback_only,90000,0.01,15,29,16,11
LIRCMOP7_BC,1,fallback_only,91000,0.01,15,30,17,12
LIRCMOP7_BC,1,fallback_only,92000,0.01,15,27,17,11
LIRCMOP7_BC,1,fallback_only,93000,0.01,15,29,18,12
LIRCMOP7_BC,1,fallback_only,94000,0.01,15,29,19,13
LIRCMOP7_BC,1,fallback_only,95000,0.01,15,31,21,15
LIRCMOP7_BC,1,fallback_only,96000,0.01,15,32,21,15
LIRCMOP7_BC,1,fallback_only,97000,0.01,15,33,21,15
LIRCMOP7_BC,1,fallback_only,98000,0.01,15,34,22,15
LIRCMOP7_BC,1,fallback_only,99000,0.01,15,33,22,15
LIRCMOP7_BC,1,fallback_only,100000,0.01,15,33,22,15
LIRCMOP7_BC,1,fallback_only,50000,0.02,79,79,0,0
LIRCMOP7_BC,1,fallback_only,51000,0.02,79,80,2,2
LIRCMOP7_BC,1,fallback_only,52000,0.02,79,80,2,2
LIRCMOP7_BC,1,fallback_only,53000,0.02,79,71,3,3
LIRCMOP7_BC,1,fallback_only,54000,0.02,79,74,4,4
LIRCMOP7_BC,1,fallback_only,55000,0.02,79,74,5,5
LIRCMOP7_BC,1,fallback_only,56000,0.02,79,73,4,4
LIRCMOP7_BC,1,fallback_only,57000,0.02,79,66,6,6
LIRCMOP7_BC,1,fallback_only,58000,0.02,79,68,9,9
LIRCMOP7_BC,1,fallback_only,59000,0.02,79,67,8,8
LIRCMOP7_BC,1,fallback_only,60000,0.02,79,68,9,9
LIRCMOP7_BC,1,fallback_only,61000,0.02,79,69,9,9
LIRCMOP7_BC,1,fallback_only,62000,0.02,79,67,7,7
LIRCMOP7_BC,1,fallback_only,63000,0.02,79,68,8,8
LIRCMOP7_BC,1,fallback_only,64000,0.02,79,76,9,9
LIRCMOP7_BC,1,fallback_only,65000,0.02,79,69,10,10
LIRCMOP7_BC,1,fallback_only,66000,0.02,79,71,10,10
LIRCMOP7_BC,1,fallback_only,67000,0.02,79,72,12,12
LIRCMOP7_BC,1,fallback_only,68000,0.02,79,72,12,12
LIRCMOP7_BC,1,fallback_only,69000,0.02,79,76,15,15
LIRCMOP7_BC,1,fallback_only,70000,0.02,79,76,16,16
LIRCMOP7_BC,1,fallback_only,71000,0.02,79,76,16,16
LIRCMOP7_BC,1,fallback_only,72000,0.02,79,78,19,18
LIRCMOP7_BC,1,fallback_only,73000,0.02,79,85,23,22
LIRCMOP7_BC,1,fallback_only,74000,0.02,79,81,25,24
LIRCMOP7_BC,1,fallback_only,75000,0.02,79,78,24,22
LIRCMOP7_BC,1,fallback_only,76000,0.02,79,76,25,22
LIRCMOP7_BC,1,fallback_only,77000,0.02,79,79,26,23
LIRCMOP7_BC,1,fallback_only,78000,0.02,79,77,27,24
LIRCMOP7_BC,1,fallback_only,79000,0.02,79,80,29,25
LIRCMOP7_BC,1,fallback_only,80000,0.02,79,83,30,25
LIRCMOP7_BC,1,fallback_only,81000,0.02,79,84,29,25
LIRCMOP7_BC,1,fallback_only,82000,0.02,79,85,29,23
LIRCMOP7_BC,1,fallback_only,83000,0.02,79,87,31,25
LIRCMOP7_BC,1,fallback_only,84000,0.02,79,89,32,26
LIRCMOP7_BC,1,fallback_only,85000,0.02,79,89,33,27
LIRCMOP7_BC,1,fallback_only,86000,0.02,79,88,32,27
LIRCMOP7_BC,1,fallback_only,87000,0.02,79,88,33,28
LIRCMOP7_BC,1,fallback_only,88000,0.02,79,90,34,28
LIRCMOP7_BC,1,fallback_only,89000,0.02,79,93,35,29
LIRCMOP7_BC,1,fallback_only,90000,0.02,79,97,36,30
LIRCMOP7_BC,1,fallback_only,91000,0.02,79,98,38,32
LIRCMOP7_BC,1,fallback_only,92000,0.02,79,99,41,34
LIRCMOP7_BC,1,fallback_only,93000,0.02,79,99,40,32
LIRCMOP7_BC,1,fallback_only,94000,0.02,79,96,41,33
LIRCMOP7_BC,1,fallback_only,95000,0.02,79,99,44,35
LIRCMOP7_BC,1,fallback_only,96000,0.02,79,104,45,36
LIRCMOP7_BC,1,fallback_only,97000,0.02,79,100,43,35
LIRCMOP7_BC,1,fallback_only,98000,0.02,79,104,43,33
LIRCMOP7_BC,1,fallback_only,99000,0.02,79,106,42,32
LIRCMOP7_BC,1,fallback_only,100000,0.02,79,105,42,33
LIRCMOP7_BC,1,fallback_only,50000,0.04,321,321,0,0
LIRCMOP7_BC,1,fallback_only,51000,0.04,321,326,0,0
LIRCMOP7_BC,1,fallback_only,52000,0.04,321,326,0,0
LIRCMOP7_BC,1,fallback_only,53000,0.04,321,317,1,1
LIRCMOP7_BC,1,fallback_only,54000,0.04,321,324,5,5
LIRCMOP7_BC,1,fallback_only,55000,0.04,321,322,10,10
LIRCMOP7_BC,1,fallback_only,56000,0.04,321,320,11,11
LIRCMOP7_BC,1,fallback_only,57000,0.04,321,315,12,12
LIRCMOP7_BC,1,fallback_only,58000,0.04,321,313,14,14
LIRCMOP7_BC,1,fallback_only,59000,0.04,321,311,16,16
LIRCMOP7_BC,1,fallback_only,60000,0.04,321,309,15,15
LIRCMOP7_BC,1,fallback_only,61000,0.04,321,305,17,17
LIRCMOP7_BC,1,fallback_only,62000,0.04,321,306,18,18
LIRCMOP7_BC,1,fallback_only,63000,0.04,321,307,18,18
LIRCMOP7_BC,1,fallback_only,64000,0.04,321,315,14,14
