problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,generated_new_ref_hit_rate,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate
LIRCMOP6_BC,1,10000,10176,49,24,1,24,5,20,0,0.00369031181448111,0.00443028838455247,0.000619797816432736,1,0.0562419232091143,0.0137522383913818,0.039417591056259,0,0.024685301926626,0.0346043235314276,0
LIRCMOP6_BC,1,30000,30196,140,61,1,61,5,20,4,0.00464053752820561,0.00544650001824349,0.00115124623943395,1,0.0708592216974101,0.00577621736838382,0.00708894185519501,0.262295081967213,0.00654961706385737,0.0333310968946158,0.2
LIRCMOP6_BC,1,50000,50216,231,88,1,88,5,20,4,0.000332287644271211,0.000597959311427356,0.000497578320463497,0,0.063162848389287,0.00965464241079008,0.0150235926636815,0.159090909090909,0.00302103550254161,0.00461463211837362,0.2
LIRCMOP6_BC,1,70000,70016,321,64,1,64,5,20,19,0.000801043430743049,0.00261104261938034,0.000875837949862921,1,0.0821780340703285,0.0144563182545583,0.0228752187240695,0.421875,0.01858825250294,0.0203768640175241,0.95
LIRCMOP6_BC,1,100000,100156,458,65,1,65,5,20,0,0.0013622071142873,0.00178970350679861,0.000583008648682531,1,0.0698262254285927,0.00085656398989772,0.0156261084291562,0.676923076923077,0.00448713759599326,0.00877485355021822,0
