problem,seed,mode,stage,targetFE,actualFE,missing,IGD,HV,p1Feasible,p2Feasible,populationOverlap,archivePairs,activePairs,inactivePairs,eligiblePairs,activeRefCoverage,frontRejectedPairs,infeasibleDominatedPairs,eligibilityRemoved,feasiblePoolEligible,infeasiblePoolEligible,gapMedian,gapP90,trainingEvents,generatorUpdates,criticUpdates,trainingSeconds,lastTrainingFE,lastTrainingPairs,lastTrainingEpochs,lastTrainingUpdates,lastTrainingEndpointRMSE,modelVersion,consumedTrainingFE,consumedTrainingPairs,consumedTrainingEpochs,consumedTrainingUpdates,consumedTrainingRMSE,productionFE,selectedCount,selectedFeasibleRate,survivedP1,survivedP2,cumulativeGuided,nativeBandRate,rebuildInputPoints,netGapReduction
LIRCMOP6_BC,12,cgan,FE050000,50000,50000,0,0.43260936757937,0.103070276159877,100,55,55,79,18,61,79,0.18,4,1,4,78,110,0.13142918684495,0.221542896027503,226,5500,27500,574.360716375,50000,18,18.8235294117647,20,0.0495651905898817,225,49800,20,17.7777777777778,20,0.0460385965171983,49800,20,0.15,0,0,4560,NaN,538,0.0987606819539151
LIRCMOP6_BC,12,cgan,FE070000,70000,70000,0,0.0378048511988957,0.187829438067248,100,89,76,22,15,7,22,0.15,0,5,5,111,15,0.0839738947782895,0.128755862886572,244,5860,29300,612.934863375,70000,15,20,20,0.0161744896596259,243,69800,11,20,20,0.0180886074144624,69800,20,0.3,0,0,6500,NaN,442,-0.222572493441806
LIRCMOP6_BC,12,cgan,FE100000,100000,100000,0,0.0128715229361018,0.193394857272101,100,100,83,0,0,0,0,0,0,0,0,119,0,NaN,NaN,270,6380,31900,668.159705833333,75200,10,18.4615384615385,20,0.0159076144495756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7180,NaN,400,0
LIRCMOP6_BC,13,cgan,first_true_use,5600,5600,0,1.43790551645358,0,100,94,88,3,2,1,3,0.02,19,18,19,24,10,0.0509204547951176,0.0683532761161442,1,1000,5000,104.519713833333,5400,10,941.176470588235,1000,0.0960436208880199,1,5400,10,941.176470588235,1000,0.0960436208880199,5400,20,0.3,4,5,20,NaN,426,0.417614215190835
LIRCMOP6_BC,13,cgan,FE010000,10000,10000,0,1.36292255607642,0,100,75,61,31,27,4,31,0.27,3,0,3,61,54,0.293521540901951,0.441259794442116,17,1320,6600,153.079692125,10000,27,13.3333333333333,20,0.055494968933896,16,9800,24,15.2380952380952,20,0.0555622725843912,9800,20,0.4,2,9,460,NaN,452,0
LIRCMOP6_BC,13,cgan,FE030000,30000,30000,0,1.34887911192255,0,100,16,7,476,78,398,476,0.78,11,1,12,137,451,0.169673243759878,0.326918589913963,117,3320,16600,347.969689041667,30000,78,4.32432432432432,20,0.0896406137058386,116,29800,74,4.50704225352113,20,0.0833329363362238,29800,20,0.2,0,0,2460,NaN,1322,0.786441186728271
LIRCMOP6_BC,13,cgan,FE050000,50000,50000,0,0.0832097354400742,0.159393008704293,100,80,92,11,5,6,11,0.05,6,1,7,82,27,0.169189811821008,0.321334302148335,153,4040,20200,421.295308125,47200,8,20,20,0.0403718239033875,153,47200,8,20,20,0.0403718239033875,49800,20,0.35,0,0,4460,NaN,428,0.0135107262854203
LIRCMOP6_BC,13,cgan,FE070000,70000,70000,0,0.0199409202921756,0.189697112052787,100,100,96,0,0,0,0,0,0,0,0,106,0,NaN,NaN,204,5060,25300,528.254665291667,67400,9,20,20,0.0162831066664784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6260,NaN,400,0
LIRCMOP6_BC,13,cgan,FE100000,100000,100000,0,0.0131916083733561,0.19313118713886,100,100,99,0,0,0,0,0,0,0,0,106,0,NaN,NaN,204,5060,25300,528.254665291667,67400,9,20,20,0.0162831066664784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6260,NaN,400,0
LIRCMOP6_BC,14,cgan,first_true_use,4200,4200,0,1.53768616686465,0,100,69,37,4,4,0,4,0.04,8,8,10,12,18,0.500780486912928,0.552660771971672,1,1000,5000,91.1632999166667,4000,11,1000,1000,0.0897626580323654,1,4000,11,1000,1000,0.0897626580323654,4000,20,0.1,2,19,20,NaN,422,0.939939371935185
LIRCMOP6_BC,14,cgan,FE010000,10000,10000,0,1.34871316916763,0,100,42,7,86,38,48,86,0.38,2,3,5,83,161,0.175861038860825,0.308966793202407,28,1540,7700,147.309556291667,10000,38,8.64864864864865,20,0.0526349942058316,27,9800,36,9.01408450704225,20,0.0564221296390225,9800,20,0.1,0,0,600,NaN,564,0.000102945713995467
LIRCMOP6_BC,14,cgan,FE030000,30000,30000,0,0.552373880711713,0.0621606566428769,100,20,20,46,10,36,46,0.1,5,2,6,21,135,0.120387227740813,0.196109718610213,128,3540,17700,326.321791166667,30000,10,18.9473684210526,20,0.054544722153725,127,29800,10,18.9473684210526,20,0.0542897930415459,29800,20,0.1,0,0,2600,NaN,482,0
LIRCMOP6_BC,14,cgan,FE050000,50000,50000,0,0.361574456736892,0.118172061144615,100,52,49,80,15,65,80,0.15,7,1,7,67,113,0.10337956453261,0.19172772802576,226,5500,27500,506.33796475,50000,15,20,20,0.039077518733592,225,49800,13,19.1304347826087,20,0.0420699762065676,49800,20,0,0,0,4600,NaN,556,0.0100180154420552
LIRCMOP6_BC,14,cgan,FE070000,70000,70000,0,0.0488401658690653,0.179711778570805,100,85,81,4,3,1,4,0.03,0,1,1,102,20,0.0659875483901581,0.0663285136804266,278,6540,32700,583.868479541667,60400,17,19.3103448275862,20,0.0701050317799642,278,60400,17,19.3103448275862,20,0.0701050317799642,69800,20,0.05,0,0,6600,NaN,408,0
LIRCMOP6_BC,14,cgan,FE100000,100000,100000,0,0.0123249751253176,0.193767710680543,100,100,85,0,0,0,0,0,0,0,0,113,0,NaN,NaN,287,6720,33600,594.140260208333,75800,12,18.6666666666667,20,0.0238856325052983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7420,NaN,400,0
LIRCMOP6_BC,15,cgan,first_true_use,6200,6200,0,2.78487981025583,0,100,83,53,14,12,2,14,0.12,3,0,3,27,42,0.481237569664415,0.625269995919643,2,1020,5100,88.5912937916667,6200,12,19.1304347826087,20,0.0678839682741022,1,6000,8,1000,1000,0.0735451967494629,6000,20,0.15,1,12,20,NaN,416,0.439121955206857
LIRCMOP6_BC,15,cgan,FE010000,10000,10000,0,1.3672643545516,0,100,51,43,40,36,4,40,0.36,6,5,10,46,98,0.210789679024837,0.313893481155869,20,1380,6900,131.536532041667,10000,36,9.6969696969697,20,0.0413396414293089,19,9800,29,11.6363636363636,20,0.0420679813907192,9800,20,0.2,2,6,400,NaN,470,0.0387478043505894
LIRCMOP6_BC,15,cgan,FE030000,30000,30000,0,1.34808372586403,0,100,53,24,442,78,364,442,0.78,2,1,2,162,353,0.144394085629423,0.286997372313426,120,3380,16900,302.687609416667,30000,78,4.32432432432432,20,0.0653368933154381,119,29800,74,4.41379310344828,20,0.0621326406065502,29800,20,0.25,0,0,2400,NaN,1270,0.6693705151775
LIRCMOP6_BC,15,cgan,FE050000,50000,50000,0,0.343115232944109,0.0707814452564506,100,27,25,20,5,15,20,0.05,6,9,11,24,87,0.137650687539583,0.274856863985466,216,5300,26500,475.962783041667,49600,9,20,20,0.0395084474769325,216,49600,9,20,20,0.0395084474769325,49800,20,0.1,0,0,4400,NaN,446,0
LIRCMOP6_BC,15,cgan,FE070000,70000,70000,0,0.0843231115322902,0.167926288144901,100,76,74,11,5,6,11,0.05,0,1,1,103,33,0.100901656566006,0.204289866146182,217,5320,26600,477.843904916667,50400,8,18.6666666666667,20,0.0399234384281938,217,50400,8,18.6666666666667,20,0.0399234384281938,69800,20,0.35,0,0,6400,NaN,424,0
LIRCMOP6_BC,15,cgan,FE100000,100000,100000,0,0.0194099335613676,0.192134263803317,100,100,80,0,0,0,0,0,0,0,0,119,0,NaN,NaN,233,5640,28200,504.782248791667,84000,9,18.4615384615385,20,0.0230955726643028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7980,NaN,400,0
LIRCMOP7_BC,11,cgan,first_true_use,5000,5000,0,1.89197302290971,0,100,95,64,0,0,0,0,0,14,8,15,21,11,NaN,NaN,1,1000,5000,101.963080791667,4800,8,1000,1000,0.10314522468554,1,4800,8,1000,1000,0.10314522468554,4800,20,0.4,1,4,20,NaN,416,1.33334696423706
LIRCMOP7_BC,11,cgan,FE010000,10000,10000,0,0.660633743292435,0.137827210551132,100,50,17,27,13,14,27,0.13,76,63,76,22,85,0.200988298119953,0.371856493101931,21,1400,7000,160.350528833333,10000,13,19.2,20,0.0447230822177642,20,9800,49,7.11111111111111,20,0.0534147411865465,9800,20,0,0,0,500,NaN,558,0.154697260923066
LIRCMOP7_BC,11,cgan,FE030000,30000,30000,0,0.0929416318021198,0.255317906246539,100,70,26,500,46,454,500,0.46,0,0,0,155,348,0.0989265775781928,0.204317456456114,121,3400,17000,352.252642875,30000,46,7.11111111111111,20,0.0428195098090223,120,29800,37,8.88888888888889,20,0.040175429437556,29800,20,0.05,0,0,2500,NaN,1400,0.406813704775801
LIRCMOP7_BC,11,cgan,FE050000,50000,50000,0,0.0397157852076551,0.282539735346543,100,1,1,499,74,425,499,0.74,9,6,15,160,562,0.101409880196493,0.246220889560192,221,5400,27000,542.134548875,50000,74,4.44444444444444,20,0.0557392664660467,220,49800,71,4.60431654676259,20,0.0509927962958707,49800,20,0.1,0,0,4500,NaN,1400,0.0519321724800359
LIRCMOP7_BC,11,cgan,FE070000,70000,70000,0,0.0367373173500045,0.283863720287104,100,0,0,500,77,423,500,0.77,1,1,2,165,572,0.0927376898003797,0.264079946853482,319,7360,36800,728.815199333333,70000,77,4.32432432432432,20,0.0619442342758341,318,69800,79,4.15584415584416,20,0.0627840930654961,69800,20,0,0,0,6500,NaN,1400,0.0225972853287039
LIRCMOP7_BC,11,cgan,FE100000,100000,100000,0,0.012137737409711,0.291380763069498,100,1,1,500,86,414,500,0.86,10,1,11,177,558,0.10860307352283,0.263121031908811,468,10340,51700,946.282163541667,99800,91,3.61581920903955,20,0.0899107463894257,468,99800,91,3.61581920903955,20,0.0899107463894257,99800,20,0.25,0,0,9500,NaN,1400,-0.148801853738591
LIRCMOP7_BC,12,cgan,first_true_use,4800,4800,0,1.95770604000465,0,100,80,51,5,5,0,5,0.05,9,5,9,14,21,0.772073603487398,0.897349562009881,1,1000,5000,105.468590958333,4600,11,1000,1000,0.123195257237714,1,4600,11,1000,1000,0.123195257237714,4600,20,0.15,1,14,20,NaN,424,0.182868166872526
LIRCMOP7_BC,12,cgan,FE010000,10000,10000,0,0.646273342236793,0.125351610419249,100,34,16,32,12,20,32,0.12,4,0,4,25,105,0.293571508254677,0.388089172907147,24,1460,7300,167.14976925,10000,12,19.1304347826087,20,0.0551566167286538,23,9800,9,20,20,0.0574602871796315,9800,20,0,0,4,540,NaN,450,0.0470939357140552
LIRCMOP7_BC,12,cgan,FE030000,30000,30000,0,0.120700111845321,0.245667119006551,100,48,12,424,69,355,424,0.69,15,1,16,124,327,0.121772799915578,0.27786811604257,124,3460,17300,359.006485625,30000,69,4.92307692307692,20,0.0463794056315335,123,29800,65,5.33333333333333,20,0.0465301042312914,29800,20,0.1,0,0,2540,NaN,1236,0.227887554482391
LIRCMOP7_BC,12,cgan,FE050000,50000,50000,0,0.11378263727773,0.25094257640457,100,5,2,500,83,417,500,0.83,6,2,6,166,538,0.130113250843239,0.229941676524739,224,5460,27300,549.465294166667,50000,83,3.92638036809816,20,0.0764138423992991,223,49800,85,3.90243902439024,20,0.0756600293229292,49800,20,0,0,0,4540,NaN,1400,0
LIRCMOP7_BC,12,cgan,FE070000,70000,70000,0,0.0651196154920568,0.266940201107125,100,1,1,500,87,413,500,0.87,4,1,5,181,560,0.125524694477383,0.240894314281894,324,7460,37300,741.670444541667,70000,87,3.85542168674699,20,0.0888013756394812,323,69800,86,3.87878787878788,20,0.0896668891157666,69800,20,0.05,0,2,6540,NaN,1400,0.0481701207854211
LIRCMOP7_BC,12,cgan,FE100000,100000,100000,0,0.0101836771844604,0.292880497627513,100,1,0,500,92,408,500,0.92,4,1,5,187,574,0.113111686102128,0.247433307287425,473,10440,52200,956.334694416667,99800,92,3.57541899441341,20,0.0881269584187034,473,99800,92,3.57541899441341,20,0.0881269584187034,99800,20,0,0,0,9540,NaN,1400,0.283958250874034
LIRCMOP7_BC,13,cgan,first_true_use,4400,4400,0,1.88742915650289,0,100,78,61,7,6,1,7,0.06,7,5,7,13,15,0.393492923116457,0.984814466783882,1,1000,5000,86.204458375,4200,8,1000,1000,0.0958906138541255,1,4200,8,1000,1000,0.0958906138541255,4200,20,0.25,3,16,20,NaN,418,1.44216130599765
LIRCMOP7_BC,13,cgan,FE010000,10000,10000,0,0.262454901723278,0.203318749826569,100,17,17,30,24,6,30,0.24,4,5,6,28,126,0.167744995197231,0.310034029067545,29,1560,7800,131.969554708333,10000,24,15.609756097561,20,0.0466751305732091,28,9800,21,16.8421052631579,20,0.0431295123392757,9800,20,0.15,3,18,580,NaN,450,0.245965248994651
LIRCMOP7_BC,13,cgan,FE030000,30000,30000,0,0.0560845104455484,0.265500679476273,100,10,6,500,78,422,500,0.78,10,1,11,140,459,0.121333487638665,0.23969590232548,129,3560,17800,274.711722875,30000,78,4.23841059602649,20,0.0466961161561263,128,29800,80,4.1025641025641,20,0.047724289909485,29800,20,0.05,0,0,2580,NaN,1386,-0.165038357408233
LIRCMOP7_BC,13,cgan,FE050000,50000,50000,0,0.0105892080833411,0.29258121137818,100,1,1,500,80,420,500,0.8,15,0,15,190,537,0.1083246396235,0.192705149971278,228,5540,27700,422.379063333333,50000,80,4.18300653594771,20,0.091473752831048,227,49800,97,3.36842105263158,20,0.0728342776192665,49800,20,0.05,0,0,4580,NaN,1400,0.26961417952134
LIRCMOP7_BC,13,cgan,FE070000,70000,70000,0,0.00860400272086246,0.293576242037086,100,2,2,500,97,403,500,0.97,5,0,5,197,563,0.0892298008163271,0.254079518930658,328,7540,37700,601.497058166667,70000,97,3.42245989304813,20,0.0992929424858524,327,69800,95,3.51648351648352,20,0.103345276305523,69800,20,0,0,0,6580,NaN,1400,0.124230167317743
LIRCMOP7_BC,13,cgan,FE100000,100000,100000,0,0.00813060080941675,0.293858611059854,100,0,0,500,85,415,500,0.85,5,2,7,213,570,0.0910741247181036,0.229338132654935,477,10520,52600,856.014308125,99800,88,3.69942196531792,20,0.0834366345711293,477,99800,88,3.69942196531792,20,0.0834366345711293,99800,20,0.05,0,0,9580,NaN,1400,-0.026661704565227
LIRCMOP7_BC,14,cgan,first_true_use,5000,5000,0,1.91266647310127,0,100,86,62,3,2,1,3,0.02,7,7,8,14,14,0.463950671651033,0.643277878269415,1,1000,5000,89.2801824583333,4800,8,933.333333333333,1000,0.115126633058966,1,4800,8,933.333333333333,1000,0.115126633058966,4800,20,0.6,4,6,20,NaN,420,1.24939992195468
LIRCMOP7_BC,14,cgan,FE010000,10000,10000,0,1.69501020335253,0,100,46,18,57,44,13,57,0.44,12,1,13,58,134,0.299935841532897,0.430409229358095,22,1420,7100,125.139178333333,10000,44,7.90123456790123,20,0.063306038940321,21,9800,41,8.31168831168831,20,0.0628738588913323,9800,20,0.1,1,0,520,NaN,510,0
LIRCMOP7_BC,14,cgan,FE030000,30000,30000,0,0.134332715946371,0.244681355335042,100,39,14,340,63,277,340,0.63,36,1,37,117,320,0.119922978450543,0.267891565610244,119,3360,16800,272.021479375,30000,63,5.33333333333333,20,0.0471455018731176,118,29800,71,4.74074074074074,20,0.0454054068663601,29800,20,0.1,0,0,2520,NaN,1128,0.680260627331544
LIRCMOP7_BC,14,cgan,FE050000,50000,50000,0,0.11221251378261,0.252173608156491,100,24,7,500,90,410,500,0.9,3,6,8,170,465,0.125041402525953,0.225185000770081,217,5320,26600,422.082574416667,50000,90,3.74269005847953,20,0.0503918559854837,216,49800,88,3.80952380952381,20,0.0487057379191044,49800,20,0.05,0,0,4520,NaN,1398,0.42457247357954
LIRCMOP7_BC,14,cgan,FE070000,70000,70000,0,0.0111983352645386,0.292189496979488,100,0,0,500,90,410,500,0.9,4,0,4,183,548,0.132735618801384,0.219155794603263,317,7320,36600,606.772610208333,70000,90,3.74269005847953,20,0.0637049187865233,316,69800,89,3.80952380952381,20,0.0659371047197379,69800,20,0,0,0,6520,NaN,1400,-0.153234374941831
LIRCMOP7_BC,14,cgan,FE100000,100000,100000,0,0.00821319753234025,0.293830796155036,100,0,0,500,94,406,500,0.94,7,0,7,192,576,0.109442573990805,0.200812496854011,465,10280,51400,865.960008916667,99800,92,3.59550561797753,20,0.0956369937391399,465,99800,92,3.59550561797753,20,0.0956369937391399,99800,20,0.05,0,0,9520,NaN,1400,-0.238479032621134
LIRCMOP7_BC,15,cgan,first_true_use,4800,4800,0,1.90864984217512,0,100,93,73,4,3,1,4,0.03,14,12,16,22,15,0.570870389384004,0.589982486256532,1,1000,5000,95.931530375,4600,9,933.333333333333,1000,0.111558599634836,1,4600,9,933.333333333333,1000,0.111558599634836,4600,20,0.7,2,6,20,NaN,426,2.5756621266661
LIRCMOP7_BC,15,cgan,FE010000,10000,10000,0,0.663403258706937,0.135823540488828,100,76,59,12,9,3,12,0.09,1,0,1,31,40,0.105641034812477,0.467220017885264,21,1400,7000,141.488892041667,10000,9,20,20,0.0438482581197839,20,9800,8,20,20,0.0494270518032552,9800,20,0.35,1,2,540,NaN,424,0.0638744920618213
LIRCMOP7_BC,15,cgan,FE030000,30000,30000,0,0.0420618721791797,0.28157892851543,100,0,0,414,58,356,414,0.58,19,3,22,163,490,0.151667481101024,0.259988376828907,121,3400,17000,318.99908,30000,58,5.87155963302752,20,0.0609656236676648,120,29800,72,4.74074074074074,20,0.0687741462433957,29800,20,0,0,0,2540,NaN,1244,-0.107637089703618
LIRCMOP7_BC,15,cgan,FE050000,50000,50000,0,0.0378675093866509,0.283338382897924,100,0,0,500,68,432,500,0.68,7,0,7,177,564,0.121821826300632,0.237695022981604,220,5380,26900,465.862576625,50000,68,4.88549618320611,20,0.0765253725189884,219,49800,78,4.29530201342282,20,0.0731384849746108,49800,20,0.05,0,0,4540,NaN,1400,-0.017704822140448
